dataset,source_id,target_id,t_src,t_tgt,dt,dist_3d_um,dist_xy_um,dist_z_um,dz_um,dy_um,dx_um,velocity_um_per_frame,fwd_rank,bwd_rank,margin_fwd_um,margin_bwd_um,is_mnn,comp_count_10um,comp_count_15um,cos_gap_prev,cos_next_gap,dead_reckoning_fwd_um,dead_reckoning_bwd_um,dead_reckoning_mean_um,intensity_diff,intensity_ratio,snr_diff,snr_ratio,transformer_prob,ilp_selected,is_gt_edge
44b6_0113de3b,2169,2402,9,10,1,3.63,1.62,3.25,3.25,0.0,1.62,3.63,1,1,999.0,999.0,1,1,1,0.6325,0.0,2.81,0.0,2.81,29.0,1.0149,0.643,1.227,0.9389,1,0
44b6_0113de3b,2076,2319,9,10,1,6.89,2.3,6.5,6.5,-1.62,1.62,6.89,1,1,999.0,999.0,1,1,1,-0.2357,0.2887,7.45,6.89,7.17,12.0,1.0064,0.5758,0.8422,0.9385,1,0
44b6_0113de3b,2046,2277,9,10,1,3.63,1.62,3.25,3.25,0.0,1.62,3.63,1,1,999.0,999.0,1,1,1,0.6325,0.0,2.81,3.98,3.4,71.0,1.0454,0.557,1.2279,0.9374,1,0
44b6_0113de3b,2198,2425,9,10,1,2.3,1.62,1.62,-1.62,0.0,-1.62,2.3,1,1,999.0,999.0,1,1,1,-0.7071,-0.3162,3.63,4.88,4.25,93.0,0.8624,0.5592,0.7557,0.9344,1,0
44b6_0113de3b,2223,2456,9,10,1,2.81,2.3,1.62,1.62,-1.62,-1.62,2.81,1,1,999.0,999.0,1,1,1,-0.5774,-0.8165,3.98,4.88,4.43,258.0,0.8723,1.2317,0.6063,0.9341,1,0
44b6_0113de3b,2020,2249,9,10,1,1.62,0.0,1.62,1.62,0.0,0.0,1.62,1,1,999.0,999.0,1,1,1,0.7071,0.0,1.62,2.81,2.22,126.0,0.932,0.7911,0.6854,0.9329,1,0
44b6_0113de3b,2183,2412,9,10,1,2.3,1.62,1.62,1.62,0.0,1.62,2.3,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,0.0,0.0,56.0,0.9079,0.2412,1.1155,0.9308,1,0
44b6_0113de3b,2166,2399,9,10,1,3.63,1.62,3.25,3.25,0.0,1.62,3.63,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,0.0,0.0,495.0,0.7907,0.2353,0.9231,0.9274,1,0
44b6_0113de3b,2035,2269,9,10,1,3.63,1.62,3.25,3.25,-1.62,0.0,3.63,1,1,999.0,999.0,1,1,1,0.0,-0.4472,5.14,4.6,4.87,3.0,0.9971,0.8924,1.4473,0.9251,1,0
44b6_0113de3b,2173,2398,9,10,1,1.62,1.62,0.0,0.0,0.0,-1.62,1.62,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,2.81,2.81,50.0,1.059,0.5639,1.2467,0.9249,1,0
44b6_0113de3b,2148,2374,9,10,1,2.3,2.3,0.0,0.0,-1.62,1.62,2.3,1,1,999.0,999.0,1,1,1,-0.7071,0.0,3.63,0.0,3.63,208.0,0.8795,1.9245,0.5153,0.9246,1,0
44b6_0113de3b,2039,2271,9,10,1,4.6,3.25,3.25,3.25,-3.25,0.0,4.6,1,1,999.0,999.0,1,1,1,-0.3162,-0.3162,6.7,6.7,6.7,19.0,1.0137,0.7156,1.2474,0.9238,1,0
44b6_0113de3b,2146,2380,9,10,1,3.63,1.62,3.25,3.25,0.0,-1.62,3.63,1,1,999.0,999.0,1,1,1,0.3162,0.1826,3.63,4.88,4.25,32.0,0.9147,1.0265,0.6428,0.9223,1,0
44b6_0113de3b,2060,2285,9,10,1,1.62,1.62,0.0,0.0,1.62,0.0,1.62,1,1,999.0,999.0,1,1,1,0.5774,0.5774,2.3,2.3,2.3,80.0,1.0599,0.1228,1.0539,0.9217,1,0
44b6_0113de3b,2040,2267,9,10,1,2.3,1.62,1.62,1.62,0.0,1.62,2.3,1,1,999.0,999.0,1,1,1,0.7071,0.0,1.62,3.63,2.63,110.0,1.0666,1.3491,1.8192,0.9202,1,0
44b6_0113de3b,2176,2407,9,10,1,3.63,1.62,3.25,3.25,0.0,1.62,3.63,1,1,999.0,999.0,1,1,1,0.0,0.4,3.98,3.98,3.98,56.0,1.0408,0.2602,1.0976,0.9198,1,0
44b6_0113de3b,2013,2237,9,10,1,2.3,2.3,0.0,0.0,-1.62,-1.62,2.3,1,1,999.0,999.0,1,1,1,-0.7071,0.0,5.14,3.63,4.39,555.0,0.5671,1.0044,0.4503,0.9173,1,0
44b6_0113de3b,2092,2322,9,10,1,2.81,2.3,1.62,1.62,-1.62,1.62,2.81,1,1,999.0,999.0,1,1,1,-0.2582,0.8165,5.14,1.62,3.38,131.0,1.1188,0.73,1.4352,0.9164,1,0
44b6_0113de3b,2228,2462,9,10,1,2.3,1.62,1.62,1.62,-1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,-0.7071,-0.5,3.63,3.98,3.81,60.0,0.9652,0.5268,0.7873,0.9148,1,0
44b6_0113de3b,2214,2443,9,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1063.0,0.3221,2.1104,0.3732,0.9114,1,0
44b6_0113de3b,2018,2248,9,10,1,1.62,0.0,1.62,1.62,0.0,0.0,1.62,1,1,999.0,999.0,1,1,1,0.5774,0.5774,2.3,2.3,2.3,125.0,1.1435,0.4363,1.1536,0.9085,1,0
44b6_0113de3b,2137,2367,9,10,1,2.3,1.62,1.62,1.62,0.0,1.62,2.3,1,1,999.0,999.0,1,1,1,0.3162,0.7071,3.63,1.62,2.63,90.0,0.8947,0.1262,1.0456,0.9022,1,0
44b6_0113de3b,2155,2390,9,10,1,3.98,2.3,3.25,3.25,-1.62,1.62,3.98,1,1,999.0,999.0,1,1,1,-0.8165,-0.4082,5.39,6.08,5.73,309.0,0.652,0.5132,0.7864,0.8973,1,0
44b6_0113de3b,2120,2353,9,10,1,4.6,3.25,3.25,3.25,0.0,3.25,4.6,1,1,999.0,999.0,1,1,1,0.0,-0.3162,0.0,6.7,6.7,79.0,1.1192,0.3134,1.1078,0.8945,1,0
44b6_0113de3b,2070,2303,9,10,1,3.25,0.0,3.25,3.25,0.0,0.0,3.25,2,1,1.0,999.0,0,2,2,0.0,0.0,3.63,0.0,3.63,9.0,0.9913,1.0463,0.7078,0.8891,1,0
44b6_0113de3b,2034,2262,9,10,1,2.3,1.62,1.62,1.62,-1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,-0.7071,-0.2887,3.63,5.14,4.39,43.0,1.0308,0.7123,0.7313,0.8883,1,0
44b6_0113de3b,2160,2394,9,10,1,3.25,0.0,3.25,3.25,0.0,0.0,3.25,1,1,999.0,999.0,1,1,1,0.0,0.0,3.63,4.6,4.11,24.0,0.9633,0.5813,0.7832,0.8879,1,0
44b6_0113de3b,2100,2331,9,10,1,2.81,2.3,1.62,1.62,-1.62,1.62,2.81,1,1,999.0,999.0,1,1,1,-0.5774,0.2582,3.98,3.98,3.98,174.0,1.2251,1.8004,2.0568,0.8813,1,0
44b6_0113de3b,2030,2258,9,10,1,1.62,0.0,1.62,1.62,0.0,0.0,1.62,1,1,999.0,999.0,1,1,1,0.7071,0.8944,1.62,2.3,1.96,171.0,1.2776,0.6328,0.773,0.8771,1,0
44b6_0113de3b,2227,2461,9,10,1,2.3,1.62,1.62,1.62,-1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,-1.0,0.0,4.6,0.0,4.6,12.0,1.0184,0.1093,1.0585,0.8768,1,0
44b6_0113de3b,2114,2343,9,10,1,2.3,1.62,1.62,1.62,-1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.5,0.2887,2.3,3.98,3.14,298.0,0.8777,0.517,0.8294,0.8713,1,0
44b6_0113de3b,2086,2315,9,10,1,2.3,1.62,1.62,1.62,-1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.0,-0.3162,3.63,4.88,4.25,108.0,1.0913,1.4292,1.9825,0.8625,1,0
44b6_0113de3b,2140,2371,9,10,1,1.62,0.0,1.62,1.62,0.0,0.0,1.62,1,1,999.0,999.0,1,1,1,0.0,0.0,2.81,2.3,2.56,3.0,1.0093,0.2927,0.8599,0.8608,1,0
44b6_0113de3b,2180,2413,9,10,1,3.63,1.62,3.25,3.25,0.0,1.62,3.63,1,1,999.0,999.0,1,1,1,0.0,0.8944,0.0,2.3,2.3,360.0,1.1854,0.6299,1.2033,0.86,1,0
44b6_0113de3b,2104,2330,9,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,0.0,0.0,164.0,1.3124,1.077,1.6495,0.8583,1,0
44b6_0113de3b,2108,2341,9,10,1,3.63,1.62,3.25,3.25,0.0,1.62,3.63,1,1,999.0,999.0,1,1,1,0.0,0.5477,0.0,3.63,3.63,101.0,1.123,0.3142,1.1234,0.8562,1,0
44b6_0113de3b,2105,2335,9,10,1,1.62,0.0,1.62,1.62,0.0,0.0,1.62,1,1,999.0,999.0,1,1,1,0.0,0.4472,2.3,3.25,2.77,118.0,1.1804,0.0191,0.9925,0.8545,1,0
44b6_0113de3b,2068,2300,9,10,1,2.3,1.62,1.62,1.62,-1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.0,-0.9487,3.25,5.86,4.55,22.0,0.9766,0.5,0.8309,0.8538,1,0
44b6_0113de3b,2031,2270,9,10,1,6.08,3.63,4.88,4.88,-3.25,1.62,6.08,1,1,999.0,999.0,1,1,1,0.8018,0.0,4.88,0.0,4.88,152.0,1.1782,0.0067,1.0027,0.852,1,0
44b6_0113de3b,2065,2296,9,10,1,1.62,0.0,1.62,1.62,0.0,0.0,1.62,1,1,999.0,999.0,1,1,1,0.5774,0.5774,2.3,2.3,2.3,42.0,1.0919,0.6805,1.2783,0.8475,1,0
44b6_0113de3b,2102,2340,9,10,1,5.14,1.62,4.88,4.88,0.0,1.62,5.14,1,1,999.0,999.0,1,1,1,0.6708,-0.1414,3.98,6.7,5.34,57.0,0.9323,1.1105,0.6997,0.8466,1,0
44b6_0113de3b,2162,2385,9,10,1,2.3,1.62,1.62,-1.62,0.0,-1.62,2.3,1,1,999.0,999.0,1,1,1,-0.5,-0.5,3.98,3.98,3.98,43.0,0.9432,0.5052,0.8357,0.8385,1,0
44b6_0113de3b,2014,2243,9,10,1,1.62,1.62,0.0,0.0,0.0,1.62,1.62,1,1,4.0,999.0,1,2,2,0.0,-0.4082,0.0,4.88,4.88,897.0,0.4788,1.7075,0.2964,0.8085,1,0
44b6_0113de3b,2224,2452,9,10,1,2.3,2.3,0.0,0.0,-1.62,1.62,2.3,1,1,999.0,999.0,1,1,1,-0.5,-0.7071,3.98,3.63,3.81,58.0,0.9526,0.1984,1.0762,0.8073,1,0
44b6_0113de3b,2027,2254,9,10,1,2.81,2.3,1.62,1.62,-1.62,1.62,2.81,1,1,999.0,999.0,1,1,1,-0.7746,-0.2582,6.08,5.14,5.61,279.0,1.235,0.2375,1.1149,0.79,1,0
44b6_0113de3b,2181,2415,9,10,1,3.63,1.62,3.25,3.25,0.0,1.62,3.63,1,1,999.0,999.0,1,1,1,0.0,-0.4472,0.0,4.6,4.6,70.0,1.0409,0.6262,1.3058,0.7853,1,0
44b6_0113de3b,2164,2397,9,10,1,3.98,2.3,3.25,3.25,-1.62,1.62,3.98,1,1,999.0,999.0,1,1,1,0.4714,0.0,3.63,0.0,3.63,150.0,0.928,0.7988,0.7656,0.7623,1,0
44b6_0113de3b,2070,2294,9,10,1,1.62,1.62,0.0,0.0,0.0,-1.62,1.62,1,1,1.0,999.0,1,2,2,0.0,0.0,2.3,0.0,2.3,50.0,1.0515,0.2657,0.9051,0.7534,0,0
44b6_0113de3b,2152,2386,9,10,1,3.98,2.3,3.25,3.25,-1.62,1.62,3.98,1,1,999.0,999.0,1,1,1,0.4714,-0.4082,3.63,4.88,4.25,182.0,1.1313,0.791,1.3128,0.7507,1,0
44b6_0113de3b,2101,2332,9,10,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.8165,0.7071,1.62,2.3,1.96,45.0,0.9595,0.3077,0.8756,0.7425,1,0
44b6_0113de3b,2168,2401,9,10,1,3.63,1.62,3.25,3.25,0.0,1.62,3.63,1,1,999.0,999.0,1,1,1,0.3162,-0.3162,3.63,4.88,4.25,18.0,0.9764,0.2795,0.9252,0.7343,1,0
44b6_0113de3b,2145,2379,9,10,1,3.63,1.62,3.25,3.25,0.0,1.62,3.63,1,1,999.0,999.0,1,1,1,0.8944,0.0,2.3,0.0,2.3,51.0,1.0254,0.2448,0.9221,0.7338,1,0
44b6_0113de3b,2084,2318,9,10,1,3.63,1.62,3.25,3.25,-1.62,0.0,3.63,1,1,999.0,999.0,1,1,1,0.0,0.3162,0.0,3.63,3.63,10.0,1.0559,0.5156,0.6612,0.7292,1,0
44b6_0113de3b,2014,2241,9,10,1,8.12,8.12,0.0,0.0,-8.12,0.0,8.12,2,1,4.0,999.0,0,2,2,0.0,-1.0,0.0,9.75,9.75,248.0,1.4306,0.2806,0.7193,0.6947,0,0
44b6_0113de3b,2106,2336,9,10,1,1.62,0.0,1.62,1.62,0.0,0.0,1.62,1,1,999.0,999.0,1,1,1,-0.5774,0.0,3.98,2.3,3.14,6.0,1.0066,0.508,0.8511,0.6923,1,0
44b6_0113de3b,2186,2416,9,10,1,1.62,0.0,1.62,1.62,0.0,0.0,1.62,1,1,999.0,999.0,1,1,1,0.7071,0.8165,1.62,2.81,2.22,447.0,0.8039,1.7469,0.6027,0.6713,1,0
44b6_0113de3b,2117,2351,9,10,1,3.25,0.0,3.25,3.25,0.0,0.0,3.25,1,1,999.0,999.0,1,1,1,0.0,-1.0,0.0,4.88,4.88,195.0,0.741,0.2541,1.1236,0.6043,1,0
44b6_0113de3b,2087,2316,9,10,1,1.62,0.0,1.62,1.62,0.0,0.0,1.62,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,0.0,0.0,31.0,0.8488,2.0051,0.4419,0.547,1,0
44b6_0113de3b,2445,2671,10,11,1,1.62,1.62,0.0,0.0,1.62,0.0,1.62,1,1,999.0,999.0,1,1,1,0.0,1.0,0.0,0.0,0.0,889.0,0.7761,0.4101,0.8628,0.9982,1,0
44b6_0113de3b,2354,2582,10,11,1,1.62,1.62,0.0,0.0,1.62,0.0,1.62,1,1,999.0,999.0,1,1,1,0.0,0.9487,2.3,3.63,2.97,96.0,1.0699,0.5269,0.8386,0.997,1,0
44b6_0113de3b,2393,2621,10,11,1,1.62,1.62,0.0,0.0,0.0,1.62,1.62,1,1,999.0,999.0,1,1,1,-0.5774,-0.4082,3.98,4.88,4.43,168.0,0.9097,0.2854,1.1205,0.9969,1,0
44b6_0113de3b,2438,2665,10,11,1,2.81,2.3,1.62,1.62,1.62,1.62,2.81,1,1,999.0,999.0,1,1,1,-0.8165,0.5774,4.88,2.81,3.84,37.0,1.0198,0.4638,0.874,0.9965,1,0
44b6_0113de3b,2375,2607,10,11,1,2.3,1.62,1.62,1.62,0.0,1.62,2.3,1,1,999.0,999.0,1,1,1,0.6325,0.0,2.81,3.98,3.4,322.0,1.1645,0.3531,1.1204,0.9963,1,0
44b6_0113de3b,2349,2579,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.0,0.6325,3.63,2.81,3.22,70.0,1.0405,1.1927,1.5194,0.9961,1,0
44b6_0113de3b,2361,2589,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.2887,0.8528,3.98,3.63,3.81,86.0,1.0584,0.1026,1.0326,0.9959,1,0
44b6_0113de3b,2338,2569,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.0,0.8944,3.25,3.25,3.25,157.0,1.0695,0.5256,1.1913,0.9957,1,0
44b6_0113de3b,2264,2490,10,11,1,1.62,1.62,0.0,0.0,1.62,0.0,1.62,1,1,999.0,999.0,1,1,1,0.0,0.9487,2.3,3.63,2.97,123.0,0.9151,0.0623,0.9813,0.9956,1,0
44b6_0113de3b,2366,2593,10,11,1,2.3,2.3,0.0,0.0,1.62,1.62,2.3,1,1,999.0,999.0,1,1,1,0.0,0.7071,3.98,1.62,2.8,442.0,0.7395,0.0266,1.0118,0.995,1,0
44b6_0113de3b,2372,2600,10,11,1,1.62,1.62,0.0,0.0,1.62,0.0,1.62,1,1,999.0,999.0,1,1,1,0.7071,0.9701,1.62,5.14,3.38,77.0,0.9401,0.4149,0.8589,0.9946,1,0
44b6_0113de3b,2409,2638,10,11,1,1.62,1.62,0.0,0.0,1.62,0.0,1.62,1,1,999.0,999.0,1,1,1,-0.4472,0.9487,4.6,3.63,4.11,147.0,1.1134,0.8758,1.5399,0.9944,1,0
44b6_0113de3b,2400,2632,10,11,1,2.81,2.3,1.62,1.62,1.62,1.62,2.81,1,1,999.0,999.0,1,1,1,0.7746,0.8704,2.3,3.25,2.77,69.0,1.0359,0.2936,1.1319,0.9942,1,0
44b6_0113de3b,2441,2667,10,11,1,2.3,1.62,1.62,1.62,0.0,1.62,2.3,1,1,999.0,999.0,1,1,1,0.7071,0.0,1.62,2.81,2.22,167.0,0.897,0.7749,0.7573,0.9941,1,0
44b6_0113de3b,2278,2507,10,11,1,1.62,1.62,0.0,0.0,1.62,0.0,1.62,1,1,999.0,999.0,1,1,1,0.0,0.8165,3.63,2.81,3.22,31.0,1.0212,0.1439,0.9457,0.9941,1,0
44b6_0113de3b,2421,2646,10,11,1,2.3,2.3,0.0,0.0,1.62,1.62,2.3,1,1,999.0,999.0,1,1,1,-0.6325,0.7071,5.39,2.3,3.84,74.0,1.0643,0.1768,1.0638,0.9936,1,0
44b6_0113de3b,2454,2685,10,11,1,2.3,1.62,1.62,1.62,0.0,1.62,2.3,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,3.98,3.98,121.0,0.932,0.5461,0.8228,0.9934,1,0
44b6_0113de3b,2368,2597,10,11,1,1.62,1.62,0.0,0.0,1.62,0.0,1.62,1,1,999.0,999.0,1,1,1,0.0,1.0,3.63,1.62,2.63,66.0,1.0358,0.4219,0.8724,0.993,1,0
44b6_0113de3b,2442,2672,10,11,1,2.3,1.62,1.62,1.62,0.0,1.62,2.3,1,1,999.0,999.0,1,1,1,0.7071,0.5,1.62,2.3,1.96,426.0,0.8358,0.3035,1.112,0.9929,1,0
44b6_0113de3b,2358,2588,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.5,0.5883,2.3,4.88,3.59,92.0,1.079,0.9295,1.3437,0.9919,1,0
44b6_0113de3b,2460,2686,10,11,1,1.62,1.62,0.0,0.0,1.62,0.0,1.62,1,1,999.0,999.0,1,1,1,-0.5774,1.0,3.98,3.25,3.62,270.0,1.2007,0.56,1.3158,0.9917,1,0
44b6_0113de3b,2292,2527,10,11,1,2.81,2.3,1.62,1.62,1.62,1.62,2.81,1,1,999.0,999.0,1,1,1,0.5774,0.5774,2.81,2.81,2.81,46.0,1.0294,0.6058,0.8378,0.9914,1,0
44b6_0113de3b,2280,2508,10,11,1,1.62,1.62,0.0,0.0,1.62,0.0,1.62,1,1,999.0,999.0,1,1,1,-1.0,1.0,3.25,1.62,2.44,18.0,0.9914,0.5352,1.1892,0.9911,1,0
44b6_0113de3b,2450,2679,10,11,1,2.81,2.3,1.62,1.62,1.62,1.62,2.81,1,1,999.0,999.0,1,1,1,-0.5774,0.2582,5.39,3.98,4.68,124.0,0.9527,0.0523,1.0273,0.9903,1,0
44b6_0113de3b,2359,2583,10,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,0.0,0.0,329.0,1.2901,0.1414,1.0491,0.9896,1,0
44b6_0113de3b,2320,2549,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.0,0.866,3.25,2.3,2.77,61.0,0.9634,0.5261,0.8438,0.9894,1,0
44b6_0113de3b,2288,2520,10,11,1,3.98,2.3,3.25,3.25,1.62,1.62,3.98,1,1,999.0,999.0,1,1,1,0.6667,0.6455,3.25,3.98,3.62,245.0,0.8957,0.7341,0.7563,0.9891,1,0
44b6_0113de3b,2411,2640,10,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,0.0,0.0,56.0,1.0506,0.2928,0.8835,0.989,1,0
44b6_0113de3b,2327,2557,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.7071,0.6325,1.62,2.81,2.22,138.0,1.0783,0.6932,1.3426,0.9889,1,0
44b6_0113de3b,2424,2653,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.0,0.7071,3.25,2.3,2.77,307.0,1.176,0.9679,1.4555,0.9888,1,0
44b6_0113de3b,2253,2482,10,11,1,3.25,3.25,0.0,0.0,3.25,0.0,3.25,1,1,999.0,999.0,1,1,1,0.0,1.0,3.98,1.62,2.8,49.0,1.0374,0.3669,1.1501,0.9886,1,0
44b6_0113de3b,2267,2499,10,11,1,2.81,2.3,1.62,1.62,1.62,-1.62,2.81,1,1,999.0,999.0,1,1,1,0.0,0.7746,3.63,2.3,2.97,222.0,0.8815,1.5352,0.5175,0.9885,1,0
44b6_0113de3b,2286,2514,10,11,1,2.3,2.3,0.0,0.0,1.62,1.62,2.3,1,1,999.0,999.0,1,1,1,0.0,0.6708,3.98,3.98,3.98,77.0,1.0472,0.0695,1.0244,0.9883,1,0
44b6_0113de3b,2434,2660,10,11,1,2.81,2.3,1.62,1.62,1.62,1.62,2.81,1,1,999.0,999.0,1,1,1,0.0,0.8165,0.0,1.62,1.62,234.0,0.8903,1.4399,0.5727,0.9883,1,0
44b6_0113de3b,2274,2511,10,11,1,2.81,2.3,1.62,1.62,1.62,-1.62,2.81,1,1,999.0,999.0,1,1,1,0.3333,0.7746,3.25,2.3,2.77,12.0,1.0092,0.6776,1.3049,0.9881,1,0
44b6_0113de3b,2276,2513,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.7071,0.9487,2.3,1.62,1.96,231.0,0.8877,1.1449,0.6749,0.988,1,0
44b6_0113de3b,2313,2538,10,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,0.0,0.0,329.0,0.7519,1.5926,0.5701,0.9877,1,0
44b6_0113de3b,2342,2571,10,11,1,3.98,3.63,1.62,1.62,3.25,1.62,3.98,1,1,999.0,999.0,1,1,1,0.4082,1.0,3.63,0.0,3.63,79.0,1.0668,0.0199,1.0092,0.9875,1,0
44b6_0113de3b,2334,2564,10,11,1,2.81,2.3,1.62,1.62,1.62,1.62,2.81,1,1,999.0,999.0,1,1,1,0.2582,0.5774,3.98,3.98,3.98,34.0,1.0268,0.2571,1.1088,0.9875,1,0
44b6_0113de3b,2382,2603,10,11,1,1.62,0.0,1.62,-1.62,0.0,0.0,1.62,1,1,999.0,999.0,1,1,1,-1.0,0.0,3.25,5.14,4.19,29.0,1.021,0.3204,0.8853,0.9875,1,0
44b6_0113de3b,2389,2618,10,11,1,1.62,1.62,0.0,0.0,1.62,0.0,1.62,1,1,999.0,999.0,1,1,1,0.0,0.8165,2.81,2.81,2.81,99.0,0.9414,0.511,0.767,0.9872,1,0
44b6_0113de3b,2273,2510,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.0,0.7071,3.25,3.63,3.44,82.0,0.944,1.8625,0.6024,0.9871,1,0
44b6_0113de3b,2314,2543,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.2887,0.8944,3.98,3.25,3.62,14.0,0.9937,0.6844,1.3003,0.9866,1,0
44b6_0113de3b,2384,2616,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.5,0.7071,2.3,1.62,1.96,110.0,0.9303,0.3539,1.1188,0.9864,1,0
44b6_0113de3b,2355,2584,10,11,1,3.63,3.25,1.62,1.62,3.25,0.0,3.63,1,1,999.0,999.0,1,1,1,-0.8944,0.8944,5.14,2.3,3.72,192.0,1.0747,0.4255,1.1414,0.9864,1,0
44b6_0113de3b,2339,2567,10,11,1,3.25,3.25,0.0,0.0,3.25,0.0,3.25,1,1,999.0,999.0,1,1,1,0.0,1.0,3.63,1.62,2.63,192.0,0.7985,0.5882,0.7568,0.9856,1,0
44b6_0113de3b,2308,2542,10,11,1,3.63,1.62,3.25,3.25,0.0,1.62,3.63,1,1,999.0,999.0,1,1,1,0.3162,-0.2,3.63,5.63,4.63,219.0,0.8673,0.2066,1.0725,0.9854,1,0
44b6_0113de3b,2406,2633,10,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,0.0,0.0,32.0,1.0151,0.4554,0.8264,0.9851,1,0
44b6_0113de3b,2422,2647,10,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,0.0,0.0,190.0,1.1231,0.4172,1.1665,0.985,1,0
44b6_0113de3b,2250,2486,10,11,1,2.81,2.3,1.62,1.62,1.62,1.62,2.81,1,1,999.0,999.0,1,1,1,0.3333,0.7303,3.25,3.63,3.44,28.0,1.0186,0.1716,0.9426,0.9848,1,0
44b6_0113de3b,2431,2659,10,11,1,2.81,2.3,1.62,1.62,1.62,1.62,2.81,1,1,999.0,999.0,1,1,1,0.0,0.5774,3.63,2.81,3.22,5.0,1.0027,1.1898,1.4632,0.9848,1,0
44b6_0113de3b,2260,2493,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.6325,0.6708,2.81,3.98,3.4,192.0,0.8993,0.724,0.801,0.9848,1,0
44b6_0113de3b,2307,2537,10,11,1,2.81,2.3,1.62,1.62,1.62,1.62,2.81,1,1,999.0,999.0,1,1,1,0.0,0.5774,4.88,2.81,3.84,214.0,0.9082,0.1902,0.9404,0.9837,1,0
44b6_0113de3b,2369,2598,10,11,1,2.3,2.3,0.0,0.0,1.62,1.62,2.3,1,1,999.0,999.0,1,1,1,0.0,0.4472,2.81,4.6,3.71,7.0,1.0039,0.5095,0.8041,0.9836,1,0
44b6_0113de3b,2435,2662,10,11,1,2.3,1.62,1.62,1.62,0.0,1.62,2.3,1,1,999.0,999.0,1,1,1,1.0,0.5,0.0,2.3,2.3,217.0,0.9003,1.5757,0.4694,0.9833,1,0
44b6_0113de3b,2362,2590,10,11,1,2.3,1.62,1.62,1.62,0.0,1.62,2.3,1,1,999.0,999.0,1,1,1,0.8165,0.0,1.62,5.39,3.51,147.0,1.1308,0.0326,1.0111,0.9832,1,0
44b6_0113de3b,2257,2488,10,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,999.0,999.0,1,1,1,0.0,0.0,0.0,0.0,0.0,131.0,0.9376,0.3962,1.154,0.983,1,0
44b6_0113de3b,2289,2522,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.0,0.9487,0.0,1.62,1.62,80.0,0.9377,0.8697,1.2974,0.9829,1,0
44b6_0113de3b,2309,2539,10,11,1,2.3,1.62,1.62,1.62,1.62,0.0,2.3,1,1,999.0,999.0,1,1,1,0.7071,0.866,1.62,2.3,1.96,83.0,0.9556,0.805,1.2489,0.9828,1,0
