dataset,node_id,t,z,y,x,mean_intensity,snr,z_depth_ratio,estimated_radius_um,volume_um3,local_density_r15,eval_result
6bba_fe670320,2922170,44,59.0,39.0,54.0,0.54190856,2.3368137,0.93650794,2.5401762,68.65625,0,FP
6bba_fe670320,2922171,44,57.0,8.0,89.0,0.49289665,2.0204656,0.9047619,2.5434792,68.92444,0,FP
6bba_fe670320,2922172,44,52.0,130.0,163.0,0.42327517,2.263122,0.82539684,2.5434792,68.92444,0,FP
6bba_fe670320,2922173,44,60.0,82.0,30.0,0.42010772,2.221663,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,2922174,44,61.0,197.0,44.0,0.41431406,3.2306244,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2922175,44,47.0,21.0,200.0,0.4030613,4.1063795,0.74603176,2.5401762,68.65625,0,FP
6bba_fe670320,2922176,44,50.0,6.0,163.0,0.3957329,4.340719,0.7936508,2.5401762,68.65625,0,FP
6bba_fe670320,2922177,44,57.0,242.0,88.0,0.39831728,3.7432253,0.9047619,2.5401762,68.65625,0,FP
6bba_fe670320,2922178,44,52.0,28.0,140.0,0.3920306,3.3751345,0.82539684,2.5401762,68.65625,0,FP
6bba_fe670320,2922179,44,58.0,112.0,72.0,0.38443366,2.8756983,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2922180,44,55.0,46.0,114.0,0.3797259,2.8063154,0.8730159,2.5401762,68.65625,1,FP
6bba_fe670320,2922181,44,46.0,168.0,217.0,0.37821957,2.1883726,0.73015875,2.5401762,68.65625,0,FP
6bba_fe670320,2922182,44,58.0,197.0,77.0,0.37788925,2.2772725,0.9206349,2.5401762,68.65625,0,FP
6bba_fe670320,2922183,44,55.0,41.0,116.0,0.3725064,2.6495092,0.8730159,2.5434792,68.92444,1,FP
6bba_fe670320,2922184,44,45.0,60.0,214.0,0.36918885,2.510788,0.71428573,2.5401762,68.65625,0,FP
6bba_fe670320,2922185,44,59.0,242.0,53.0,0.35920715,2.2059274,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922186,44,50.0,40.0,174.0,0.36265174,3.4379487,0.7936508,2.5401762,68.65625,0,FP
6bba_fe670320,2922187,44,55.0,214.0,127.0,0.3502127,2.223562,0.8730159,2.5401762,68.65625,0,FP
6bba_fe670320,2922188,44,55.0,247.0,117.0,0.33819473,3.1534457,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2922189,44,54.0,165.0,138.0,0.33704773,2.3440368,0.85714287,2.5401762,68.65625,0,FP
6bba_fe670320,2922190,44,52.0,68.0,150.0,0.33110225,2.9700837,0.82539684,2.5434792,68.92444,0,FP
6bba_fe670320,2922191,44,45.0,237.0,212.0,0.3289934,3.0994828,0.71428573,2.5401762,68.65625,0,FP
6bba_fe670320,2922192,44,55.0,84.0,124.0,0.32448897,3.7441268,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2922193,44,56.0,105.0,110.0,0.31210798,2.5513504,0.8888889,2.5401762,68.65625,0,FP
6bba_fe670320,2922194,44,49.0,212.0,186.0,0.30871785,3.1726162,0.7777778,2.5401762,68.65625,0,FP
6bba_fe670320,2922195,44,57.0,141.0,104.0,0.30368704,1.9078816,0.9047619,2.5434792,68.92444,0,FP
6bba_fe670320,2922196,44,58.0,82.0,75.0,0.3050228,3.5093105,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2922197,44,46.0,123.0,221.0,0.2829251,2.2749667,0.73015875,2.5401762,68.65625,1,FP
6bba_fe670320,2922198,44,42.0,42.0,247.0,0.27046433,2.4633458,0.6666667,2.5401762,68.65625,0,FP
6bba_fe670320,2922199,44,47.0,123.0,210.0,0.25713962,1.8615842,0.74603176,2.5434792,68.92444,1,FP
6bba_fe670320,2922200,44,51.0,89.0,189.0,0.2143018,2.6150293,0.8095238,2.5434792,68.92444,0,FP
6bba_fe670320,2922201,44,53.0,87.0,163.0,0.20020398,2.8564131,0.84126985,2.5401762,68.65625,0,FP
6bba_fe670320,2922202,45,58.0,161.0,60.0,1.0665255,5.041518,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2922203,45,23.0,224.0,250.0,0.7657747,1.6337571,0.36507937,2.5434792,68.92444,0,FP
6bba_fe670320,2922204,45,27.0,214.0,236.0,0.7339821,1.5268767,0.42857143,2.5434792,68.92444,0,FP
6bba_fe670320,2922205,45,48.0,185.0,32.0,0.7312816,2.32741,0.7619048,2.5434792,68.92444,0,TP
6bba_fe670320,2922206,45,36.0,76.0,105.0,0.6710465,2.1701484,0.5714286,2.5434792,68.92444,0,TP
6bba_fe670320,2922207,45,43.0,91.0,242.0,0.58984995,9.296008,0.6825397,2.5401762,68.65625,0,FP
6bba_fe670320,2922208,45,59.0,47.0,55.0,0.5662132,2.4934537,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922209,45,46.0,90.0,209.0,0.5697122,5.437735,0.73015875,2.5401762,68.65625,0,FP
6bba_fe670320,2922210,45,31.0,123.0,173.0,0.55793375,1.8469888,0.4920635,2.5434792,68.92444,1,TP
6bba_fe670320,2922211,45,29.0,115.0,178.0,0.55419517,1.806674,0.46031746,2.5434792,68.92444,1,FP
6bba_fe670320,2922212,45,42.0,223.0,241.0,0.555295,3.5241392,0.6666667,2.5434792,68.92444,0,FP
6bba_fe670320,2922213,45,59.0,14.0,19.0,0.54226065,2.229874,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922214,45,57.0,20.0,93.0,0.47120187,1.7670655,0.9047619,2.5434792,68.92444,0,FP
6bba_fe670320,2922215,45,51.0,136.0,167.0,0.4278486,2.2315164,0.8095238,2.5401762,68.65625,0,FP
6bba_fe670320,2922216,45,60.0,87.0,33.0,0.41773188,2.2206302,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,2922217,45,58.0,203.0,79.0,0.4170974,2.8089821,0.9206349,2.5401762,68.65625,0,FP
6bba_fe670320,2922218,45,50.0,16.0,168.0,0.41537693,4.1587644,0.7936508,2.5401762,68.65625,0,FP
6bba_fe670320,2922219,45,61.0,205.0,41.0,0.40982455,2.9697433,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2922220,45,58.0,5.0,59.0,0.40822637,3.4182944,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2922221,45,47.0,29.0,203.0,0.40907934,3.958183,0.74603176,2.5434792,68.92444,0,FP
6bba_fe670320,2922222,45,46.0,178.0,218.0,0.39041537,2.2603521,0.73015875,2.5434792,68.92444,0,FP
6bba_fe670320,2922223,45,55.0,49.0,115.0,0.39101064,2.7321646,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2922224,45,50.0,49.0,178.0,0.38082206,3.4146879,0.7936508,2.5434792,68.92444,0,FP
6bba_fe670320,2922225,45,58.0,119.0,74.0,0.3783248,2.7200234,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2922226,45,57.0,251.0,87.0,0.37925765,4.5957713,0.9047619,2.5434792,68.92444,0,FP
6bba_fe670320,2922227,45,45.0,68.0,219.0,0.37350458,2.5091856,0.71428573,2.5401762,68.65625,0,FP
6bba_fe670320,2922228,45,59.0,247.0,53.0,0.3610764,2.2644916,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922229,45,52.0,34.0,139.0,0.359512,3.1235263,0.82539684,2.5401762,68.65625,0,FP
6bba_fe670320,2922230,45,55.0,223.0,128.0,0.34764287,2.2395003,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2922231,45,54.0,92.0,127.0,0.34379175,4.066802,0.85714287,2.5401762,68.65625,0,FP
6bba_fe670320,2922232,45,54.0,175.0,140.0,0.3379733,2.3110695,0.85714287,2.5401762,68.65625,0,FP
6bba_fe670320,2922233,45,45.0,248.0,212.0,0.33501148,3.2260175,0.71428573,2.5401762,68.65625,0,FP
6bba_fe670320,2922234,45,56.0,149.0,103.0,0.32432923,2.2668262,0.8888889,2.5401762,68.65625,0,FP
6bba_fe670320,2922235,45,52.0,75.0,149.0,0.32296082,2.7062213,0.82539684,2.5401762,68.65625,0,FP
6bba_fe670320,2922236,45,56.0,115.0,111.0,0.32187554,2.732051,0.8888889,2.5434792,68.92444,0,FP
6bba_fe670320,2922237,45,54.0,252.0,119.0,0.3161293,3.412364,0.85714287,2.5368643,68.38806,0,FP
6bba_fe670320,2922238,45,46.0,132.0,223.0,0.31260526,2.3266723,0.73015875,2.5401762,68.65625,0,FP
6bba_fe670320,2922239,45,49.0,223.0,185.0,0.31295735,3.1904104,0.7777778,2.5434792,68.92444,0,FP
6bba_fe670320,2922240,45,58.0,92.0,75.0,0.29383966,2.831544,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2922241,45,42.0,45.0,246.0,0.2507659,2.1767073,0.6666667,2.5434792,68.92444,0,FP
6bba_fe670320,2922242,45,53.0,97.0,156.0,0.22549945,3.0336962,0.84126985,2.5368643,68.38806,0,FP
6bba_fe670320,46000528,45,43.0,7.0,11.0,0.44783017,2.0697038,0.6825397,2.5434792,68.92444,0,FN
6bba_fe670320,2922243,46,23.0,227.0,241.0,0.8364053,1.5970616,0.36507937,2.5434792,68.92444,0,FP
6bba_fe670320,2922244,46,59.0,156.0,55.0,0.7532304,6.4966516,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922245,46,58.0,172.0,62.0,0.7048573,5.814854,0.9206349,2.5401762,68.65625,0,FP
6bba_fe670320,2922246,46,48.0,190.0,33.0,0.6627635,2.367109,0.7619048,2.5434792,68.92444,1,TP
6bba_fe670320,2922247,46,48.0,189.0,39.0,0.6564115,2.2752004,0.7619048,2.5434792,68.92444,1,FP
6bba_fe670320,2922248,46,35.0,83.0,109.0,0.6199147,1.8971747,0.5555556,2.5434792,68.92444,0,TP
6bba_fe670320,2922249,46,59.0,51.0,56.0,0.6210327,2.4921746,0.93650794,2.5401762,68.65625,0,FP
6bba_fe670320,2922250,46,30.0,128.0,176.0,0.59144324,1.754757,0.47619048,2.5434792,68.92444,0,TP
6bba_fe670320,2922251,46,60.0,5.0,40.0,0.56936514,2.4008615,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,2922252,46,59.0,19.0,20.0,0.5639773,2.135586,0.93650794,2.5401762,68.65625,0,FP
6bba_fe670320,2922253,46,41.0,226.0,241.0,0.5511064,3.4670637,0.6507937,2.5335438,68.11987,0,FP
6bba_fe670320,2922254,46,43.0,95.0,241.0,0.5443115,7.5461483,0.6825397,2.5434792,68.92444,0,FP
6bba_fe670320,2922255,46,46.0,97.0,210.0,0.5204098,3.9987109,0.73015875,2.5401762,68.65625,0,FP
6bba_fe670320,2922256,46,56.0,24.0,95.0,0.46705675,1.7666292,0.8888889,2.5401762,68.65625,0,FP
6bba_fe670320,2922257,46,60.0,87.0,33.0,0.45081115,2.5014772,0.95238096,2.5368643,68.38806,0,FP
6bba_fe670320,2922258,46,42.0,2.0,7.0,0.4450818,1.6322218,0.6666667,2.4687274,63.024292,0,TP
6bba_fe670320,2922259,46,55.0,56.0,113.0,0.44813144,3.3981397,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2922260,46,58.0,205.0,80.0,0.44343823,3.2431083,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2922261,46,51.0,135.0,166.0,0.4354492,2.6912618,0.8095238,2.5401762,68.65625,0,FP
6bba_fe670320,2922262,46,48.0,6.0,189.0,0.42398658,4.002278,0.7619048,2.5434792,68.92444,0,FP
6bba_fe670320,2922263,46,47.0,38.0,205.0,0.39950418,3.9171054,0.74603176,2.5434792,68.92444,0,FP
6bba_fe670320,2922264,46,52.0,42.0,142.0,0.39462584,2.729224,0.82539684,2.5401762,68.65625,1,FP
6bba_fe670320,2922265,46,45.0,184.0,220.0,0.39087632,2.312809,0.71428573,2.5401762,68.65625,0,FP
6bba_fe670320,2922266,46,51.0,36.0,147.0,0.39166763,2.528359,0.8095238,2.5401762,68.65625,1,FP
6bba_fe670320,2922267,46,58.0,125.0,74.0,0.38998345,2.6069722,0.9206349,2.5401762,68.65625,0,FP
6bba_fe670320,2922268,46,61.0,204.0,41.0,0.385547,2.2083697,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2922269,46,49.0,61.0,182.0,0.3849236,3.4356549,0.7777778,2.5401762,68.65625,0,FP
6bba_fe670320,2922270,46,45.0,75.0,220.0,0.38404164,2.5106552,0.71428573,2.5434792,68.92444,0,FP
6bba_fe670320,2922271,46,50.0,26.0,168.0,0.37932298,3.80002,0.7936508,2.5401762,68.65625,0,FP
6bba_fe670320,2922272,46,54.0,229.0,131.0,0.34969,2.1436763,0.85714287,2.5401762,68.65625,0,FP
6bba_fe670320,2922273,46,57.0,152.0,103.0,0.34014025,2.289768,0.9047619,2.5434792,68.92444,0,FP
6bba_fe670320,2922274,46,52.0,80.0,150.0,0.34051046,2.8801723,0.82539684,2.5401762,68.65625,0,FP
6bba_fe670320,2922275,46,54.0,177.0,138.0,0.3347574,2.3365068,0.85714287,2.5434792,68.92444,0,FP
6bba_fe670320,2922276,46,49.0,211.0,30.0,0.3288301,2.0060527,0.7777778,2.5434792,68.92444,0,FP
6bba_fe670320,2922277,46,54.0,97.0,129.0,0.32783917,3.6554008,0.85714287,2.5401762,68.65625,0,FP
6bba_fe670320,2922278,46,59.0,250.0,49.0,0.3237013,2.4120936,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922279,46,56.0,118.0,110.0,0.3230552,2.7139246,0.8888889,2.5401762,68.65625,0,FP
6bba_fe670320,2922280,46,45.0,140.0,225.0,0.30694288,2.345564,0.71428573,2.5401762,68.65625,0,FP
6bba_fe670320,2922281,46,48.0,226.0,188.0,0.30309543,3.207422,0.7619048,2.5434792,68.92444,0,FP
6bba_fe670320,2922282,46,58.0,89.0,73.0,0.27032638,2.6462255,0.9206349,2.5401762,68.65625,1,FP
6bba_fe670320,2922283,46,58.0,94.0,72.0,0.2697674,2.4177766,0.9206349,2.5401762,68.65625,1,FP
6bba_fe670320,2922284,46,41.0,53.0,248.0,0.25894362,2.4183686,0.6507937,2.5401762,68.65625,0,FP
6bba_fe670320,2922285,46,53.0,100.0,154.0,0.25414875,3.124855,0.84126985,2.5335438,68.11987,0,FP
6bba_fe670320,2922286,47,59.0,154.0,57.0,0.8392328,10.069269,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922287,47,59.0,189.0,61.0,0.67580146,9.12728,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922288,47,47.0,195.0,40.0,0.6238784,2.2666988,0.74603176,2.5401762,68.65625,0,TP
6bba_fe670320,2922289,47,59.0,55.0,57.0,0.6110655,2.4076188,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922290,47,35.0,92.0,112.0,0.58976275,1.8746164,0.5555556,2.5434792,68.92444,0,TP
6bba_fe670320,2922291,47,56.0,4.0,66.0,0.5920567,2.480182,0.8888889,2.5401762,68.65625,0,FP
6bba_fe670320,2922292,47,59.0,22.0,24.0,0.5741768,2.4521902,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922293,47,30.0,140.0,182.0,0.56864154,2.061506,0.47619048,2.5434792,68.92444,0,TP
6bba_fe670320,2922294,47,61.0,11.0,46.0,0.56220233,1.8439765,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2922295,47,41.0,233.0,243.0,0.54855824,3.9763954,0.6507937,2.5401762,68.65625,0,FP
6bba_fe670320,2922296,47,60.0,38.0,5.0,0.540797,2.662602,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,2922297,47,40.0,9.0,249.0,0.5221776,2.9010637,0.63492066,2.5401762,68.65625,0,FP
6bba_fe670320,2922298,47,42.0,100.0,243.0,0.5229071,7.2745714,0.6666667,2.5401762,68.65625,0,FP
6bba_fe670320,2922299,47,54.0,3.0,118.0,0.5082753,2.7773495,0.85714287,2.5401762,68.65625,0,FP
6bba_fe670320,2922300,47,41.0,10.0,15.0,0.47160113,1.6946044,0.6507937,2.5401762,68.65625,1,TP
6bba_fe670320,2922301,47,42.0,10.0,12.0,0.47161564,1.7720484,0.6666667,2.5434792,68.92444,1,FP
6bba_fe670320,2922302,47,46.0,105.0,212.0,0.47892228,3.6258147,0.73015875,2.5434792,68.92444,0,FP
6bba_fe670320,2922303,47,58.0,210.0,81.0,0.47359025,3.3667076,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2922304,47,60.0,90.0,36.0,0.4570604,2.5225544,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,2922305,47,55.0,29.0,99.0,0.45112228,1.8937882,0.8730159,2.5401762,68.65625,0,FP
6bba_fe670320,2922306,47,50.0,135.0,166.0,0.4421025,3.1376896,0.7936508,2.5401762,68.65625,1,FP
6bba_fe670320,2922307,47,61.0,210.0,41.0,0.4368133,2.2299933,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2922308,47,55.0,64.0,113.0,0.43403,3.0871742,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2922309,47,49.0,75.0,185.0,0.42491218,3.888766,0.7777778,2.5434792,68.92444,0,FP
6bba_fe670320,2922310,47,48.0,218.0,33.0,0.40631714,1.9407257,0.7619048,2.5401762,68.65625,0,FP
6bba_fe670320,2922311,47,58.0,129.0,75.0,0.40607035,2.9593701,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2922312,47,46.0,47.0,209.0,0.39821926,3.9160233,0.73015875,2.5401762,68.65625,0,FP
6bba_fe670320,2922313,47,51.0,51.0,148.0,0.3888909,2.7376256,0.8095238,2.5401762,68.65625,0,FP
6bba_fe670320,2922314,47,47.0,15.0,195.0,0.3910252,2.9966247,0.74603176,2.5401762,68.65625,0,FP
6bba_fe670320,2922315,47,45.0,188.0,219.0,0.38350078,2.3920543,0.71428573,2.5401762,68.65625,0,FP
6bba_fe670320,2922316,47,44.0,84.0,224.0,0.3748512,2.358154,0.6984127,2.5401762,68.65625,0,FP
6bba_fe670320,2922317,47,51.0,145.0,163.0,0.36179873,1.8248451,0.8095238,2.5401762,68.65625,1,FP
6bba_fe670320,2922318,47,49.0,36.0,177.0,0.3425613,3.2749367,0.7777778,2.5401762,68.65625,0,FP
6bba_fe670320,2922319,47,50.0,5.0,151.0,0.33926183,2.4803147,0.7936508,2.5401762,68.65625,0,FP
6bba_fe670320,2922320,47,54.0,234.0,132.0,0.3342601,2.1124527,0.85714287,2.5434792,68.92444,0,FP
6bba_fe670320,2922321,47,53.0,183.0,141.0,0.3299843,2.294267,0.84126985,2.5401762,68.65625,0,FP
6bba_fe670320,2922322,47,56.0,122.0,109.0,0.33002424,2.8006978,0.8888889,2.5401762,68.65625,0,FP
6bba_fe670320,2922323,47,53.0,98.0,131.0,0.3157776,3.1761563,0.84126985,2.5401762,68.65625,0,FP
6bba_fe670320,2922324,47,57.0,157.0,103.0,0.31151634,2.0285513,0.9047619,2.5434792,68.92444,0,FP
6bba_fe670320,2922325,47,58.0,94.0,73.0,0.30830407,3.0005808,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2922326,47,51.0,83.0,154.0,0.3036907,2.34986,0.8095238,2.5401762,68.65625,1,FP
6bba_fe670320,2922327,47,52.0,90.0,151.0,0.3020682,2.3302627,0.82539684,2.5434792,68.92444,1,FP
6bba_fe670320,2922328,47,47.0,233.0,189.0,0.2970701,3.0069067,0.74603176,2.5368643,68.38806,0,FP
6bba_fe670320,2922329,47,45.0,149.0,223.0,0.28649673,2.1071136,0.71428573,2.5401762,68.65625,0,FP
6bba_fe670320,2922330,47,53.0,108.0,155.0,0.2506025,3.377012,0.84126985,2.5401762,68.65625,0,FP
6bba_fe670320,48000537,47,32.0,4.0,92.0,0.44594634,3.1132262,0.50793654,2.5434792,68.92444,0,FN
6bba_fe670320,48000541,47,47.0,86.0,3.0,0.26158392,2.287728,0.74603176,2.5401762,68.65625,0,FN
6bba_fe670320,2922331,48,60.0,158.0,57.0,0.9207563,11.472347,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,2922332,48,22.0,243.0,247.0,0.9031049,2.1630228,0.34920636,2.5434792,68.92444,0,FP
6bba_fe670320,2922333,48,16.0,8.0,250.0,0.78809744,2.8486533,0.25396827,2.5434792,68.92444,0,FP
6bba_fe670320,2922334,48,59.0,197.0,61.0,0.6729594,8.402984,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922335,48,56.0,4.0,90.0,0.66702116,3.8450282,0.8888889,2.5434792,68.92444,0,FP
6bba_fe670320,2922336,48,59.0,60.0,58.0,0.6536929,2.7795434,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922337,48,58.0,27.0,33.0,0.63792175,2.5211527,0.9206349,2.5401762,68.65625,1,FP
6bba_fe670320,2922338,48,58.0,22.0,46.0,0.6312177,1.9120064,0.9206349,2.5434792,68.92444,1,FP
6bba_fe670320,2922339,48,46.0,206.0,41.0,0.5963543,2.423217,0.73015875,2.5401762,68.65625,1,FP
6bba_fe670320,2922340,48,46.0,206.0,47.0,0.58886987,2.3107088,0.73015875,2.5401762,68.65625,1,FP
6bba_fe670320,2922341,48,29.0,156.0,187.0,0.5834652,2.1274772,0.46031746,2.5434792,68.92444,0,TP
6bba_fe670320,2922342,48,35.0,102.0,118.0,0.55312806,1.8034248,0.5555556,2.5434792,68.92444,1,FP
6bba_fe670320,2922343,48,56.0,14.0,73.0,0.55388665,2.2617972,0.8888889,2.5401762,68.65625,0,FP
6bba_fe670320,2922344,48,41.0,245.0,243.0,0.54656196,4.51,0.6507937,2.5434792,68.92444,0,FP
6bba_fe670320,2922345,48,41.0,22.0,248.0,0.53728443,2.9260898,0.6507937,2.5434792,68.92444,0,FP
6bba_fe670320,2922346,48,34.0,107.0,126.0,0.5339705,1.6949966,0.53968257,2.5434792,68.92444,1,TP
6bba_fe670320,2922347,48,42.0,111.0,247.0,0.50112885,6.6693587,0.6666667,2.5434792,68.92444,0,FP
6bba_fe670320,2922348,48,59.0,44.0,18.0,0.4876844,2.8304014,0.93650794,2.5401762,68.65625,1,FP
6bba_fe670320,2922349,48,59.0,43.0,13.0,0.48555374,2.9317474,0.93650794,2.5401762,68.65625,1,FP
6bba_fe670320,2922350,48,58.0,218.0,78.0,0.48666444,3.1011152,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2922351,48,47.0,229.0,41.0,0.48541945,2.4669583,0.74603176,2.5401762,68.65625,0,TP
6bba_fe670320,2922352,48,61.0,97.0,38.0,0.4796007,2.4550173,0.96825397,2.4687274,63.024292,0,FP
6bba_fe670320,2922353,48,54.0,8.0,122.0,0.47327444,2.5832257,0.85714287,2.5434792,68.92444,0,FP
6bba_fe670320,2922354,48,60.0,214.0,40.0,0.46878642,2.362097,0.95238096,2.5401762,68.65625,0,FP
6bba_fe670320,2922355,48,43.0,22.0,18.0,0.45160505,1.7632682,0.6825397,2.5434792,68.92444,0,TP
6bba_fe670320,2922356,48,55.0,75.0,115.0,0.44380844,3.2064643,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2922357,48,55.0,40.0,105.0,0.43790653,2.0110364,0.8730159,2.5401762,68.65625,0,FP
6bba_fe670320,2922358,48,46.0,117.0,214.0,0.43120244,3.3825364,0.73015875,2.5434792,68.92444,0,FP
6bba_fe670320,2922359,48,59.0,132.0,71.0,0.4174386,2.5142887,0.93650794,2.5434792,68.92444,0,FP
6bba_fe670320,2922360,48,50.0,94.0,161.0,0.40272012,3.470672,0.7936508,2.5235295,67.31531,0,FP
6bba_fe670320,2922361,48,45.0,198.0,222.0,0.39563853,2.3463159,0.71428573,2.5434792,68.92444,0,FP
6bba_fe670320,2922362,48,46.0,59.0,210.0,0.39860764,4.036293,0.73015875,2.5401762,68.65625,0,FP
6bba_fe670320,2922363,48,51.0,150.0,163.0,0.39143893,2.5503685,0.8095238,2.5401762,68.65625,0,FP
6bba_fe670320,2922364,48,46.0,19.0,199.0,0.38651344,2.3338883,0.73015875,2.5368643,68.38806,1,FP
6bba_fe670320,2922365,48,52.0,64.0,147.0,0.3855044,2.6629612,0.82539684,2.5434792,68.92444,0,FP
6bba_fe670320,2922366,48,44.0,96.0,228.0,0.3783829,2.4213665,0.6984127,2.5434792,68.92444,0,FP
6bba_fe670320,2922367,48,55.0,135.0,113.0,0.37075686,3.0688026,0.8730159,2.5401762,68.65625,0,FP
6bba_fe670320,2922368,48,47.0,26.0,195.0,0.35874978,2.4177635,0.74603176,2.5368643,68.38806,1,FP
6bba_fe670320,2922369,48,50.0,49.0,176.0,0.35725436,3.5957222,0.7936508,2.5434792,68.92444,0,FP
6bba_fe670320,2922370,48,53.0,242.0,132.0,0.347857,2.1548853,0.84126985,2.5401762,68.65625,0,FP
6bba_fe670320,2922371,48,48.0,90.0,188.0,0.34990054,3.7345922,0.7619048,2.5401762,68.65625,0,FP
6bba_fe670320,2922372,48,50.0,8.0,152.0,0.33559224,1.7758461,0.7936508,2.5335438,68.11987,2,FP
6bba_fe670320,2922373,48,50.0,14.0,152.0,0.3356757,1.998987,0.7936508,2.5401762,68.65625,2,FP
6bba_fe670320,2922374,48,53.0,189.0,143.0,0.33488443,2.3271215,0.84126985,2.5434792,68.92444,0,FP
6bba_fe670320,2922375,48,51.0,13.0,145.0,0.32958868,1.8996454,0.8095238,2.5401762,68.65625,2,FP
6bba_fe670320,2922376,48,45.0,155.0,223.0,0.32633644,2.4937384,0.71428573,2.5434792,68.92444,1,FP
6bba_fe670320,2922377,48,58.0,97.0,76.0,0.3222748,2.947318,0.9206349,2.5401762,68.65625,0,FP
6bba_fe670320,2922378,48,47.0,240.0,192.0,0.31901532,3.1899962,0.74603176,2.5401762,68.65625,0,FP
6bba_fe670320,2922379,48,57.0,162.0,103.0,0.31271416,1.9374311,0.9047619,2.5434792,68.92444,0,FP
6bba_fe670320,2922380,48,54.0,110.0,126.0,0.31383574,3.9198966,0.85714287,2.5401762,68.65625,0,FP
6bba_fe670320,2922381,48,46.0,154.0,214.0,0.29105565,1.860913,0.73015875,2.5434792,68.92444,1,FP
6bba_fe670320,2922382,48,53.0,113.0,157.0,0.23859546,2.3470364,0.84126985,2.5434792,68.92444,0,FP
6bba_fe670320,49000544,48,31.0,9.0,103.0,0.36359906,1.1743411,0.4920635,2.5401762,68.65625,0,FN
6bba_fe670320,49000549,48,48.0,103.0,5.0,0.39747518,2.1568906,0.7619048,2.5434792,68.92444,0,FN
6bba_fe670320,2922383,49,24.0,4.0,227.0,1.1176571,3.1969502,0.3809524,2.5434792,68.92444,0,FP
6bba_fe670320,2922384,49,57.0,163.0,57.0,0.87316334,10.064253,0.9047619,2.5434792,68.92444,0,FP
6bba_fe670320,2922385,49,12.0,13.0,251.0,0.71036357,2.1491086,0.1904762,2.5434792,68.92444,0,FP
6bba_fe670320,2922386,49,31.0,11.0,248.0,0.6655947,2.2595057,0.4920635,2.5434792,68.92444,0,FP
6bba_fe670320,2922387,49,56.0,201.0,63.0,0.6751336,7.830693,0.8888889,2.5401762,68.65625,0,FP
6bba_fe670320,2922388,49,53.0,8.0,91.0,0.62356627,3.536443,0.84126985,2.5434792,68.92444,0,FP
6bba_fe670320,2922389,49,29.0,12.0,96.0,0.6196643,2.4693913,0.46031746,2.5434792,68.92444,0,TP
6bba_fe670320,2922390,49,55.0,32.0,33.0,0.61711985,3.0799804,0.8730159,2.5401762,68.65625,0,FP
6bba_fe670320,2922391,49,56.0,64.0,58.0,0.60980964,2.755586,0.8888889,2.5434792,68.92444,0,FP
6bba_fe670320,2922392,49,26.0,162.0,188.0,0.59759206,2.0690243,0.41269842,2.5434792,68.92444,0,TP
6bba_fe670320,2922393,49,43.0,214.0,48.0,0.5865069,2.4259493,0.6825397,2.5434792,68.92444,1,FP
