dataset,total_nodes,total_edges,mean_dist_um,median_dist_um,p90_dist_um,p95_dist_um,p99_dist_um,max_dist_um,edges_over_7um,ratio_over_7um_pct,edges_over_10um,ratio_over_10um_pct,edges_over_15um,ratio_over_15um_pct
6bba_3a1849c2,1173,1142,1.4318053663218513,1.284675299443404,3.2727629892216594,3.65625,5.148160920313676,8.826009149100175,2,0.17513134851138354,0,0.0,0,0.0
6bba_085bf656,1198,1168,2.5246829591905153,2.333728575156074,4.021669817998489,4.614113030962723,6.362923028541098,9.065839901796192,2,0.17123287671232876,0,0.0,0,0.0
6bba_af149c94,1350,1317,1.5620500602283554,1.284675299443404,3.350023320814349,4.617682957663229,6.494274692288553,7.501887783251626,2,0.15186028853454822,0,0.0,0,0.0
6bba_6feb10f0,1368,1343,1.3238941062155847,1.21875,2.333728575156074,3.350023320814349,5.191646469187166,8.30580087198098,2,0.14892032762472077,0,0.0,0,0.0
6bba_cf35214c,842,817,2.5289622687237436,2.333728575156074,3.771649083407754,4.182599744775969,5.335939284632211,8.165523942160723,1,0.12239902080783352,0,0.0,0,0.0
6bba_784a78c9,1788,1739,1.7597376157873368,1.7235727791422095,2.8726212985703494,3.350023320814349,4.251790251404294,8.53125,2,0.11500862564692352,0,0.0,0,0.0
44b6_e28840c6,311,309,1.029562318944223,0.8125,1.86167137607581,1.9902104160113323,3.4449287724428195,6.214430032191206,0,0.0,0,0.0,0,0.0
44b6_deabac95,126,124,2.224244803927843,2.0714766773970688,3.65625,3.8508052388153797,6.023003701338575,6.761347521944128,0,0.0,0,0.0,0,0.0
44b6_db3c847b,165,162,2.0699395345953433,1.925940896043571,3.367148410067758,3.9675669280291093,4.708368062661241,5.28125,0,0.0,0,0.0,0,0.0
44b6_ddf577ad,659,647,1.528676312681321,1.6750116604071745,2.4375,2.949134373158493,4.896830815716787,6.147678042358757,0,0.0,0,0.0,0,0.0
44b6_d2f34f90,283,281,1.3695402528612926,1.284675299443404,2.1877232028983924,2.4375,3.677693550415767,6.214430032191206,0,0.0,0,0.0,0,0.0
44b6_d78e09d9,463,451,2.4558414997166764,2.333728575156074,3.65625,4.0827619710803615,5.146717911790617,5.92902355472636,0,0.0,0,0.0,0,0.0
44b6_9be80b04,222,220,1.180505237743332,0.9084026158592896,2.0352726677397066,2.4375,3.2962717353320845,4.908737426772795,0,0.0,0,0.0,0,0.0
44b6_949adeb1,388,378,2.121566478655366,2.03125,3.374565944310468,3.8883363092427294,4.642526169190514,6.942003043070494,0,0.0,0,0.0,0,0.0
44b6_40c45f5a,200,198,1.598688923947307,1.6750116604071745,2.6012692214570947,2.9575446425202108,3.567571903906708,4.755034338729848,0,0.0,0,0.0,0,0.0
44b6_33b596bf,50,49,2.709622197234741,2.84375,4.020856614573326,4.742419683302291,5.654068871474303,5.998209368219819,0,0.0,0,0.0,0,0.0
44b6_18ced818,100,99,2.309792679154831,2.2980970388562794,3.350023320814349,3.65625,5.6607175298827865,5.773897351442957,0,0.0,0,0.0,0,0.0
44b6_144b256d,121,119,0.9728271933814814,0.5745242597140698,1.8257784605900256,1.8745252800693615,2.8990907704376454,4.1429533547941375,0,0.0,0,0.0,0,0.0
44b6_0c582fdc,71,70,2.189322218297215,2.1877232028983924,3.305353873776458,3.873042447508011,4.8862873604514885,5.025034981221523,0,0.0,0,0.0,0,0.0
44b6_0b24845f,51,49,2.102404126722487,2.0714766773970688,3.4291066438065276,4.235642612364775,5.060740350488032,5.154734625807618,0,0.0,0,0.0,0,0.0
44b6_12dfb391,788,773,1.3088881033339537,1.284675299443404,2.0714766773970688,2.368824207280903,3.5143323396758204,5.87308811976289,0,0.0,0,0.0,0,0.0
44b6_95029e92,200,198,1.6172606538622205,1.6750116604071745,2.632800908728193,3.3717240186526034,6.136646165263496,6.662995408410545,0,0.0,0,0.0,0,0.0
44b6_aaf8b0ea,209,206,1.354773168636225,1.4647552056572457,2.1877232028983924,2.420331051820226,3.550352428771458,3.8540258983302125,0,0.0,0,0.0,0,0.0
44b6_9bfa6a0a,264,259,1.2587196213278737,1.284675299443404,2.0714766773970688,2.6012692214570947,3.4809526311795915,5.87308811976289,0,0.0,0,0.0,0,0.0
44b6_996155de,380,377,1.2611271609966521,1.21875,2.03125,2.1877232028983924,3.581336765832236,5.170718337426629,0,0.0,0,0.0,0,0.0
44b6_abf82518,96,94,2.2227426369690404,2.03125,3.5648292823780494,3.6797324632530666,4.221538747180487,5.265601817456386,0,0.0,0,0.0,0,0.0
44b6_c50204e0,333,325,1.7984741292780893,1.6750116604071745,3.083192790285825,3.8107124183487215,5.657763563480397,6.761347521944128,0,0.0,0,0.0,0,0.0
44b6_b2c44266,170,168,1.1433938267393693,0.9084026158592896,1.86167137607581,2.4011800013046267,3.455018026157193,3.494694639736067,0,0.0,0,0.0,0,0.0
44b6_c96cfa10,629,616,1.7860711814612487,1.8168052317185792,2.7252078475778685,3.2752922102462856,4.298112187676332,5.041429918683786,0,0.0,0,0.0,0,0.0
44b6_cf2536e8,76,75,1.1684170963012799,0.9084026158592896,1.9387948000371245,2.0714766773970688,2.8507330680580316,3.471001521535247,0,0.0,0,0.0,0,0.0
44b6_5740d24b,173,170,1.5420400325881354,1.6750116604071745,2.333728575156074,2.618611649456198,3.528428549859321,4.0625,0,0.0,0,0.0,0,0.0
44b6_551a5dba,228,224,1.474863063033612,1.284675299443404,2.6012692214570947,2.8145825622994254,4.711199462194357,6.410516871711672,0,0.0,0,0.0,0,0.0
44b6_53f95252,70,68,2.200418412234477,2.03125,3.7504450851538453,4.498356756473871,5.926349598378367,6.5,0,0.0,0,0.0,0,0.0
44b6_415c0a3a,331,322,1.325362205199313,1.284675299443404,2.1877232028983924,2.6012692214570947,3.4319038393498906,3.832554834897995,0,0.0,0,0.0,0,0.0
44b6_706092f0,118,117,1.1351091859673743,0.8125,2.0066262496067995,2.3825593658247217,5.294131704779385,5.658407737606049,0,0.0,0,0.0,0,0.0
44b6_71a4179f,121,119,0.8900202968561481,0.5745242597140698,1.7235727791422095,1.8168052317185792,1.9670733888229375,2.9295104113144914,0,0.0,0,0.0,0,0.0
44b6_7a302da0,516,507,1.519756118842836,1.625,2.4375,2.8145825622994254,3.852737634524279,6.20113711850496,0,0.0,0,0.0,0,0.0
44b6_66f9292d,200,198,0.9937548617959386,0.8125,1.86167137607581,1.8871081696644345,3.380273844452496,4.1429533547941375,0,0.0,0,0.0,0,0.0
44b6_7e557709,570,560,1.3311397579605833,1.284675299443404,2.0714766773970688,2.4375,3.602311776603046,4.667457150312148,0,0.0,0,0.0,0,0.0
44b6_808952d6,181,179,1.5644960874286542,1.7235727791422095,2.333728575156074,2.6012692214570947,3.6773782251585425,4.772356925566235,0,0.0,0,0.0,0,0.0
44b6_81c256f0,199,197,1.504373701662139,1.6750116604071745,2.4375,2.7252078475778685,3.300390601883359,4.0010984819796676,0,0.0,0,0.0,0,0.0
44b6_8cc6506c,400,396,1.4092253323307007,1.284675299443404,2.333728575156074,2.632800908728193,3.8540258983302125,6.749131888620936,0,0.0,0,0.0,0,0.0
44b6_8f5ab931,616,604,1.743949783398026,1.7235727791422095,2.632800908728193,3.350023320814349,4.313826546790885,6.662995408410545,0,0.0,0,0.0,0,0.0
44b6_8f9ecab4,374,370,1.1357028679410037,0.9084026158592896,1.86167137607581,2.0714766773970688,2.9495619679866043,5.887121803139459,0,0.0,0,0.0,0,0.0
44b6_90724892,105,103,2.464456543934196,2.4375,3.6379658564756094,3.8540258983302125,4.747818964294687,4.755034338729848,0,0.0,0,0.0,0,0.0
6bba_aeee7805,795,768,1.4151469927940648,1.284675299443404,2.8319941831807065,3.540282157453354,5.8066303049885395,6.858289350304491,0,0.0,0,0.0,0,0.0
