dataset,t,node_id,x,y,z,mean_intensity,snr,z_depth_ratio,estimated_radius_um,volume_um3,local_density_r15
6bba_05b6850b,47,48000423,218,172,38,1.00862,1.3218265,0.6031746,2.5100527,66.24255,0
6bba_05b6850b,47,48000424,202,124,57,1.0834135,1.2608746,0.9047619,2.5434792,68.92444,0
6bba_05b6850b,47,48000425,115,91,54,1.1992557,7.0451407,0.85714287,2.5434792,68.92444,0
6bba_05b6850b,47,48000426,84,8,60,0.9267101,1.9713933,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,48,49000427,191,192,2,1.1195536,2.0433004,0.031746034,2.4617038,62.487915,0
6bba_05b6850b,48,49000430,78,87,10,0.9788742,1.86908,0.15873016,2.5434792,68.92444,0
6bba_05b6850b,48,49000431,22,14,14,0.787745,2.073879,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,48,49000432,133,124,27,1.4077122,1.9463327,0.42857143,2.5434792,68.92444,0
6bba_05b6850b,48,49000433,215,173,38,0.99465424,1.1538389,0.6031746,2.4895616,64.63342,0
6bba_05b6850b,48,49000434,200,125,57,1.0629714,1.220233,0.9047619,2.5434792,68.92444,0
6bba_05b6850b,48,49000435,115,94,53,1.1928203,6.576191,0.84126985,2.5434792,68.92444,0
6bba_05b6850b,48,49000436,82,8,60,0.9367466,2.0073903,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,49,50000437,189,193,2,1.0673375,1.9320194,0.031746034,2.4546402,61.951538,0
6bba_05b6850b,49,50000440,76,88,10,0.9923515,1.736323,0.15873016,2.5434792,68.92444,0
6bba_05b6850b,49,50000441,20,16,13,0.79757285,2.0471764,0.20634921,2.5434792,68.92444,0
6bba_05b6850b,49,50000442,130,125,27,1.3644378,1.8695828,0.42857143,2.5434792,68.92444,0
6bba_05b6850b,49,50000443,213,175,36,1.064282,1.5521728,0.5714286,2.5401762,68.65625,0
6bba_05b6850b,49,50000444,198,128,57,1.0353537,1.246673,0.9047619,2.5434792,68.92444,0
6bba_05b6850b,49,50000445,114,95,53,1.2391274,6.5089383,0.84126985,2.5434792,68.92444,0
6bba_05b6850b,49,50000446,79,9,60,0.9149604,1.9217479,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,50,51000447,187,192,2,1.1378847,1.8387522,0.031746034,2.451093,61.68335,0
6bba_05b6850b,50,51000450,76,89,10,0.9945926,1.592241,0.15873016,2.5434792,68.92444,0
6bba_05b6850b,50,51000451,18,15,14,0.79082906,1.9269797,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,50,51000452,130,127,28,1.1650329,1.3906691,0.44444445,2.5235295,67.31531,0
6bba_05b6850b,50,51000453,210,175,36,1.0299718,1.6432415,0.5714286,2.5302145,67.851685,0
6bba_05b6850b,50,51000454,197,131,56,0.9812284,0.99952763,0.8888889,2.5434792,68.92444,0
6bba_05b6850b,50,51000455,113,97,54,1.2712067,5.856675,0.85714287,2.5434792,68.92444,0
6bba_05b6850b,50,51000456,75,9,60,0.9113121,1.8971258,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,51,52000457,185,191,2,1.2125074,1.6954346,0.031746034,2.433201,60.342407,0
6bba_05b6850b,51,52000458,76,90,10,1.0044822,1.6426612,0.15873016,2.5434792,68.92444,0
6bba_05b6850b,51,52000461,17,16,14,0.8037975,2.021518,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,51,52000462,129,128,28,1.2775136,1.6815126,0.44444445,2.5434792,68.92444,0
6bba_05b6850b,51,52000463,210,177,36,1.0917557,1.8903129,0.5714286,2.5401762,68.65625,0
6bba_05b6850b,51,52000464,196,132,57,1.0372708,1.1331631,0.9047619,2.5434792,68.92444,0
6bba_05b6850b,51,52000465,111,99,54,1.2490375,5.940177,0.85714287,2.5434792,68.92444,0
6bba_05b6850b,51,52000466,252,174,59,1.1038277,3.0083866,0.93650794,2.5401762,68.65625,0
6bba_05b6850b,51,52000467,74,8,60,0.88437086,1.8474319,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,52,53000468,186,193,2,1.1930633,1.7185036,0.031746034,2.451093,61.68335,0
6bba_05b6850b,52,53000469,76,90,10,0.9751836,1.504205,0.15873016,2.5434792,68.92444,0
6bba_05b6850b,52,53000470,18,16,14,0.7882024,2.026533,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,52,53000471,129,129,27,1.3998839,1.8517818,0.42857143,2.5434792,68.92444,0
6bba_05b6850b,52,53000472,209,179,36,1.0543771,1.8679725,0.5714286,2.5434792,68.92444,0
6bba_05b6850b,52,53000473,197,132,57,1.0554821,1.054214,0.9047619,2.5434792,68.92444,0
6bba_05b6850b,52,53000474,113,100,54,1.0793374,4.934171,0.85714287,2.5134354,66.51074,0
6bba_05b6850b,52,53000475,253,176,59,1.0419011,2.6908998,0.93650794,2.4687274,63.024292,0
6bba_05b6850b,52,53000476,74,9,60,0.853384,1.7706256,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,53,54000477,186,193,2,1.1930633,1.7185036,0.031746034,2.451093,61.68335,0
6bba_05b6850b,53,54000478,76,90,10,0.9751836,1.504205,0.15873016,2.5434792,68.92444,0
6bba_05b6850b,53,54000479,18,16,14,0.7882024,2.026533,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,53,54000480,129,129,27,1.3998839,1.8517818,0.42857143,2.5434792,68.92444,0
6bba_05b6850b,53,54000481,209,179,36,1.0543771,1.8679725,0.5714286,2.5434792,68.92444,0
6bba_05b6850b,53,54000482,197,132,57,1.0554821,1.054214,0.9047619,2.5434792,68.92444,0
6bba_05b6850b,53,54000483,113,100,54,1.0793374,4.934171,0.85714287,2.5134354,66.51074,0
6bba_05b6850b,53,54000484,253,176,59,1.0419011,2.6908998,0.93650794,2.4687274,63.024292,0
6bba_05b6850b,53,54000485,74,9,60,0.853384,1.7706256,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,54,55000486,180,195,2,1.0277692,1.6770858,0.031746034,2.4077017,58.465088,0
6bba_05b6850b,54,55000487,72,91,12,0.8933945,1.188737,0.1904762,2.5368643,68.38806,0
6bba_05b6850b,54,55000488,19,18,14,0.5617865,1.0761946,0.22222222,2.5302145,67.851685,0
6bba_05b6850b,54,55000490,122,133,27,1.2087854,1.3380277,0.42857143,2.5066607,65.974365,0
6bba_05b6850b,54,55000491,202,185,36,1.1956269,2.0876687,0.5714286,2.5434792,68.92444,0
6bba_05b6850b,54,55000492,250,183,59,1.2769791,1.3081058,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,54,55000493,64,9,60,0.90057385,1.7988756,0.95238096,2.5368643,68.38806,0
6bba_05b6850b,55,56000494,182,196,2,0.8871301,1.3731182,0.031746034,2.3434148,53.905884,0
6bba_05b6850b,55,56000495,70,90,12,0.8606161,1.1243485,0.1904762,2.5434792,68.92444,0
6bba_05b6850b,55,56000496,17,18,14,0.6654159,1.42538,0.22222222,2.5401762,68.65625,0
6bba_05b6850b,55,56000498,120,133,26,1.2348098,1.5204698,0.41269842,2.5032594,65.70618,0
6bba_05b6850b,55,56000499,200,185,35,1.1497514,2.1947844,0.5555556,2.5434792,68.92444,0
6bba_05b6850b,55,56000501,249,185,58,1.2627411,1.3466468,0.9206349,2.5434792,68.92444,0
6bba_05b6850b,55,56000502,189,139,58,1.063444,1.4855555,0.9206349,2.5434792,68.92444,0
6bba_05b6850b,55,56000503,62,9,60,0.9362306,1.8679718,0.95238096,2.5368643,68.38806,0
6bba_05b6850b,56,57000504,182,195,2,0.8652913,1.2786158,0.031746034,2.32382,52.56494,0
6bba_05b6850b,56,57000505,70,92,12,0.8950136,1.2708685,0.1904762,2.5434792,68.92444,0
6bba_05b6850b,56,57000506,15,20,14,0.72057426,1.6254178,0.22222222,2.5401762,68.65625,0
6bba_05b6850b,56,57000508,122,132,26,1.3006852,1.5958909,0.41269842,2.5401762,68.65625,0
6bba_05b6850b,56,57000509,200,186,35,1.2587368,2.1821244,0.5555556,2.5434792,68.92444,0
6bba_05b6850b,56,57000511,189,141,58,1.0453717,1.4236897,0.9206349,2.5434792,68.92444,0
6bba_05b6850b,56,57000512,249,184,59,1.2696749,1.3354925,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,56,57000513,61,10,60,0.9573357,1.7148104,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,57,58000514,176,195,2,1.1156526,1.6184587,0.031746034,2.3778818,56.31958,0
6bba_05b6850b,57,58000515,71,94,13,0.8978355,1.5232736,0.20634921,2.5434792,68.92444,0
6bba_05b6850b,57,58000516,13,18,14,0.70972866,1.7768223,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,57,58000518,121,133,26,1.2469918,1.6930262,0.41269842,2.5401762,68.65625,0
6bba_05b6850b,57,58000519,198,186,35,1.246226,1.9638722,0.5555556,2.5434792,68.92444,0
6bba_05b6850b,57,58000521,187,141,58,1.0700234,1.3230144,0.9206349,2.5434792,68.92444,0
6bba_05b6850b,57,58000522,248,185,58,1.3367326,1.401926,0.9206349,2.5434792,68.92444,0
6bba_05b6850b,57,58000523,61,10,60,0.9623617,1.7909541,0.95238096,2.5368643,68.38806,0
6bba_05b6850b,58,59000524,176,195,2,1.1156526,1.6184587,0.031746034,2.3778818,56.31958,0
6bba_05b6850b,58,59000525,71,94,13,0.8978355,1.5232736,0.20634921,2.5434792,68.92444,0
6bba_05b6850b,58,59000526,13,18,14,0.70972866,1.7768223,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,58,59000528,121,133,26,1.2469918,1.6930262,0.41269842,2.5401762,68.65625,0
6bba_05b6850b,58,59000529,198,186,35,1.246226,1.9638722,0.5555556,2.5434792,68.92444,0
6bba_05b6850b,58,59000531,187,141,58,1.0700234,1.3230144,0.9206349,2.5434792,68.92444,0
6bba_05b6850b,58,59000532,248,185,58,1.3367326,1.401926,0.9206349,2.5434792,68.92444,0
6bba_05b6850b,58,59000533,61,10,60,0.9623617,1.7909541,0.95238096,2.5368643,68.38806,0
6bba_05b6850b,59,60000534,177,194,2,1.2005847,1.7621796,0.031746034,2.396606,57.660522,0
6bba_05b6850b,59,60000535,70,91,13,0.89353836,1.7403963,0.20634921,2.5434792,68.92444,0
6bba_05b6850b,59,60000536,13,18,14,0.81334776,2.1155937,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,59,60000538,245,238,22,0.3910994,0.22215067,0.34920636,2.0623262,36.74182,0
6bba_05b6850b,59,60000539,121,132,26,1.3279122,2.032229,0.41269842,2.5434792,68.92444,0
6bba_05b6850b,59,60000540,200,186,34,1.2368195,1.6764567,0.53968257,2.5434792,68.92444,0
6bba_05b6850b,59,60000542,187,140,58,1.1175951,1.2521145,0.9206349,2.5434792,68.92444,0
6bba_05b6850b,59,60000543,248,186,58,1.3858874,1.4086659,0.9206349,2.5434792,68.92444,0
6bba_05b6850b,59,60000544,60,9,60,0.8882358,1.7230965,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,60,61000545,177,194,2,1.2005847,1.7621796,0.031746034,2.396606,57.660522,0
6bba_05b6850b,60,61000546,70,91,13,0.89353836,1.7403963,0.20634921,2.5434792,68.92444,0
6bba_05b6850b,60,61000547,13,18,14,0.81334776,2.1155937,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,60,61000549,245,238,22,0.3910994,0.22215067,0.34920636,2.0623262,36.74182,0
6bba_05b6850b,60,61000550,121,132,26,1.3279122,2.032229,0.41269842,2.5434792,68.92444,0
6bba_05b6850b,60,61000551,200,186,34,1.2368195,1.6764567,0.53968257,2.5434792,68.92444,0
6bba_05b6850b,60,61000553,187,140,58,1.1175951,1.2521145,0.9206349,2.5434792,68.92444,0
6bba_05b6850b,60,61000554,248,186,58,1.3858874,1.4086659,0.9206349,2.5434792,68.92444,0
6bba_05b6850b,60,61000555,60,9,60,0.8882358,1.7230965,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,61,62000556,179,200,2,1.2592146,1.6226233,0.031746034,2.4223385,59.53784,0
6bba_05b6850b,61,62000557,9,21,13,0.8219678,2.0174673,0.20634921,2.5434792,68.92444,0
6bba_05b6850b,61,62000558,66,94,14,0.8872469,1.8690287,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,61,62000560,243,242,24,0.9296321,3.0809724,0.3809524,2.5032594,65.70618,0
6bba_05b6850b,61,62000561,116,131,28,1.1710777,1.4918522,0.44444445,2.5368643,68.38806,0
6bba_05b6850b,61,62000562,195,189,34,1.1828896,1.7447686,0.53968257,2.5434792,68.92444,0
6bba_05b6850b,61,62000564,175,139,59,0.97692615,0.930115,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,61,62000565,245,190,59,1.8320268,1.6602749,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,61,62000566,50,13,60,1.1632162,1.7556665,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,62,63000567,181,201,2,1.3164058,1.7426229,0.031746034,2.4475355,61.41516,0
6bba_05b6850b,62,63000568,10,22,13,0.8185496,1.921028,0.20634921,2.5434792,68.92444,0
6bba_05b6850b,62,63000569,67,96,14,0.90034384,1.8993453,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,62,63000570,242,241,24,0.8852114,2.577662,0.3809524,2.493,64.90161,0
6bba_05b6850b,62,63000571,117,133,28,1.1249146,1.5476002,0.44444445,2.5401762,68.65625,0
6bba_05b6850b,62,63000572,197,190,35,1.1253104,1.6672456,0.5555556,2.5434792,68.92444,0
6bba_05b6850b,62,63000574,177,142,59,0.99041885,1.0261819,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,62,63000575,246,192,59,2.084421,1.9573227,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,62,63000576,51,14,60,1.1638973,1.7512419,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,63,64000577,181,201,2,1.3164058,1.7426229,0.031746034,2.4475355,61.41516,0
6bba_05b6850b,63,64000578,10,22,13,0.8185496,1.921028,0.20634921,2.5434792,68.92444,0
6bba_05b6850b,63,64000579,67,96,14,0.90034384,1.8993453,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,63,64000580,242,241,24,0.8852114,2.577662,0.3809524,2.493,64.90161,0
6bba_05b6850b,63,64000581,117,133,28,1.1249146,1.5476002,0.44444445,2.5401762,68.65625,0
6bba_05b6850b,63,64000582,197,190,35,1.1253104,1.6672456,0.5555556,2.5434792,68.92444,0
6bba_05b6850b,63,64000584,177,142,59,0.99041885,1.0261819,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,63,64000585,246,192,59,2.084421,1.9573227,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,63,64000586,51,14,60,1.1638973,1.7512419,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,64,65000587,180,201,1,1.0159987,2.0688307,0.015873017,2.2712636,49.07849,0
6bba_05b6850b,64,65000588,11,22,11,0.8467841,2.018225,0.17460318,2.5434792,68.92444,0
6bba_05b6850b,64,65000589,73,100,12,1.0120074,1.6281317,0.1904762,2.5434792,68.92444,0
6bba_05b6850b,64,65000590,147,187,17,1.8950804,3.0973544,0.26984128,2.4791882,63.828857,0
6bba_05b6850b,64,65000591,235,240,21,1.1604738,5.1013746,0.33333334,2.5335438,68.11987,0
6bba_05b6850b,64,65000592,116,136,25,1.1998315,1.7168103,0.3968254,2.5401762,68.65625,0
6bba_05b6850b,64,65000593,195,192,32,1.127978,1.7297602,0.50793654,2.5201738,67.04712,0
6bba_05b6850b,64,65000595,244,192,59,1.9590284,1.3697828,0.93650794,2.5401762,68.65625,0
6bba_05b6850b,64,65000597,50,14,59,1.0237472,1.4090427,0.93650794,2.5401762,68.65625,0
6bba_05b6850b,64,65000598,178,141,59,0.9165403,1.1589334,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,65,66000599,175,196,2,1.3126396,1.8481351,0.031746034,2.458177,62.219727,0
6bba_05b6850b,65,66000600,11,21,15,0.87428874,1.8798566,0.23809524,2.5401762,68.65625,0
6bba_05b6850b,65,66000601,73,99,16,0.93978894,1.4837009,0.25396827,2.5434792,68.92444,0
6bba_05b6850b,65,66000602,144,182,21,1.9334306,3.3092651,0.33333334,2.5235295,67.31531,0
6bba_05b6850b,65,66000603,115,132,28,1.1828228,1.7523419,0.44444445,2.5434792,68.92444,0
6bba_05b6850b,65,66000604,234,237,26,1.2675574,4.928009,0.41269842,2.5401762,68.65625,0
6bba_05b6850b,65,66000605,196,190,35,1.1396152,1.7401214,0.5555556,2.5434792,68.92444,0
6bba_05b6850b,65,66000606,244,195,59,2.4730272,2.1578317,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,65,66000607,171,138,60,0.9068847,1.0937347,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,65,66000608,51,13,60,1.1213465,1.5206116,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,66,67000609,175,197,2,1.3501785,1.8894489,0.031746034,2.4546402,61.951538,0
6bba_05b6850b,66,67000610,12,21,15,0.8528443,1.8825381,0.23809524,2.5434792,68.92444,0
6bba_05b6850b,66,67000611,75,99,16,0.86648095,1.3959055,0.25396827,2.5434792,68.92444,0
6bba_05b6850b,66,67000612,143,181,21,1.771014,3.36548,0.33333334,2.5134354,66.51074,0
6bba_05b6850b,66,67000613,115,131,29,1.177652,1.6691071,0.46031746,2.5434792,68.92444,0
6bba_05b6850b,66,67000614,231,233,27,1.138726,3.298019,0.42857143,2.493,64.90161,0
6bba_05b6850b,66,67000615,196,190,36,1.1293812,1.5250641,0.5714286,2.5302145,67.851685,0
6bba_05b6850b,66,67000616,246,195,59,2.4419348,2.0905066,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,66,67000618,49,14,60,1.1670811,1.6693285,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,67,68000619,175,197,2,1.3501785,1.8894489,0.031746034,2.4546402,61.951538,0
6bba_05b6850b,67,68000620,12,21,15,0.8528443,1.8825381,0.23809524,2.5434792,68.92444,0
6bba_05b6850b,67,68000621,75,99,16,0.86648095,1.3959055,0.25396827,2.5434792,68.92444,0
6bba_05b6850b,67,68000622,143,181,21,1.771014,3.36548,0.33333334,2.5134354,66.51074,0
6bba_05b6850b,67,68000623,115,131,29,1.177652,1.6691071,0.46031746,2.5434792,68.92444,0
6bba_05b6850b,67,68000624,231,233,27,1.138726,3.298019,0.42857143,2.493,64.90161,0
6bba_05b6850b,67,68000625,196,190,36,1.1293812,1.5250641,0.5714286,2.5302145,67.851685,0
6bba_05b6850b,67,68000626,246,195,59,2.4419348,2.0905066,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,67,68000628,49,14,60,1.1670811,1.6693285,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,68,69000629,173,196,3,1.2358611,1.5795175,0.04761905,2.5168092,66.77893,0
6bba_05b6850b,68,69000630,11,23,15,0.8671851,1.8514469,0.23809524,2.5401762,68.65625,0
6bba_05b6850b,68,69000631,71,99,16,0.99925476,1.6404237,0.25396827,2.5434792,68.92444,0
6bba_05b6850b,68,69000632,136,179,21,1.78848,3.9006257,0.33333334,2.5268764,67.583496,0
6bba_05b6850b,68,69000633,224,231,26,1.1615121,3.5677857,0.41269842,2.5168092,66.77893,0
6bba_05b6850b,68,69000634,111,128,30,1.0577335,1.6555749,0.47619048,2.5368643,68.38806,0
6bba_05b6850b,68,69000635,192,189,35,1.2236043,1.6450466,0.5555556,2.5401762,68.65625,0
6bba_05b6850b,68,69000636,242,194,59,2.303312,2.1118367,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,68,69000637,47,14,60,1.0915775,1.7071173,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,68,69000638,164,132,60,0.865273,0.98215514,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,69,70000639,172,197,2,1.3701565,1.7673107,0.031746034,2.4652207,62.756104,0
6bba_05b6850b,69,70000640,10,23,14,0.9185861,1.9611291,0.22222222,2.5434792,68.92444,0
6bba_05b6850b,69,70000641,71,100,16,1.0150398,1.6433623,0.25396827,2.5434792,68.92444,0
6bba_05b6850b,69,70000642,134,179,21,1.8635358,4.0881314,0.33333334,2.5268764,67.583496,0
6bba_05b6850b,69,70000643,221,231,26,1.2000833,3.5019183,0.41269842,2.4687274,63.024292,0
6bba_05b6850b,69,70000644,109,129,30,1.0442562,1.6502329,0.47619048,2.5401762,68.65625,0
6bba_05b6850b,69,70000645,190,190,36,1.1489342,1.535392,0.5714286,2.5434792,68.92444,0
6bba_05b6850b,69,70000646,242,195,59,2.3242884,2.3114781,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,69,70000647,47,15,60,1.0892864,1.6993232,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,69,70000648,167,137,60,0.92579675,0.9051323,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,70,71000649,172,198,3,1.342202,1.3786396,0.04761905,2.5168092,66.77893,0
6bba_05b6850b,70,71000650,12,25,16,0.97585183,1.9912479,0.25396827,2.5401762,68.65625,0
6bba_05b6850b,70,71000651,72,100,17,0.97827286,1.6383495,0.26984128,2.5434792,68.92444,0
6bba_05b6850b,70,71000652,135,179,19,1.6982354,3.9424684,0.3015873,2.5302145,67.851685,0
6bba_05b6850b,70,71000653,217,232,26,1.1682352,3.393065,0.41269842,2.4368005,60.610596,0
6bba_05b6850b,70,71000654,110,129,31,1.0737193,1.6337482,0.4920635,2.5434792,68.92444,0
6bba_05b6850b,70,71000655,187,189,36,1.110291,1.5785123,0.5714286,2.5434792,68.92444,0
6bba_05b6850b,70,71000656,240,194,60,2.424285,2.0558164,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,70,71000657,46,16,60,1.0315802,1.5814503,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,70,71000658,162,133,60,0.8666457,1.1148704,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,71,72000659,171,196,3,1.2137911,1.4329073,0.04761905,2.5268764,67.583496,0
6bba_05b6850b,71,72000661,9,21,16,0.8389865,1.942566,0.25396827,2.5434792,68.92444,0
6bba_05b6850b,71,72000663,70,99,17,0.7951827,1.4444667,0.26984128,2.5434792,68.92444,0
6bba_05b6850b,71,72000665,135,180,19,1.5980859,3.7079923,0.3015873,2.5302145,67.851685,0
6bba_05b6850b,71,72000666,243,246,19,0.8079404,3.0388622,0.3015873,2.5268764,67.583496,0
6bba_05b6850b,71,72000667,216,233,25,1.2902457,4.3692603,0.3968254,2.5302145,67.851685,0
6bba_05b6850b,71,72000668,107,126,32,1.025721,1.4920994,0.50793654,2.5434792,68.92444,0
6bba_05b6850b,71,72000669,185,190,37,1.1011827,1.3002864,0.5873016,2.5302145,67.851685,0
6bba_05b6850b,71,72000670,237,195,60,2.3764088,2.1199803,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,71,72000671,44,15,59,0.9199327,1.5709516,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,71,72000672,163,136,61,0.870744,1.0915471,0.96825397,2.4687274,63.024292,0
6bba_05b6850b,72,73000673,172,196,3,1.4351985,1.3753593,0.04761905,2.5168092,66.77893,0
6bba_05b6850b,72,73000674,12,23,16,0.900678,1.9929653,0.25396827,2.5434792,68.92444,0
6bba_05b6850b,72,73000675,71,98,18,0.8365399,1.4763986,0.2857143,2.5434792,68.92444,0
6bba_05b6850b,72,73000676,144,183,20,0.9766794,1.2888061,0.31746033,2.32382,52.56494,0
6bba_05b6850b,72,73000678,107,125,33,0.97190934,1.2113862,0.52380955,2.5434792,68.92444,0
6bba_05b6850b,72,73000680,243,241,25,0.5271422,1.0854632,0.3968254,2.458177,62.219727,0
6bba_05b6850b,72,73000681,214,231,25,1.1178418,3.1437902,0.3968254,2.42597,59.80603,0
6bba_05b6850b,72,73000682,185,189,37,1.0145619,1.2538124,0.5873016,2.5434792,68.92444,0
6bba_05b6850b,72,73000684,44,17,60,0.9597868,1.4346056,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,72,73000685,236,194,60,2.3235376,2.0719266,0.95238096,2.5368643,68.38806,0
6bba_05b6850b,72,73000686,163,135,61,0.875494,1.0124785,0.96825397,2.4687274,63.024292,0
6bba_05b6850b,73,74000687,172,196,3,1.4894681,1.3891416,0.04761905,2.5368643,68.38806,0
6bba_05b6850b,73,74000688,12,23,16,0.8752139,2.0471966,0.25396827,2.5434792,68.92444,0
6bba_05b6850b,73,74000689,68,98,19,0.83200634,1.3775624,0.3015873,2.5401762,68.65625,0
6bba_05b6850b,73,74000690,143,182,20,1.0516528,1.4667664,0.31746033,2.3741014,56.05139,0
6bba_05b6850b,73,74000692,108,126,33,0.94718045,1.1454988,0.52380955,2.5434792,68.92444,0
6bba_05b6850b,73,74000694,214,232,24,1.2085954,4.08678,0.3809524,2.5368643,68.38806,0
6bba_05b6850b,73,74000695,239,240,26,0.57387596,1.7117232,0.41269842,2.472224,63.29248,0
6bba_05b6850b,73,74000696,187,190,37,1.0770088,1.4081591,0.5873016,2.5032594,65.70618,0
6bba_05b6850b,73,74000697,43,15,60,0.91811323,1.2972658,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,73,74000698,236,195,60,2.3685446,2.2071047,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,73,74000699,165,136,61,0.86734873,1.1389762,0.96825397,2.4687274,63.024292,0
6bba_05b6850b,74,75000700,174,196,4,1.4821562,1.3076462,0.06349207,2.5335438,68.11987,0
6bba_05b6850b,74,75000701,12,21,17,0.80888623,2.070561,0.26984128,2.5434792,68.92444,0
6bba_05b6850b,74,75000702,71,97,19,0.89870423,1.4676746,0.3015873,2.5434792,68.92444,0
6bba_05b6850b,74,75000703,141,182,19,1.7012372,3.2440357,0.3015873,2.4895616,64.63342,0
6bba_05b6850b,74,75000705,107,123,34,0.9464659,1.176074,0.53968257,2.5368643,68.38806,0
6bba_05b6850b,74,75000707,210,228,24,1.2150563,3.2997782,0.3809524,2.4439676,61.146973,0
6bba_05b6850b,74,75000708,237,237,25,0.5126061,1.5915507,0.3968254,2.4077017,58.465088,0
6bba_05b6850b,74,75000709,186,188,38,0.9926393,1.0260123,0.6031746,2.5066607,65.974365,0
6bba_05b6850b,74,75000711,43,15,60,0.9495748,1.4561687,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,74,75000712,233,193,60,2.3654382,2.3879037,0.95238096,2.5368643,68.38806,0
6bba_05b6850b,74,75000713,162,133,61,0.82765687,1.2627918,0.96825397,2.4652207,62.756104,0
6bba_05b6850b,75,76000714,173,195,4,1.4925699,1.3532817,0.06349207,2.5368643,68.38806,0
6bba_05b6850b,75,76000715,11,21,18,0.79887325,1.9853177,0.2857143,2.5368643,68.38806,0
6bba_05b6850b,75,76000716,69,97,20,0.8747308,1.4576834,0.31746033,2.5368643,68.38806,0
6bba_05b6850b,75,76000717,140,183,19,1.8522378,3.444992,0.3015873,2.499849,65.43799,0
6bba_05b6850b,75,76000718,208,228,23,1.1510057,3.1255069,0.36507937,2.493,64.90161,0
6bba_05b6850b,75,76000719,233,235,24,0.41355646,1.1607708,0.3809524,2.2712636,49.07849,0
6bba_05b6850b,75,76000720,107,125,35,0.93847823,1.0382423,0.5555556,2.5201738,67.04712,0
6bba_05b6850b,75,76000721,185,189,38,1.0804937,1.1744384,0.6031746,2.5368643,68.38806,0
6bba_05b6850b,75,76000723,42,15,60,1.0093915,1.471351,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,75,76000724,234,195,60,2.4545546,2.3752475,0.95238096,2.5368643,68.38806,0
6bba_05b6850b,75,76000725,161,133,61,0.8380449,1.3278376,0.96825397,2.4687274,63.024292,0
6bba_05b6850b,76,77000726,171,194,4,1.5276666,1.277798,0.06349207,2.5368643,68.38806,0
6bba_05b6850b,76,77000727,10,20,18,0.7950491,2.0974128,0.2857143,2.5434792,68.92444,0
