dataset,t,node_id,y,x,z,mean_intensity,snr,z_depth_ratio,estimated_radius_um,volume_um3,local_density_r15
6bba_2819ca14,70,71000862,92,251,17,0.22242399,2.465041,0.26984128,2.5434792,68.92444,1
6bba_2819ca14,71,72000880,98,248,16,0.23569989,2.728533,0.25396827,2.5434792,68.92444,1
6bba_2819ca14,72,73000895,105,250,15,0.2458769,2.9971173,0.23809524,2.5434792,68.92444,1
6bba_2819ca14,73,74000911,111,249,15,0.2283148,2.9136188,0.23809524,2.5401762,68.65625,1
6bba_2819ca14,74,75000926,119,249,13,0.24498363,3.0250392,0.20634921,2.5434792,68.92444,1
6bba_2819ca14,75,76000939,129,249,12,0.24011476,2.876267,0.1904762,2.5434792,68.92444,1
6bba_2819ca14,61,62000719,48,244,23,0.17787082,0.6352027,0.36507937,2.4439676,61.146973,0
6bba_2819ca14,62,63000735,68,231,23,0.31189612,7.031803,0.36507937,2.5401762,68.65625,0
6bba_2819ca14,78,79000986,182,219,12,0.22515158,3.7811987,0.1904762,2.5434792,68.92444,0
6bba_2819ca14,82,83001040,246,218,3,0.24531877,4.0767207,0.04761905,2.5401762,68.65625,0
6bba_2819ca14,83,84001051,250,216,3,0.23646928,5.1234174,0.04761905,2.5401762,68.65625,0
6bba_2819ca14,84,85001063,252,219,3,0.21075143,6.540603,0.04761905,2.5368643,68.38806,0
6bba_2819ca14,63,64000751,75,227,23,0.30162534,6.6259828,0.36507937,2.5401762,68.65625,0
6bba_2819ca14,64,65000767,84,226,22,0.27322453,5.4506335,0.34920636,2.5134354,66.51074,0
6bba_2819ca14,65,66000782,88,224,22,0.27299848,5.4470396,0.34920636,2.5401762,68.65625,0
6bba_2819ca14,66,67000796,94,223,21,0.24197115,4.7778854,0.33333334,2.5401762,68.65625,0
6bba_2819ca14,67,68000814,105,221,20,0.23517974,3.7227042,0.31746033,2.4687274,63.024292,0
6bba_2819ca14,68,69000832,110,220,17,0.2104108,3.391982,0.26984128,2.5168092,66.77893,0
6bba_2819ca14,69,70000848,121,221,19,0.20497218,3.3084235,0.3015873,2.5401762,68.65625,0
6bba_2819ca14,70,71000863,127,222,18,0.21534218,3.1991315,0.2857143,2.5401762,68.65625,0
6bba_2819ca14,71,72000881,133,217,18,0.21457756,3.3282032,0.2857143,2.5434792,68.92444,0
6bba_2819ca14,72,73000896,142,218,17,0.20596102,3.1936278,0.26984128,2.5434792,68.92444,0
6bba_2819ca14,73,74000912,144,218,16,0.2053324,3.253781,0.25396827,2.5401762,68.65625,0
6bba_2819ca14,74,75000927,152,217,15,0.20323342,3.558201,0.23809524,2.5434792,68.92444,0
6bba_2819ca14,75,76000940,160,216,14,0.2189612,3.819045,0.22222222,2.5434792,68.92444,0
6bba_2819ca14,76,77000955,168,218,13,0.21310164,3.4499686,0.20634921,2.5401762,68.65625,0
6bba_2819ca14,77,78000971,175,217,12,0.21811204,3.5876849,0.1904762,2.5401762,68.65625,0
6bba_2819ca14,60,61000701,18,251,25,0.2918582,3.8738165,0.3968254,2.5434792,68.92444,0
6bba_2819ca14,59,60000688,18,251,25,0.2918582,3.8738165,0.3968254,2.5434792,68.92444,0
6bba_2819ca14,58,59000676,8,251,26,0.26711684,4.1629076,0.41269842,2.5434792,68.92444,0
6bba_2819ca14,57,58000663,6,146,36,0.1462627,3.3684528,0.5714286,2.5401762,68.65625,0
6bba_2819ca14,58,59000677,10,143,36,0.16619584,3.2321079,0.5714286,2.5066607,65.974365,0
6bba_2819ca14,59,60000689,17,138,36,0.16348109,3.209539,0.5714286,2.5401762,68.65625,0
6bba_2819ca14,60,61000702,17,138,36,0.16348109,3.209539,0.5714286,2.5401762,68.65625,0
6bba_2819ca14,69,70000849,17,51,27,0.23031637,0.6959589,0.42857143,2.4687274,63.024292,0
6bba_283bf9f1,0,1000006,32,89,20,0.1815816,1.2724749,0.31746033,2.5401762,68.65625,0
6bba_283bf9f1,0,1000008,110,137,23,0.45270646,1.8021209,0.36507937,2.5434792,68.92444,0
6bba_283bf9f1,0,1000011,16,115,30,0.23605631,2.1638513,0.47619048,2.5235295,67.31531,0
6bba_283bf9f1,0,1000016,156,146,36,0.24557546,0.6970675,0.5714286,2.5201738,67.04712,0
6bba_283bf9f1,0,1000018,198,143,38,0.21274792,1.4971122,0.6031746,2.5100527,66.24255,0
6bba_283bf9f1,0,1000019,135,240,44,0.5299321,3.139627,0.6984127,2.5434792,68.92444,0
6bba_283bf9f1,0,1000020,25,193,46,0.36649236,1.5101715,0.73015875,2.5434792,68.92444,0
6bba_283bf9f1,0,1000022,4,210,48,0.28975952,0.95143414,0.7619048,2.5335438,68.11987,0
6bba_283bf9f1,0,1000024,190,247,55,0.5027528,2.8653133,0.8730159,2.5434792,68.92444,0
6bba_283bf9f1,0,1000025,85,171,56,0.28850636,0.33853084,0.8888889,2.3472948,54.174072,0
6bba_283bf9f1,1,2000031,34,85,20,0.19512114,1.3270193,0.31746033,2.5401762,68.65625,0
6bba_283bf9f1,1,2000032,218,95,19,0.33300704,1.6193655,0.3015873,2.5434792,68.92444,0
6bba_283bf9f1,1,2000034,123,134,23,0.32886848,0.95530784,0.36507937,2.493,64.90161,0
6bba_283bf9f1,1,2000038,16,110,30,0.20338935,0.9723466,0.47619048,2.493,64.90161,0
6bba_283bf9f1,1,2000042,160,143,35,0.26230142,0.86610085,0.5555556,2.5302145,67.851685,0
6bba_283bf9f1,1,2000044,196,138,38,0.21483728,1.7827458,0.6031746,2.5201738,67.04712,0
6bba_283bf9f1,1,2000045,136,234,43,0.52146995,2.706941,0.6825397,2.5434792,68.92444,0
6bba_283bf9f1,1,2000046,21,183,45,0.4514533,3.421773,0.71428573,2.5434792,68.92444,0
6bba_283bf9f1,1,2000048,4,208,48,0.28269094,1.4438016,0.7619048,2.5368643,68.38806,0
6bba_283bf9f1,1,2000050,81,171,57,0.3195768,1.2422912,0.9047619,2.5168092,66.77893,0
6bba_283bf9f1,1,2000053,188,248,55,0.46512884,3.713022,0.8730159,2.5434792,68.92444,0
6bba_283bf9f1,2,3000063,221,95,19,0.38729444,2.279904,0.3015873,2.5434792,68.92444,0
6bba_283bf9f1,2,3000064,34,82,19,0.21998373,1.145352,0.3015873,2.5368643,68.38806,0
6bba_283bf9f1,2,3000065,126,132,21,0.3581149,1.0574882,0.33333334,2.5368643,68.38806,0
6bba_283bf9f1,2,3000070,22,105,29,0.18988773,0.8950543,0.46031746,2.433201,60.342407,0
6bba_283bf9f1,2,3000074,162,143,36,0.31397766,2.859811,0.5714286,2.5434792,68.92444,0
6bba_283bf9f1,2,3000076,203,141,37,0.23819028,2.089047,0.5873016,2.5401762,68.65625,0
6bba_283bf9f1,2,3000077,139,232,42,0.47946438,2.7616594,0.6666667,2.5434792,68.92444,0
6bba_283bf9f1,2,3000078,21,174,44,0.37465575,2.2668698,0.6984127,2.5434792,68.92444,0
6bba_283bf9f1,2,3000082,10,209,46,0.29439977,1.518379,0.73015875,2.5401762,68.65625,0
6bba_283bf9f1,2,3000089,79,167,55,0.2978025,0.41634446,0.8730159,2.4077017,58.465088,0
6bba_283bf9f1,3,4000099,34,81,19,0.2018909,0.9075574,0.3015873,2.4895616,64.63342,0
6bba_283bf9f1,3,4000100,130,129,20,0.4074209,1.5224484,0.31746033,2.5401762,68.65625,0
6bba_283bf9f1,3,4000102,225,94,20,0.3846097,2.1902843,0.31746033,2.5434792,68.92444,0
6bba_283bf9f1,3,4000106,24,104,28,0.18119362,0.6765465,0.44444445,2.4861133,64.365234,0
6bba_283bf9f1,3,4000111,165,140,35,0.28007314,2.6850767,0.5555556,2.5434792,68.92444,0
6bba_283bf9f1,3,4000112,204,137,38,0.21871272,2.0184462,0.6031746,2.493,64.90161,0
6bba_283bf9f1,3,4000113,143,231,40,0.4513128,2.8605998,0.63492066,2.5434792,68.92444,0
6bba_283bf9f1,3,4000114,31,174,43,0.38481265,2.1817856,0.6825397,2.5434792,68.92444,0
6bba_283bf9f1,3,4000117,15,207,44,0.2770138,1.5516821,0.6984127,2.5401762,68.65625,0
6bba_283bf9f1,3,4000121,86,169,55,0.35757974,1.5825323,0.8730159,2.5434792,68.92444,0
6bba_283bf9f1,4,5000133,133,124,19,0.41808167,1.7504804,0.3015873,2.5401762,68.65625,0
6bba_283bf9f1,4,5000134,33,73,18,0.1603715,0.556752,0.2857143,2.5268764,67.583496,0
6bba_283bf9f1,4,5000136,227,92,19,0.34994707,1.796235,0.3015873,2.5401762,68.65625,0
6bba_283bf9f1,4,5000140,26,98,26,0.20712876,0.8071405,0.41269842,2.5066607,65.974365,0
6bba_283bf9f1,4,5000145,170,137,35,0.27390096,2.0341415,0.5555556,2.5401762,68.65625,0
6bba_283bf9f1,4,5000146,208,133,36,0.199971,1.8283983,0.5714286,2.5401762,68.65625,0
6bba_283bf9f1,4,5000147,33,167,40,0.40229228,1.8407631,0.63492066,2.5434792,68.92444,0
6bba_283bf9f1,4,5000148,146,226,39,0.42251012,2.6653783,0.61904764,2.5434792,68.92444,0
6bba_283bf9f1,4,5000149,22,201,43,0.29310206,2.2820914,0.6825397,2.5401762,68.65625,0
6bba_283bf9f1,4,5000158,89,168,55,0.3234879,1.1209539,0.8730159,2.5032594,65.70618,0
6bba_283bf9f1,4,5000159,164,253,61,0.3027752,2.8305688,0.96825397,2.3891516,57.124146,0
6bba_283bf9f1,5,6000167,135,123,18,0.41745287,1.7725301,0.2857143,2.5434792,68.92444,0
6bba_283bf9f1,5,6000168,36,72,17,0.1665615,0.24980734,0.26984128,2.4368005,60.610596,0
6bba_283bf9f1,5,6000170,228,90,20,0.39057228,1.8204427,0.31746033,2.5434792,68.92444,0
6bba_283bf9f1,5,6000175,22,97,25,0.19749367,0.425679,0.3968254,2.2030413,44.787476,0
6bba_283bf9f1,5,6000179,173,137,35,0.29043514,2.4885375,0.5555556,2.5401762,68.65625,0
6bba_283bf9f1,5,6000180,211,134,36,0.20001784,1.7255421,0.5714286,2.5401762,68.65625,0
6bba_283bf9f1,5,6000181,42,170,40,0.33638304,1.5380082,0.63492066,2.5434792,68.92444,0
6bba_283bf9f1,5,6000182,148,227,39,0.42343548,2.8451948,0.61904764,2.5434792,68.92444,0
6bba_283bf9f1,5,6000183,27,198,43,0.26972005,2.331516,0.6825397,2.5401762,68.65625,0
6bba_283bf9f1,5,6000189,86,170,55,0.36917707,1.5768954,0.8730159,2.5268764,67.583496,0
6bba_283bf9f1,5,6000191,165,252,61,0.30320817,3.0803504,0.96825397,2.4652207,62.756104,0
6bba_283bf9f1,6,7000197,34,70,18,0.2046938,1.1968495,0.2857143,2.4964292,65.1698,0
6bba_283bf9f1,6,7000200,140,117,19,0.3598564,1.6797153,0.3015873,2.5368643,68.38806,0
6bba_283bf9f1,6,7000202,229,88,20,0.43499938,2.296057,0.31746033,2.5434792,68.92444,0
6bba_283bf9f1,6,7000204,21,92,24,0.20048164,1.0802895,0.3809524,2.5368643,68.38806,0
6bba_283bf9f1,6,7000208,173,136,35,0.2957979,2.9036446,0.5555556,2.5434792,68.92444,0
6bba_283bf9f1,6,7000209,210,132,37,0.17903069,1.52147,0.5873016,2.5302145,67.851685,0
6bba_283bf9f1,6,7000210,45,165,40,0.35576466,1.537321,0.63492066,2.5434792,68.92444,0
6bba_283bf9f1,6,7000211,152,226,39,0.4227019,2.9114566,0.61904764,2.5434792,68.92444,0
6bba_283bf9f1,6,7000215,32,193,44,0.25934467,2.3303103,0.6984127,2.5401762,68.65625,0
6bba_283bf9f1,6,7000219,209,228,58,0.45437214,1.6220102,0.9206349,2.5302145,67.851685,1
6bba_283bf9f1,6,7000221,84,171,55,0.36182982,1.483702,0.8730159,2.5134354,66.51074,0
6bba_283bf9f1,6,7000222,170,252,60,0.295902,2.6460402,0.95238096,2.5368643,68.38806,0
6bba_283bf9f1,7,8000230,144,113,17,0.34662238,1.437945,0.26984128,2.5401762,68.65625,0
6bba_283bf9f1,7,8000232,35,68,17,0.22040294,1.9251306,0.26984128,2.5368643,68.38806,0
6bba_283bf9f1,7,8000235,232,85,19,0.4271504,2.4626622,0.3015873,2.5434792,68.92444,0
6bba_283bf9f1,7,8000238,29,92,23,0.18947075,0.8978495,0.36507937,2.5235295,67.31531,0
6bba_283bf9f1,7,8000242,180,134,34,0.2842808,2.6813118,0.53968257,2.5401762,68.65625,0
6bba_283bf9f1,7,8000243,216,129,35,0.20590457,1.5973562,0.5555556,2.5401762,68.65625,0
6bba_283bf9f1,7,8000244,54,162,39,0.34393543,1.9188929,0.61904764,2.5401762,68.65625,0
6bba_283bf9f1,7,8000245,159,222,38,0.41664344,2.777544,0.6031746,2.5434792,68.92444,0
6bba_283bf9f1,7,8000248,39,188,44,0.24010569,1.6583295,0.6984127,2.5168092,66.77893,0
6bba_283bf9f1,7,8000252,210,228,56,0.49557716,2.2398362,0.8888889,2.5434792,68.92444,1
6bba_283bf9f1,7,8000254,87,168,54,0.35452935,1.1382108,0.85714287,2.5134354,66.51074,0
6bba_283bf9f1,7,8000257,170,248,59,0.3120868,2.3025188,0.93650794,2.5434792,68.92444,0
6bba_283bf9f1,8,9000264,40,62,16,0.2335433,2.3060834,0.25396827,2.5368643,68.38806,0
6bba_283bf9f1,8,9000266,146,105,17,0.27801058,1.1799572,0.26984128,2.5302145,67.851685,0
6bba_283bf9f1,8,9000269,236,83,19,0.49805224,3.1857412,0.3015873,2.5434792,68.92444,0
6bba_283bf9f1,8,9000271,33,88,21,0.20892152,1.1842031,0.33333334,2.5401762,68.65625,0
6bba_283bf9f1,8,9000276,182,130,34,0.26337618,2.8621433,0.53968257,2.5401762,68.65625,0
6bba_283bf9f1,8,9000277,61,163,36,0.38399878,1.7516462,0.5714286,2.5434792,68.92444,0
6bba_283bf9f1,8,9000278,223,121,35,0.19040282,1.4809976,0.5555556,2.5368643,68.38806,0
6bba_283bf9f1,8,9000279,164,216,37,0.38670576,1.9537771,0.5873016,2.5401762,68.65625,0
6bba_283bf9f1,8,9000283,43,189,43,0.267294,1.1703067,0.6825397,2.499849,65.43799,0
6bba_283bf9f1,8,9000286,223,232,56,0.43510193,1.4636817,0.8888889,2.5302145,67.851685,1
6bba_283bf9f1,8,9000288,86,164,53,0.33975226,0.6697987,0.84126985,2.4617038,62.487915,0
6bba_283bf9f1,8,9000292,167,247,59,0.31379262,2.328162,0.93650794,2.5401762,68.65625,0
6bba_283bf9f1,9,10000300,154,101,15,0.2812616,1.0373499,0.23809524,2.5401762,68.65625,0
6bba_283bf9f1,9,10000302,39,58,16,0.1455855,1.3471266,0.25396827,2.4964292,65.1698,0
6bba_283bf9f1,9,10000305,239,80,19,0.46862742,2.9532998,0.3015873,2.5434792,68.92444,0
6bba_283bf9f1,9,10000306,38,87,21,0.2091044,1.7991608,0.33333334,2.5302145,67.851685,0
6bba_283bf9f1,9,10000312,186,130,33,0.3016445,3.174339,0.52380955,2.5434792,68.92444,0
6bba_283bf9f1,9,10000313,68,164,34,0.39873123,1.2582875,0.53968257,2.5401762,68.65625,0
6bba_283bf9f1,9,10000314,171,210,36,0.40464026,2.7434626,0.5714286,2.5434792,68.92444,0
6bba_283bf9f1,9,10000315,228,115,36,0.19286902,1.2657545,0.5714286,2.4617038,62.487915,0
6bba_283bf9f1,9,10000320,50,183,43,0.25121245,0.8656265,0.6825397,2.433201,60.342407,0
6bba_283bf9f1,9,10000322,88,164,53,0.39669985,0.895485,0.84126985,2.4368005,60.610596,0
6bba_283bf9f1,9,10000325,225,233,57,0.4278394,2.002538,0.9047619,2.5434792,68.92444,1
6bba_283bf9f1,9,10000328,165,247,58,0.34427658,2.722213,0.9206349,2.5368643,68.38806,0
6bba_283bf9f1,10,11000334,40,54,15,0.18395193,1.1544077,0.23809524,2.4687274,63.024292,0
6bba_283bf9f1,10,11000337,164,95,14,0.3331185,1.3113307,0.22222222,2.5401762,68.65625,0
6bba_283bf9f1,10,11000341,42,81,19,0.20957488,1.1787263,0.3015873,2.5268764,67.583496,0
6bba_283bf9f1,10,11000342,241,79,19,0.37885678,2.149248,0.3015873,2.5434792,68.92444,0
6bba_283bf9f1,10,11000347,190,130,32,0.28539127,2.5852644,0.50793654,2.5434792,68.92444,0
6bba_283bf9f1,10,11000348,74,167,33,0.42249003,1.4415433,0.52380955,2.5401762,68.65625,0
6bba_283bf9f1,10,11000349,174,205,34,0.42358267,2.4884315,0.53968257,2.5434792,68.92444,0
6bba_283bf9f1,10,11000350,228,113,35,0.2059425,1.4224328,0.5555556,2.4826555,64.097046,0
6bba_283bf9f1,10,11000353,57,176,43,0.23548773,0.3345715,0.6825397,2.1763353,43.178345,0
6bba_283bf9f1,10,11000356,222,240,57,0.35755742,2.5010104,0.9047619,2.5434792,68.92444,0
6bba_283bf9f1,10,11000358,90,163,53,0.34408706,0.54684365,0.84126985,2.3277657,52.83313,0
6bba_283bf9f1,10,11000360,167,241,56,0.35157034,2.3188772,0.8888889,2.5434792,68.92444,0
6bba_283bf9f1,11,12000365,54,51,13,0.19604875,1.1722069,0.20634921,2.5268764,67.583496,0
6bba_283bf9f1,11,12000372,170,96,13,0.2811702,0.57844687,0.20634921,2.5100527,66.24255,0
6bba_283bf9f1,11,12000374,47,81,18,0.18747059,0.94024074,0.2857143,2.493,64.90161,0
6bba_283bf9f1,11,12000377,242,83,19,0.33090654,1.5051051,0.3015873,2.5368643,68.38806,0
6bba_283bf9f1,11,12000381,74,172,31,0.39174294,1.7452027,0.4920635,2.5434792,68.92444,1
6bba_283bf9f1,11,12000382,66,174,41,0.23913124,0.29843378,0.6507937,2.3277657,52.83313,1
6bba_283bf9f1,11,12000384,191,131,33,0.27167338,3.0585096,0.52380955,2.5401762,68.65625,0
6bba_283bf9f1,11,12000385,179,204,32,0.4010124,2.5615652,0.50793654,2.5434792,68.92444,0
6bba_283bf9f1,11,12000386,235,114,33,0.21958011,1.9125038,0.52380955,2.5401762,68.65625,0
6bba_283bf9f1,11,12000393,170,238,56,0.31631452,1.5030684,0.8888889,2.5032594,65.70618,0
6bba_283bf9f1,11,12000396,220,238,56,0.38591638,2.384682,0.8888889,2.5434792,68.92444,0
6bba_283bf9f1,11,12000398,92,162,52,0.35217017,0.7946556,0.82539684,2.451093,61.68335,0
6bba_283bf9f1,12,13000403,59,51,11,0.20479412,0.94914025,0.17460318,2.499849,65.43799,0
6bba_283bf9f1,12,13000409,178,91,12,0.3413243,1.1992353,0.1904762,2.5368643,68.38806,0
6bba_283bf9f1,12,13000414,52,85,19,0.20458451,0.9956941,0.3015873,2.475711,63.56067,0
6bba_283bf9f1,12,13000416,242,74,19,0.3818871,2.4428835,0.3015873,2.5434792,68.92444,0
6bba_283bf9f1,12,13000419,195,129,33,0.235209,3.1393254,0.52380955,2.5401762,68.65625,0
6bba_283bf9f1,12,13000420,241,112,33,0.23906437,2.0924566,0.52380955,2.5401762,68.65625,0
6bba_283bf9f1,12,13000421,79,170,32,0.42534423,3.27663,0.50793654,2.5434792,68.92444,1
6bba_283bf9f1,12,13000422,67,173,40,0.23876111,0.24521415,0.63492066,2.13031,40.49646,1
6bba_283bf9f1,12,13000424,183,200,32,0.36498722,2.088848,0.50793654,2.5434792,68.92444,0
6bba_283bf9f1,12,13000434,96,158,50,0.37700602,1.1407034,0.7936508,2.4964292,65.1698,0
6bba_283bf9f1,12,13000437,178,232,55,0.31621417,2.3334699,0.8730159,2.5335438,68.11987,0
6bba_283bf9f1,13,14000442,63,50,12,0.19506761,1.118314,0.1904762,2.451093,61.68335,0
6bba_283bf9f1,13,14000448,183,86,11,0.30599266,1.148246,0.17460318,2.5134354,66.51074,0
6bba_283bf9f1,13,14000453,57,83,19,0.18803251,1.1829288,0.3015873,2.4826555,64.097046,0
6bba_283bf9f1,13,14000457,80,171,31,0.39702317,2.5340881,0.4920635,2.5434792,68.92444,0
6bba_283bf9f1,13,14000458,65,170,40,0.2402172,0.43986896,0.63492066,2.4223385,59.53784,0
6bba_283bf9f1,13,14000460,187,196,31,0.338207,1.5724254,0.4920635,2.5368643,68.38806,0
6bba_283bf9f1,13,14000461,245,112,32,0.25130388,1.5029128,0.50793654,2.5401762,68.65625,0
6bba_283bf9f1,13,14000464,201,127,34,0.2394992,2.576013,0.53968257,2.5302145,67.851685,0
6bba_283bf9f1,13,14000474,95,158,49,0.36445653,0.94677234,0.7777778,2.4861133,64.365234,0
6bba_283bf9f1,14,15000480,70,46,10,0.22156246,1.4855177,0.15873016,2.5201738,67.04712,0
6bba_283bf9f1,14,15000491,64,80,18,0.20695484,1.0047688,0.2857143,2.5268764,67.583496,0
6bba_283bf9f1,14,15000495,191,192,29,0.33329022,1.227278,0.46031746,2.5302145,67.851685,0
6bba_283bf9f1,14,15000496,78,167,31,0.44378492,2.5594096,0.4920635,2.5434792,68.92444,0
6bba_283bf9f1,14,15000497,63,166,41,0.26946363,0.7651411,0.6507937,2.4652207,62.756104,0
6bba_283bf9f1,14,15000498,246,109,32,0.22734438,1.8310218,0.50793654,2.5401762,68.65625,0
6bba_283bf9f1,14,15000500,205,131,33,0.2420434,2.991712,0.52380955,2.5434792,68.92444,0
6bba_283bf9f1,14,15000503,224,218,47,0.45713487,2.4505217,0.74603176,2.5434792,68.92444,0
6bba_283bf9f1,14,15000512,98,155,49,0.3084923,0.9395026,0.7777778,2.5268764,67.583496,0
6bba_283bf9f1,15,16000516,77,47,9,0.20498367,1.1275603,0.14285715,2.5268764,67.583496,0
6bba_283bf9f1,15,16000528,67,80,18,0.18024372,0.71363544,0.2857143,2.4617038,62.487915,0
6bba_283bf9f1,15,16000533,78,167,29,0.46916035,1.900095,0.46031746,2.5434792,68.92444,0
6bba_283bf9f1,15,16000534,197,188,28,0.3448095,1.2256596,0.44444445,2.5235295,67.31531,0
6bba_283bf9f1,15,16000537,245,107,31,0.20926717,1.6402102,0.4920635,2.5401762,68.65625,0
6bba_283bf9f1,15,16000540,210,132,33,0.26815024,3.3141432,0.52380955,2.5434792,68.92444,0
6bba_283bf9f1,15,16000542,223,215,46,0.42568985,2.8449416,0.73015875,2.5434792,68.92444,0
6bba_283bf9f1,15,16000544,67,166,41,0.20291215,0.07992885,0.6507937,2.021376,34.596313,0
6bba_283bf9f1,16,17000560,84,48,9,0.22882499,1.051392,0.14285715,2.5268764,67.583496,0
6bba_283bf9f1,16,17000561,188,78,10,0.33308285,2.4011116,0.15873016,2.5401762,68.65625,0
6bba_283bf9f1,16,17000567,67,81,17,0.19534189,1.0799428,0.26984128,2.5268764,67.583496,0
6bba_283bf9f1,16,17000571,203,185,27,0.33237824,1.2318921,0.42857143,2.5401762,68.65625,0
6bba_283bf9f1,16,17000572,80,165,28,0.5118148,2.1196404,0.44444445,2.5434792,68.92444,0
6bba_283bf9f1,16,17000574,245,108,31,0.22008853,1.6931062,0.4920635,2.5368643,68.38806,0
6bba_283bf9f1,16,17000576,209,134,34,0.32674345,3.7558854,0.53968257,2.5401762,68.65625,0
6bba_283bf9f1,16,17000578,72,166,41,0.25950742,0.30908737,0.6507937,2.3158891,52.028564,0
6bba_283bf9f1,16,17000580,220,214,43,0.36474195,1.7718529,0.6825397,2.5434792,68.92444,0
6bba_283bf9f1,16,17000582,185,232,45,0.40499482,1.6028336,0.71428573,2.5401762,68.65625,0
6bba_283bf9f1,17,18000593,89,47,10,0.19854614,0.72367316,0.15873016,2.400316,57.92871,0
6bba_283bf9f1,17,18000596,183,76,10,0.30554223,1.7375671,0.15873016,2.5401762,68.65625,0
6bba_283bf9f1,17,18000600,75,77,16,0.19886056,0.73986876,0.25396827,2.458177,62.219727,0
6bba_283bf9f1,17,18000603,210,179,26,0.35772467,1.2836951,0.41269842,2.5401762,68.65625,0
6bba_283bf9f1,17,18000604,81,161,27,0.49289465,2.2996988,0.42857143,2.5434792,68.92444,0
6bba_283bf9f1,17,18000607,247,107,31,0.19960977,1.4110651,0.4920635,2.4895616,64.63342,0
6bba_283bf9f1,17,18000608,212,132,33,0.34189513,3.8409274,0.52380955,2.5434792,68.92444,0
6bba_283bf9f1,17,18000611,68,166,41,0.24239127,0.29716933,0.6507937,2.3316977,53.10132,0
6bba_283bf9f1,17,18000615,219,213,44,0.37524667,1.7005342,0.6984127,2.5268764,67.583496,0
6bba_283bf9f1,18,19000628,182,68,9,0.25067508,0.7741912,0.14285715,2.3703089,55.783203,0
6bba_283bf9f1,18,19000629,94,45,10,0.17399797,0.41237026,0.15873016,2.4403894,60.878784,0
6bba_283bf9f1,18,19000633,79,75,16,0.20102796,0.55063903,0.25396827,2.4223385,59.53784,0
6bba_283bf9f1,18,19000637,215,171,25,0.3711438,1.1063142,0.3968254,2.5335438,68.11987,0
6bba_283bf9f1,18,19000639,75,154,27,0.48689863,2.6499836,0.42857143,2.5434792,68.92444,0
6bba_283bf9f1,18,19000641,249,104,30,0.23091212,1.9404794,0.47619048,2.5335438,68.11987,0
6bba_283bf9f1,18,19000642,217,124,33,0.36206174,3.50469,0.52380955,2.5401762,68.65625,0
6bba_283bf9f1,18,19000645,69,163,41,0.23615666,0.41562673,0.6507937,2.433201,60.342407,0
6bba_283bf9f1,18,19000649,219,205,42,0.3942203,2.264458,0.6666667,2.5434792,68.92444,0
6bba_283bf9f1,19,20000662,189,62,8,0.2917329,1.1903297,0.12698413,2.5235295,67.31531,0
6bba_283bf9f1,19,20000664,100,39,9,0.17956139,0.8268295,0.14285715,2.5066607,65.974365,0
6bba_283bf9f1,19,20000667,83,69,14,0.20692809,0.65265995,0.22222222,2.4475355,61.41516,0
6bba_283bf9f1,19,20000670,220,162,23,0.3789415,0.9799219,0.36507937,2.5401762,68.65625,0
6bba_283bf9f1,19,20000672,82,149,25,0.50062543,2.7320068,0.3968254,2.5434792,68.92444,0
6bba_283bf9f1,19,20000675,250,98,27,0.2623237,2.1216125,0.42857143,2.5401762,68.65625,0
6bba_283bf9f1,19,20000676,216,120,31,0.23716232,1.6508375,0.4920635,2.5368643,68.38806,0
6bba_283bf9f1,19,20000679,69,158,39,0.22797765,0.27772114,0.61904764,2.211801,45.323853,0
6bba_283bf9f1,19,20000680,194,219,39,0.44672605,2.6899343,0.61904764,2.5434792,68.92444,0
6bba_283bf9f1,19,20000682,222,200,41,0.42863324,2.9838698,0.6507937,2.5401762,68.65625,0
6bba_283bf9f1,20,21000692,194,61,7,0.30306712,1.209125,0.11111111,2.5201738,67.04712,0
6bba_283bf9f1,20,21000693,105,39,8,0.2116263,1.4802759,0.12698413,2.5434792,68.92444,0
6bba_283bf9f1,20,21000696,82,69,13,0.21699797,1.0356495,0.20634921,2.4826555,64.097046,0
6bba_283bf9f1,20,21000700,227,159,22,0.40208268,1.1919835,0.34920636,2.5401762,68.65625,0
6bba_283bf9f1,20,21000702,88,143,23,0.42864883,1.6354202,0.36507937,2.5335438,68.11987,0
6bba_283bf9f1,20,21000704,218,119,28,0.22187237,0.63361996,0.44444445,2.472224,63.29248,0
6bba_283bf9f1,20,21000706,68,153,36,0.24882211,0.65749156,0.5714286,2.3891516,57.124146,0
6bba_283bf9f1,20,21000707,200,219,38,0.44733706,2.485974,0.6031746,2.5434792,68.92444,0
6bba_283bf9f1,20,21000709,234,199,41,0.415892,3.5939255,0.6507937,2.5434792,68.92444,0
6bba_283bf9f1,21,22000719,112,38,7,0.18974502,1.2675527,0.11111111,2.5268764,67.583496,0
6bba_283bf9f1,21,22000723,201,53,6,0.2986231,1.3013549,0.0952381,2.5134354,66.51074,0
6bba_283bf9f1,21,22000726,85,67,11,0.22700545,1.6909425,0.17460318,2.5066607,65.974365,0
6bba_283bf9f1,21,22000732,93,142,22,0.37641957,1.6229795,0.34920636,2.5401762,68.65625,0
6bba_283bf9f1,21,22000733,232,154,21,0.40886804,1.1275054,0.33333334,2.5434792,68.92444,0
6bba_283bf9f1,21,22000736,4,125,26,0.3492915,0.6843716,0.41269842,2.4113774,58.733276,0
