dataset,gt_nodes,est_nodes,pred_nodes,node_tp,node_fp,node_fn,node_recall,node_precision,node_f1,pre_pe_ratio,gt_edges,pred_edges,edge_tp,edge_fp,edge_fn,edge_recall,edge_precision,edge_f1,official_edge_tp,official_edge_fp,official_edge_fn,official_jaccard,official_dice,post_node_recall,final_pe_ratio,pass1_edges,pass2_edges
6bba_2819ca14,986,5534,8516,956,7560,30,0.9695740365111561,0.11225927665570691,0.2012207956219743,1.5388507408745935,949,6286,726,5560,223,0.7650158061116965,0.11549475023862552,0.20069108500345542,726,135,223,0.6697416974169742,0.8022099447513812,0.9401622718052738,1.3586917238886882,6075,211
6bba_283bf9f1,1342,20861,24556,1251,23305,91,0.9321907600596125,0.05094477928001303,0.0966097768167426,1.177124778294425,1288,19720,973,18747,315,0.7554347826086957,0.04934077079107505,0.09263137852246764,973,150,315,0.6766342141863699,0.8071339693073414,0.9150521609538003,1.1053161401658598,19323,397
6bba_312f0dc3,520,9963,11344,495,10849,25,0.9519230769230769,0.04363540197461213,0.08344571813890762,1.1386128676101577,500,8894,357,8537,143,0.714,0.04013941983359568,0.07600596125186289,357,103,143,0.5920398009950248,0.74375,0.9423076923076923,1.0564087122352706,8749,145
6bba_32db13fc,862,38705,60606,805,59801,57,0.9338747099767981,0.013282513282513283,0.02619249040150973,1.5658442061749127,811,48126,560,47566,251,0.6905055487053021,0.011636121846818767,0.022886568445143758,560,183,251,0.5633802816901409,0.7207207207207207,0.9118329466357309,1.4519571114843044,46326,1800
6bba_337b1b3a,1272,30480,35745,1266,34479,6,0.9952830188679245,0.03541754091481326,0.06840100494367453,1.172736220472441,1213,30149,1083,29066,130,0.8928276999175597,0.035921589439119044,0.06906447292902237,1083,124,130,0.8100224382946896,0.8950413223140495,0.9944968553459119,1.1276902887139109,29595,554
6bba_372c8cb8,1036,7021,9909,1015,8894,21,0.9797297297297297,0.10243213240488445,0.1854728186386478,1.4113374163224612,1007,8292,913,7379,94,0.9066534260178749,0.11010612638687892,0.1963652005591999,913,60,94,0.8556701030927835,0.9222222222222223,0.9758687258687259,1.3055120353226035,8042,250
6bba_3a1849c2,1173,7003,9009,940,8069,233,0.8013640238704177,0.10434010434010434,0.184639560007857,1.286448664857918,1142,7564,821,6743,321,0.7189141856392294,0.1085404547858276,0.18860555938433263,820,110,322,0.6549520766773163,0.7915057915057915,0.7971014492753623,1.187633871198058,7343,221
6bba_3abfe10a,997,52065,79329,966,78363,31,0.9689067201604814,0.012177135725900994,0.024051988148295695,1.523653125900317,935,64341,739,63602,196,0.7903743315508022,0.011485677872585132,0.02264231876953245,739,171,196,0.6681735985533453,0.8010840108401084,0.9598796389167502,1.4226639777201575,62197,2144
6bba_3c5691b6,765,6258,7894,764,7130,1,0.9986928104575163,0.09678236635419306,0.17646379489548447,1.2614253755193352,746,6704,660,6044,86,0.8847184986595175,0.09844868735083533,0.17718120805369128,660,90,86,0.7894736842105263,0.8823529411764706,0.9921568627450981,1.1666666666666667,6515,189
6bba_3db54e20,502,23236,28003,442,27561,60,0.8804780876494024,0.015784023140377818,0.031012103139800035,1.2051557927354106,474,20939,285,20654,189,0.6012658227848101,0.013610965184583792,0.026619343389529725,285,123,189,0.47738693467336685,0.6462585034013606,0.8545816733067729,1.0884833878464453,20406,533
6bba_3fda6b25,1207,9842,13799,1189,12610,18,0.9850869925434963,0.08616566417856367,0.15846994535519127,1.4020524283682179,1179,11464,1040,10424,139,0.8821034775233249,0.09071877180739707,0.16451791505180732,1040,100,139,0.8131352619233776,0.8969383354894351,0.9768019884009942,1.2910993700467384,11061,403
6bba_43fea39d,910,5748,6232,894,5338,16,0.9824175824175824,0.14345314505776638,0.25035004200504063,1.0842032011134308,880,5035,749,4286,131,0.8511363636363637,0.14875868917576962,0.2532544378698225,749,68,131,0.790084388185654,0.882734236888627,0.9626373626373627,0.9984342379958246,4936,99
6bba_474be664,292,28293,50625,223,50402,69,0.7636986301369864,0.004404938271604938,0.008759353457587838,1.7893118439189906,286,42556,144,42412,142,0.5034965034965035,0.0033837766707397313,0.006722375239251202,146,74,140,0.40555555555555556,0.5770750988142292,0.7431506849315068,1.682854416286714,40608,1948
6bba_48816121,935,23965,29019,894,28125,41,0.9561497326203209,0.030807402046934766,0.05969152700807905,1.2108908825370333,918,24780,742,24038,176,0.8082788671023965,0.029943502824858758,0.05774768464471943,742,173,176,0.6801099908340972,0.8096017457719585,0.9529411764705882,1.1518047152096809,24110,670
6bba_4aa14c89,707,6787,10225,685,9540,22,0.9688826025459689,0.06699266503667482,0.12532016099524335,1.5065566524237513,681,8281,599,7682,82,0.8795888399412628,0.07233425914744596,0.1336755188573979,600,55,81,0.8152173913043478,0.8982035928143712,0.9618104667609618,1.372771474878444,8002,279
6bba_4f99ce20,1057,5965,9714,1037,8677,20,0.9810785241248817,0.10675313979822935,0.19255408040107694,1.6284995808885163,1010,6666,831,5835,179,0.8227722772277227,0.12466246624662466,0.21651902032308493,830,107,180,0.7430617726051925,0.8525937339496662,0.9659413434247871,1.3825649622799665,6463,203
6bba_4ffd3da3,706,17637,22963,592,22371,114,0.8385269121813032,0.025780603579671647,0.05002323714563354,1.301978794579577,689,18936,445,18491,244,0.6458635703918723,0.023500211237853823,0.045350318471337574,445,86,244,0.5741935483870968,0.7295081967213115,0.8101983002832861,1.2117707093043035,18307,629
6bba_55b7eebe,705,5257,7015,701,6314,4,0.9943262411347518,0.0999287241625089,0.18160621761658033,1.3344112611755754,688,5947,607,5340,81,0.8822674418604651,0.1020682697158231,0.18296910324039187,607,97,81,0.7732484076433122,0.8721264367816092,0.9914893617021276,1.2512840022826708,5764,183
6bba_55c70843,490,35415,59862,462,59400,28,0.9428571428571428,0.007717750826901874,0.0153101802757158,1.690300720033884,467,50506,343,50163,124,0.734475374732334,0.006791272324080307,0.013458105271418202,341,108,126,0.5930434782608696,0.7445414847161572,0.9306122448979591,1.5925172949315263,48390,2116
6bba_57b7cc1e,1659,65511,107803,1487,106316,172,0.8963230861965039,0.01379367921115368,0.027169245948365645,1.645570972813726,1592,86702,1013,85689,579,0.6363065326633166,0.011683698184586285,0.022946066550388475,1015,429,577,0.5022266204849085,0.6686429512516469,0.8836648583484027,1.5252553006365344,82318,4384
6bba_5a4d9360,747,5976,6130,625,5505,122,0.8366800535475234,0.10195758564437195,0.1817653046386506,1.0257697456492638,722,4778,447,4331,275,0.6191135734072022,0.09355378819589787,0.16254545454545455,447,103,275,0.5418181818181819,0.7028301886792453,0.8005354752342704,0.945615796519411,4731,47
6bba_5b28472a,737,5802,6816,723,6093,14,0.9810040705563093,0.10607394366197183,0.1914471071097577,1.1747673216132368,724,5974,654,5320,70,0.9033149171270718,0.10947438901908269,0.19528217378321888,654,43,70,0.8526727509778357,0.9204785362420831,0.9687924016282226,1.109617373319545,5800,174
6bba_5c039895,1174,8570,13510,1148,12362,26,0.9778534923339012,0.0849740932642487,0.1563606646690275,1.5764294049008167,1145,10732,926,9806,219,0.8087336244541484,0.08628401043607901,0.1559316325671466,928,229,217,0.6754002911208151,0.8062554300608167,0.975298126064736,1.4456242707117852,10285,447
6bba_5c824876,1170,24647,30199,1139,29060,31,0.9735042735042735,0.03771648067816815,0.07261946507698683,1.2252606808130806,1130,25535,982,24553,148,0.8690265486725663,0.03845701977677697,0.0736546034127133,982,76,148,0.814262023217247,0.8976234003656307,0.964957264957265,1.1730839453077453,25156,379
6bba_5dfe9ad1,1542,26913,34477,1477,33000,65,0.9578469520103762,0.04284015430576906,0.08201227130125767,1.2810537658380707,1487,30309,1316,28993,171,0.8850033624747814,0.04341944636906529,0.08277770788778463,1316,63,171,0.8490322580645161,0.9183531053733427,0.9546044098573282,1.23512800505332,29920,389
6bba_5f89039d,904,4611,4706,888,3818,16,0.9823008849557522,0.18869528261793456,0.3165775401069519,1.0206029060941229,885,4359,761,3598,124,0.8598870056497175,0.17458132599220005,0.2902364607170099,760,114,125,0.7607607607607607,0.8641273450824332,0.9756637168141593,0.9978312730427239,4316,43
6bba_61dd1e0d,558,10128,12867,543,12324,15,0.9731182795698925,0.042200979249242244,0.08089385474860336,1.2704383886255923,543,10950,450,10500,93,0.8287292817679558,0.0410958904109589,0.0783085356303837,450,77,93,0.7258064516129032,0.8411214953271028,0.9605734767025089,1.1990521327014219,10614,336
6bba_61ecbe65,640,5774,6007,606,5401,34,0.946875,0.10088230397869152,0.18233789679554685,1.0403533079321095,614,4680,453,4227,161,0.737785016286645,0.0967948717948718,0.17113713638080846,453,60,161,0.672106824925816,0.8039041703637977,0.896875,0.9560096986491168,4630,50
6bba_6321a359,827,4821,5389,813,4576,14,0.9830713422007256,0.15086286880682873,0.26158301158301156,1.1178178801078615,798,4436,673,3763,125,0.843358395989975,0.1517132551848512,0.2571646923958731,675,65,123,0.7821552723059096,0.8777633289986996,0.9552599758162031,1.0319435801700891,4376,60
6bba_6479435d,617,23453,37447,553,36894,64,0.8962722852512156,0.014767538120543702,0.02905632618747373,1.5966827271564406,580,28503,386,28117,194,0.6655172413793103,0.01354243412974073,0.026544716844892204,386,120,194,0.5514285714285714,0.7108655616942909,0.873581847649919,1.4428857715430863,27216,1287
6bba_67ebd073,462,16061,24747,434,24313,28,0.9393939393939394,0.01753747929041904,0.034432147248998374,1.5408131498661353,438,19308,323,18985,115,0.7374429223744292,0.016728817070644292,0.03271548668084675,323,91,115,0.610586011342155,0.7582159624413145,0.935064935064935,1.409376751136293,18648,660
6bba_6ca87370,1081,7195,11860,1043,10817,38,0.9648473635522664,0.08794266441821248,0.16119310717873425,1.6483669214732453,1052,9144,789,8355,263,0.75,0.08628608923884515,0.15476657512750097,789,219,263,0.6207710464201416,0.7660194174757281,0.9565217391304348,1.505767894371091,8782,362
6bba_6db0e9b4,449,28435,45137,442,44695,7,0.9844097995545658,0.009792409774685956,0.019391918571491248,1.5873747142605943,440,36047,354,35693,86,0.8045454545454546,0.009820512109190778,0.019404171348699532,354,105,86,0.6495412844036698,0.7875417130144605,0.9799554565701559,1.4483558994197292,34458,1589
6bba_6feb10f0,1368,8862,34569,1082,33487,286,0.7909356725146199,0.03129971940177616,0.06021648996855608,3.900812457684496,1343,26590,776,25814,567,0.5778108711839166,0.029183903723204212,0.0555615222138689,778,261,565,0.4850374064837905,0.653232577665827,0.77046783625731,3.485217783795983,24614,1976
6bba_6feeb0b1,1389,7518,11717,1344,10373,45,0.9676025917926566,0.11470512929930869,0.2050969021822066,1.5585262037776004,1343,9483,965,8518,378,0.7185405807892777,0.10176104608246335,0.17827452429336782,972,400,371,0.5576592082616179,0.7160220994475138,0.9647228221742261,1.4526469805799416,9072,411
6bba_705ec2c9,596,5600,6291,521,5770,75,0.8741610738255033,0.08281672230170084,0.15129954987657906,1.123392857142857,562,4971,427,4544,135,0.7597864768683275,0.08589820961577148,0.1543466473883969,427,38,135,0.7116666666666667,0.8315481986368062,0.8456375838926175,1.0232142857142856,4810,161
6bba_718b21f9,661,4306,4776,645,4131,16,0.9757942511346445,0.1350502512562814,0.23726319661578074,1.1091500232234093,652,4328,495,3833,157,0.75920245398773,0.11437153419593346,0.19879518072289157,499,171,153,0.606318347509113,0.7549167927382754,0.9757942511346445,1.0738504412447747,4271,57
6bba_74686d6a,586,29803,48364,542,47822,44,0.9249146757679181,0.01120668265652138,0.022145045965270685,1.6227896520484515,576,39582,451,39131,125,0.7829861111111112,0.01139406801071194,0.02246127795208925,451,90,125,0.6771771771771772,0.8075201432408237,0.9197952218430034,1.501660906620139,37613,1969
6bba_767a1e17,718,47714,62735,663,62072,55,0.9233983286908078,0.010568263329879653,0.02089735709895513,1.3148132623548645,658,46518,460,46058,198,0.6990881458966566,0.009888645255599984,0.019501441410886892,459,138,199,0.5766331658291457,0.7314741035856573,0.9052924791086351,1.2039652932053486,44893,1625
6bba_76db78c1,617,4855,4950,616,4334,1,0.9983792544570502,0.12444444444444444,0.22130411352613616,1.01956745623069,604,4490,525,3965,79,0.8692052980132451,0.11692650334075724,0.2061248527679623,525,82,79,0.7653061224489796,0.8670520231213873,0.9870340356564019,0.9833161688980433,4427,63
6bba_784a78c9,1788,13096,16014,1760,14254,28,0.9843400447427293,0.10990383414512302,0.19773059206830693,1.2228161270616982,1739,14007,1577,12430,162,0.9068430132259919,0.11258656386092668,0.20030483932427282,1577,149,162,0.8352754237288136,0.9102453102453102,0.9815436241610739,1.167379352474038,13633,374
6bba_786893ac,1465,58979,106888,1418,105470,47,0.9679180887372013,0.013266222588129631,0.026173710003414768,1.8123060750436597,1395,89515,999,88516,396,0.7161290322580646,0.01116014075853209,0.02197778022219778,996,385,399,0.5595505617977528,0.7175792507204611,0.9617747440273038,1.7010291798775836,85381,4134
6bba_789f8168,713,10676,14690,709,13981,4,0.9943899018232819,0.048264125255275694,0.09205998831396481,1.3759835144248782,681,11317,540,10777,141,0.7929515418502202,0.047715825748873376,0.09001500250041675,543,83,138,0.7107329842931938,0.8309104820198929,0.9719495091164095,1.2639565380292244,10958,359
6bba_78a7bd97,886,40613,59276,826,58450,60,0.9322799097065463,0.013934813415210204,0.027459193510854032,1.4595326619555316,832,45839,600,45239,232,0.7211538461538461,0.013089290778594647,0.025711898180883205,596,171,236,0.5942173479561316,0.7454659161976235,0.909706546275395,1.3316425774998153,44379,1460
6bba_7af54fde,1131,9624,15294,1101,14193,30,0.9734748010610079,0.0719890153001177,0.13406392694063926,1.589152119700748,1092,12351,968,11383,124,0.8864468864468864,0.07837422071087362,0.1440154727367403,970,102,122,0.8123953098827471,0.8964879852125693,0.9655172413793104,1.4432668329177056,11779,572
6bba_7b5d3b2c,565,5780,7634,558,7076,7,0.9876106194690265,0.07309405292114225,0.13611416026344675,1.3207612456747404,555,6448,474,5974,81,0.8540540540540541,0.07351116625310174,0.13537055547622448,476,87,79,0.7414330218068536,0.851520572450805,0.9876106194690265,1.2321799307958476,6317,131
6bba_7d3058ae,1200,7611,8844,1187,7657,13,0.9891666666666666,0.13421528720036183,0.23636001592990838,1.1620023649980291,1173,7774,1044,6730,129,0.8900255754475703,0.1342937998456393,0.2333743154129876,1042,75,131,0.8349358974358975,0.9100436681222708,0.9766666666666667,1.1024832479306268,7514,260
6bba_7f87b3d8,1000,10581,21477,981,20496,19,0.981,0.045676770498673,0.08728922898963384,2.029770343067763,934,13661,603,13058,331,0.645610278372591,0.044140253275748484,0.08263103802672149,602,248,332,0.5093062605752962,0.6748878923766816,0.934,1.690577450146489,12724,937
6bba_80d12824,680,9021,11203,658,10545,22,0.9676470588235294,0.05873426760689101,0.110746444500547,1.2418800576432767,654,8918,518,8400,136,0.7920489296636085,0.058084772370486655,0.10823234433765147,518,69,136,0.7164591977869986,0.8348106365834005,0.9426470588235294,1.1549717326238775,8765,153
6bba_825bd1c6,968,7586,12101,960,11141,8,0.9917355371900827,0.0793322865878853,0.14691254112785979,1.5951753229633536,930,9394,688,8706,242,0.7397849462365591,0.07323823717266341,0.13328167376985664,688,283,242,0.5671887881286067,0.7238295633876907,0.9907024793388429,1.4340891115212233,9060,334
6bba_87289e13,724,14966,18030,723,17307,1,0.9986187845303868,0.04009983361064892,0.07710355124240163,1.20473072297207,699,14193,549,13644,150,0.7854077253218884,0.03868103994927077,0.07373086220789686,549,103,150,0.6845386533665836,0.8127313101406366,0.9765193370165746,1.1280235199786182,13899,294
6bba_8b7818bf,741,5828,6788,729,6059,12,0.9838056680161943,0.1073954036535062,0.19365121530083676,1.1647220315717228,725,5813,617,5196,108,0.8510344827586207,0.10614140719077929,0.18874273478127868,617,98,108,0.7496962332928311,0.8569444444444444,0.9743589743589743,1.094200411805079,5670,143
6bba_907271db,945,7306,9985,912,9073,33,0.9650793650793651,0.09133700550826239,0.16688014638609333,1.3666849165069805,921,7916,650,7266,271,0.7057546145494028,0.08211217786760991,0.14710874731243634,650,283,271,0.5398671096345515,0.7011866235167206,0.964021164021164,1.2591021078565563,7739,177
6bba_91951b3a,1188,11907,14555,1145,13410,43,0.9638047138047138,0.078667124699416,0.1454614749412437,1.222390190644159,1148,11992,959,11033,189,0.8353658536585366,0.07996997998665777,0.14596651445966513,959,117,189,0.7581027667984189,0.862410071942446,0.9612794612794613,1.146384479717813,11757,235
6bba_96833384,758,4869,5368,720,4648,38,0.9498680738786279,0.13412816691505217,0.23506366307541626,1.1024851098788253,721,4552,590,3962,131,0.8183079056865464,0.1296133567662566,0.22378152854162717,590,69,131,0.7468354430379747,0.855072463768116,0.9327176781002638,1.0408708153624975,4499,53
6bba_969618f6,679,13888,18137,643,17494,36,0.946980854197349,0.03545239014169929,0.06834608843537415,1.3059475806451613,658,14643,563,14080,95,0.8556231003039514,0.038448405381410915,0.07358996144042873,563,38,95,0.8089080459770115,0.8943606036536934,0.9410898379970545,1.210541474654378,14183,460
6bba_971fa5e0,792,5609,6497,773,5724,19,0.976010101010101,0.11897798984146529,0.21210042529839482,1.1583169905509003,767,5055,607,4448,160,0.7913950456323338,0.12007912957467853,0.20851940913775335,608,76,159,0.7212336892052195,0.8380427291523087,0.9381313131313131,1.0540203244785167,4968,87
6bba_9a41d029,1401,18231,26890,1365,25525,36,0.974304068522484,0.05076236519152101,0.0964971192251953,1.4749602325708957,1353,22166,1067,21099,286,0.7886178861788617,0.04813678606875395,0.09073515030400953,1065,274,288,0.6545789797172711,0.7912332838038633,0.9678800856531049,1.3746914596017772,21422,744
6bba_9e23430b,914,7708,9464,881,8583,33,0.9638949671772429,0.09308960270498733,0.16978223164386202,1.227815256875973,891,7823,740,7083,151,0.8305274971941639,0.09459286718650134,0.16984163415193942,740,98,151,0.7482305358948432,0.8559861191440139,0.9507658643326039,1.139724961079398,7666,157
6bba_a5e926bb,741,8440,10801,730,10071,11,0.9851551956815114,0.06758633459864827,0.12649454167388668,1.279739336492891,698,7835,531,7304,167,0.7607449856733525,0.06777281429483088,0.12445798664010312,531,79,167,0.6833976833976834,0.8119266055045872,0.9500674763832658,1.1404028436018958,7675,160
6bba_a90a0b9c,1147,36896,70128,1053,69075,94,0.9180470793374019,0.015015400410677619,0.029547527183444406,1.9006938421509108,1112,60554,765,59789,347,0.6879496402877698,0.012633352049410443,0.02481107903869231,763,300,349,0.5403682719546742,0.7016091954022988,0.911944202266783,1.8074859063313096,58215,2339
6bba_ab78413d,1179,9241,31126,943,30183,236,0.7998303647158609,0.030296215382638308,0.058381055564154155,3.3682501893734442,1138,24483,682,23801,456,0.5992970123022847,0.027856063390924314,0.05323757854884664,682,224,456,0.5007342143906021,0.6673189823874756,0.7828668363019508,3.044151065901959,23017,1466
6bba_acd782a8,356,19710,24205,347,23858,9,0.9747191011235955,0.014335881016318943,0.028256178494360976,1.228056823947235,330,19776,242,19534,88,0.7333333333333333,0.01223705501618123,0.024072416194170897,244,70,86,0.61,0.7577639751552795,0.9578651685393258,1.16494165398275,19306,470
6bba_ae82a791,1495,7403,10012,1481,8531,14,0.9906354515050168,0.14792249300838994,0.25740853393586516,1.352424692692152,1471,8215,1249,6966,222,0.849082256968049,0.15203895313451005,0.25789799710922984,1247,187,224,0.7521109770808203,0.8585197934595525,0.9812709030100334,1.2443603944346886,7963,252
6bba_aeee7805,795,5034,5325,792,4533,3,0.9962264150943396,0.14873239436619717,0.2588235294117647,1.0578069129916567,768,4722,734,3988,34,0.9557291666666666,0.15544260906395596,0.2673952641165756,734,29,34,0.9209535759096612,0.9588504245591117,0.9949685534591195,1.000595947556615,4677,45
6bba_af149c94,1350,8933,13781,1282,12499,68,0.9496296296296296,0.09302663086858719,0.1694534399577027,1.5427068174185603,1317,11036,1039,9997,278,0.788914198936978,0.09414642986589344,0.16821824657977819,1040,243,277,0.6666666666666666,0.8,0.945925925925926,1.4103884473301243,10611,425
6bba_afb141ff,654,6054,6991,628,6363,26,0.9602446483180428,0.08982978114718924,0.1642903858731197,1.154773703336637,626,5604,509,5095,117,0.8130990415335463,0.09082798001427551,0.16340288924558585,508,53,118,0.748159057437408,0.8559393428812131,0.9311926605504587,1.065246118268913,5469,135
6bba_b1ae37b9,612,24298,37073,609,36464,3,0.9950980392156863,0.01642704933509562,0.0323205519437442,1.525763437319944,579,31119,510,30609,69,0.8808290155440415,0.016388701436421477,0.032178686352451254,510,70,69,0.785824345146379,0.8800690250215704,0.9901960784313726,1.423944357560293,29795,1324
6bba_b204cac7,826,5092,6126,785,5341,41,0.950363196125908,0.12814234410708455,0.22583429228998847,1.2030636292223096,811,5358,628,4730,183,0.7743526510480888,0.11720791340052258,0.20359863835305558,628,176,183,0.6362715298885512,0.7777089783281734,0.9491525423728814,1.1445404556166536,5200,158
6bba_b329af44,1316,62465,89829,1267,88562,49,0.9627659574468085,0.014104576473076624,0.027801854188381152,1.4380693188185383,1268,76865,993,75872,275,0.7831230283911672,0.012918753659012554,0.025418197176609116,995,228,273,0.6651069518716578,0.7988759534323565,0.9544072948328267,1.368830545105259,74280,2585
6bba_b693381b,983,5558,7134,973,6161,10,0.9898270600203459,0.13638912251191476,0.23974374769003326,1.2835552356962936,935,5489,780,4709,155,0.8342245989304813,0.14210238659136454,0.2428393524283935,780,45,155,0.7959183673469388,0.8863636363636364,0.9643947100712106,1.1732637639438648,5422,67
6bba_bb9f20c3,1925,23071,31563,1831,29732,94,0.9511688311688312,0.05801096220257897,0.10935260391782131,1.3680811408261453,1879,26368,1510,24858,369,0.8036189462480042,0.05726638349514563,0.10691400856728148,1510,305,369,0.6913919413919414,0.8175419599350298,0.944935064935065,1.2664383858523687,25383,985
6bba_bbb708ca,892,6785,7338,856,6482,36,0.9596412556053812,0.1166530389751976,0.20801944106925882,1.081503316138541,861,5796,750,5046,111,0.8710801393728222,0.12939958592132506,0.22532672374943669,750,42,111,0.8305647840531561,0.9074410163339383,0.9506726457399103,0.9908621960206337,5682,114
6bba_c27cba08,517,6445,7600,495,7105,22,0.9574468085106383,0.06513157894736842,0.12196624368609091,1.1792086889061288,493,6430,420,6010,73,0.8519269776876268,0.06531881804043546,0.12133468149646107,420,48,73,0.7763401109057301,0.8740894901144641,0.9497098646034816,1.1017843289371605,6266,164
6bba_c328f2fd,511,31228,41343,454,40889,57,0.8884540117416829,0.010981302759838425,0.02169446170019592,1.3239080312540028,500,36079,364,35715,136,0.728,0.01008897142381995,0.019902129637223542,364,71,136,0.637478108581436,0.7786096256684492,0.8825831702544031,1.2573011400025618,35326,753
6bba_c73a1d11,737,16315,32186,635,31551,102,0.8616010854816825,0.019729074752998198,0.038574856483309536,1.9727857799570947,710,23969,412,23557,298,0.5802816901408451,0.01718886895573449,0.03338871104988047,412,159,298,0.47410817031070196,0.6432474629195941,0.8507462686567164,1.7759117376647258,22839,1130
6bba_cdcfe533,1419,29785,33900,1419,32481,0,1.0,0.04185840707964602,0.08035335088762423,1.1381567903307033,1348,28482,1180,27302,168,0.8753709198813057,0.041429674882381855,0.07911498491451559,1180,151,168,0.7871914609739826,0.8809257185516984,0.9971811134601832,1.0928655363437971,28040,442
6bba_cf35214c,842,34890,43460,836,42624,6,0.9928741092636579,0.01923607915324436,0.03774095977608234,1.245629120091717,817,38355,769,37586,48,0.9412484700122399,0.020049537218094122,0.03926273869090167,769,37,48,0.9004683840749415,0.9476278496611213,0.9904988123515439,1.2057036400114647,37894,461
6bba_cff5865f,1571,46362,59463,1556,57907,15,0.9904519414385742,0.026167532751458892,0.05098797391617787,1.2825805616668824,1501,50945,1277,49668,224,0.8507661558960693,0.02506624791441751,0.04869770811882699,1279,196,222,0.7536829699469653,0.8595430107526881,0.9853596435391471,1.232302316552349,49887,1058
6bba_d0fc38b5,835,6111,6741,821,5920,14,0.9832335329341317,0.12179201898828067,0.21673706441393875,1.1030927835051547,813,5993,712,5281,101,0.8757687576875769,0.118805272818288,0.20922715251248897,714,109,99,0.7744034707158352,0.8728606356968215,0.9808383233532935,1.0613647520864016,5899,94
6bba_d1acb6ff,681,14719,18508,627,17881,54,0.920704845814978,0.03387724227361141,0.06534994006983168,1.25742237923772,643,14259,466,13793,177,0.7247278382581649,0.032681113682586437,0.06254194067910349,466,98,177,0.6288798920377868,0.772162386081193,0.9016152716593245,1.1580949792784836,13784,475
6bba_d2b9fc0c,944,20178,28963,943,28020,1,0.9989406779661016,0.0325587818941408,0.06306215936068478,1.435375161066508,921,23128,703,22425,218,0.7633007600434311,0.030396056727775855,0.05846396939581687,703,268,218,0.5912531539108494,0.7431289640591966,0.9978813559322034,1.3616810387550797,22378,750
6bba_d3da753b,887,17246,22908,887,22021,0,1.0,0.038720097782434085,0.07455347762134903,1.3283080134523948,857,17537,622,16915,235,0.7257876312718786,0.03546786793636312,0.06763074915733391,622,257,235,0.5583482944344704,0.716589861751152,0.9943630214205186,1.2398817117012642,17030,507
6bba_d5eae175,528,4519,4776,526,4250,2,0.9962121212121212,0.11013400335008375,0.19834087481146304,1.056870989156893,519,4198,384,3814,135,0.7398843930635838,0.09147212958551691,0.16281534873860504,385,166,134,0.5620437956204379,0.719626168224299,0.9867424242424242,0.9977871210444789,4117,81
6bba_d6ecebbb,886,5359,6174,738,5436,148,0.8329571106094809,0.119533527696793,0.2090651558073654,1.1520806120544878,862,5343,614,4729,248,0.7122969837587007,0.11491671345685944,0.19790491539081384,614,116,248,0.6278118609406953,0.7713567839195979,0.8227990970654627,1.0970330285501027,5233,110
6bba_d82a4fc6,545,27716,44259,544,43715,1,0.998165137614679,0.01229128538828261,0.024283546111954293,1.5968754510030307,530,37684,471,37213,59,0.8886792452830189,0.012498673176945122,0.024650651593656776,471,56,59,0.8037542662116041,0.89120151371807,0.9963302752293578,1.493866358781931,36162,1522
6bba_debd7bfa,766,11807,15080,694,14386,72,0.9060052219321149,0.046021220159151194,0.08759308342799445,1.2772084356737528,729,11087,505,10582,224,0.6927297668038409,0.04554884098493731,0.08547731888964118,504,62,225,0.6371681415929203,0.7783783783783784,0.8694516971279374,1.1444905564495638,10813,274
6bba_df673a83,668,19239,23529,633,22896,35,0.9476047904191617,0.026902970801989036,0.05232053560358723,1.222984562607204,654,20616,553,20063,101,0.845565749235474,0.02682382615444315,0.051998119417019276,553,58,101,0.776685393258427,0.8743083003952569,0.9401197604790419,1.1774520505223764,20067,549
6bba_e16ffc58,964,6367,7758,924,6834,40,0.9585062240663901,0.11910286156225831,0.21187800963081863,1.2184702371603582,942,6693,754,5939,188,0.8004246284501062,0.11265501269983565,0.1975114603798297,756,164,186,0.6835443037974683,0.8120300751879699,0.9553941908713693,1.1616145751531333,6530,163
6bba_e5e44988,666,5615,7648,646,7002,20,0.96996996996997,0.08446652719665272,0.15540052922780853,1.3620658949243099,634,5473,444,5029,190,0.7003154574132492,0.08112552530604787,0.1454069101031603,444,139,190,0.574385510996119,0.7296631059983566,0.9294294294294294,1.1768477292965271,5360,113
6bba_ebdf3b34,847,56847,76723,834,75889,13,0.9846517119244392,0.010870273581585705,0.021503158437540287,1.3496402624588808,803,66347,685,65662,118,0.8530510585305106,0.01032450600630021,0.020402084884586745,685,93,118,0.7645089285714286,0.866540164452878,0.9775678866587958,1.2884760849297237,64742,1605
6bba_ebff6e76,1318,41596,84716,1198,83518,120,0.9089529590288316,0.014141366447896502,0.027849454866680615,2.036638138282527,1264,69496,854,68642,410,0.6756329113924051,0.012288477034649477,0.02413793103448276,852,350,412,0.5278810408921933,0.6909975669099757,0.9013657056145675,1.8920569285508222,65723,3773
6bba_ed9377fd,531,4443,5139,499,4640,32,0.9397363465160076,0.09710060323020042,0.1760141093474427,1.1566509115462524,508,4593,402,4191,106,0.7913385826771654,0.08752449379490529,0.15761615369535387,399,88,109,0.6694630872483222,0.8020100502512563,0.9265536723163842,1.1118613549403555,4523,70
