dataset,gt_nodes,est_nodes,pred_nodes,node_tp,node_fp,node_fn,node_recall,node_precision,node_f1,pre_pe_ratio,gt_edges,pred_edges,edge_tp,edge_fp,edge_fn,edge_recall,edge_precision,edge_f1,official_edge_tp,official_edge_fp,official_edge_fn,official_jaccard,official_dice,post_node_recall,final_pe_ratio,pass1_edges,pass2_edges
6bba_43fea39d,910,5748,6232,894,5338,16,0.9824175824175824,0.14345314505776638,0.25035004200504063,1.0842032011134308,880,4796,761,4035,119,0.8647727272727272,0.15867389491242703,0.2681465821000704,761,4035,119,,,0.9538461538461539,0.9248434237995825,4713,83
6bba_474be664,292,28293,50625,223,50402,69,0.7636986301369864,0.004404938271604938,0.008759353457587838,1.7893118439189906,286,25081,101,24980,185,0.3531468531468531,0.004026952673338384,0.007963101667520796,101,24980,185,,,0.476027397260274,0.9249991163892128,24409,672
6bba_48816121,935,23965,29019,894,28125,41,0.9561497326203209,0.030807402046934766,0.05969152700807905,1.2108908825370333,918,20949,748,20201,170,0.8148148148148148,0.03570576161153277,0.06841359125623085,748,20201,170,,,0.9272727272727272,0.9249739203004381,20530,419
6bba_4aa14c89,707,6787,10225,685,9540,22,0.9688826025459689,0.06699266503667482,0.12532016099524335,1.5065566524237513,681,5957,543,5414,138,0.7973568281938326,0.09115326506630854,0.1636034950286231,543,5414,138,,,0.8387553041018387,0.9248563430086931,5855,102
6bba_4f99ce20,1057,5965,9714,1037,8677,20,0.9810785241248817,0.10675313979822935,0.19255408040107694,1.6284995808885163,1010,4891,781,4110,229,0.7732673267326733,0.15968104682069106,0.26470089815285547,781,4110,229,,,0.8684957426679281,0.9248952221290864,4796,95
6bba_4ffd3da3,706,17637,22963,592,22371,114,0.8385269121813032,0.025780603579671647,0.05002323714563354,1.301978794579577,689,15360,390,14970,299,0.5660377358490566,0.025390625,0.04860115895071344,390,14970,299,,,0.6543909348441926,0.9249872427283552,15012,348
6bba_55b7eebe,705,5257,7015,701,6314,4,0.9943262411347518,0.0999287241625089,0.18160621761658033,1.3344112611755754,688,4640,581,4059,107,0.8444767441860465,0.1252155172413793,0.2180930930930931,581,4059,107,,,0.9049645390070922,0.9248620886437131,4576,64
6bba_55c70843,490,35415,59862,462,59400,28,0.9428571428571428,0.007717750826901874,0.0153101802757158,1.690300720033884,467,31265,284,30981,183,0.6081370449678801,0.009083639852870622,0.017899911760998363,284,30981,183,,,0.7612244897959184,0.9249752929549626,30428,837
6bba_57b7cc1e,1659,65511,107803,1487,106316,172,0.8963230861965039,0.01379367921115368,0.027169245948365645,1.645570972813726,1592,56595,850,55745,742,0.5339195979899497,0.015018994610831346,0.029216147936824376,850,55745,742,,,0.6877637130801688,0.9249896963868663,54372,2223
6bba_5a4d9360,747,5976,6130,625,5505,122,0.8366800535475234,0.10195758564437195,0.1817653046386506,1.0257697456492638,722,4721,445,4276,277,0.6163434903047091,0.09425969074348654,0.16351276869373507,445,4276,277,,,0.7804551539491299,0.9248661311914324,4674,47
6bba_5b28472a,737,5802,6816,723,6093,14,0.9810040705563093,0.10607394366197183,0.1914471071097577,1.1747673216132368,724,5131,653,4478,71,0.9019337016574586,0.12726564022607678,0.22305721605465412,653,4478,71,,,0.9470827679782904,0.9248534987935195,5008,123
6bba_5c039895,1174,8570,13510,1148,12362,26,0.9778534923339012,0.0849740932642487,0.1563606646690275,1.5764294049008167,1145,7534,906,6628,239,0.7912663755458516,0.12025484470400849,0.208779813342551,906,6628,239,,,0.8671209540034072,0.9249708284714119,7412,122
6bba_5c824876,1170,24647,30199,1139,29060,31,0.9735042735042735,0.03771648067816815,0.07261946507698683,1.2252606808130806,1130,21304,908,20396,222,0.8035398230088495,0.04262110401802478,0.08094856022109298,908,20396,222,,,0.8581196581196581,0.9249807278776322,21065,239
6bba_5dfe9ad1,1542,26913,34477,1477,33000,65,0.9578469520103762,0.04284015430576906,0.08201227130125767,1.2810537658380707,1487,23813,1154,22659,333,0.7760591795561533,0.04846092470499307,0.09122529644268774,1154,22659,333,,,0.811284046692607,0.9249804926986958,23618,195
6bba_5f89039d,904,4611,4706,888,3818,16,0.9823008849557522,0.18869528261793456,0.3165775401069519,1.0206029060941229,885,4111,750,3361,135,0.847457627118644,0.18243736317197762,0.300240192153723,750,3361,135,,,0.9203539823008849,0.9249620472782477,4080,31
6bba_61dd1e0d,558,10128,12867,543,12324,15,0.9731182795698925,0.042200979249242244,0.08089385474860336,1.2704383886255923,543,8848,455,8393,88,0.8379373848987108,0.051424050632911396,0.09690128846768183,455,8393,88,,,0.9032258064516129,0.9249605055292259,8654,194
6bba_61ecbe65,640,5774,6007,606,5401,34,0.946875,0.10088230397869152,0.18233789679554685,1.0403533079321095,614,4591,456,4135,158,0.742671009771987,0.09932476584622087,0.17521613832853025,456,4135,158,,,0.8859375,0.9248354693453412,4544,47
6bba_6321a359,827,4821,5389,813,4576,14,0.9830713422007256,0.15086286880682873,0.26158301158301156,1.1178178801078615,798,4102,657,3445,141,0.8233082706766918,0.16016577279375915,0.26816326530612244,657,3445,141,,,0.9117291414752116,0.9249118440157643,4054,48
6bba_6479435d,617,23453,37447,553,36894,64,0.8962722852512156,0.014767538120543702,0.02905632618747373,1.5966827271564406,580,19761,331,19430,249,0.5706896551724138,0.016750164465361064,0.032545105943660585,331,19430,249,,,0.6920583468395461,0.9249989340382894,19027,734
6bba_67ebd073,462,16061,24747,434,24313,28,0.9393939393939394,0.01753747929041904,0.034432147248998374,1.5408131498661353,438,13657,279,13378,159,0.636986301369863,0.020429083986234164,0.039588506562610856,279,13378,159,,,0.7662337662337663,0.9249735383849076,13305,352
6bba_6ca87370,1081,7195,11860,1043,10817,38,0.9648473635522664,0.08794266441821248,0.16119310717873425,1.6483669214732453,1052,6093,746,5347,306,0.7091254752851711,0.12243558181519777,0.20881735479356192,746,5347,306,,,0.8260869565217391,0.9249478804725504,5943,150
6bba_6db0e9b4,449,28435,45137,442,44695,7,0.9844097995545658,0.009792409774685956,0.019391918571491248,1.5873747142605943,440,24784,361,24423,79,0.8204545454545454,0.014565848934796642,0.028623533143038372,361,24423,79,,,0.9376391982182628,0.9249868120274309,24080,704
6bba_6feb10f0,1368,8862,34569,1082,33487,286,0.7909356725146199,0.03129971940177616,0.06021648996855608,3.900812457684496,1343,7896,464,7432,879,0.3454951600893522,0.05876393110435663,0.1004437709708843,464,7432,879,,,0.391812865497076,0.9249605055292259,7631,265
6bba_6feeb0b1,1389,7518,11717,1344,10373,45,0.9676025917926566,0.11470512929930869,0.2050969021822066,1.5585262037776004,1343,6472,954,5518,389,0.7103499627699181,0.14740420271940669,0.24414587332053744,954,5518,389,,,0.8567314614830813,0.9249800478850758,6278,194
6bba_705ec2c9,596,5600,6291,521,5770,75,0.8741610738255033,0.08281672230170084,0.15129954987657906,1.123392857142857,562,4664,426,4238,136,0.7580071174377224,0.09133790737564322,0.16303099885189437,426,4238,136,,,0.8322147651006712,0.925,4536,128
6bba_718b21f9,661,4306,4776,645,4131,16,0.9757942511346445,0.1350502512562814,0.23726319661578074,1.1091500232234093,652,3822,497,3325,155,0.7622699386503068,0.13003663003663005,0.22217255252570411,497,3325,155,,,0.886535552193646,0.9249883882954018,3792,30
6bba_74686d6a,586,29803,48364,542,47822,44,0.9249146757679181,0.01120668265652138,0.022145045965270685,1.6227896520484515,576,26145,401,25744,175,0.6961805555555556,0.015337540638745458,0.03001384678717114,401,25744,175,,,0.7866894197952219,0.9249739959064524,25340,805
6bba_767a1e17,718,47714,62735,663,62072,55,0.9233983286908078,0.010568263329879653,0.02089735709895513,1.3148132623548645,658,38253,445,37808,213,0.6762917933130699,0.011633074530102214,0.02287270951658914,445,37808,213,,,0.8635097493036211,0.9249905688058012,36993,1260
6bba_76db78c1,617,4855,4950,616,4334,1,0.9983792544570502,0.12444444444444444,0.22130411352613616,1.01956745623069,604,4296,531,3765,73,0.8791390728476821,0.12360335195530726,0.216734693877551,531,3765,73,,,0.9627228525121556,0.9248197734294542,4253,43
6bba_784a78c9,1788,13096,16014,1760,14254,28,0.9843400447427293,0.10990383414512302,0.19773059206830693,1.2228161270616982,1739,11645,1559,10086,180,0.8964922369177688,0.1338772005152426,0.2329647340107591,1559,10086,180,,,0.9440715883668904,0.9249389126450824,11476,169
6bba_786893ac,1465,58979,106888,1418,105470,47,0.9679180887372013,0.013266222588129631,0.026173710003414768,1.8123060750436597,1395,52077,787,51290,608,0.5641577060931899,0.015112237648098008,0.02943596648713345,787,51290,608,,,0.7133105802047781,0.9249902507672222,50326,1751
6bba_789f8168,713,10676,14690,709,13981,4,0.9943899018232819,0.048264125255275694,0.09205998831396481,1.3759835144248782,681,8956,506,8450,175,0.7430249632892805,0.056498436802143816,0.10501193317422436,506,8450,175,,,0.8274894810659187,0.9249718995878606,8769,187
6bba_78a7bd97,886,40613,59276,826,58450,60,0.9322799097065463,0.013934813415210204,0.027459193510854032,1.4595326619555316,832,34170,547,33623,285,0.6574519230769231,0.01600819432250512,0.031255356836752186,547,33623,285,,,0.7855530474040632,0.9249993844335558,33288,882
6bba_7af54fde,1131,9624,15294,1101,14193,30,0.9734748010610079,0.0719890153001177,0.13406392694063926,1.589152119700748,1092,8519,930,7589,162,0.8516483516483516,0.10916774269280433,0.19352824888148998,930,7589,162,,,0.8956675508399646,0.9249792186201163,8328,191
6bba_7b5d3b2c,565,5780,7634,558,7076,7,0.9876106194690265,0.07309405292114225,0.13611416026344675,1.3207612456747404,555,5088,458,4630,97,0.8252252252252252,0.09001572327044025,0.1623250044302676,458,4630,97,,,0.9026548672566371,0.9249134948096885,5040,48
6bba_7d3058ae,1200,7611,8844,1187,7657,13,0.9891666666666666,0.13421528720036183,0.23636001592990838,1.1620023649980291,1173,6735,1012,5723,161,0.8627450980392157,0.15025983667409057,0.2559433485078401,1012,5723,161,,,0.9075,0.9249770069636053,6570,165
6bba_7f87b3d8,1000,10581,21477,981,20496,19,0.981,0.045676770498673,0.08728922898963384,2.029770343067763,934,8482,551,7931,383,0.5899357601713062,0.06496109408158453,0.11703483432455394,551,7931,383,,,0.733,0.9249598336641149,7993,489
6bba_80d12824,680,9021,11203,658,10545,22,0.9676470588235294,0.05873426760689101,0.110746444500547,1.2418800576432767,654,7507,483,7024,171,0.7385321100917431,0.06433994938057813,0.11836784707756402,483,7024,171,,,0.8411764705882353,0.9249528877064627,7394,113
6bba_825bd1c6,968,7586,12101,960,11141,8,0.9917355371900827,0.0793322865878853,0.14691254112785979,1.5951753229633536,930,6478,681,5797,249,0.7322580645161291,0.10512503859215808,0.18385529157667388,681,5797,249,,,0.8729338842975206,0.9249934089111521,6323,155
6bba_87289e13,724,14966,18030,723,17307,1,0.9986187845303868,0.04009983361064892,0.07710355124240163,1.20473072297207,699,12276,535,11741,164,0.765379113018598,0.04358097100032584,0.08246628131021194,535,11741,164,,,0.9088397790055248,0.9249632500334091,12043,233
6bba_8b7818bf,741,5828,6788,729,6059,12,0.9838056680161943,0.1073954036535062,0.19365121530083676,1.1647220315717228,725,5091,614,4477,111,0.8468965517241379,0.12060498919662149,0.2111416781292985,614,4477,111,,,0.9406207827260459,0.9248455730954015,5000,91
6bba_907271db,945,7306,9985,912,9073,33,0.9650793650793651,0.09133700550826239,0.16688014638609333,1.3666849165069805,921,6284,634,5650,287,0.6883821932681867,0.10089115213239974,0.17598889659958364,634,5650,287,,,0.8539682539682539,0.9249931563098823,6199,85
6bba_91951b3a,1188,11907,14555,1145,13410,43,0.9638047138047138,0.078667124699416,0.1454614749412437,1.222390190644159,1148,10241,920,9321,228,0.8013937282229965,0.08983497705302217,0.1615593994204935,920,9321,228,,,0.8821548821548821,0.9249181153943059,10117,124
6bba_96833384,758,4869,5368,720,4648,38,0.9498680738786279,0.13412816691505217,0.23506366307541626,1.1024851098788253,721,4187,588,3599,133,0.8155339805825242,0.14043467876761404,0.23960880195599019,588,3599,133,,,0.895778364116095,0.9248305606900801,4155,32
6bba_969618f6,679,13888,18137,643,17494,36,0.946980854197349,0.03545239014169929,0.06834608843537415,1.3059475806451613,658,11948,536,11412,122,0.8145896656534954,0.044861064613324404,0.08503887037918452,536,11412,122,,,0.8703976435935199,0.924971198156682,11696,252
6bba_971fa5e0,792,5609,6497,773,5724,19,0.976010101010101,0.11897798984146529,0.21210042529839482,1.1583169905509003,767,4611,598,4013,169,0.7796610169491526,0.1296898720451095,0.22238750464856824,598,4013,169,,,0.8977272727272727,0.9249420574077376,4541,70
6bba_9a41d029,1401,18231,26890,1365,25525,36,0.974304068522484,0.05076236519152101,0.0964971192251953,1.4749602325708957,1353,15929,973,14956,380,0.7191426459719142,0.06108355828991148,0.1126027080199051,973,14956,380,,,0.8072805139186295,0.9249629751522133,15623,306
6bba_9e23430b,914,7708,9464,881,8583,33,0.9638949671772429,0.09308960270498733,0.16978223164386202,1.227815256875973,891,6672,718,5954,173,0.8058361391694725,0.10761390887290168,0.1898717440169245,718,5954,173,,,0.8840262582056893,0.924883238194084,6576,96
6bba_a5e926bb,741,8440,10801,730,10071,11,0.9851551956815114,0.06758633459864827,0.12649454167388668,1.279739336492891,698,6804,509,6295,189,0.7292263610315186,0.07480893592004703,0.13569714742735273,509,6295,189,,,0.8529014844804319,0.925,6682,122
6bba_a90a0b9c,1147,36896,70128,1053,69075,94,0.9180470793374019,0.015015400410677619,0.029547527183444406,1.9006938421509108,1112,32886,587,32299,525,0.5278776978417267,0.017849540838046584,0.03453144302606036,587,32299,525,,,0.6338273757628596,0.924978317432784,32130,756
6bba_ab78413d,1179,9241,31126,943,30183,236,0.7998303647158609,0.030296215382638308,0.058381055564154155,3.3682501893734442,1138,8238,448,7790,690,0.3936731107205624,0.054382131585336245,0.09556313993174062,448,7790,690,,,0.43172179813401185,0.9248999026079429,8027,211
6bba_acd782a8,356,19710,24205,347,23858,9,0.9747191011235955,0.014335881016318943,0.028256178494360976,1.228056823947235,330,16618,206,16412,124,0.6242424242424243,0.012396196894933206,0.024309653056407837,206,16412,124,,,0.7612359550561798,0.9249619482496195,16281,337
6bba_ae82a791,1495,7403,10012,1481,8531,14,0.9906354515050168,0.14792249300838994,0.25740853393586516,1.352424692692152,1471,6423,1229,5194,242,0.8354860639021074,0.19134360890549587,0.31137572840131744,1229,5194,242,,,0.905685618729097,0.9248953127110631,6295,128
6bba_aeee7805,795,5034,5325,792,4533,3,0.9962264150943396,0.14873239436619717,0.2588235294117647,1.0578069129916567,768,4452,715,3737,53,0.9309895833333334,0.16060197663971248,0.2739463601532567,715,3737,53,,,0.9584905660377359,0.9249106078665077,4419,33
6bba_af149c94,1350,8933,13781,1282,12499,68,0.9496296296296296,0.09302663086858719,0.1694534399577027,1.5427068174185603,1317,7795,1001,6794,316,0.7600607441154138,0.12841565105837074,0.21971027216856892,1001,6794,316,,,0.8444444444444444,0.9249972013881115,7645,150
6bba_afb141ff,654,6054,6991,628,6363,26,0.9602446483180428,0.08982978114718924,0.1642903858731197,1.154773703336637,626,5050,500,4550,126,0.7987220447284346,0.09900990099009901,0.1761804087385483,500,4550,126,,,0.8883792048929664,0.9248430789560621,4940,110
6bba_b1ae37b9,612,24298,37073,609,36464,3,0.9950980392156863,0.01642704933509562,0.0323205519437442,1.525763437319944,579,21458,469,20989,110,0.8100172711571675,0.021856650200391462,0.04256477741979398,469,20989,110,,,0.8856209150326797,0.924973248827064,20897,561
6bba_b204cac7,826,5092,6126,785,5341,41,0.950363196125908,0.12814234410708455,0.22583429228998847,1.2030636292223096,811,4493,639,3854,172,0.7879161528976573,0.14222123302915646,0.24095022624434387,639,3854,172,,,0.8995157384987893,0.924980361351139,4409,84
6bba_b329af44,1316,62465,89829,1267,88562,49,0.9627659574468085,0.014104576473076624,0.027801854188381152,1.4380693188185383,1268,54885,891,53994,377,0.7026813880126183,0.016233943700464607,0.0317347247698253,891,53994,377,,,0.8115501519756839,0.9249979988793724,53518,1367
6bba_b693381b,983,5558,7134,973,6161,10,0.9898270600203459,0.13638912251191476,0.23974374769003326,1.2835552356962936,935,4593,723,3870,212,0.7732620320855615,0.1574134552580013,0.2615774240231548,723,3870,212,,,0.8514750762970499,0.9249730118747751,4546,47
6bba_bb9f20c3,1925,23071,31563,1831,29732,94,0.9511688311688312,0.05801096220257897,0.10935260391782131,1.3680811408261453,1879,20205,1478,18727,401,0.7865886109632784,0.07315021034397426,0.1338525629414961,1478,18727,401,,,0.8841558441558441,0.9249707424905725,19687,518
6bba_bbb708ca,892,6785,7338,856,6482,36,0.9596412556053812,0.1166530389751976,0.20801944106925882,1.081503316138541,861,5549,747,4802,114,0.867595818815331,0.13461885024328707,0.23307332293291733,747,4802,114,,,0.945067264573991,0.9249815770081061,5450,99
6bba_c27cba08,517,6445,7600,495,7105,22,0.9574468085106383,0.06513157894736842,0.12196624368609091,1.1792086889061288,493,5648,418,5230,75,0.847870182555781,0.07400849858356941,0.13613418010096076,418,5230,75,,,0.9168278529980658,0.9249030256012413,5570,78
6bba_c328f2fd,511,31228,41343,454,40889,57,0.8884540117416829,0.010981302759838425,0.02169446170019592,1.3239080312540028,500,27724,256,27468,244,0.512,0.009233876785456644,0.018140589569160998,256,27468,244,,,0.589041095890411,0.9249711797105162,27326,398
6bba_c73a1d11,737,16315,32186,635,31551,102,0.8616010854816825,0.019729074752998198,0.038574856483309536,1.9727857799570947,710,13846,245,13601,465,0.34507042253521125,0.01769464105156724,0.03366309425666392,245,13601,465,,,0.46404341926729986,0.9249770150168557,13346,500
6bba_cdcfe533,1419,29785,33900,1419,32481,0,1.0,0.04185840707964602,0.08035335088762423,1.1381567903307033,1348,25359,1197,24162,151,0.8879821958456974,0.0472021767419851,0.08963942037668027,1197,24162,151,,,0.9746300211416491,0.9249958032566729,25062,297
6bba_cf35214c,842,34890,43460,836,42624,6,0.9928741092636579,0.01923607915324436,0.03774095977608234,1.245629120091717,817,30894,740,30154,77,0.9057527539779682,0.023952871107658445,0.04667150200245972,740,30154,77,,,0.9299287410926366,0.9249928346231012,30666,228
6bba_cff5865f,1571,46362,59463,1556,57907,15,0.9904519414385742,0.026167532751458892,0.05098797391617787,1.2825805616668824,1501,40372,1190,39182,311,0.7928047968021319,0.029475874368374122,0.05683853557184821,1190,39182,311,,,0.8701464035646085,0.924981666019585,39785,587
6bba_d0fc38b5,835,6111,6741,821,5920,14,0.9832335329341317,0.12179201898828067,0.21673706441393875,1.1030927835051547,813,5359,720,4639,93,0.8856088560885609,0.13435342414629595,0.23331173039533373,720,4639,93,,,0.9688622754491018,0.9248895434462445,5299,60
6bba_d1acb6ff,681,14719,18508,627,17881,54,0.920704845814978,0.03387724227361141,0.06534994006983168,1.25742237923772,643,12129,460,11669,183,0.7153965785381027,0.037925632780938245,0.0720325712496085,460,11669,183,,,0.8472834067547724,0.9249949045451458,11780,349
6bba_d2b9fc0c,944,20178,28963,943,28020,1,0.9989406779661016,0.0325587818941408,0.06306215936068478,1.435375161066508,921,17070,710,16360,211,0.7709011943539631,0.04159343878148799,0.07892835306542159,710,16360,211,,,0.9046610169491526,0.9249677866983844,16671,399
6bba_d3da753b,887,17246,22908,887,22021,0,1.0,0.038720097782434085,0.07455347762134903,1.3283080134523948,857,14080,646,13434,211,0.7537922987164527,0.04588068181818182,0.08649661913369486,646,13434,211,,,0.9357384441939121,0.9249681085469095,13735,345
6bba_d5eae175,528,4519,4776,526,4250,2,0.9962121212121212,0.11013400335008375,0.19834087481146304,1.056870989156893,519,3982,404,3578,115,0.7784200385356455,0.10145655449522853,0.17951566318595868,404,3578,115,,,0.9791666666666666,0.9249834034078336,3925,57
6bba_d6ecebbb,886,5359,6174,738,5436,148,0.8329571106094809,0.119533527696793,0.2090651558073654,1.1520806120544878,862,4661,604,4057,258,0.7006960556844548,0.12958592576700279,0.21872170921600578,604,4057,258,,,0.7923250564334086,0.9249860048516514,4588,73
6bba_d82a4fc6,545,27716,44259,544,43715,1,0.998165137614679,0.01229128538828261,0.024283546111954293,1.5968754510030307,530,24751,408,24343,122,0.769811320754717,0.016484182457274454,0.03227720422451644,408,24343,122,,,0.8275229357798165,0.9249891759272623,24167,584
6bba_debd7bfa,766,11807,15080,694,14386,72,0.9060052219321149,0.046021220159151194,0.08759308342799445,1.2772084356737528,729,9548,479,9069,250,0.6570644718792867,0.05016757436112275,0.09321786513574,479,9069,250,,,0.7819843342036553,0.9249597696281867,9350,198
6bba_df673a83,668,19239,23529,633,22896,35,0.9476047904191617,0.026902970801989036,0.05232053560358723,1.222984562607204,654,16969,537,16432,117,0.8211009174311926,0.03164594260121398,0.06094308574022584,537,16432,117,,,0.8802395209580839,0.9249961016684859,16623,346
6bba_e16ffc58,964,6367,7758,924,6834,40,0.9585062240663901,0.11910286156225831,0.21187800963081863,1.2184702371603582,942,5549,746,4803,196,0.7919320594479831,0.134438637592359,0.22985672469573257,746,4803,196,,,0.8973029045643154,0.9249253965760955,5462,87
6bba_e5e44988,666,5615,7648,646,7002,20,0.96996996996997,0.08446652719665272,0.15540052922780853,1.3620658949243099,634,4570,417,4153,217,0.6577287066246057,0.0912472647702407,0.16026133743274404,417,4153,217,,,0.8033033033033034,0.9248441674087267,4515,55
6bba_ebdf3b34,847,56847,76723,834,75889,13,0.9846517119244392,0.010870273581585705,0.021503158437540287,1.3496402624588808,803,50024,564,49460,239,0.7023661270236613,0.01127458819766512,0.022192928955082927,564,49460,239,,,0.7721369539551358,0.9249916442380425,49080,944
6bba_ebff6e76,1318,41596,84716,1198,83518,120,0.9089529590288316,0.014141366447896502,0.027849454866680615,2.036638138282527,1264,36786,674,36112,590,0.5332278481012658,0.018322187788832708,0.03542706964520368,674,36112,590,,,0.6418816388467374,0.9249927877680546,35643,1143
6bba_ed9377fd,531,4443,5139,499,4640,32,0.9397363465160076,0.09710060323020042,0.1760141093474427,1.1566509115462524,508,3941,392,3549,116,0.7716535433070866,0.0994671403197158,0.176219375140481,392,3549,116,,,0.8568738229755178,0.9248255683097006,3907,34
6bba_edf14583,801,59242,86188,799,85389,2,0.9975031210986267,0.009270432078711654,0.01837013875317569,1.4548462239627291,760,52472,633,51839,127,0.8328947368421052,0.012063576764750724,0.023782687105500452,633,51839,127,,,0.9188514357053683,0.9249856520711657,51168,1304
6bba_eebc57a5,1026,9347,11689,985,10704,41,0.9600389863547758,0.08426725981692189,0.15493511600471885,1.2505616775435968,989,8036,757,7279,232,0.7654196157735086,0.09420109507217521,0.1677562326869806,757,7279,232,,,0.8996101364522417,0.9248956884561892,7851,185
6bba_ef7b4f7e,1234,6107,6352,1221,5131,13,0.9894651539708266,0.1922229219143577,0.3219087793303454,1.0401178974946783,1201,5358,1139,4219,62,0.948376353039134,0.2125793206420306,0.34730904101234944,1139,4219,62,,,0.9789303079416531,0.9248403471426232,5279,79
6bba_f17befbc,1078,24963,37942,1040,36902,38,0.9647495361781077,0.02741025776184703,0.05330599692465403,1.5199294956535674,1015,21071,724,20347,291,0.7133004926108374,0.03436002088178065,0.06556189441275015,724,20347,291,,,0.8460111317254174,0.924968954051997,20265,806
6bba_f1fde7e0,476,9040,19154,462,18692,14,0.9705882352941176,0.0241202881904563,0.047070809984717264,2.118805309734513,446,7229,231,6998,215,0.5179372197309418,0.03195462719601604,0.060195439739413666,231,6998,215,,,0.6554621848739496,0.925,6740,489
6bba_f20478e9,1003,5973,9091,995,8096,8,0.9920239282153539,0.1094489055109449,0.19714681989300573,1.5220157374853507,963,4865,726,4139,237,0.7538940809968847,0.14922918807810895,0.24914207275223063,726,4139,237,,,0.8664007976071785,0.9249958144985769,4777,88
6bba_f4ae811c,1001,8903,10360,974,9386,27,0.973026973026973,0.09401544401544401,0.17146377959686646,1.163652701336628,965,7566,823,6743,142,0.8528497409326425,0.10877610362146445,0.19294338295627708,823,6743,142,,,0.926073926073926,0.9249691115354375,7486,80
6bba_f8ffd5e7,389,29540,41760,387,41373,2,0.9948586118251928,0.009267241379310344,0.018363424992289257,1.4136763710223426,370,25590,270,25320,100,0.7297297297297297,0.010550996483001172,0.020801232665639446,270,25320,100,,,0.7866323907455013,0.9249830737982396,25080,510
6bba_fbc898dc,655,4889,5311,655,4656,0,1.0,0.12332893993598193,0.21957760643647337,1.0863162200859071,639,4324,612,3712,27,0.9577464788732394,0.14153561517113783,0.24662502518637922,612,3712,27,,,0.9908396946564886,0.9249335242380855,4284,40
6bba_fc516dc6,788,7866,9374,763,8611,25,0.9682741116751269,0.08139534883720931,0.15016728990356232,1.1917111619628782,762,6372,556,5816,206,0.7296587926509186,0.08725674827369742,0.15587328287075974,556,5816,206,,,0.881979695431472,0.9249936435291126,6275,97
6bba_fc5f39dc,471,14020,19221,421,18800,50,0.8938428874734607,0.02190312678840851,0.04275848060125939,1.3709700427960057,458,12323,312,12011,146,0.6812227074235808,0.02531851010305932,0.04882247085517565,312,12011,146,,,0.7452229299363057,0.9249643366619116,12051,272
6bba_fc83837d,957,13087,25193,901,24292,56,0.9414838035527691,0.03576390267137697,0.06891013384321223,1.9250401161457935,923,11302,603,10699,320,0.6533044420368364,0.05335338878074677,0.09865030674846624,603,10699,320,,,0.7607105538140021,0.9249637044395201,10961,341
6bba_fe670320,716,10836,16287,698,15589,18,0.9748603351955307,0.04285626573340701,0.08210315826618832,1.5030454042081949,680,9057,481,8576,199,0.7073529411764706,0.05310809318758971,0.09879839786381843,481,8576,199,,,0.8016759776536313,0.9249723145071982,8858,199
