edge_id,dataset,track_id,edge_type,t,s_node_id,s_z,s_y,s_x,s_mean_intensity,s_snr,s_z_depth_ratio,s_estimated_radius,s_volume,s_local_density_r15,e_node_id,e_z,e_y,e_x,e_mean_intensity,e_snr,e_estimated_radius,e_volume,e_local_density_r15,track_distance_3d_um
31,44b6_87bba6c4,35000000021,move,29,35000000021,31,131,239,100.0,3.5,1.0333333333333334,4.0,268.0,3,36000000021,30,133,242,102.0,3.6,4.0,268.0,3,2.1877232028983924
32,44b6_87bba6c4,35000000067,move,29,35000000067,61,181,168,100.0,3.5,2.033333333333333,4.0,268.0,3,36000000067,61,178,169,102.0,3.6,4.0,268.0,3,1.284675299443404
33,44b6_87bba6c4,36000000021,move,30,36000000021,30,133,242,100.0,3.5,1.0,4.0,268.0,3,37000000021,28,131,246,102.0,3.6,4.0,268.0,3,3.72334275215162
34,44b6_87bba6c4,36000000067,move,30,36000000067,61,178,169,100.0,3.5,2.033333333333333,4.0,268.0,3,37000000067,59,176,169,102.0,3.6,4.0,268.0,3,3.350023320814349
35,44b6_87bba6c4,37000000021,move,31,37000000021,28,131,246,100.0,3.5,0.9333333333333333,4.0,268.0,3,38000000021,27,129,245,102.0,3.6,4.0,268.0,3,1.86167137607581
36,44b6_87bba6c4,37000000067,move,31,37000000067,59,176,169,100.0,3.5,1.9666666666666666,4.0,268.0,3,38000000067,55,172,169,102.0,3.6,4.0,268.0,3,6.700046641628698
37,44b6_87bba6c4,38000000021,move,32,38000000021,27,129,245,100.0,3.5,0.9,4.0,268.0,3,39000000021,24,126,247,102.0,3.6,4.0,268.0,3,5.090297909995052
38,44b6_87bba6c4,38000000067,move,32,38000000067,55,172,169,100.0,3.5,1.8333333333333333,4.0,268.0,3,39000000067,53,174,167,102.0,3.6,4.0,268.0,3,3.447145558284419
39,44b6_87bba6c4,39000000021,move,33,39000000021,24,126,247,100.0,3.5,0.8,4.0,268.0,3,40000000021,23,124,245,102.0,3.6,4.0,268.0,3,1.9902104160113323
40,44b6_87bba6c4,39000000029,move,33,39000000029,63,140,157,100.0,3.5,2.1,4.0,268.0,3,40000000029,62,141,158,102.0,3.6,4.0,268.0,3,1.7235727791422095
41,44b6_87bba6c4,39000000067,move,33,39000000067,53,174,167,100.0,3.5,1.7666666666666666,4.0,268.0,3,40000000067,51,173,165,102.0,3.6,4.0,268.0,3,3.374565944310468
42,44b6_87bba6c4,40000000021,move,34,40000000021,23,124,245,100.0,3.5,0.7666666666666667,4.0,268.0,3,41000000021,23,121,242,102.0,3.6,4.0,268.0,3,1.7235727791422095
43,44b6_87bba6c4,40000000029,move,34,40000000029,62,141,158,100.0,3.5,2.066666666666667,4.0,268.0,3,41000000029,60,136,156,102.0,3.6,4.0,268.0,3,3.917733121653388
44,44b6_87bba6c4,40000000067,move,34,40000000067,51,173,165,100.0,3.5,1.7,4.0,268.0,3,41000000067,51,170,163,102.0,3.6,4.0,268.0,3,1.4647552056572457
45,44b6_87bba6c4,41000000021,move,35,41000000021,23,121,242,100.0,3.5,0.7666666666666667,4.0,268.0,3,42000000021,21,118,238,102.0,3.6,4.0,268.0,3,3.832554834897995
46,44b6_87bba6c4,41000000029,move,35,41000000029,60,136,156,100.0,3.5,2.0,4.0,268.0,3,42000000029,58,134,153,102.0,3.6,4.0,268.0,3,3.5648292823780494
47,44b6_87bba6c4,41000000067,move,35,41000000067,51,170,163,100.0,3.5,1.7,4.0,268.0,3,42000000067,48,168,164,102.0,3.6,4.0,268.0,3,4.958913218891817
48,44b6_87bba6c4,42000000021,move,36,42000000021,21,118,238,100.0,3.5,0.7,4.0,268.0,3,43000000021,20,119,237,102.0,3.6,4.0,268.0,3,1.7235727791422095
49,44b6_87bba6c4,42000000029,move,36,42000000029,58,134,153,100.0,3.5,1.9333333333333333,4.0,268.0,3,43000000029,55,129,151,102.0,3.6,4.0,268.0,3,5.343384490423649
50,44b6_87bba6c4,42000000067,move,36,42000000067,48,168,164,100.0,3.5,1.6,4.0,268.0,3,43000000067,47,165,161,102.0,3.6,4.0,268.0,3,2.368824207280903
51,44b6_87bba6c4,43000000021,move,37,43000000021,20,119,237,100.0,3.5,0.6666666666666666,4.0,268.0,3,44000000021,18,103,227,102.0,3.6,4.0,268.0,3,8.325647497342175
52,44b6_87bba6c4,43000000029,move,37,43000000029,55,129,151,100.0,3.5,1.8333333333333333,4.0,268.0,3,44000000029,53,115,140,102.0,3.6,4.0,268.0,3,7.929683651476899
53,44b6_87bba6c4,43000000067,move,37,43000000067,47,165,161,100.0,3.5,1.5666666666666667,4.0,268.0,3,44000000067,45,152,151,102.0,3.6,4.0,268.0,3,7.413366833800955
54,44b6_87bba6c4,44000000021,move,38,44000000021,18,103,227,100.0,3.5,0.6,4.0,268.0,3,45000000021,15,103,224,102.0,3.6,4.0,268.0,3,5.025034981221523
55,44b6_87bba6c4,44000000029,move,38,44000000029,53,115,140,100.0,3.5,1.7666666666666666,4.0,268.0,3,45000000029,52,113,141,102.0,3.6,4.0,268.0,3,1.86167137607581
56,44b6_87bba6c4,44000000067,move,38,44000000067,45,152,151,100.0,3.5,1.5,4.0,268.0,3,45000000067,43,154,151,102.0,3.6,4.0,268.0,3,3.350023320814349
57,44b6_87bba6c4,45000000021,move,39,45000000021,15,103,224,100.0,3.5,0.5,4.0,268.0,3,46000000021,15,106,224,102.0,3.6,4.0,268.0,3,1.21875
58,44b6_87bba6c4,45000000029,move,39,45000000029,52,113,141,100.0,3.5,1.7333333333333334,4.0,268.0,3,46000000029,52,115,141,102.0,3.6,4.0,268.0,3,0.8125
59,44b6_87bba6c4,45000000067,move,39,45000000067,43,154,151,100.0,3.5,1.4333333333333333,4.0,268.0,3,46000000067,43,157,149,102.0,3.6,4.0,268.0,3,1.4647552056572457
60,44b6_87bba6c4,46000000021,move,40,46000000021,15,106,224,100.0,3.5,0.5,4.0,268.0,3,47000000021,14,106,225,102.0,3.6,4.0,268.0,3,1.6750116604071745
61,44b6_87bba6c4,46000000029,move,40,46000000029,52,115,141,100.0,3.5,1.7333333333333334,4.0,268.0,3,47000000029,51,115,143,102.0,3.6,4.0,268.0,3,1.8168052317185792
62,44b6_87bba6c4,46000000067,move,40,46000000067,43,157,149,100.0,3.5,1.4333333333333333,4.0,268.0,3,47000000067,42,164,151,102.0,3.6,4.0,268.0,3,3.374565944310468
63,44b6_87bba6c4,47000000021,move,41,47000000021,14,106,225,100.0,3.5,0.4666666666666667,4.0,268.0,3,48000000021,12,98,221,102.0,3.6,4.0,268.0,3,4.875
64,44b6_87bba6c4,47000000029,move,41,47000000029,51,115,143,100.0,3.5,1.7,4.0,268.0,3,48000000029,49,108,140,102.0,3.6,4.0,268.0,3,4.487177913232324
65,44b6_87bba6c4,47000000067,move,41,47000000067,42,164,151,100.0,3.5,1.4,4.0,268.0,3,48000000067,41,155,149,102.0,3.6,4.0,268.0,3,4.0827619710803615
66,44b6_87bba6c4,48000000021,move,42,48000000021,12,98,221,100.0,3.5,0.4,4.0,268.0,3,49000000021,10,94,215,102.0,3.6,4.0,268.0,3,4.375446405796785
67,44b6_87bba6c4,48000000029,move,42,48000000029,49,108,140,100.0,3.5,1.6333333333333333,4.0,268.0,3,49000000029,49,100,138,102.0,3.6,4.0,268.0,3,3.350023320814349
68,44b6_87bba6c4,48000000067,move,42,48000000067,41,155,149,100.0,3.5,1.3666666666666667,4.0,268.0,3,49000000067,40,153,147,102.0,3.6,4.0,268.0,3,1.9902104160113323
69,44b6_87bba6c4,49000000021,move,43,49000000021,10,94,215,100.0,3.5,0.3333333333333333,4.0,268.0,3,50000000021,9,99,220,102.0,3.6,4.0,268.0,3,3.300390601883359
70,44b6_87bba6c4,49000000029,move,43,49000000029,49,100,138,100.0,3.5,1.6333333333333333,4.0,268.0,3,50000000029,47,101,139,102.0,3.6,4.0,268.0,3,3.300390601883359
71,44b6_87bba6c4,49000000067,move,43,49000000067,40,153,147,100.0,3.5,1.3333333333333333,4.0,268.0,3,50000000067,39,157,147,102.0,3.6,4.0,268.0,3,2.2980970388562794
72,44b6_87bba6c4,50000000021,move,44,50000000021,9,99,220,100.0,3.5,0.3,4.0,268.0,3,51000000021,8,101,225,102.0,3.6,4.0,268.0,3,2.7252078475778685
73,44b6_87bba6c4,50000000029,move,44,50000000029,47,101,139,100.0,3.5,1.5666666666666667,4.0,268.0,3,51000000029,47,97,141,102.0,3.6,4.0,268.0,3,1.8168052317185792
74,44b6_87bba6c4,50000000067,move,44,50000000067,39,157,147,100.0,3.5,1.3,4.0,268.0,3,51000000067,39,162,149,102.0,3.6,4.0,268.0,3,2.1877232028983924
75,44b6_87bba6c4,51000000021,move,45,51000000021,8,101,225,100.0,3.5,0.26666666666666666,4.0,268.0,3,52000000021,6,101,226,102.0,3.6,4.0,268.0,3,3.2752922102462856
76,44b6_87bba6c4,51000000029,move,45,51000000029,47,97,141,100.0,3.5,1.5666666666666667,4.0,268.0,3,52000000029,46,95,139,102.0,3.6,4.0,268.0,3,1.9902104160113323
77,44b6_87bba6c4,51000000067,move,45,51000000067,39,162,149,100.0,3.5,1.3,4.0,268.0,3,52000000067,38,162,148,102.0,3.6,4.0,268.0,3,1.6750116604071745
78,44b6_87bba6c4,52000000021,move,46,52000000021,6,101,226,100.0,3.5,0.2,4.0,268.0,3,53000000021,5,89,216,102.0,3.6,4.0,268.0,3,6.550584420492571
79,44b6_87bba6c4,52000000029,move,46,52000000029,46,95,139,100.0,3.5,1.5333333333333334,4.0,268.0,3,53000000029,45,79,127,102.0,3.6,4.0,268.0,3,8.285906709588275
80,44b6_87bba6c4,52000000067,move,46,52000000067,38,162,148,100.0,3.5,1.2666666666666666,4.0,268.0,3,53000000067,34,149,139,102.0,3.6,4.0,268.0,3,9.138367776851618
81,44b6_87bba6c4,53000000021,move,47,53000000021,5,89,216,100.0,3.5,0.16666666666666666,4.0,268.0,3,54000000022,4,86,211,102.0,3.6,4.0,268.0,3,2.8726212985703494
82,44b6_87bba6c4,53000000029,move,47,53000000029,45,79,127,100.0,3.5,1.5,4.0,268.0,3,54000000030,44,73,121,102.0,3.6,4.0,268.0,3,3.8109628048565365
83,44b6_87bba6c4,53000000067,move,47,53000000067,34,149,139,100.0,3.5,1.1333333333333333,4.0,268.0,3,54000000068,33,146,134,102.0,3.6,4.0,268.0,3,2.8726212985703494
84,44b6_87bba6c4,54000000022,move,48,54000000022,4,86,211,100.0,3.5,0.13333333333333333,4.0,268.0,3,55000000022,3,73,208,102.0,3.6,4.0,268.0,3,5.658407737606049
85,44b6_87bba6c4,54000000030,move,48,54000000030,44,73,121,100.0,3.5,1.4666666666666666,4.0,268.0,3,55000000030,42,60,118,102.0,3.6,4.0,268.0,3,6.319766856854769
86,44b6_87bba6c4,54000000068,move,48,54000000068,33,146,134,100.0,3.5,1.1,4.0,268.0,3,55000000068,32,137,131,102.0,3.6,4.0,268.0,3,4.182599744775969
87,44b6_87bba6c4,55000000022,move,49,55000000022,3,73,208,100.0,3.5,0.1,4.0,268.0,3,56000000022,1,65,207,102.0,3.6,4.0,268.0,3,4.614113030962723
88,44b6_87bba6c4,55000000030,move,49,55000000030,42,60,118,100.0,3.5,1.4,4.0,268.0,3,56000000030,42,49,114,102.0,3.6,4.0,268.0,3,4.755034338729848
89,44b6_87bba6c4,55000000068,move,49,55000000068,32,137,131,100.0,3.5,1.0666666666666667,4.0,268.0,3,56000000069,32,128,128,102.0,3.6,4.0,268.0,3,3.8540258983302125
90,44b6_87bba6c4,56000000022,move,50,56000000022,1,65,207,100.0,3.5,0.03333333333333333,4.0,268.0,3,57000000022,0,41,205,102.0,3.6,4.0,268.0,3,9.917826437783633
91,44b6_87bba6c4,56000000030,move,50,56000000030,42,49,114,100.0,3.5,1.4,4.0,268.0,3,57000000030,41,27,110,102.0,3.6,4.0,268.0,3,9.228226061925445
92,44b6_87bba6c4,56000000069,move,50,56000000069,32,128,128,100.0,3.5,1.0666666666666667,4.0,268.0,3,57000000069,31,105,124,102.0,3.6,4.0,268.0,3,9.622209416890696
93,44b6_87bba6c4,57000000030,move,51,57000000030,41,27,110,100.0,3.5,1.3666666666666667,4.0,268.0,3,58000000030,42,0,110,102.0,3.6,4.0,268.0,3,11.088467051964397
94,44b6_87bba6c4,57000000069,move,51,57000000069,31,105,124,100.0,3.5,1.0333333333333334,4.0,268.0,3,58000000069,31,79,127,102.0,3.6,4.0,268.0,3,10.6325800167457
95,44b6_87bba6c4,58000000030,move,52,58000000030,42,0,110,100.0,3.5,1.4,4.0,268.0,3,59000000031,41,30,109,102.0,3.6,4.0,268.0,3,12.30206569290296
96,44b6_87bba6c4,58000000069,move,52,58000000069,31,79,127,100.0,3.5,1.0333333333333334,4.0,268.0,3,59000000070,29,108,123,102.0,3.6,4.0,268.0,3,12.328867610713484
97,44b6_87bba6c4,59000000031,move,53,59000000031,41,30,109,100.0,3.5,1.3666666666666667,4.0,268.0,3,60000000031,39,15,101,102.0,3.6,4.0,268.0,3,7.632744530147724
98,44b6_87bba6c4,59000000070,move,53,59000000070,29,108,123,100.0,3.5,0.9666666666666667,4.0,268.0,3,60000000070,28,96,119,102.0,3.6,4.0,268.0,3,5.3895152843275245
99,44b6_87bba6c4,60000000031,move,54,60000000031,39,15,101,100.0,3.5,1.3,4.0,268.0,3,61000000031,39,33,113,102.0,3.6,4.0,268.0,3,8.788531233943473
100,44b6_87bba6c4,60000000070,move,54,60000000070,28,96,119,100.0,3.5,0.9333333333333333,4.0,268.0,3,61000000070,27,113,131,102.0,3.6,4.0,268.0,3,8.608283165794443
101,44b6_87bba6c4,61000000031,move,55,61000000031,39,33,113,100.0,3.5,1.3,4.0,268.0,3,62000000031,38,51,98,102.0,3.6,4.0,268.0,3,9.65645226325383
102,44b6_87bba6c4,61000000070,move,55,61000000070,27,113,131,100.0,3.5,0.9,4.0,268.0,3,62000000070,27,131,116,102.0,3.6,4.0,268.0,3,9.518741792511236
103,44b6_87bba6c4,62000000031,move,56,62000000031,38,51,98,100.0,3.5,1.2666666666666666,4.0,268.0,3,63000000031,38,49,98,102.0,3.6,4.0,268.0,3,0.8125
104,44b6_87bba6c4,62000000070,move,56,62000000070,27,131,116,100.0,3.5,0.9,4.0,268.0,3,63000000070,26,133,120,102.0,3.6,4.0,268.0,3,2.4375
105,44b6_87bba6c4,63000000031,move,57,63000000031,38,49,98,100.0,3.5,1.2666666666666666,4.0,268.0,3,64000000031,35,55,100,102.0,3.6,4.0,268.0,3,5.51064311128928
106,44b6_87bba6c4,63000000070,move,57,63000000070,26,133,120,100.0,3.5,0.8666666666666667,4.0,268.0,3,64000000070,25,136,121,102.0,3.6,4.0,268.0,3,2.0714766773970688
107,44b6_87bba6c4,64000000031,move,58,64000000031,35,55,100,100.0,3.5,1.1666666666666667,4.0,268.0,3,65000000031,33,56,104,102.0,3.6,4.0,268.0,3,3.65625
108,44b6_87bba6c4,64000000070,move,58,64000000070,25,136,121,100.0,3.5,0.8333333333333334,4.0,268.0,3,65000000070,24,137,123,102.0,3.6,4.0,268.0,3,1.86167137607581
109,44b6_87bba6c4,65000000031,move,59,65000000031,33,56,104,100.0,3.5,1.1,4.0,268.0,3,66000000031,32,56,104,102.0,3.6,4.0,268.0,3,1.625
110,44b6_87bba6c4,65000000070,move,59,65000000070,24,137,123,100.0,3.5,0.8,4.0,268.0,3,66000000070,23,140,124,102.0,3.6,4.0,268.0,3,2.0714766773970688
111,44b6_87bba6c4,66000000031,move,60,66000000031,32,56,104,100.0,3.5,1.0666666666666667,4.0,268.0,3,67000000031,30,60,106,102.0,3.6,4.0,268.0,3,3.72334275215162
112,44b6_87bba6c4,66000000070,move,60,66000000070,23,140,124,100.0,3.5,0.7666666666666667,4.0,268.0,3,67000000070,21,140,125,102.0,3.6,4.0,268.0,3,3.2752922102462856
113,44b6_87bba6c4,67000000031,move,61,67000000031,30,60,106,100.0,3.5,1.0,4.0,268.0,3,68000000031,28,58,102,102.0,3.6,4.0,268.0,3,3.72334275215162
114,44b6_87bba6c4,67000000070,move,61,67000000070,21,140,125,100.0,3.5,0.7,4.0,268.0,3,68000000070,20,138,119,102.0,3.6,4.0,268.0,3,3.040096626753827
115,44b6_87bba6c4,68000000031,move,62,68000000031,28,58,102,100.0,3.5,0.9333333333333333,4.0,268.0,3,69000000032,26,52,99,102.0,3.6,4.0,268.0,3,4.241374519244911
116,44b6_87bba6c4,68000000070,move,62,68000000070,20,138,119,100.0,3.5,0.6666666666666666,4.0,268.0,3,69000000071,19,133,116,102.0,3.6,4.0,268.0,3,2.8726212985703494
117,44b6_87bba6c4,69000000032,move,63,69000000032,26,52,99,100.0,3.5,0.8666666666666667,4.0,268.0,3,70000000032,24,50,98,102.0,3.6,4.0,268.0,3,3.374565944310468
118,44b6_87bba6c4,69000000071,move,63,69000000071,19,133,116,100.0,3.5,0.6333333333333333,4.0,268.0,3,70000000072,16,131,115,102.0,3.6,4.0,268.0,3,4.958913218891817
119,44b6_87bba6c4,70000000032,move,64,70000000032,24,50,98,100.0,3.5,0.8,4.0,268.0,3,71000000032,23,47,98,102.0,3.6,4.0,268.0,3,2.03125
120,44b6_87bba6c4,70000000072,move,64,70000000072,16,131,115,100.0,3.5,0.5333333333333333,4.0,268.0,3,71000000072,15,129,114,102.0,3.6,4.0,268.0,3,1.86167137607581
121,44b6_87bba6c4,71000000032,move,65,71000000032,23,47,98,100.0,3.5,0.7666666666666667,4.0,268.0,3,72000000032,21,44,99,102.0,3.6,4.0,268.0,3,3.494694639736067
122,44b6_87bba6c4,71000000072,move,65,71000000072,15,129,114,100.0,3.5,0.5,4.0,268.0,3,72000000072,14,131,111,102.0,3.6,4.0,268.0,3,2.1877232028983924
123,44b6_87bba6c4,72000000032,move,66,72000000032,21,44,99,100.0,3.5,0.7,4.0,268.0,3,73000000032,20,42,94,102.0,3.6,4.0,268.0,3,2.7252078475778685
124,44b6_87bba6c4,72000000072,move,66,72000000072,14,131,111,100.0,3.5,0.4666666666666667,4.0,268.0,3,73000000072,14,131,110,102.0,3.6,4.0,268.0,3,0.40625
125,44b6_87bba6c4,73000000032,move,67,73000000032,20,42,94,100.0,3.5,0.6666666666666666,4.0,268.0,3,74000000032,17,42,92,102.0,3.6,4.0,268.0,3,4.942244555867304
126,44b6_87bba6c4,73000000072,move,67,73000000072,14,131,110,100.0,3.5,0.4666666666666667,4.0,268.0,3,74000000072,12,132,104,102.0,3.6,4.0,268.0,3,4.0827619710803615
127,44b6_87bba6c4,74000000032,move,68,74000000032,17,42,92,100.0,3.5,0.5666666666666667,4.0,268.0,3,75000000032,16,41,91,102.0,3.6,4.0,268.0,3,1.7235727791422095
128,44b6_87bba6c4,74000000072,move,68,74000000072,12,132,104,100.0,3.5,0.4,4.0,268.0,3,75000000072,10,130,102,102.0,3.6,4.0,268.0,3,3.447145558284419
129,44b6_87bba6c4,75000000032,move,69,75000000032,16,41,91,100.0,3.5,0.5333333333333333,4.0,268.0,3,76000000033,14,41,89,102.0,3.6,4.0,268.0,3,3.350023320814349
130,44b6_87bba6c4,75000000072,move,69,75000000072,10,130,102,100.0,3.5,0.3333333333333333,4.0,268.0,3,76000000073,9,133,98,102.0,3.6,4.0,268.0,3,2.6012692214570947
131,44b6_87bba6c4,76000000033,move,70,76000000033,14,41,89,100.0,3.5,0.4666666666666667,4.0,268.0,3,77000000034,12,40,92,102.0,3.6,4.0,268.0,3,3.494694639736067
132,44b6_87bba6c4,76000000073,move,70,76000000073,9,133,98,100.0,3.5,0.3,4.0,268.0,3,77000000074,9,132,96,102.0,3.6,4.0,268.0,3,0.9084026158592896
133,44b6_87bba6c4,77000000034,move,71,77000000034,12,40,92,100.0,3.5,0.4,4.0,268.0,3,78000000034,11,35,87,102.0,3.6,4.0,268.0,3,3.300390601883359
134,44b6_87bba6c4,77000000074,move,71,77000000074,9,132,96,100.0,3.5,0.3,4.0,268.0,3,78000000074,8,129,92,102.0,3.6,4.0,268.0,3,2.6012692214570947
135,44b6_87bba6c4,78000000034,move,72,78000000034,11,35,87,100.0,3.5,0.36666666666666664,4.0,268.0,3,79000000034,9,36,87,102.0,3.6,4.0,268.0,3,3.2752922102462856
136,44b6_87bba6c4,78000000074,move,72,78000000074,8,129,92,100.0,3.5,0.26666666666666666,4.0,268.0,3,79000000074,7,131,94,102.0,3.6,4.0,268.0,3,1.9902104160113323
137,44b6_87bba6c4,79000000034,move,73,79000000034,9,36,87,100.0,3.5,0.3,4.0,268.0,3,80000000035,8,38,89,102.0,3.6,4.0,268.0,3,1.9902104160113323
138,44b6_87bba6c4,79000000074,move,73,79000000074,7,131,94,100.0,3.5,0.23333333333333334,4.0,268.0,3,80000000075,5,134,95,102.0,3.6,4.0,268.0,3,3.494694639736067
139,44b6_87bba6c4,80000000035,move,74,80000000035,8,38,89,100.0,3.5,0.26666666666666666,4.0,268.0,3,81000000035,7,36,88,102.0,3.6,4.0,268.0,3,1.86167137607581
140,44b6_87bba6c4,80000000075,move,74,80000000075,5,134,95,100.0,3.5,0.16666666666666666,4.0,268.0,3,81000000075,4,132,96,102.0,3.6,4.0,268.0,3,1.86167137607581
141,44b6_87bba6c4,81000000035,move,75,81000000035,7,36,88,100.0,3.5,0.23333333333333334,4.0,268.0,3,82000000035,6,43,90,102.0,3.6,4.0,268.0,3,3.374565944310468
142,44b6_87bba6c4,81000000075,move,75,81000000075,4,132,96,100.0,3.5,0.13333333333333333,4.0,268.0,3,82000000075,2,138,97,102.0,3.6,4.0,268.0,3,4.0827619710803615
143,44b6_87bba6c4,82000000035,move,76,82000000035,6,43,90,100.0,3.5,0.2,4.0,268.0,3,83000000035,5,44,86,102.0,3.6,4.0,268.0,3,2.333728575156074
144,44b6_87bba6c4,82000000075,move,76,82000000075,2,138,97,100.0,3.5,0.06666666666666667,4.0,268.0,3,83000000075,1,139,96,102.0,3.6,4.0,268.0,3,1.7235727791422095
145,44b6_87bba6c4,83000000035,move,77,83000000035,5,44,86,100.0,3.5,0.16666666666666666,4.0,268.0,3,84000000035,4,44,83,102.0,3.6,4.0,268.0,3,2.03125
146,44b6_87bba6c4,83000000075,move,77,83000000075,1,139,96,100.0,3.5,0.03333333333333333,4.0,268.0,3,84000000075,1,139,95,102.0,3.6,4.0,268.0,3,0.40625
147,44b6_87bba6c4,84000000035,move,78,84000000035,4,44,83,100.0,3.5,0.13333333333333333,4.0,268.0,3,85000000035,3,42,82,102.0,3.6,4.0,268.0,3,1.86167137607581
148,44b6_87bba6c4,85000000035,move,79,85000000035,3,42,82,100.0,3.5,0.1,4.0,268.0,3,86000000035,2,40,81,102.0,3.6,4.0,268.0,3,1.86167137607581
0,44b6_8cc6506c,295000000002,move,0,295000000002,45,82,147,100.0,3.5,1.5,4.0,268.0,3,296000000002,45,83,146,102.0,3.6,4.0,268.0,3,0.5745242597140698
1,44b6_8cc6506c,295000000003,move,0,295000000003,52,55,154,100.0,3.5,1.7333333333333334,4.0,268.0,3,296000000003,51,56,152,102.0,3.6,4.0,268.0,3,1.86167137607581
2,44b6_8cc6506c,295000000004,move,0,295000000004,63,52,218,100.0,3.5,2.1,4.0,268.0,3,296000000004,63,52,217,102.0,3.6,4.0,268.0,3,0.40625
3,44b6_8cc6506c,295000000005,move,0,295000000005,61,41,184,100.0,3.5,2.033333333333333,4.0,268.0,3,296000000005,61,40,182,102.0,3.6,4.0,268.0,3,0.9084026158592896
4,44b6_8cc6506c,296000000002,move,1,296000000002,45,83,146,100.0,3.5,1.5,4.0,268.0,3,297000000002,45,83,145,102.0,3.6,4.0,268.0,3,0.40625
5,44b6_8cc6506c,296000000003,move,1,296000000003,51,56,152,100.0,3.5,1.7,4.0,268.0,3,297000000003,51,57,154,102.0,3.6,4.0,268.0,3,0.9084026158592896
6,44b6_8cc6506c,296000000004,move,1,296000000004,63,52,217,100.0,3.5,2.1,4.0,268.0,3,297000000004,63,54,219,102.0,3.6,4.0,268.0,3,1.1490485194281397
7,44b6_8cc6506c,296000000005,move,1,296000000005,61,40,182,100.0,3.5,2.033333333333333,4.0,268.0,3,297000000005,60,44,180,102.0,3.6,4.0,268.0,3,2.4375
8,44b6_8cc6506c,297000000002,move,2,297000000002,45,83,145,100.0,3.5,1.5,4.0,268.0,3,298000000002,45,84,144,102.0,3.6,4.0,268.0,3,0.5745242597140698
9,44b6_8cc6506c,297000000003,move,2,297000000003,51,57,154,100.0,3.5,1.7,4.0,268.0,3,298000000003,51,59,151,102.0,3.6,4.0,268.0,3,1.4647552056572457
10,44b6_8cc6506c,297000000004,move,2,297000000004,63,54,219,100.0,3.5,2.1,4.0,268.0,3,298000000004,63,59,220,102.0,3.6,4.0,268.0,3,2.0714766773970688
11,44b6_8cc6506c,297000000005,move,2,297000000005,60,44,180,100.0,3.5,2.0,4.0,268.0,3,298000000005,58,49,181,102.0,3.6,4.0,268.0,3,3.8540258983302125
12,44b6_8cc6506c,298000000002,move,3,298000000002,45,84,144,100.0,3.5,1.5,4.0,268.0,3,299000000002,45,85,141,102.0,3.6,4.0,268.0,3,1.284675299443404
13,44b6_8cc6506c,298000000003,move,3,298000000003,51,59,151,100.0,3.5,1.7,4.0,268.0,3,299000000003,51,59,149,102.0,3.6,4.0,268.0,3,0.8125
14,44b6_8cc6506c,298000000004,move,3,298000000004,63,59,220,100.0,3.5,2.1,4.0,268.0,3,299000000004,62,57,218,102.0,3.6,4.0,268.0,3,1.9902104160113323
15,44b6_8cc6506c,298000000005,move,3,298000000005,58,49,181,100.0,3.5,1.9333333333333333,4.0,268.0,3,299000000005,57,52,181,102.0,3.6,4.0,268.0,3,2.03125
16,44b6_8cc6506c,299000000002,move,4,299000000002,45,85,141,100.0,3.5,1.5,4.0,268.0,3,300000000002,45,86,141,102.0,3.6,4.0,268.0,3,0.40625
17,44b6_8cc6506c,299000000003,move,4,299000000003,51,59,149,100.0,3.5,1.7,4.0,268.0,3,300000000003,51,59,149,102.0,3.6,4.0,268.0,3,0.0
18,44b6_8cc6506c,299000000004,move,4,299000000004,62,57,218,100.0,3.5,2.066666666666667,4.0,268.0,3,300000000004,62,58,216,102.0,3.6,4.0,268.0,3,0.9084026158592896
19,44b6_8cc6506c,299000000005,move,4,299000000005,57,52,181,100.0,3.5,1.9,4.0,268.0,3,300000000005,57,54,181,102.0,3.6,4.0,268.0,3,0.8125
20,44b6_8cc6506c,300000000002,move,5,300000000002,45,86,141,100.0,3.5,1.5,4.0,268.0,3,301000000002,45,87,137,102.0,3.6,4.0,268.0,3,1.6750116604071745
21,44b6_8cc6506c,300000000003,move,5,300000000003,51,59,149,100.0,3.5,1.7,4.0,268.0,3,301000000003,51,60,148,102.0,3.6,4.0,268.0,3,0.5745242597140698
22,44b6_8cc6506c,300000000004,move,5,300000000004,62,58,216,100.0,3.5,2.066666666666667,4.0,268.0,3,301000000004,62,60,216,102.0,3.6,4.0,268.0,3,0.8125
23,44b6_8cc6506c,300000000005,move,5,300000000005,57,54,181,100.0,3.5,1.9,4.0,268.0,3,301000000005,57,55,181,102.0,3.6,4.0,268.0,3,0.40625
24,44b6_8cc6506c,301000000002,move,6,301000000002,45,87,137,100.0,3.5,1.5,4.0,268.0,3,302000000002,45,87,139,102.0,3.6,4.0,268.0,3,0.8125
25,44b6_8cc6506c,301000000003,move,6,301000000003,51,60,148,100.0,3.5,1.7,4.0,268.0,3,302000000003,51,60,150,102.0,3.6,4.0,268.0,3,0.8125
26,44b6_8cc6506c,301000000004,move,6,301000000004,62,60,216,100.0,3.5,2.066666666666667,4.0,268.0,3,302000000004,62,61,216,102.0,3.6,4.0,268.0,3,0.40625
27,44b6_8cc6506c,301000000005,move,6,301000000005,57,55,181,100.0,3.5,1.9,4.0,268.0,3,302000000005,57,56,183,102.0,3.6,4.0,268.0,3,0.9084026158592896
