dataset,t,bg_median,bg_noise,snr_proxy,fg_ratio,p01,p995,detected_nodes
44b6_c50204e0,97,2055.0,646.59,3.0174,0.0052,362.0,4006.0,612
44b6_c50204e0,98,2063.0,642.7,3.0776,0.0058,363.0,4041.0,602
44b6_c50204e0,99,2061.0,647.15,3.058,0.0057,363.0,4040.0,584
44b6_c771cb04,0,1229.0,1041.51,2.2208,0.0001,85.0,3542.0,420
44b6_c771cb04,1,1225.0,1053.37,2.2252,0.0001,83.0,3569.0,425
44b6_c771cb04,2,1252.0,1048.93,2.1632,0.0001,86.0,3521.0,406
44b6_c771cb04,3,1256.0,1045.22,2.2187,0.0001,86.0,3575.0,421
44b6_c771cb04,4,1268.0,1055.6,2.1874,0.0001,86.0,3577.0,423
44b6_c771cb04,5,1276.0,1091.92,2.1082,0.0,83.0,3578.0,418
44b6_c771cb04,6,1289.0,1100.07,2.1117,0.0001,84.0,3612.0,404
44b6_c771cb04,7,1305.0,1096.37,2.0705,0.0001,87.0,3575.0,438
44b6_c771cb04,8,1292.0,1082.47,2.0703,0.0001,88.0,3533.0,443
44b6_c771cb04,9,1313.0,1075.61,2.1007,0.0,91.0,3572.57,417
44b6_c771cb04,10,1290.0,1058.56,2.1123,0.0001,92.0,3526.0,403
44b6_c771cb04,11,1337.0,1067.46,2.0746,0.0001,96.0,3551.57,394
44b6_c771cb04,12,1341.0,1068.94,2.0768,0.0001,96.0,3561.0,371
44b6_c771cb04,13,1337.0,1061.53,2.1168,0.0002,97.0,3584.0,363
44b6_c771cb04,14,1333.0,1057.82,2.1213,0.0001,98.0,3577.0,400
44b6_c771cb04,15,1345.0,1053.37,2.1474,0.0,99.0,3607.0,416
44b6_c771cb04,16,1337.0,1050.41,2.083,0.0,98.0,3525.0,395
44b6_c771cb04,17,1370.0,1051.89,2.0991,0.0,104.0,3578.0,400
44b6_c771cb04,18,1360.0,1060.04,2.0914,0.0001,100.0,3577.0,423
44b6_c771cb04,19,1378.0,1057.08,2.0632,0.0,103.0,3559.0,452
44b6_c771cb04,20,1395.0,1057.08,2.0472,0.0,106.0,3559.0,415
44b6_c771cb04,21,1396.0,1063.75,2.0409,0.0,104.0,3567.0,389
44b6_c771cb04,22,1411.0,1051.89,2.0601,0.0,109.0,3578.0,408
44b6_c771cb04,23,1431.0,1042.25,2.0849,0.0,113.0,3604.0,425
44b6_c771cb04,24,1452.0,1065.23,2.0334,0.0,110.0,3618.0,450
44b6_c771cb04,25,1459.0,1043.74,2.0225,0.0,115.0,3570.0,449
44b6_c771cb04,26,1467.0,1030.39,2.0478,0.0,117.0,3577.0,405
44b6_c771cb04,27,1486.0,1042.25,2.0753,0.0001,117.0,3649.0,427
44b6_c771cb04,28,1491.0,1022.98,2.1379,0.0001,119.0,3678.0,443
44b6_c771cb04,29,1482.0,1018.53,2.1423,0.0001,116.0,3664.0,458
44b6_c771cb04,30,1506.0,985.17,2.1661,0.0001,128.0,3640.0,444
44b6_c771cb04,31,1495.0,1002.22,2.1542,0.0001,120.0,3654.0,454
44b6_c771cb04,32,1513.0,983.69,2.1389,0.0001,126.0,3617.0,464
44b6_c771cb04,33,1507.0,986.66,2.0798,0.0001,127.0,3559.0,470
44b6_c771cb04,34,1505.0,991.85,2.0779,0.0,126.0,3566.0,492
44b6_c771cb04,35,1507.0,991.85,2.0548,0.0,125.0,3545.0,461
44b6_c771cb04,36,1521.0,985.17,2.0402,0.0,130.0,3531.0,467
44b6_c771cb04,37,1517.0,974.8,2.0158,0.0,130.0,3482.0,478
44b6_c771cb04,38,1520.0,982.95,2.0306,0.0,131.0,3516.0,458
44b6_c771cb04,39,1527.0,963.68,2.0972,0.0001,133.0,3548.0,456
44b6_c771cb04,40,1535.0,954.04,2.0922,0.0001,138.0,3531.0,460
44b6_c771cb04,41,1527.0,958.49,2.0418,0.0001,135.0,3484.0,444
44b6_c771cb04,42,1533.0,974.05,2.0266,0.0001,134.0,3507.0,441
44b6_c771cb04,43,1536.0,968.12,1.9946,0.0,134.0,3467.0,473
44b6_c771cb04,44,1546.0,972.57,2.0163,0.0,133.0,3507.0,457
44b6_c771cb04,45,1550.0,979.99,2.0255,0.0,131.0,3535.0,472
44b6_c771cb04,46,1527.0,989.62,1.9998,0.0,127.0,3506.0,482
44b6_c771cb04,47,1532.0,986.66,2.0037,0.0,128.0,3509.0,454
44b6_c771cb04,48,1529.0,989.62,1.9866,0.0,127.0,3495.0,426
44b6_c771cb04,49,1530.0,995.55,1.9336,0.0,126.0,3455.0,447
44b6_c771cb04,50,1522.0,1001.48,1.9421,0.0,124.0,3467.0,494
44b6_c771cb04,51,1535.0,1003.71,1.9079,0.0,125.0,3450.0,501
44b6_c771cb04,52,1558.0,1000.0,1.888,0.0,130.0,3446.0,456
44b6_c771cb04,53,1589.0,1008.15,1.8727,0.0,135.0,3477.0,450
44b6_c771cb04,54,1572.0,985.92,1.8227,0.0,138.0,3369.0,441
44b6_c771cb04,55,1564.0,991.1,1.8232,0.0,134.0,3371.0,413
44b6_c771cb04,56,1560.0,993.33,1.796,0.0,134.0,3344.0,408
44b6_c771cb04,57,1561.0,1006.67,1.8457,0.0,133.0,3419.0,435
44b6_c771cb04,58,1561.0,1016.31,1.8302,0.0,134.0,3421.0,440
44b6_c771cb04,59,1594.0,1038.55,1.8353,0.0,132.0,3500.0,456
44b6_c771cb04,60,1605.0,1031.88,1.882,0.0,132.0,3547.0,484
44b6_c771cb04,61,1572.0,1001.48,1.8902,0.0,135.0,3465.0,477
44b6_c771cb04,62,1569.0,992.59,1.886,0.0,136.0,3441.0,504
44b6_c771cb04,63,1592.0,1033.36,1.8367,0.0,134.0,3490.0,477
44b6_c771cb04,64,1579.0,1040.77,1.7958,0.0,133.0,3448.0,418
44b6_c771cb04,65,1628.0,1080.8,1.7607,0.0,134.0,3531.0,450
44b6_c771cb04,66,1620.0,1058.56,1.758,0.0,135.0,3481.0,518
44b6_c771cb04,67,1632.0,1044.48,1.7693,0.0,139.0,3480.0,511
44b6_c771cb04,68,1634.0,1039.29,1.7762,0.0,142.0,3480.0,442
44b6_c771cb04,69,1652.0,1019.27,1.795,0.0,149.0,3481.57,407
44b6_c771cb04,70,1645.0,1017.79,1.8344,0.0,149.0,3512.0,399
44b6_c771cb04,71,1632.0,1037.06,1.8147,0.0,145.0,3514.0,382
44b6_c771cb04,72,1638.0,1033.36,1.8329,0.0,146.0,3532.0,399
44b6_c771cb04,73,1635.0,1025.2,1.8299,0.0,146.0,3511.0,379
44b6_c771cb04,74,1643.0,1005.19,1.8494,0.0,152.0,3502.0,368
44b6_c771cb04,75,1644.0,985.92,1.8967,0.0,158.0,3514.0,357
44b6_c771cb04,76,1654.0,974.05,1.8921,0.0,161.0,3497.0,380
44b6_c771cb04,77,1672.0,999.26,1.8464,0.0,158.0,3517.0,398
44b6_c771cb04,78,1644.0,993.33,1.8483,0.0,155.0,3480.0,420
44b6_c771cb04,79,1640.0,997.78,1.8511,0.0,154.0,3487.0,456
44b6_c771cb04,80,1637.0,998.52,1.9124,0.0,152.0,3546.57,416
44b6_c771cb04,81,1658.0,1010.38,1.9003,0.0,152.0,3578.0,403
44b6_c771cb04,82,1658.0,1013.34,1.8997,0.0,154.0,3583.0,415
44b6_c771cb04,83,1664.0,985.17,1.89,0.0,160.0,3526.0,426
44b6_c771cb04,84,1675.0,993.33,1.9087,0.0,161.0,3571.0,399
44b6_c771cb04,85,1658.0,995.55,1.9291,0.0,158.0,3578.57,384
44b6_c771cb04,86,1685.0,983.69,2.025,0.0,165.0,3677.0,392
44b6_c771cb04,87,1675.0,995.55,1.9647,0.0,163.0,3631.0,377
44b6_c771cb04,88,1690.0,999.26,1.9795,0.0,164.0,3668.0,351
44b6_c771cb04,89,1706.0,995.55,1.9909,0.0,167.0,3688.0,327
44b6_c771cb04,90,1692.0,1013.34,1.9855,0.0,164.0,3704.0,337
44b6_c771cb04,91,1688.0,1019.27,1.9965,0.0001,158.0,3723.0,345
44b6_c771cb04,92,1699.0,1009.64,2.0096,0.0,161.0,3728.0,374
44b6_c771cb04,93,1668.0,994.07,1.9948,0.0,161.0,3651.0,353
44b6_c771cb04,94,1672.0,992.59,1.9988,0.0,165.0,3656.0,355
44b6_c771cb04,95,1669.0,985.92,1.9921,0.0,162.0,3633.0,335
44b6_c771cb04,96,1698.0,1006.67,2.0285,0.0,163.0,3740.0,329
44b6_c771cb04,97,1716.0,1018.53,1.9744,0.0,165.0,3727.0,335
44b6_c771cb04,98,1703.0,1031.13,1.9716,0.0,157.0,3736.0,359
44b6_c771cb04,99,1716.0,1047.44,1.9963,0.0,156.0,3807.0,356
44b6_c8e2a523,0,224.0,137.14,10.1211,0.053,58.0,1612.0,248
44b6_c8e2a523,1,227.0,137.88,10.19,0.0531,58.0,1632.0,251
44b6_c8e2a523,2,234.0,139.36,10.0314,0.0509,57.0,1632.0,246
44b6_c8e2a523,3,232.0,141.59,10.008,0.0517,58.0,1649.0,250
44b6_c8e2a523,4,230.0,141.59,9.9374,0.0517,58.0,1637.0,257
44b6_c8e2a523,5,228.0,140.85,9.9116,0.0506,61.0,1624.0,249
44b6_c8e2a523,6,235.0,146.78,9.5384,0.0547,54.0,1635.0,279
44b6_c8e2a523,7,234.0,144.55,9.5161,0.0554,53.0,1609.57,271
44b6_c8e2a523,8,235.0,147.52,9.5989,0.0558,54.0,1651.0,274
44b6_c8e2a523,9,239.0,148.26,9.3755,0.0546,55.0,1629.0,271
44b6_c8e2a523,10,241.0,150.48,9.3101,0.0538,55.0,1642.0,270
44b6_c8e2a523,11,237.0,146.03,9.4743,0.0554,54.0,1620.57,270
44b6_c8e2a523,12,235.0,145.29,9.5394,0.0566,54.0,1621.0,273
44b6_c8e2a523,13,236.0,146.03,9.5868,0.0565,55.0,1636.0,277
44b6_c8e2a523,14,238.0,146.78,9.4673,0.0561,54.0,1627.57,285
44b6_c8e2a523,15,244.0,149.74,9.3695,0.0564,54.0,1647.0,294
44b6_c8e2a523,16,245.0,149.74,9.3361,0.0566,55.0,1643.0,289
44b6_c8e2a523,17,246.0,149.0,9.3222,0.0577,54.0,1635.0,289
44b6_c8e2a523,18,244.0,149.0,9.4833,0.0585,55.0,1657.0,283
44b6_c8e2a523,19,242.0,149.74,9.3829,0.0581,54.0,1647.0,282
44b6_c8e2a523,20,245.0,149.74,9.5298,0.0593,55.0,1672.0,275
44b6_c8e2a523,21,245.0,151.22,9.324,0.0583,55.0,1655.0,282
44b6_c8e2a523,22,245.0,148.26,9.4025,0.0591,54.0,1639.0,285
44b6_c8e2a523,23,247.0,149.74,9.2961,0.06,54.0,1639.0,288
44b6_c8e2a523,24,248.0,150.48,9.33,0.0605,54.0,1652.0,292
44b6_c8e2a523,25,247.0,149.74,9.2694,0.0597,54.0,1635.0,292
44b6_c8e2a523,26,247.0,147.52,9.4566,0.0605,56.0,1642.0,297
44b6_c8e2a523,27,249.0,149.0,9.3356,0.0615,55.0,1640.0,301
44b6_c8e2a523,28,247.0,149.74,9.3629,0.0624,53.0,1649.0,298
44b6_c8e2a523,29,247.0,151.96,9.3838,0.0622,52.0,1673.0,306
44b6_c8e2a523,30,251.0,151.96,9.4101,0.0629,54.0,1681.0,304
44b6_c8e2a523,31,252.0,151.96,9.3509,0.0627,54.0,1673.0,307
44b6_c8e2a523,32,251.0,152.71,9.3317,0.0617,54.0,1676.0,306
44b6_c8e2a523,33,250.0,149.74,9.5565,0.063,55.0,1681.0,299
44b6_c8e2a523,34,246.0,146.03,9.5594,0.0631,56.0,1642.0,292
44b6_c8e2a523,35,243.0,145.29,9.6327,0.0654,55.0,1642.57,300
44b6_c8e2a523,36,246.0,146.03,9.5427,0.0645,54.0,1639.57,308
44b6_c8e2a523,37,245.0,147.52,9.4837,0.0645,54.0,1644.0,315
44b6_c8e2a523,38,247.0,146.78,9.4566,0.064,53.0,1635.0,308
44b6_c8e2a523,39,247.0,143.81,9.6516,0.0655,55.0,1635.0,310
44b6_c8e2a523,40,248.0,143.07,9.6457,0.0656,56.0,1628.0,314
44b6_c8e2a523,41,248.0,146.03,9.4704,0.066,57.0,1631.0,321
44b6_c8e2a523,42,250.0,146.78,9.4226,0.0655,57.0,1633.0,313
44b6_c8e2a523,43,248.0,146.78,9.5452,0.0652,55.0,1649.0,318
44b6_c8e2a523,44,250.0,149.74,9.5298,0.0657,55.0,1677.0,319
44b6_c8e2a523,45,250.0,149.0,9.4296,0.0649,56.0,1655.0,325
44b6_c8e2a523,46,250.0,147.52,9.4091,0.066,56.0,1638.0,326
44b6_c8e2a523,47,249.0,149.74,9.3666,0.0655,56.0,1651.57,318
44b6_c8e2a523,48,251.0,149.0,9.2685,0.0659,57.0,1632.0,316
44b6_c8e2a523,49,246.0,146.78,9.3953,0.0668,55.0,1625.0,316
44b6_c8e2a523,50,248.0,149.0,9.4766,0.0667,55.0,1660.0,327
44b6_c8e2a523,51,246.0,151.22,9.3636,0.0671,54.0,1662.0,321
44b6_c8e2a523,52,243.0,151.22,9.2446,0.0661,51.0,1641.0,336
44b6_c8e2a523,53,242.0,152.71,9.1876,0.0661,53.0,1645.0,323
44b6_c8e2a523,54,242.0,153.45,9.065,0.0663,53.0,1633.0,327
44b6_c8e2a523,55,239.0,151.96,9.0942,0.0656,53.0,1621.0,325
44b6_c8e2a523,56,243.0,154.93,9.1203,0.0654,55.0,1656.0,325
44b6_c8e2a523,57,241.0,151.96,9.0745,0.0644,53.0,1620.0,329
44b6_c8e2a523,58,243.0,151.22,9.2314,0.0652,54.0,1639.0,336
44b6_c8e2a523,59,240.0,152.71,8.9715,0.0634,52.0,1610.0,334
44b6_c8e2a523,60,242.0,154.93,8.9718,0.0642,53.0,1632.0,339
44b6_c8e2a523,61,243.0,154.19,8.8982,0.064,51.0,1615.0,336
44b6_c8e2a523,62,248.0,160.12,8.7935,0.0638,51.0,1656.0,341
44b6_c8e2a523,63,246.0,163.08,8.7106,0.0636,49.0,1666.57,345
44b6_c8e2a523,64,242.0,160.86,8.5354,0.0631,48.0,1615.0,342
44b6_c8e2a523,65,244.0,162.34,8.5129,0.0636,48.0,1626.0,332
44b6_c8e2a523,66,240.0,161.6,8.5519,0.0631,47.0,1622.0,339
44b6_c8e2a523,67,242.0,164.57,8.4161,0.0629,47.0,1627.0,341
44b6_c8e2a523,68,245.0,169.01,8.2182,0.0604,47.0,1634.0,345
44b6_c8e2a523,69,246.0,169.01,8.3011,0.0613,46.0,1649.0,353
44b6_c8e2a523,70,244.0,169.76,8.2766,0.0611,45.0,1649.0,351
44b6_c8e2a523,71,242.0,171.24,8.0706,0.0602,44.0,1624.0,350
44b6_c8e2a523,72,242.0,169.76,7.9677,0.0612,45.0,1594.57,351
44b6_c8e2a523,73,243.0,173.46,7.8865,0.0608,45.0,1611.0,347
44b6_c8e2a523,74,239.0,172.72,7.845,0.0599,44.0,1594.0,349
44b6_c8e2a523,75,240.0,174.2,7.7873,0.059,44.0,1596.57,348
44b6_c8e2a523,76,239.0,176.43,7.6746,0.0587,43.0,1593.0,345
44b6_c8e2a523,77,234.0,174.2,7.6749,0.0583,44.0,1571.0,341
44b6_c8e2a523,78,233.0,176.43,7.6632,0.0581,43.0,1585.0,345
44b6_c8e2a523,79,234.0,178.65,7.6686,0.0583,42.0,1604.0,344
44b6_c8e2a523,80,232.0,180.87,7.6628,0.0581,42.0,1618.0,331
44b6_c8e2a523,81,229.0,177.17,7.6537,0.0584,42.0,1585.0,337
44b6_c8e2a523,82,230.0,183.84,7.5065,0.0577,41.0,1610.0,329
44b6_c8e2a523,83,231.0,187.55,7.3955,0.0572,41.0,1618.0,315
44b6_c8e2a523,84,230.0,190.51,7.1229,0.0555,41.0,1587.0,329
44b6_c8e2a523,85,229.0,188.29,7.3345,0.0567,40.0,1610.0,324
44b6_c8e2a523,86,225.0,191.25,7.3306,0.0568,40.0,1627.0,314
44b6_c8e2a523,87,220.0,187.55,7.5395,0.0577,41.0,1634.0,310
44b6_c8e2a523,88,218.0,189.77,7.3405,0.0564,39.0,1611.0,320
44b6_c8e2a523,89,213.0,184.58,7.406,0.0558,40.0,1580.0,314
44b6_c8e2a523,90,214.0,188.29,7.4461,0.0559,39.0,1616.0,312
44b6_c8e2a523,91,213.0,189.77,7.3879,0.0553,39.0,1615.0,320
44b6_c8e2a523,92,209.0,191.25,7.3493,0.0547,39.0,1614.57,314
44b6_c8e2a523,93,204.0,190.51,7.4536,0.055,37.0,1624.0,318
44b6_c8e2a523,94,203.0,191.99,7.5679,0.0557,37.0,1656.0,318
44b6_c8e2a523,95,201.0,190.51,7.4641,0.056,38.0,1623.0,315
44b6_c8e2a523,96,202.0,191.99,7.6721,0.0573,39.0,1675.0,307
44b6_c8e2a523,97,202.0,189.77,7.6197,0.0581,39.0,1648.0,303
44b6_c8e2a523,98,204.0,191.25,7.6577,0.058,39.0,1668.57,296
44b6_c8e2a523,99,202.0,191.25,7.7803,0.0585,39.0,1690.0,305
44b6_c96cfa10,0,375.0,375.83,3.8474,0.0176,16.0,1821.0,349
44b6_c96cfa10,1,377.0,368.42,3.9074,0.0192,16.0,1816.57,360
44b6_c96cfa10,2,381.0,364.71,3.9401,0.0197,16.0,1818.0,350
44b6_c96cfa10,3,383.0,372.13,3.9556,0.0199,16.0,1855.0,348
44b6_c96cfa10,4,390.0,380.28,3.8486,0.0175,16.0,1853.57,355
44b6_c96cfa10,5,395.0,386.95,3.8583,0.0171,16.0,1888.0,356
44b6_c96cfa10,6,389.0,386.95,3.7679,0.0163,16.0,1847.0,353
44b6_c96cfa10,7,383.0,394.37,3.6514,0.0143,16.0,1823.0,353
44b6_c96cfa10,8,384.0,386.95,3.6077,0.0135,16.0,1780.0,356
44b6_c96cfa10,9,384.0,391.4,3.6152,0.0137,16.0,1799.0,353
44b6_c96cfa10,10,391.0,393.62,3.6304,0.0135,17.0,1820.0,360
44b6_c96cfa10,11,393.0,394.37,3.6489,0.0142,16.0,1832.0,348
44b6_c96cfa10,12,389.0,397.33,3.6217,0.0137,16.0,1828.0,348
44b6_c96cfa10,13,391.0,402.52,3.647,0.0135,17.0,1859.0,360
44b6_c96cfa10,14,391.0,403.26,3.6304,0.0133,17.0,1855.0,362
44b6_c96cfa10,15,395.0,408.45,3.615,0.0133,17.0,1871.57,356
44b6_c96cfa10,16,403.0,404.0,3.651,0.0141,17.0,1878.0,355
44b6_c96cfa10,17,408.0,407.71,3.5859,0.0133,17.0,1870.0,367
44b6_c96cfa10,18,408.0,416.6,3.6317,0.0142,18.0,1921.0,358
44b6_c96cfa10,19,408.0,421.79,3.542,0.013,17.0,1902.0,356
44b6_c96cfa10,20,407.0,426.24,3.6012,0.014,18.0,1942.0,361
44b6_c96cfa10,21,409.0,427.72,3.5958,0.0139,18.0,1947.0,376
44b6_c96cfa10,22,410.0,424.02,3.5767,0.0139,18.0,1926.57,372
44b6_c96cfa10,23,416.0,423.28,3.6076,0.0137,18.0,1943.0,366
44b6_c96cfa10,24,422.0,421.05,3.6789,0.0154,18.0,1971.0,357
44b6_c96cfa10,25,421.0,408.45,3.8022,0.0169,18.0,1974.0,362
44b6_c96cfa10,26,430.0,425.5,3.7203,0.0156,18.0,2013.0,367
44b6_c96cfa10,27,431.0,424.02,3.6319,0.0147,19.0,1971.0,367
44b6_c96cfa10,28,434.0,428.47,3.6946,0.015,19.0,2017.0,389
44b6_c96cfa10,29,449.0,441.07,3.6797,0.0149,19.0,2072.0,379
44b6_c96cfa10,30,449.0,423.28,3.7682,0.017,19.0,2044.0,382
44b6_c96cfa10,31,456.0,431.43,3.843,0.0182,19.0,2114.0,395
44b6_c96cfa10,32,464.0,428.47,3.8603,0.0188,20.0,2118.0,394
44b6_c96cfa10,33,475.0,438.1,3.8109,0.0182,20.0,2144.57,400
44b6_c96cfa10,34,481.0,434.4,3.8145,0.0186,20.0,2138.0,396
44b6_c96cfa10,35,499.0,437.36,3.8572,0.019,21.0,2186.0,414
44b6_c96cfa10,36,498.0,438.1,3.837,0.0187,21.0,2179.0,401
44b6_c96cfa10,37,498.0,426.98,3.9322,0.0204,21.0,2177.0,404
44b6_c96cfa10,38,508.0,435.88,3.9392,0.0201,22.0,2225.0,413
44b6_c96cfa10,39,515.0,442.55,4.0357,0.0212,22.0,2301.0,407
44b6_c96cfa10,40,530.0,454.41,3.9392,0.0199,22.0,2320.0,410
44b6_c96cfa10,41,541.0,459.6,3.997,0.0196,22.0,2378.0,417
44b6_c96cfa10,42,545.0,458.12,4.0383,0.0207,23.0,2395.0,416
44b6_c96cfa10,43,556.0,465.53,3.9752,0.02,23.0,2406.57,414
44b6_c96cfa10,44,554.0,462.56,3.913,0.0196,24.0,2364.0,421
44b6_c96cfa10,45,551.0,465.53,3.9138,0.0196,24.0,2373.0,417
44b6_c96cfa10,46,567.0,473.68,3.9161,0.02,24.0,2422.0,398
44b6_c96cfa10,47,571.0,473.68,3.8929,0.0197,24.0,2415.0,421
44b6_c96cfa10,48,573.0,476.65,3.9148,0.02,24.0,2439.0,412
44b6_c96cfa10,49,582.0,483.32,3.8711,0.0183,25.0,2453.0,414
44b6_c96cfa10,50,578.0,479.61,3.8865,0.0192,24.0,2442.0,426
44b6_c96cfa10,51,587.0,484.8,3.8935,0.0193,25.0,2474.57,430
44b6_c96cfa10,52,591.0,486.29,3.9401,0.02,25.0,2507.0,447
44b6_c96cfa10,53,595.0,494.44,3.956,0.0195,25.0,2551.0,444
44b6_c96cfa10,54,597.0,487.03,3.8848,0.0188,26.0,2489.0,441
44b6_c96cfa10,55,606.0,504.82,3.7538,0.0166,25.0,2501.0,455
44b6_c96cfa10,56,625.0,524.83,3.6335,0.0147,26.0,2532.0,458
44b6_c96cfa10,57,631.0,515.94,3.6884,0.0157,27.0,2534.0,465
44b6_c96cfa10,58,633.0,525.57,3.6265,0.015,27.0,2539.0,436
44b6_c96cfa10,59,648.0,533.73,3.5842,0.0142,26.0,2561.0,433
44b6_c96cfa10,60,654.0,537.44,3.6042,0.0144,26.0,2591.0,468
44b6_c96cfa10,61,668.0,524.09,3.6482,0.015,27.0,2580.0,481
44b6_c96cfa10,62,657.0,527.06,3.5813,0.0137,27.0,2544.57,465
44b6_c96cfa10,63,673.0,534.47,3.5129,0.0125,27.0,2550.57,489
44b6_c96cfa10,64,684.0,539.66,3.5597,0.0137,27.0,2605.0,489
44b6_c96cfa10,65,686.0,536.69,3.6054,0.0147,28.0,2621.0,508
44b6_c96cfa10,66,689.0,530.02,3.781,0.018,29.0,2693.0,518
44b6_c96cfa10,67,705.0,526.32,3.8684,0.0197,29.0,2741.0,522
44b6_c96cfa10,68,699.0,521.13,3.8935,0.0195,29.0,2728.0,519
44b6_c96cfa10,69,720.0,539.66,3.808,0.017,29.0,2775.0,512
44b6_c96cfa10,70,713.0,532.25,3.7877,0.018,29.0,2729.0,518
44b6_c96cfa10,71,718.0,535.21,3.8022,0.0181,29.0,2753.0,523
44b6_c96cfa10,72,723.0,534.47,3.8243,0.0185,29.0,2767.0,521
44b6_c96cfa10,73,736.0,527.8,3.8727,0.0199,30.0,2780.0,531
44b6_c96cfa10,74,734.0,525.57,3.8453,0.0198,30.0,2755.0,529
44b6_c96cfa10,75,739.0,532.25,3.8441,0.0199,31.0,2785.0,535
44b6_c96cfa10,76,743.0,532.25,3.8347,0.0186,32.0,2784.0,531
44b6_c96cfa10,77,751.0,547.81,3.8389,0.018,30.0,2854.0,533
44b6_c96cfa10,78,751.0,553.0,3.8463,0.0186,31.0,2878.0,531
44b6_c96cfa10,79,763.0,552.26,3.7891,0.0176,31.0,2855.57,546
44b6_c96cfa10,80,763.0,552.26,3.8732,0.0191,31.0,2902.0,532
44b6_c96cfa10,81,766.0,549.3,3.8704,0.0196,31.0,2892.0,541
44b6_c96cfa10,82,783.0,548.55,3.997,0.0219,32.0,2975.57,545
44b6_c96cfa10,83,785.0,531.5,4.1524,0.0239,34.0,2992.0,574
44b6_c96cfa10,84,793.0,547.81,3.9849,0.0215,33.0,2976.0,553
44b6_c96cfa10,85,796.0,541.88,4.0655,0.0241,35.0,2999.0,564
44b6_c96cfa10,86,804.0,543.37,4.0194,0.0231,34.0,2988.0,583
44b6_c96cfa10,87,799.0,547.07,3.9337,0.0219,34.0,2951.0,578
44b6_c96cfa10,88,806.0,554.48,3.955,0.0227,34.0,2999.0,555
44b6_c96cfa10,89,821.0,548.55,4.0014,0.0226,36.0,3016.0,557
44b6_c96cfa10,90,822.0,539.66,4.0359,0.0226,36.0,3000.0,566
44b6_c96cfa10,91,824.0,538.92,4.1111,0.0239,37.0,3039.57,552
44b6_c96cfa10,92,839.0,560.42,3.9213,0.0212,36.0,3036.57,582
44b6_c96cfa10,93,832.0,558.93,3.9271,0.0212,36.0,3027.0,578
44b6_c96cfa10,94,835.0,563.38,3.8553,0.0197,35.0,3007.0,568
44b6_c96cfa10,95,833.0,565.6,3.872,0.0197,36.0,3023.0,538
44b6_c96cfa10,96,834.0,558.19,3.9198,0.021,36.0,3022.0,546
44b6_c96cfa10,97,843.0,555.23,3.9479,0.0222,39.0,3035.0,568
44b6_c96cfa10,98,847.0,550.78,4.0397,0.023,39.0,3072.0,535
44b6_c96cfa10,99,849.0,558.93,3.988,0.0231,38.0,3078.0,552
44b6_cf2536e8,0,687.0,410.67,2.1185,0.0005,57.0,1557.0,402
44b6_cf2536e8,1,693.0,410.67,2.0966,0.0005,58.0,1554.0,414
44b6_cf2536e8,2,691.0,412.9,2.0828,0.0003,57.0,1551.0,397
44b6_cf2536e8,3,706.0,421.79,2.0081,0.0002,57.0,1553.0,417
44b6_cf2536e8,4,693.0,416.6,2.0019,0.0002,57.0,1527.0,449
44b6_cf2536e8,5,699.0,418.09,1.989,0.0002,57.0,1530.57,416
44b6_cf2536e8,6,688.0,420.31,1.9819,0.0001,56.0,1521.0,413
44b6_cf2536e8,7,696.0,421.05,1.9784,0.0002,57.0,1529.0,409
44b6_cf2536e8,8,700.0,429.95,1.9235,0.0001,57.0,1527.0,390
44b6_cf2536e8,9,704.0,433.65,1.884,0.0,57.0,1521.0,394
44b6_cf2536e8,10,698.0,436.62,1.8849,0.0,55.0,1521.0,385
44b6_cf2536e8,11,695.0,435.14,1.8891,0.0,55.0,1517.0,376
44b6_cf2536e8,12,724.0,463.31,1.8346,0.0,56.0,1574.0,398
44b6_cf2536e8,13,728.0,464.79,1.8159,0.0,56.0,1572.0,376
44b6_cf2536e8,14,724.0,455.89,1.8162,0.0,56.0,1552.0,390
44b6_cf2536e8,15,721.0,455.15,1.8324,0.0001,56.0,1555.0,392
44b6_cf2536e8,16,712.0,447.74,1.8136,0.0,55.0,1524.0,400
44b6_cf2536e8,17,715.0,446.26,1.851,0.0,55.0,1541.0,366
44b6_cf2536e8,18,709.0,447.74,1.827,0.0,55.0,1527.0,370
44b6_cf2536e8,19,711.0,453.67,1.8198,0.0001,55.0,1536.57,389
44b6_cf2536e8,20,711.0,454.41,1.7781,0.0,54.0,1519.0,388
44b6_cf2536e8,21,713.0,454.41,1.8001,0.0,54.0,1531.0,352
44b6_cf2536e8,22,714.0,449.96,1.8068,0.0,54.0,1527.0,344
44b6_cf2536e8,23,713.0,450.7,1.8371,0.0,55.0,1541.0,337
44b6_cf2536e8,24,708.0,447.0,1.8524,0.0001,54.0,1536.0,358
44b6_cf2536e8,25,699.0,444.03,1.8625,0.0001,54.0,1526.0,374
44b6_cf2536e8,26,696.0,441.07,1.8727,0.0001,54.0,1522.0,362
44b6_cf2536e8,27,700.0,446.26,1.8263,0.0001,54.0,1515.0,364
44b6_cf2536e8,28,706.0,446.26,1.7994,0.0,54.0,1509.0,349
44b6_cf2536e8,29,709.0,447.74,1.8158,0.0,54.0,1522.0,351
44b6_cf2536e8,30,706.0,445.52,1.7912,0.0,54.0,1504.0,354
