dataset,t,bg_median,bg_noise,snr_proxy,fg_ratio,p01,p995,detected_nodes
6bba_6feb10f0,31,284.0,472.94,3.4815,0.0124,50.0,1930.57,187
6bba_6feb10f0,32,284.0,473.68,3.4306,0.0117,51.0,1909.0,186
6bba_6feb10f0,33,285.0,473.68,3.3524,0.0103,51.0,1873.0,183
6bba_6feb10f0,34,284.0,468.5,3.3106,0.0097,50.0,1835.0,180
6bba_6feb10f0,35,285.0,468.5,3.317,0.0096,50.0,1839.0,187
6bba_6feb10f0,36,285.0,471.46,3.258,0.0088,50.0,1821.0,205
6bba_6feb10f0,37,279.0,463.31,3.229,0.0087,50.0,1775.0,182
6bba_6feb10f0,38,291.0,472.94,3.142,0.0071,50.0,1777.0,185
6bba_6feb10f0,39,288.0,471.46,3.241,0.0091,51.0,1816.0,186
6bba_6feb10f0,40,289.0,470.72,3.1994,0.0086,51.0,1795.0,177
6bba_6feb10f0,41,276.0,455.15,3.3154,0.0109,50.0,1785.0,177
6bba_6feb10f0,42,273.0,455.89,3.3166,0.0111,50.0,1785.0,180
6bba_6feb10f0,43,269.0,446.26,3.3501,0.0111,50.0,1764.0,179
6bba_6feb10f0,44,269.0,446.26,3.3501,0.0111,50.0,1764.0,176
6bba_6feb10f0,45,268.0,438.84,3.6368,0.0174,50.0,1864.0,187
6bba_6feb10f0,46,259.0,424.76,3.7504,0.0193,49.0,1852.0,161
6bba_6feb10f0,47,256.0,416.6,3.7339,0.0192,49.0,1811.57,148
6bba_6feb10f0,48,260.0,419.57,3.823,0.0191,49.0,1864.0,162
6bba_6feb10f0,49,259.0,413.64,3.8488,0.0199,49.0,1851.0,152
6bba_6feb10f0,50,258.0,414.38,3.8877,0.0211,49.0,1869.0,166
6bba_6feb10f0,51,252.0,406.97,3.961,0.0241,48.0,1864.0,166
6bba_6feb10f0,52,252.0,406.97,3.961,0.0241,48.0,1864.0,148
6bba_6feb10f0,53,250.0,401.04,4.0121,0.0253,48.0,1859.0,163
6bba_6feb10f0,54,255.0,404.74,4.0322,0.0245,49.0,1887.0,168
6bba_6feb10f0,55,254.0,402.52,4.0843,0.0258,48.0,1898.0,154
6bba_6feb10f0,56,251.0,397.33,4.052,0.026,48.0,1861.0,163
6bba_6feb10f0,57,243.0,372.13,4.2566,0.033,48.0,1827.0,165
6bba_6feb10f0,58,245.0,375.83,4.2306,0.0332,48.0,1835.0,180
6bba_6feb10f0,59,232.0,349.15,4.4193,0.0413,47.0,1775.0,160
6bba_6feb10f0,60,229.0,349.89,4.3842,0.0415,47.0,1763.0,151
6bba_6feb10f0,61,225.0,339.51,4.5006,0.0456,47.0,1753.0,163
6bba_6feb10f0,62,224.0,334.32,4.5166,0.0453,46.0,1734.0,160
6bba_6feb10f0,63,217.0,318.75,4.6744,0.0499,46.0,1707.0,156
6bba_6feb10f0,64,215.0,316.72,4.6761,0.0505,46.0,1696.0,147
6bba_6feb10f0,65,211.0,306.89,4.7867,0.0532,45.0,1680.0,133
6bba_6feb10f0,66,207.0,296.52,4.9677,0.0567,45.0,1680.0,134
6bba_6feb10f0,67,200.0,283.17,4.9899,0.0607,45.0,1613.0,140
6bba_6feb10f0,68,198.0,280.95,5.008,0.0609,44.0,1605.0,152
6bba_6feb10f0,69,198.0,275.76,5.1313,0.0613,45.0,1613.0,140
6bba_6feb10f0,70,200.0,277.24,5.1796,0.0613,45.0,1636.0,129
6bba_6feb10f0,71,199.0,273.54,5.2644,0.0603,45.0,1639.0,136
6bba_6feb10f0,72,198.0,267.61,5.2615,0.0602,44.0,1606.0,146
6bba_6feb10f0,73,195.0,261.68,5.3884,0.0632,44.0,1605.0,139
6bba_6feb10f0,74,191.0,256.49,5.3726,0.0648,43.0,1569.0,127
6bba_6feb10f0,75,188.0,249.81,5.36,0.0662,44.0,1527.0,145
6bba_6feb10f0,76,188.0,249.81,5.36,0.0662,44.0,1527.0,141
6bba_6feb10f0,77,194.0,254.26,5.2662,0.0625,45.0,1533.0,141
6bba_6feb10f0,78,196.0,253.52,5.3132,0.0628,45.0,1543.0,149
6bba_6feb10f0,79,195.0,252.78,5.327,0.0629,46.0,1541.57,145
6bba_6feb10f0,80,194.0,249.07,5.3478,0.0649,45.0,1526.0,137
6bba_6feb10f0,81,195.0,251.3,5.201,0.0617,45.0,1502.0,139
6bba_6feb10f0,82,192.0,249.07,5.3117,0.0627,45.0,1515.0,127
6bba_6feb10f0,83,189.0,242.4,5.2722,0.0653,45.0,1467.0,123
6bba_6feb10f0,84,188.0,237.21,5.5375,0.07,45.0,1501.57,129
6bba_6feb10f0,85,188.0,237.21,5.5375,0.07,45.0,1501.57,132
6bba_6feb10f0,86,188.0,237.21,5.5375,0.07,45.0,1501.57,132
6bba_6feb10f0,87,188.0,237.21,5.5375,0.07,45.0,1501.57,132
6bba_6feb10f0,88,197.0,243.88,5.396,0.0636,48.0,1513.0,141
6bba_6feb10f0,89,193.0,235.73,5.5445,0.0671,47.0,1500.0,120
6bba_6feb10f0,90,192.0,234.25,5.5369,0.0688,47.0,1489.0,126
6bba_6feb10f0,91,188.0,229.8,5.5744,0.0704,47.0,1469.0,128
6bba_6feb10f0,92,188.0,229.06,5.7016,0.0714,47.0,1494.0,136
6bba_6feb10f0,93,189.0,225.35,5.7288,0.0735,47.0,1480.0,138
6bba_6feb10f0,94,187.0,224.61,5.672,0.0727,47.0,1461.0,140
6bba_6feb10f0,95,187.0,223.13,5.7725,0.0744,47.0,1475.0,146
6bba_6feb10f0,96,189.0,223.87,5.7891,0.0766,48.0,1485.0,145
6bba_6feb10f0,97,189.0,223.87,5.7891,0.0766,48.0,1485.0,130
6bba_6feb10f0,98,190.0,222.39,6.03,0.077,49.0,1531.0,153
6bba_6feb10f0,99,189.0,220.16,6.0526,0.0763,49.0,1521.57,151
