dataset,nodes,length,gt_count,group,mean_z,mean_step,total_disp,disp_ratio,raw_intensity,dog_response,local_contrast
6bba_6feb10f0,"[20387, 20907]",2,0,Group C: Unannotated Cell Candidates,57.5,3.5648292823780494,3.5648292823780494,0.9997195603264178,661.0,14.672088623046875,-0.21916641815006135
6bba_6feb10f0,"[20388, 20717]",2,0,Group C: Unannotated Cell Candidates,59.0,3.6336104634371584,3.6336104634371584,0.999724867352345,766.0,14.76629638671875,-0.454023821987251
6bba_6feb10f0,"[20992, 23841, 20390, 23211, 23544, 21748, 22648, 21370, 22267, 20668, 23005]",11,0,Group C: Unannotated Cell Candidates,3.909090909090909,1.443904219698701,4.0827619710803615,0.2827389224618922,1423.8181818181818,33.56643954190341,0.9571779230447657
6bba_6feb10f0,"[21074, 20780, 20405, 21524]",4,0,Group B: Static/Optical Noise (Yolk/Debris),36.25,0.6937538868023916,1.625,0.7804014408459311,1232.75,17.97515869140625,0.6630711523040798
6bba_6feb10f0,"[22816, 20711, 23122, 21398, 21046, 20408, 22105, 21818, 22463]",9,0,Group C: Unannotated Cell Candidates,26.444444444444443,1.6626922346415076,10.15625,0.7634821335453037,1256.2222222222222,23.79216851128472,0.6901239309995104
6bba_6feb10f0,"[20409, 20731]",2,0,Group B: Static/Optical Noise (Yolk/Debris),44.0,0.0,0.0,0.0,965.5,16.9324951171875,0.48529610865429473
6bba_6feb10f0,"[20840, 20417, 21170, 21560]",4,0,Group C: Unannotated Cell Candidates,41.25,1.8706182294192857,2.569350598886808,0.4577618238116716,974.0,12.615493774414062,0.27745258060591976
6bba_6feb10f0,"[20418, 21649, 21334, 20631, 20987]",5,0,Group C: Unannotated Cell Candidates,42.2,2.234375,2.9295104113144914,0.3277407183883752,1158.6,41.235986328125,1.3399387881180047
6bba_6feb10f0,[20423],1,0,Group B: Static/Optical Noise (Yolk/Debris),45.0,0.0,0.0,0.0,981.0,17.79498291015625,0.6713161640653919
6bba_6feb10f0,"[21103, 20430, 20751]",3,0,Group C: Unannotated Cell Candidates,51.666666666666664,2.293439611826839,1.625,0.35419415393979975,887.6666666666666,15.537862141927084,0.5622623621453496
6bba_6feb10f0,[20434],1,0,Group B: Static/Optical Noise (Yolk/Debris),20.0,0.0,0.0,0.0,1282.0,20.7978515625,1.420664792141645
6bba_6feb10f0,"[21024, 21329, 20787, 20435, 21821, 22111]",6,0,Group C: Unannotated Cell Candidates,36.166666666666664,2.9743004553077386,9.518741792511236,0.6400228835417299,1197.8333333333333,21.692616780598957,0.6222515916606074
6bba_6feb10f0,[20442],1,0,Group B: Static/Optical Noise (Yolk/Debris),7.0,0.0,0.0,0.0,1035.0,24.084228515625,1.4587988074356177
6bba_6feb10f0,[20445],1,0,Group B: Static/Optical Noise (Yolk/Debris),52.0,0.0,0.0,0.0,1314.0,17.670654296875,0.8915894635071722
6bba_6feb10f0,"[20449, 20795]",2,0,Group C: Unannotated Cell Candidates,62.5,2.6012692214570947,2.6012692214570947,0.9996157200063105,762.0,14.813262939453125,0.6050346076010564
6bba_6feb10f0,"[20450, 20709]",2,0,Group B: Static/Optical Noise (Yolk/Debris),32.0,0.0,0.0,0.0,1156.0,22.70599365234375,0.7880587700136188
6bba_6feb10f0,"[20824, 21139, 20452, 21575]",4,0,Group C: Unannotated Cell Candidates,12.75,2.140971310279026,3.7454399357752353,0.5830464069258132,1107.25,14.14031982421875,0.05124467452437301
6bba_6feb10f0,[20454],1,0,Group B: Static/Optical Noise (Yolk/Debris),34.0,0.0,0.0,0.0,1122.0,18.7723388671875,0.8172448782287789
6bba_6feb10f0,[20456],1,0,Group B: Static/Optical Noise (Yolk/Debris),19.0,0.0,0.0,0.0,851.0,16.57403564453125,0.2575005227715998
6bba_6feb10f0,"[20459, 21572, 20899, 21211]",4,0,Group C: Unannotated Cell Candidates,35.5,1.3716340901916195,2.2980970388562794,0.558345871155806,906.5,12.645294189453125,0.3243667322648958
6bba_6feb10f0,[20462],1,0,Group B: Static/Optical Noise (Yolk/Debris),3.0,0.0,0.0,0.0,726.0,14.52197265625,0.38031861424472724
6bba_6feb10f0,[20463],1,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.0,0.0,0.0,772.0,14.09130859375,1.3036738185282557
6bba_6feb10f0,[20464],1,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.0,0.0,0.0,369.0,5.209075927734375,-0.034524739537539206
6bba_6feb10f0,"[20468, 20740]",2,0,Group B: Static/Optical Noise (Yolk/Debris),60.0,0.5745242597140698,0.5745242597140698,0.9982624537834481,818.0,16.62646484375,0.24180710395203386
6bba_6feb10f0,[20470],1,0,Group B: Static/Optical Noise (Yolk/Debris),61.0,0.0,0.0,0.0,857.0,14.75250244140625,1.6632771861005327
6bba_6feb10f0,[20471],1,0,Group B: Static/Optical Noise (Yolk/Debris),51.0,0.0,0.0,0.0,821.0,16.66192626953125,-0.014259257901248122
6bba_6feb10f0,[20474],1,0,Group B: Static/Optical Noise (Yolk/Debris),42.0,0.0,0.0,0.0,949.0,15.0106201171875,1.7650942408408523
6bba_6feb10f0,[20475],1,0,Group B: Static/Optical Noise (Yolk/Debris),13.0,0.0,0.0,0.0,656.0,18.906005859375,0.7193124996571645
6bba_6feb10f0,"[21497, 21179, 20804, 20477]",4,0,Group C: Unannotated Cell Candidates,50.75,1.584993961018105,1.625,0.341674976893818,814.75,12.674118041992188,0.7825342931901615
6bba_6feb10f0,"[20715, 20478]",2,0,Group B: Static/Optical Noise (Yolk/Debris),49.0,0.0,0.0,0.0,944.5,20.015380859375,0.41330665513502307
6bba_6feb10f0,[20479],1,0,Group B: Static/Optical Noise (Yolk/Debris),30.0,0.0,0.0,0.0,734.0,15.37615966796875,-0.22542252419224262
6bba_6feb10f0,[20483],1,0,Group B: Static/Optical Noise (Yolk/Debris),26.0,0.0,0.0,0.0,1333.0,15.7081298828125,1.378649639988227
6bba_6feb10f0,[20489],1,0,Group B: Static/Optical Noise (Yolk/Debris),34.0,0.0,0.0,0.0,1293.0,18.4154052734375,0.4599616615889916
6bba_6feb10f0,"[20841, 20491, 21238]",3,0,Group C: Unannotated Cell Candidates,22.333333333333332,1.6945534110067477,2.8726212985703494,0.847354213123056,749.6666666666666,12.060282389322916,-0.23422391924686625
6bba_6feb10f0,[20496],1,0,Group B: Static/Optical Noise (Yolk/Debris),0.0,0.0,0.0,0.0,848.0,15.55352783203125,0.6814889997885051
6bba_6feb10f0,[20497],1,0,Group B: Static/Optical Noise (Yolk/Debris),42.0,0.0,0.0,0.0,969.0,13.2342529296875,0.6515800752811446
6bba_6feb10f0,[20504],1,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.0,0.0,0.0,462.0,12.573211669921875,0.25900721709338537
6bba_6feb10f0,"[20507, 20895]",2,0,Group C: Unannotated Cell Candidates,52.0,3.2752922102462856,3.2752922102462856,0.9996947769198142,375.5,9.8455810546875,1.2043984789852553
6bba_6feb10f0,[20512],1,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.0,0.0,0.0,425.0,10.37469482421875,0.31493166287303703
6bba_6feb10f0,"[20515, 21156, 22122, 21788, 21469, 20831]",6,0,Group C: Unannotated Cell Candidates,50.166666666666664,2.0534605243121553,3.374565944310468,0.3286391206687611,875.0,13.490305582682291,0.19665350348302316
6bba_6feb10f0,[20517],1,0,Group B: Static/Optical Noise (Yolk/Debris),31.0,0.0,0.0,0.0,796.0,12.6998291015625,0.5012065291604575
6bba_6feb10f0,[20522],1,0,Group B: Static/Optical Noise (Yolk/Debris),14.0,0.0,0.0,0.0,783.0,14.72235107421875,0.4984936415156889
6bba_6feb10f0,[20525],1,0,Group B: Static/Optical Noise (Yolk/Debris),44.0,0.0,0.0,0.0,723.0,11.61102294921875,-0.17949199576228408
6bba_6feb10f0,[20527],1,0,Group B: Static/Optical Noise (Yolk/Debris),17.0,0.0,0.0,0.0,1020.0,11.58953857421875,0.34703641163746457
6bba_6feb10f0,[20529],1,0,Group B: Static/Optical Noise (Yolk/Debris),15.0,0.0,0.0,0.0,783.0,12.977783203125,0.7220375164511791
6bba_6feb10f0,"[21210, 20844, 20533, 21543]",4,0,Group C: Unannotated Cell Candidates,62.5,1.7539797071038328,3.8540258983302125,0.7322953599679504,741.75,9.30670166015625,0.5093439618414753
6bba_6feb10f0,"[20897, 21205, 20534]",3,0,Group C: Unannotated Cell Candidates,47.666666666666664,3.258448898817185,3.832554834897995,0.588004745378026,629.0,9.993916829427084,0.6886875701730739
6bba_6feb10f0,"[20860, 20535]",2,0,Group C: Unannotated Cell Candidates,62.0,1.625,1.625,0.9993849938499386,767.5,10.315673828125,1.2248511504749597
6bba_6feb10f0,[20536],1,0,Group B: Static/Optical Noise (Yolk/Debris),27.0,0.0,0.0,0.0,469.0,13.589752197265625,0.5144814587807426
6bba_6feb10f0,"[20744, 20537]",2,0,Group C: Unannotated Cell Candidates,11.0,0.8125,0.8125,0.9987707437000615,912.0,14.626007080078125,0.5613009683302239
6bba_6feb10f0,[20539],1,0,Group B: Static/Optical Noise (Yolk/Debris),61.0,0.0,0.0,0.0,799.0,9.0992431640625,0.7666366196059116
6bba_6feb10f0,[20543],1,0,Group B: Static/Optical Noise (Yolk/Debris),45.0,0.0,0.0,0.0,1058.0,9.93048095703125,1.8209778300304251
6bba_6feb10f0,[20545],1,0,Group B: Static/Optical Noise (Yolk/Debris),31.0,0.0,0.0,0.0,730.0,11.43316650390625,0.8482251171248886
6bba_6feb10f0,"[20546, 21541, 21893, 21200, 22296, 20861, 22655]",7,0,Group C: Unannotated Cell Candidates,50.714285714285715,2.453572681298527,1.9902104160113323,0.1351821399762604,281.14285714285717,5.540032523018973,0.009673170250027072
6bba_6feb10f0,[20549],1,0,Group B: Static/Optical Noise (Yolk/Debris),30.0,0.0,0.0,0.0,1406.0,14.2852783203125,1.2639391048156952
6bba_6feb10f0,[20550],1,0,Group B: Static/Optical Noise (Yolk/Debris),32.0,0.0,0.0,0.0,1167.0,11.9617919921875,0.9030501776636793
6bba_6feb10f0,[20554],1,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.0,0.0,0.0,815.0,10.51727294921875,0.53800142010761
6bba_6feb10f0,"[21824, 22180, 21129, 20555, 22636, 21528, 20764]",7,0,Group C: Unannotated Cell Candidates,63.0,1.2712391117863435,0.5745242597140698,0.07531351902630767,477.14285714285717,10.04901123046875,0.4464315462954975
6bba_6feb10f0,[20556],1,0,Group B: Static/Optical Noise (Yolk/Debris),2.0,0.0,0.0,0.0,807.0,9.248291015625,0.2122371173024261
6bba_6feb10f0,[20561],1,0,Group B: Static/Optical Noise (Yolk/Debris),3.0,0.0,0.0,0.0,636.0,15.54486083984375,0.3844934423687809
6bba_6feb10f0,"[21825, 22501, 22150, 21511, 20847, 22959, 23311, 21172, 20565]",9,0,Group C: Unannotated Cell Candidates,44.333333333333336,1.7338003475532235,8.608283165794443,0.6205776951370602,843.4444444444445,11.314188639322916,0.6740016095941624
6bba_6feb10f0,"[20894, 20566]",2,2,Group A: Annotated GT Cells,58.0,0.40625,0.40625,0.9975445058317987,415.0,6.32989501953125,0.2776947259094432
6bba_6feb10f0,"[21189, 21538, 20893, 20567]",4,0,Group C: Unannotated Cell Candidates,50.0,1.417666955836153,3.832554834897995,0.900929490675609,326.0,4.911720275878906,-0.33482721463575993
6bba_6feb10f0,[20569],1,0,Group B: Static/Optical Noise (Yolk/Debris),31.0,0.0,0.0,0.0,693.0,10.367919921875,-0.5084910394667983
6bba_6feb10f0,[20570],1,0,Group B: Static/Optical Noise (Yolk/Debris),26.0,0.0,0.0,0.0,998.0,11.357666015625,0.39869253540096555
6bba_6feb10f0,[20572],1,0,Group B: Static/Optical Noise (Yolk/Debris),58.0,0.0,0.0,0.0,777.0,7.4232177734375,1.2342620583754995
6bba_6feb10f0,[20573],1,0,Group B: Static/Optical Noise (Yolk/Debris),60.0,0.0,0.0,0.0,761.0,7.08843994140625,2.5251420926205905
6bba_6feb10f0,[20575],1,0,Group B: Static/Optical Noise (Yolk/Debris),12.0,0.0,0.0,0.0,642.0,11.51849365234375,-0.03919855727094583
6bba_6feb10f0,[20577],1,0,Group B: Static/Optical Noise (Yolk/Debris),27.0,0.0,0.0,0.0,1069.0,11.3951416015625,0.5440056057609485
6bba_6feb10f0,[20603],1,0,Group B: Static/Optical Noise (Yolk/Debris),34.0,0.0,0.0,0.0,1827.0,76.6708984375,1.3488006173280958
6bba_6feb10f0,[20609],1,0,Group B: Static/Optical Noise (Yolk/Debris),13.0,0.0,0.0,0.0,2032.0,19.5263671875,-0.7307371813831491
6bba_6feb10f0,"[20619, 20950]",2,0,Group B: Static/Optical Noise (Yolk/Debris),29.0,0.0,0.0,0.0,1854.5,72.0048828125,1.8578953867939982
6bba_6feb10f0,"[22369, 20959, 22731, 20620, 21299, 23097, 22012, 21631]",8,0,Group C: Unannotated Cell Candidates,26.375,0.9050809845893933,4.942244555867304,0.7799561876335387,1430.75,38.432037353515625,1.4695181574168326
6bba_6feb10f0,[20622],1,0,Group B: Static/Optical Noise (Yolk/Debris),27.0,0.0,0.0,0.0,1928.0,78.7808837890625,0.7147176096601219
6bba_6feb10f0,"[20946, 21277, 20623]",3,0,Group B: Static/Optical Noise (Yolk/Debris),11.0,0.40625,0.8125,0.9987707437000615,1517.0,57.826009114583336,0.7347719426396626
6bba_6feb10f0,[20645],1,0,Group B: Static/Optical Noise (Yolk/Debris),4.0,0.0,0.0,0.0,1270.0,47.72998046875,1.0297254103890552
6bba_6feb10f0,"[21562, 21123, 20647]",3,0,Group C: Unannotated Cell Candidates,1.0,2.1381404409321347,4.0625,0.9497856493888573,936.6666666666666,30.70062255859375,1.4359227597392072
6bba_6feb10f0,"[20648, 21674, 22027, 22763, 20978, 21330, 22393]",7,0,Group C: Unannotated Cell Candidates,36.285714285714285,1.5685581335402337,3.6787502123683256,0.39084295429883903,1132.0,30.5654296875,0.6192585365123703
6bba_6feb10f0,[20651],1,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.0,0.0,0.0,1062.0,36.28887939453125,1.4649754286359622
6bba_6feb10f0,"[20656, 21124]",2,0,Group B: Static/Optical Noise (Yolk/Debris),12.0,0.0,0.0,0.0,987.0,27.407012939453125,1.0728393188368692
6bba_6feb10f0,"[22148, 21700, 21004, 21325, 20663, 22559]",6,0,Group C: Unannotated Cell Candidates,61.333333333333336,1.73779349898482,6.90625,0.7947383006937613,883.0,16.51043701171875,0.789433815544481
6bba_6feb10f0,"[25251, 22055, 23783, 23085, 23439, 21310, 24500, 24149, 22743, 20664, 22460, 20989, 21688, 24862]",14,0,Group C: Unannotated Cell Candidates,24.285714285714285,1.2418065777179546,7.89840272618458,0.48923223481659683,1392.4285714285713,31.337855747767858,0.39313085416350296
6bba_6feb10f0,"[22373, 21638, 21297, 22007, 22744, 20665, 23130, 20958]",8,0,Group C: Unannotated Cell Candidates,8.625,2.9514862478742367,8.99272709610383,0.4352427943130626,1033.75,39.50263977050781,1.1436738367688646
6bba_6feb10f0,"[22016, 21313, 25665, 21667, 23494, 22379, 24910, 22736, 23824, 25329, 26000, 23093, 24185, 24541, 20670, 20991]",16,0,Group C: Unannotated Cell Candidates,52.875,1.8274176817260743,6.214430032191206,0.22670253556140355,896.6875,24.15154266357422,0.8044140528084225
6bba_6feb10f0,"[20674, 21701, 21365, 22453, 22106, 21023]",6,0,Group C: Unannotated Cell Candidates,59.166666666666664,1.4311179717480214,4.631962664465248,0.6472304206183319,909.1666666666666,24.174794514973957,1.3972568381189967
6bba_6feb10f0,[20704],1,0,Group B: Static/Optical Noise (Yolk/Debris),30.0,0.0,0.0,0.0,1654.0,29.8797607421875,0.4316724965801336
6bba_6feb10f0,"[22784, 22049, 22459, 20710, 23819, 21037, 21421, 23151, 21915, 23487]",10,0,Group C: Unannotated Cell Candidates,38.7,2.770434188516038,9.120289880261483,0.3657639318828864,1115.8,23.3828369140625,1.056835252560327
6bba_6feb10f0,"[21400, 21121, 20716, 21728]",4,0,Group C: Unannotated Cell Candidates,7.5,1.8459832571752666,4.33756303988772,0.7831020714767851,1371.5,30.43133544921875,0.7798479387613313
6bba_6feb10f0,"[21050, 20719]",2,0,Group C: Unannotated Cell Candidates,40.5,2.333728575156074,2.333728575156074,0.9995716846871877,1116.5,23.2548828125,0.846408214225977
6bba_6feb10f0,[20726],1,0,Group B: Static/Optical Noise (Yolk/Debris),57.0,0.0,0.0,0.0,789.0,13.3494873046875,0.6445153410706531
6bba_6feb10f0,"[22241, 21507, 21097, 21841, 22514, 23537, 20728, 23930, 23227, 22877]",10,0,Group C: Unannotated Cell Candidates,47.7,2.185863933061176,10.164371752597402,0.5166457147753594,841.0,13.2016845703125,0.2900938512555838
6bba_6feb10f0,[20732],1,0,Group B: Static/Optical Noise (Yolk/Debris),4.0,0.0,0.0,0.0,484.0,17.8507080078125,1.164908991328817
6bba_6feb10f0,"[21458, 20733, 21199]",3,0,Group C: Unannotated Cell Candidates,20.0,5.3658328475778685,0.40625,0.037851733347416545,1091.6666666666667,16.572794596354168,0.9815283097195683
6bba_6feb10f0,"[20737, 21441, 22275, 22593, 21098, 21810]",6,0,Group C: Unannotated Cell Candidates,34.666666666666664,2.062748371740743,3.350023320814349,0.3247801415396116,866.0,16.619781494140625,0.3623801610401398
6bba_6feb10f0,[20743],1,0,Group B: Static/Optical Noise (Yolk/Debris),6.0,0.0,0.0,0.0,1400.0,22.62548828125,0.43337768346344835
6bba_6feb10f0,[20754],1,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.0,0.0,0.0,664.0,22.6033935546875,-0.19426851133459172
6bba_6feb10f0,"[21498, 24262, 23559, 21807, 22767, 20755, 23891, 23189, 22170, 21149, 22494]",11,0,Group C: Unannotated Cell Candidates,37.36363636363637,2.1328016842297375,5.343384490423649,0.2505218374541874,1143.909090909091,19.79708584872159,0.5501157196058991
6bba_6feb10f0,"[20757, 21054]",2,0,Group C: Unannotated Cell Candidates,44.5,1.86167137607581,1.86167137607581,0.9994631366472669,1254.5,23.7493896484375,0.8464496778315304
6bba_6feb10f0,"[22629, 21358, 22968, 21786, 20763, 22171, 20990]",7,0,Group C: Unannotated Cell Candidates,57.857142857142854,2.5053831882182513,6.858289350304491,0.4562065379869481,831.5714285714286,20.49365234375,0.6586643278810025
6bba_6feb10f0,"[22846, 23616, 22179, 21540, 21831, 23962, 23223, 21114, 22524, 20766]",10,0,Group C: Unannotated Cell Candidates,48.5,1.581976557662897,3.7454399357752353,0.2630448369440904,821.9,12.90706787109375,0.3495968893248228
6bba_6feb10f0,[20767],1,1,Group A: Annotated GT Cells,60.0,0.0,0.0,0.0,474.0,9.783966064453125,0.9420809306471979
6bba_6feb10f0,"[20769, 21455, 22136, 21146, 21789]",5,0,Group C: Unannotated Cell Candidates,36.4,1.098818084574921,3.300390601883359,0.7507247840700944,861.6,16.33846435546875,0.6344996591463579
6bba_6feb10f0,[20772],1,0,Group B: Static/Optical Noise (Yolk/Debris),42.0,0.0,0.0,0.0,1504.0,19.819091796875,1.3827310467319365
6bba_6feb10f0,"[22819, 23525, 20774, 21063, 21867, 22188, 24217, 23861, 22520, 23193, 21436]",11,1,Group A: Annotated GT Cells,39.27272727272727,1.818186635328735,9.21032453961314,0.5065386480139843,836.4545454545455,13.7177734375,0.15604415315253103
6bba_6feb10f0,[20776],1,0,Group B: Static/Optical Noise (Yolk/Debris),14.0,0.0,0.0,0.0,1236.0,16.651611328125,1.646810081805119
6bba_6feb10f0,"[20777, 21089, 21510]",3,0,Group C: Unannotated Cell Candidates,58.666666666666664,1.015625,2.03125,0.999507934555296,579.6666666666666,12.214090983072916,0.6680719578684317
6bba_6feb10f0,"[23943, 30730, 21134, 27026, 22548, 29972, 24600, 22172, 27806, 27425, 20778, 29610, 28213, 21432, 31161, 24251, 26046, 23614, 29248, 23236, 26695, 21832, 31560, 28886, 26327, 22889, 25711, 30322, 25333, 28537, 24958]",31,0,Group C: Unannotated Cell Candidates,15.258064516129032,1.3610860271513983,18.76241776297767,0.45948499712021,854.2903225806451,15.940669890372984,0.2811502127854143
6bba_6feb10f0,"[21392, 21061, 20781]",3,0,Group C: Unannotated Cell Candidates,41.0,4.680664544938423,6.809990937035085,0.7273821366094134,981.3333333333334,14.250162760416666,0.10107444493109026
6bba_6feb10f0,"[23232, 22088, 20782, 21364, 21141, 22805, 21719, 22428]",8,0,Group C: Unannotated Cell Candidates,52.5,2.465135612189549,3.2752922102462856,0.189795551698769,851.0,19.209014892578125,0.8719643119647816
6bba_6feb10f0,[20783],1,0,Group B: Static/Optical Noise (Yolk/Debris),56.0,0.0,0.0,0.0,1039.0,13.9613037109375,1.0792178598829651
6bba_6feb10f0,"[21453, 20784, 22320, 22582, 21177, 21950]",6,0,Group C: Unannotated Cell Candidates,60.0,2.4486250652677954,5.92902355472636,0.4842341446777033,696.0,13.365244547526041,1.3605131920003013
6bba_6feb10f0,"[20785, 21062, 21271]",3,0,Group C: Unannotated Cell Candidates,42.333333333333336,3.5641887496250253,5.58501412822743,0.7833803342318351,1463.0,37.822265625,0.9111343495138394
6bba_6feb10f0,[20789],1,0,Group B: Static/Optical Noise (Yolk/Debris),61.0,0.0,0.0,0.0,775.0,15.7025146484375,0.574374425103263
6bba_6feb10f0,"[21120, 21475, 22563, 23716, 23017, 21866, 22194, 23314, 20794]",9,0,Group C: Unannotated Cell Candidates,12.444444444444445,1.6110818168988552,3.65625,0.2836577186780178,874.0,12.613382975260416,0.42318548538940437
6bba_6feb10f0,[20806],1,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.0,0.0,0.0,1044.0,12.62255859375,1.9428100301668294
6bba_6feb10f0,[20810],1,0,Group B: Static/Optical Noise (Yolk/Debris),41.0,0.0,0.0,0.0,1177.0,15.092529296875,2.349147797238791
6bba_6feb10f0,[20812],1,0,Group B: Static/Optical Noise (Yolk/Debris),36.0,0.0,0.0,0.0,1061.0,15.6627197265625,0.37690407704196427
6bba_6feb10f0,"[21861, 20813, 21464, 21082, 22270]",5,0,Group C: Unannotated Cell Candidates,29.4,1.8577257070569038,4.1429533547941375,0.5574552642236528,953.4,15.757080078125,0.31369541776204357
6bba_6feb10f0,[20814],1,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.0,0.0,0.0,932.0,12.36578369140625,1.806114604019619
6bba_6feb10f0,[20815],1,0,Group B: Static/Optical Noise (Yolk/Debris),37.0,0.0,0.0,0.0,1314.0,15.651123046875,0.8235555634438317
6bba_6feb10f0,[20820],1,0,Group B: Static/Optical Noise (Yolk/Debris),17.0,0.0,0.0,0.0,871.0,13.41436767578125,0.9560596643972264
6bba_6feb10f0,"[21176, 20821, 21494]",3,0,Group C: Unannotated Cell Candidates,22.666666666666668,1.5041240392928068,2.4375,0.8100030095045063,565.0,18.619232177734375,0.8496627542250476
6bba_6feb10f0,"[21032, 21332, 20822]",3,0,Group C: Unannotated Cell Candidates,50.666666666666664,3.0871016773970688,5.2183757350827085,0.8450532614495045,1013.6666666666666,20.642354329427082,0.7650460177008264
6bba_6feb10f0,"[20826, 21527, 21215]",3,0,Group C: Unannotated Cell Candidates,49.666666666666664,2.0798842074660446,0.9084026158592896,0.21832568537081537,765.3333333333334,10.708536783854166,0.587158741288453
6bba_6feb10f0,"[20833, 21434, 21126]",3,0,Group C: Unannotated Cell Candidates,49.333333333333336,3.410512421174798,0.40625,0.05954976849074066,948.6666666666666,13.823750813802084,1.8802215855879798
6bba_6feb10f0,[20836],1,0,Group B: Static/Optical Noise (Yolk/Debris),13.0,0.0,0.0,0.0,865.0,14.51123046875,0.04893645443242615
6bba_6feb10f0,"[21248, 21850, 21452, 20837]",4,0,Group C: Unannotated Cell Candidates,37.25,2.5030612732086692,3.832554834897995,0.5103143847002202,1140.25,12.39422607421875,0.3316793806787498
6bba_6feb10f0,[20839],1,0,Group B: Static/Optical Noise (Yolk/Debris),6.0,0.0,0.0,0.0,700.0,14.575439453125,0.749846486942425
6bba_6feb10f0,"[22880, 24096, 22178, 23684, 24261, 21785, 20842, 21135, 22551, 21433, 23290, 24732]",12,0,Group C: Unannotated Cell Candidates,40.166666666666664,1.683740633424764,9.201360717986226,0.4967761423147006,1037.9166666666667,12.491175333658854,0.5044623408574641
6bba_6feb10f0,"[21162, 20843, 21876, 21525]",4,0,Group C: Unannotated Cell Candidates,23.5,1.4663495064760468,1.9902104160113323,0.45231556134521744,503.0,15.093704223632812,0.7716643600846073
6bba_6feb10f0,"[21147, 20846]",2,0,Group C: Unannotated Cell Candidates,62.0,3.350023320814349,3.350023320814349,0.999701583694214,853.0,13.278533935546875,0.5221510589707581
6bba_6feb10f0,[20851],1,0,Group B: Static/Optical Noise (Yolk/Debris),45.0,0.0,0.0,0.0,848.0,7.26055908203125,0.4909445134334113
6bba_6feb10f0,[20853],1,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.0,0.0,0.0,790.0,6.2794189453125,-0.5703051811316929
6bba_6feb10f0,"[22627, 24293, 23274, 21195, 21548, 23947, 22290, 23666, 20854, 22873, 24730, 21883]",12,0,Group C: Unannotated Cell Candidates,63.0,1.6206882033323387,3.6787502123683256,0.20634016993717066,267.5,7.543912251790364,0.42153092713708046
6bba_6feb10f0,"[20856, 21116]",2,0,Group C: Unannotated Cell Candidates,50.5,1.86167137607581,1.86167137607581,0.9994631366472669,670.5,13.510772705078125,0.14414800980903653
6bba_6feb10f0,"[20858, 21218]",2,0,Group C: Unannotated Cell Candidates,11.5,1.6750116604071745,1.6750116604071745,0.9994033454398779,704.5,13.20233154296875,0.5310360900459685
6bba_6feb10f0,"[24587, 23571, 27427, 25641, 25265, 23218, 27059, 27825, 21830, 24905, 22860, 21203, 26709, 26332, 24287, 22496, 21484, 22132, 25976, 20862, 23935]",21,0,Group C: Unannotated Cell Candidates,57.04761904761905,1.8953089361256867,14.770972907191997,0.38966162624018386,471.42857142857144,13.107134137834821,0.6927733988146505
6bba_6feb10f0,[20869],1,0,Group B: Static/Optical Noise (Yolk/Debris),22.0,0.0,0.0,0.0,772.0,10.310546875,0.40973566968092323
6bba_6feb10f0,"[21192, 20870]",2,0,Group C: Unannotated Cell Candidates,34.5,5.658407737606049,5.658407737606049,0.9998233030652032,1040.5,11.195648193359375,0.9012959335425671
6bba_6feb10f0,[20875],1,0,Group B: Static/Optical Noise (Yolk/Debris),45.0,0.0,0.0,0.0,718.0,9.64874267578125,0.22179624738059175
6bba_6feb10f0,"[22945, 21923, 22597, 23909, 23304, 23563, 20876, 22198, 21206, 21529]",10,0,Group C: Unannotated Cell Candidates,51.9,1.6467894536664502,8.225935547097363,0.5549775488053356,309.4,7.3528289794921875,0.5446500313070608
6bba_6feb10f0,"[21236, 20877]",2,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.5745242597140698,0.5745242597140698,0.9982624537834481,266.5,8.8836669921875,0.7898518134601912
6bba_6feb10f0,"[21201, 20878]",2,0,Group C: Unannotated Cell Candidates,49.5,1.625,1.625,0.9993849938499386,350.5,8.366363525390625,1.4909853262058128
6bba_6feb10f0,[20880],1,0,Group B: Static/Optical Noise (Yolk/Debris),39.0,0.0,0.0,0.0,1104.0,9.70684814453125,2.181930317361712
6bba_6feb10f0,[20881],1,0,Group B: Static/Optical Noise (Yolk/Debris),31.0,0.0,0.0,0.0,777.0,11.5831298828125,0.4341759084846714
