dataset,series,group,gt_nodes,est_nodes,track_count,total_nodes,mean_length,mean_raw_intensity,mean_dog_response,mean_step_um,mean_total_disp_um
44b6_d754aa59,44b6,Group A: GT Cells,72,5171,13,84,6.461538461538462,704.1469645550527,81.9383534655646,2.4767695032078625,8.821981845166535
44b6_d754aa59,44b6,Group B: Static Optical Noise,72,5171,1243,1306,1.0506838294448915,324.3277554304103,25.593073558526058,0.015540215340529365,0.019203942950153506
44b6_d754aa59,44b6,Group C: Unannotated Cells,72,5171,1429,8720,6.102169349195242,405.29255891677695,37.54021253160579,2.7380809974054237,8.687236038615158
44b6_d78e09d9,44b6,Group A: GT Cells,463,22259,70,762,10.885714285714286,1824.5877171257368,170.6830415820976,2.2417471745856905,17.556491940596466
44b6_d78e09d9,44b6,Group B: Static Optical Noise,463,22259,1026,1114,1.0857699805068226,1168.112562121115,92.60633431955365,0.01753441433388209,0.021630026443418784
44b6_d78e09d9,44b6,Group C: Unannotated Cells,463,22259,2400,25893,10.78875,1398.7637977706102,134.91628763083543,2.46442265277604,16.90386453047764
44b6_db3c847b,44b6,Group A: GT Cells,165,15023,18,324,18.0,1119.6741416686104,107.32792607828189,1.5643913207505697,19.496760319257632
44b6_db3c847b,44b6,Group B: Static Optical Noise,165,15023,1355,1546,1.140959409594096,1081.4724654558236,48.29934265016308,0.035019199146527846,0.0500721855361765
44b6_db3c847b,44b6,Group C: Unannotated Cells,165,15023,2025,19795,9.77530864197531,1282.2658934301355,74.3684970528869,2.192372721828624,11.344777419952834
44b6_ddf577ad,44b6,Group A: GT Cells,659,53492,107,1156,10.80373831775701,1371.8328619315655,114.39012480346366,1.2023791244930107,4.63979025422873
44b6_ddf577ad,44b6,Group B: Static Optical Noise,659,53492,4511,5497,1.2185768122367546,1431.2730524998535,120.62669657403009,0.05385562719571676,0.07341963734533914
44b6_ddf577ad,44b6,Group C: Unannotated Cells,659,53492,6564,67263,10.24725776965265,1514.4403798930093,138.31747708045583,1.6401460536341688,5.457692943926696
44b6_deabac95,44b6,Group A: GT Cells,126,13989,14,200,14.285714285714286,1408.7434772811946,160.14854727234268,1.939181446065854,14.926682244452673
44b6_deabac95,44b6,Group B: Static Optical Noise,126,13989,798,898,1.1253132832080202,851.551500278474,65.57543533333694,0.027612157085328194,0.036174943406250035
44b6_deabac95,44b6,Group C: Unannotated Cells,126,13989,1349,15723,11.655300222386954,1061.7753854992668,104.4832221070101,2.204075449816197,14.037543588140254
44b6_e28840c6,44b6,Group A: GT Cells,311,74686,22,368,16.727272727272727,1034.7741488502484,78.64480492679921,1.1094662529360193,3.5276106676901553
44b6_e28840c6,44b6,Group B: Static Optical Noise,311,74686,7769,11712,1.507529926631484,1269.6918456038977,103.1885784826269,0.09548230274501425,0.13882862227641637
44b6_e28840c6,44b6,Group C: Unannotated Cells,311,74686,8392,100050,11.922068636796949,1352.225149804337,121.3320099598276,1.3804120274347498,3.813568100685616
44b6_e29f0176,44b6,Group A: GT Cells,51,12969,13,101,7.769230769230769,1002.9038879334635,88.16839377969167,3.3070688679825433,14.061262626443781
44b6_e29f0176,44b6,Group B: Static Optical Noise,51,12969,1650,1690,1.0242424242424242,669.7346464646464,47.82123824996178,0.007850418409868429,0.008363964313072023
44b6_e29f0176,44b6,Group C: Unannotated Cells,51,12969,2592,14546,5.611882716049383,753.0786331275369,63.23853750378603,3.352638298644217,10.449084215702545
44b6_e31261b4,44b6,Group A: GT Cells,116,72856,13,187,14.384615384615385,1312.858275390327,122.40909279576992,2.0362546083234547,20.630195130031293
44b6_e31261b4,44b6,Group B: Static Optical Noise,116,72856,5977,6228,1.041994311527522,1078.6825441972003,80.84196455846315,0.013875286740311334,0.01572709106210201
44b6_e31261b4,44b6,Group C: Unannotated Cells,116,72856,11798,87830,7.444482115612816,1191.3917998085344,103.58733759533735,2.427642998316989,9.449994102398465
44b6_e35b117d,44b6,Group A: GT Cells,270,28641,51,453,8.882352941176471,2000.6265633273365,93.45456400428351,1.6604647934386456,9.721268261414762
44b6_e35b117d,44b6,Group B: Static Optical Noise,270,28641,7049,7538,1.069371542062704,1986.2458774969768,52.24052259105297,0.020293059854010302,0.025760988648248537
44b6_e35b117d,44b6,Group C: Unannotated Cells,270,28641,8714,57670,6.6180858388799635,2042.3978626808741,69.81155202142513,2.1925462567177063,6.549302369383119
44b6_e57ff5c6,44b6,Group A: GT Cells,193,20314,76,364,4.7894736842105265,1621.7681790796921,67.8443643571874,2.4126885344330797,6.240143921757321
44b6_e57ff5c6,44b6,Group B: Static Optical Noise,193,20314,4678,4811,1.0284309533988885,1431.6801222541176,46.98659682161546,0.007810936129936315,0.009673507107496442
44b6_e57ff5c6,44b6,Group C: Unannotated Cells,193,20314,5975,29161,4.880502092050209,1548.9716706958382,60.712724495459284,3.121525197180336,7.7506672818720865
44b6_eb2880fc,44b6,Group A: GT Cells,390,48084,51,692,13.568627450980392,1226.6291499982906,108.12371510703599,1.6588420328826872,16.27565244018986
44b6_eb2880fc,44b6,Group B: Static Optical Noise,390,48084,2500,2716,1.0864,970.93884,59.74284229878744,0.024172259413752336,0.031092337248510724
44b6_eb2880fc,44b6,Group C: Unannotated Cells,390,48084,4912,54030,10.999592833876221,1092.9271006205531,83.15396554152582,2.1050563882999747,11.715351158128051
44b6_f28707c6,44b6,Group A: GT Cells,63,18656,13,89,6.846153846153846,1194.097879684418,109.90300459701871,3.3370301667471036,11.371134938081468
44b6_f28707c6,44b6,Group B: Static Optical Noise,63,18656,2168,2257,1.0410516605166051,766.1976596819538,57.882686075529975,0.008596551830011675,0.012340075445423666
44b6_f28707c6,44b6,Group C: Unannotated Cells,63,18656,3106,23072,7.428203477141017,921.5458507062825,84.55066156868114,2.7327613089145517,9.629683942448256
6bba_05b6850b,6bba,Group A: GT Cells,861,6362,90,1108,12.311111111111112,934.8362010998718,75.68159213149741,1.3782169407004135,6.03043640145873
6bba_05b6850b,6bba,Group B: Static Optical Noise,861,6362,723,1046,1.4467496542185339,524.8273116348843,55.49043314219131,0.06745618621813557,0.10549502143687879
6bba_05b6850b,6bba,Group C: Unannotated Cells,861,6362,789,7158,9.072243346007605,680.3314834631572,87.00177137541003,1.6186202787964632,6.123861942149612
6bba_05db0fb1,6bba,Group A: GT Cells,1229,69800,192,2389,12.442708333333334,1774.9718381751943,138.00734049723278,1.4659253164528974,9.506943903565743
6bba_05db0fb1,6bba,Group B: Static Optical Noise,1229,69800,5363,7344,1.369382808129778,1541.9821019047665,98.98539606207395,0.044578297908212036,0.08217877690115949
6bba_05db0fb1,6bba,Group C: Unannotated Cells,1229,69800,9196,85552,9.303175293605916,1741.6721869507353,136.54065599075673,1.894988860970892,8.260757452986057
6bba_062c8d37,6bba,Group A: GT Cells,930,6030,169,1293,7.650887573964497,558.9640755426324,71.144835594087,1.953594722039967,8.097365355897287
6bba_062c8d37,6bba,Group B: Static Optical Noise,930,6030,672,863,1.2842261904761905,377.4845486111111,45.99672650193411,0.021446438349723092,0.03252931512404666
6bba_062c8d37,6bba,Group C: Unannotated Cells,930,6030,915,6129,6.698360655737705,506.7791005565739,72.15076742287171,2.3947432776377044,8.619257297264584
6bba_07477033,6bba,Group A: GT Cells,613,4836,51,867,17.0,548.5203436770638,42.38112939482474,1.1560045479994001,11.277517623939326
6bba_07477033,6bba,Group B: Static Optical Noise,613,4836,481,703,1.4615384615384615,379.4889524139524,44.29544156665586,0.05449204465817827,0.08715339631241205
6bba_07477033,6bba,Group C: Unannotated Cells,613,4836,597,5148,8.623115577889447,498.1011895143939,65.00056895375975,1.6982220336540068,6.858123822153604
6bba_07e24132,6bba,Group A: GT Cells,359,21485,69,852,12.347826086956522,979.6334957277733,88.63142998193891,1.2261605709344823,6.8796830848571116
6bba_07e24132,6bba,Group B: Static Optical Noise,359,21485,5699,7782,1.3655027197753993,694.1244297215343,28.899503532767852,0.057100487025418686,0.09322172375571566
6bba_07e24132,6bba,Group C: Unannotated Cells,359,21485,5791,53978,9.32101536867553,736.2060738431577,36.75986122525923,1.6137644237725193,5.427678004261681
6bba_085bf656,6bba,Group A: GT Cells,1198,8463,135,1900,14.074074074074074,583.7491907832434,37.57262667645561,2.645166735561214,23.590906508382655
6bba_085bf656,6bba,Group B: Static Optical Noise,1198,8463,706,721,1.0212464589235128,361.08947119924454,23.067598850801375,0.007352880210237086,0.008096843199108144
6bba_085bf656,6bba,Group C: Unannotated Cells,1198,8463,882,8079,9.15986394557823,467.47266629471005,39.43968932990825,2.6702547668652787,16.77021747410753
6bba_09961292,6bba,Group A: GT Cells,1950,31117,295,3935,13.338983050847459,1011.6004239929947,107.40294040661641,1.3452942422879701,7.587549397697919
6bba_09961292,6bba,Group B: Static Optical Noise,1950,31117,2773,4183,1.5084745762711864,707.031071596993,60.217276985815744,0.07157167106478737,0.12092728086045494
6bba_09961292,6bba,Group C: Unannotated Cells,1950,31117,3630,35575,9.800275482093664,801.5079013577193,79.49291531870215,1.5801984738929082,6.116315483360843
6bba_0c7fa718,6bba,Group A: GT Cells,704,13650,258,1171,4.538759689922481,699.8678602205451,84.2719403697912,2.514523652361131,7.796533099114384
6bba_0c7fa718,6bba,Group B: Static Optical Noise,704,13650,2997,3400,1.1344678011344678,650.4918084751417,68.6163016301349,0.004276302194731078,0.006804587782700762
6bba_0c7fa718,6bba,Group C: Unannotated Cells,704,13650,3987,15935,3.996739403059945,811.0664431673787,97.39660575721085,3.4501162778388,7.364707254562212
6bba_0e7c0d07,6bba,Group A: GT Cells,209,22467,65,414,6.369230769230769,1372.0938552833848,107.22847807361303,3.0360476616497687,11.839853609126761
6bba_0e7c0d07,6bba,Group B: Static Optical Noise,209,22467,3783,4318,1.14142215173143,1349.04537844744,84.66805373886017,0.005241656854909472,0.009115800649558007
6bba_0e7c0d07,6bba,Group C: Unannotated Cells,209,22467,5954,27437,4.6081625797783,1466.5496468154672,103.51914683589082,3.5147396099027906,9.384265423755183
6bba_12665c0e,6bba,Group A: GT Cells,1036,8314,173,1565,9.046242774566474,466.2213953481323,41.965256652038214,2.4417005377650924,16.37529915763995
6bba_12665c0e,6bba,Group B: Static Optical Noise,1036,8314,795,890,1.119496855345912,309.4118448637317,26.33434551087066,0.014718424558662227,0.0206025499354371
6bba_12665c0e,6bba,Group C: Unannotated Cells,1036,8314,1218,7798,6.402298850574713,435.34441907242,44.36013619544593,2.9283741012770426,11.859556012214972
6bba_13f19531,6bba,Group A: GT Cells,737,5773,104,1022,9.826923076923077,552.5941132854061,39.05842229135416,2.4456446050148823,19.11306648916876
6bba_13f19531,6bba,Group B: Static Optical Noise,737,5773,673,735,1.0921248142644873,283.2963631217717,18.80957554273525,0.013166988912719191,0.02278010731007776
6bba_13f19531,6bba,Group C: Unannotated Cells,737,5773,797,6036,7.573400250941029,405.7433895982149,37.32807830097637,2.5466746927115373,11.863027413998866
6bba_15403b9a,6bba,Group A: GT Cells,758,6889,212,1245,5.872641509433962,600.3449918431504,60.29486707868165,2.144580188152826,9.4690751332786
6bba_15403b9a,6bba,Group B: Static Optical Noise,758,6889,830,934,1.1253012048192772,419.24291451520367,42.987800969765644,0.007826522536774634,0.014229061805506446
6bba_15403b9a,6bba,Group C: Unannotated Cells,758,6889,1135,6816,6.005286343612335,570.2760807761495,66.21245622761245,2.7812473995647933,10.555519551601638
6bba_1d0d8384,6bba,Group A: GT Cells,1438,17909,283,2720,9.6113074204947,800.4647804137517,86.37921624800244,1.576333236511418,9.014850210370076
6bba_1d0d8384,6bba,Group B: Static Optical Noise,1438,17909,1702,2217,1.3025851938895416,664.8861747829139,58.52216546376915,0.03446403666116756,0.058043379725108556
6bba_1d0d8384,6bba,Group C: Unannotated Cells,1438,17909,2693,21649,8.038989974006684,777.2821154746854,81.1545006404549,1.875616230825762,8.311897007026708
6bba_1ebfb80d,6bba,Group A: GT Cells,745,11558,141,1390,9.858156028368795,570.403402059591,37.811352651069996,1.8695806217082092,11.571226630591731
6bba_1ebfb80d,6bba,Group B: Static Optical Noise,745,11558,1396,1794,1.2851002865329513,544.6620940783191,37.127479660522404,0.023298747730922637,0.04042117962966198
6bba_1ebfb80d,6bba,Group C: Unannotated Cells,745,11558,2085,14335,6.875299760191846,666.67594528329,53.8928216694752,2.132064352962338,8.432671767826061
6bba_1f58c2f6,6bba,Group A: GT Cells,317,28903,77,630,8.181818181818182,1018.0232518371183,74.19789357413963,2.0386461837831837,9.357997239485952
6bba_1f58c2f6,6bba,Group B: Static Optical Noise,317,28903,3450,4496,1.3031884057971015,774.6917332643203,36.41747048916498,0.024641548663968647,0.04261504336430804
6bba_1f58c2f6,6bba,Group C: Unannotated Cells,317,28903,5710,41189,7.213485113835376,871.6987016586179,52.593544862199934,2.3017766677464047,9.273824809558189
6bba_207c6aaf,6bba,Group A: GT Cells,475,11999,148,733,4.952702702702703,531.1448446404329,25.538914476042926,2.4178145822843917,8.179463975029702
6bba_207c6aaf,6bba,Group B: Static Optical Noise,475,11999,3144,3296,1.0483460559796438,434.5555555555556,14.853128517836813,0.007438539097876133,0.010711418102502123
6bba_207c6aaf,6bba,Group C: Unannotated Cells,475,11999,3772,18854,4.998409331919406,503.03258239145214,23.52107205963649,3.0555402578249407,8.300486142121851
6bba_20852818,6bba,Group A: GT Cells,952,9758,144,1490,10.347222222222221,861.349412834532,106.3071371730523,1.778115855514792,11.95089042426654
6bba_20852818,6bba,Group B: Static Optical Noise,952,9758,770,1085,1.4090909090909092,574.7300806768989,55.67448821432991,0.040938857445774204,0.06571435942813621
6bba_20852818,6bba,Group C: Unannotated Cells,952,9758,1346,10477,7.783803863298663,758.0881049581902,85.85259006037566,2.077105112514803,9.988189324933117
6bba_2312ac41,6bba,Group A: GT Cells,1156,11950,92,1696,18.434782608695652,566.4838015552451,39.30680366004064,2.0881983764913805,17.766109202889993
6bba_2312ac41,6bba,Group B: Static Optical Noise,1156,11950,760,839,1.1039473684210526,415.81296052631575,25.398228384653727,0.029305362313680867,0.03621038501345578
6bba_2312ac41,6bba,Group C: Unannotated Cells,1156,11950,1112,11406,10.257194244604317,502.2585783792726,39.56540746261638,2.4132362655182193,10.451003560501913
6bba_23af9eeb,6bba,Group A: GT Cells,513,4450,53,795,15.0,801.3545441705467,54.39640562063775,1.3614127107853915,12.395580265816916
6bba_23af9eeb,6bba,Group B: Static Optical Noise,513,4450,557,733,1.3159784560143626,287.22589481633463,24.33038153798802,0.04545350066608175,0.0698775347120124
6bba_23af9eeb,6bba,Group C: Unannotated Cells,513,4450,640,5036,7.86875,385.04047770645127,40.23651826754558,1.791119567826024,6.862342048344175
6bba_2540cd90,6bba,Group A: GT Cells,529,3783,98,887,9.051020408163266,1067.4282333543274,140.42859852706385,1.381264916083822,5.38850351555103
6bba_2540cd90,6bba,Group B: Static Optical Noise,529,3783,262,355,1.3549618320610688,693.6406488549619,95.3430566904199,0.05314143997916669,0.08661207647536404
6bba_2540cd90,6bba,Group C: Unannotated Cells,529,3783,317,3709,11.700315457413248,740.263515157625,100.81279991685084,1.6286912917075251,6.25377943416318
6bba_2646afc7,6bba,Group A: GT Cells,738,5495,89,1112,12.49438202247191,1035.4325213298723,82.2634979134885,1.4865332560351996,9.38730670389712
6bba_2646afc7,6bba,Group B: Static Optical Noise,738,5495,509,692,1.3595284872298625,536.1520956123118,54.467123341638434,0.04111086710823145,0.06507695108209427
6bba_2646afc7,6bba,Group C: Unannotated Cells,738,5495,626,5975,9.544728434504792,647.9044631836247,80.39173182094021,1.6663477060164087,7.681625448025333
6bba_268e1230,6bba,Group A: GT Cells,641,5107,117,726,6.205128205128205,469.3295964161642,28.213342256250655,2.338307363788703,12.090910174720081
6bba_268e1230,6bba,Group B: Static Optical Noise,641,5107,876,1022,1.1666666666666667,485.7121194824962,30.841397233060146,0.011345235134899765,0.01620897280803118
6bba_268e1230,6bba,Group C: Unannotated Cells,641,5107,1141,5923,5.191060473269062,610.7698013767794,50.413765077863104,2.777817156787235,8.543751825089885
6bba_2819ca14,6bba,Group A: GT Cells,986,5534,221,1410,6.380090497737557,535.6116455832611,43.76734245261796,2.331876655273475,11.154944621308378
6bba_2819ca14,6bba,Group B: Static Optical Noise,986,5534,1221,1383,1.1326781326781328,263.940404040404,19.955356271937998,0.011075805082182314,0.015355514945929995
6bba_2819ca14,6bba,Group C: Unannotated Cells,986,5534,1147,6255,5.453356582388841,352.8810732536887,32.4405098456409,2.5872032102982443,9.06000186637516
6bba_283bf9f1,6bba,Group A: GT Cells,1342,20861,272,2008,7.382352941176471,595.2045738026812,46.106390751298925,2.6495480831716627,13.858128231118883
6bba_283bf9f1,6bba,Group B: Static Optical Noise,1342,20861,1703,1746,1.0252495596007047,520.039097670777,36.71823252201734,0.006657754616838251,0.007214370392919676
6bba_283bf9f1,6bba,Group C: Unannotated Cells,1342,20861,3227,20802,6.4462348930895566,634.1662161189552,52.19903725468916,3.2018511547294395,13.566238258503665
6bba_312f0dc3,6bba,Group A: GT Cells,520,9963,116,741,6.387931034482759,697.7542552468977,50.31666123674865,2.720454514684809,12.681660053431337
6bba_312f0dc3,6bba,Group B: Static Optical Noise,520,9963,1026,1064,1.037037037037037,604.6516406757635,43.98566228310112,0.008052128666890866,0.0098117531181905
6bba_312f0dc3,6bba,Group C: Unannotated Cells,520,9963,1674,10220,6.105137395459976,711.0556483312203,59.42377617212255,3.5340517933800117,13.348412712877991
6bba_32db13fc,6bba,Group A: GT Cells,862,38705,236,1892,8.016949152542374,1388.5842538731142,99.16493070210534,2.3116658255896563,10.652382032362816
6bba_32db13fc,6bba,Group B: Static Optical Noise,862,38705,4919,5946,1.2087822728196789,1050.5903999554691,59.53869985668464,0.014120960281147914,0.02238045206225243
6bba_32db13fc,6bba,Group C: Unannotated Cells,862,38705,8474,52768,6.227047439225867,1216.7937179421579,82.729060636576,2.5501786996982503,8.226947269377915
6bba_337b1b3a,6bba,Group A: GT Cells,1272,30480,169,2220,13.136094674556213,1049.474069306482,146.32419968836174,2.201567427274504,18.462597709020457
6bba_337b1b3a,6bba,Group B: Static Optical Noise,1272,30480,1727,1836,1.0631152287203243,785.7652480216174,87.92835233327943,0.015448661854147096,0.019777282080666047
6bba_337b1b3a,6bba,Group C: Unannotated Cells,1272,30480,4211,31689,7.525290904773213,851.729598817937,103.27766280811933,3.0947117280453402,12.847699005549046
6bba_372c8cb8,6bba,Group A: GT Cells,1036,7021,89,1598,17.95505617977528,642.8552782613291,52.207723285863416,1.3572471607303165,9.517968827782498
6bba_372c8cb8,6bba,Group B: Static Optical Noise,1036,7021,857,1219,1.4224037339556592,298.22789586663134,25.02443812480354,0.05995847762354423,0.1018805259224367
6bba_372c8cb8,6bba,Group C: Unannotated Cells,1036,7021,786,7143,9.087786259541986,367.1393111611476,35.542149994738935,1.652177810335692,6.07237954431416
6bba_3a1849c2,6bba,Group A: GT Cells,1173,7003,107,1593,14.88785046728972,431.7841304809274,30.667863948485234,1.3185647760362547,9.59827095298339
6bba_3a1849c2,6bba,Group B: Static Optical Noise,1173,7003,1098,1569,1.4289617486338797,291.5481368206778,19.110242220267804,0.0488167747352669,0.08023456827799136
6bba_3a1849c2,6bba,Group C: Unannotated Cells,1173,7003,952,8130,8.539915966386555,354.2530209298343,28.131758148886846,1.6909670954956932,5.31230780191624
6bba_3abfe10a,6bba,Group A: GT Cells,997,52065,198,2062,10.414141414141413,2641.97042206684,179.14187309434143,1.6686884510582065,6.64205831094248
6bba_3abfe10a,6bba,Group B: Static Optical Noise,997,52065,5534,7720,1.3950126490784243,1930.4868519857046,100.59332949795122,0.033852195330349166,0.05396127708152969
6bba_3abfe10a,6bba,Group C: Unannotated Cells,997,52065,10069,69547,6.907041414241732,2093.1658804642766,130.13924835135037,2.2555502924374795,7.286173770564832
6bba_3c5691b6,6bba,Group A: GT Cells,765,6258,72,1251,17.375,647.9713295763886,52.71793446823273,1.5024957795287444,8.296456065489295
6bba_3c5691b6,6bba,Group B: Static Optical Noise,765,6258,868,1207,1.390552995391705,299.6084588798298,24.542149591006442,0.058410575180140846,0.08678400909465028
6bba_3c5691b6,6bba,Group C: Unannotated Cells,765,6258,746,7042,9.439678284182305,376.71747428185887,37.608352841328504,1.7053166764808283,5.591732984293984
6bba_3db54e20,6bba,Group A: GT Cells,502,23236,146,896,6.136986301369863,1221.0259967990949,68.63576433063852,2.5383082344451786,11.153316041429855
6bba_3db54e20,6bba,Group B: Static Optical Noise,502,23236,2601,3213,1.2352941176470589,1279.0352108163527,64.53112896170414,0.00515436798060215,0.007238191134874458
6bba_3db54e20,6bba,Group C: Unannotated Cells,502,23236,4481,24287,5.419995536710556,1419.8614403936124,79.55301093471242,2.991686566160732,9.77906095671866
6bba_3fda6b25,6bba,Group A: GT Cells,1207,9842,136,1655,12.169117647058824,615.125800035483,65.46134597995655,1.341358995950934,7.047196511127722
6bba_3fda6b25,6bba,Group B: Static Optical Noise,1207,9842,1257,1605,1.2768496420047732,415.45358621754804,31.15868708759641,0.04066141188451319,0.06685258927929989
6bba_3fda6b25,6bba,Group C: Unannotated Cells,1207,9842,1155,10493,9.084848484848484,487.6670541671016,43.81114188042143,1.7361411720104416,6.535619588088358
6bba_43fea39d,6bba,Group A: GT Cells,910,5748,126,1133,8.992063492063492,426.03205164878017,32.22406280830455,1.8183132289747743,10.878442012702228
6bba_43fea39d,6bba,Group B: Static Optical Noise,910,5748,686,989,1.4416909620991254,322.24574322664705,34.792541964927764,0.03723358584595695,0.06214589765784004
6bba_43fea39d,6bba,Group C: Unannotated Cells,910,5748,877,5669,6.464082098061573,441.3614954436381,56.02644193126338,2.2310930216786824,6.857422166756176
6bba_474be664,6bba,Group A: GT Cells,292,28293,69,525,7.608695652173913,2591.510988153257,125.1629624401499,1.454177291578742,4.482257106475184
6bba_474be664,6bba,Group B: Static Optical Noise,292,28293,4032,5393,1.3375496031746033,2138.6529490103153,99.95484694006521,0.04955750657337575,0.07487415035231372
6bba_474be664,6bba,Group C: Unannotated Cells,292,28293,5388,44707,8.297512991833704,2314.0424705917903,130.76902837932386,1.8061924441937276,5.03023132900747
6bba_48816121,6bba,Group A: GT Cells,935,23965,108,1530,14.166666666666666,923.345501813961,92.68780173718163,1.9562752105330827,20.52110383513912
6bba_48816121,6bba,Group B: Static Optical Noise,935,23965,1814,1913,1.0545755237045205,693.3210676221978,57.42788662922729,0.01606794240846297,0.01826918209604525
6bba_48816121,6bba,Group C: Unannotated Cells,935,23965,2933,25576,8.720081827480396,821.665033831229,80.70619006718012,2.562404181226485,11.322440209014001
6bba_4aa14c89,6bba,Group A: GT Cells,707,6787,77,979,12.714285714285714,796.7089284459307,43.87637974790018,1.5729850899961764,12.71377413908628
6bba_4aa14c89,6bba,Group B: Static Optical Noise,707,6787,1017,1380,1.3569321533923304,613.1548157512759,27.357573206650105,0.03928061924936085,0.06646056348786389
6bba_4aa14c89,6bba,Group C: Unannotated Cells,707,6787,1041,8351,8.02209414024976,705.1753110131899,42.35654317628524,1.825396150860246,6.952286697081728
6bba_4f99ce20,6bba,Group A: GT Cells,1057,5965,199,1433,7.201005025125628,449.6825440523735,39.02648804437121,2.148481333183542,9.58654497777235
6bba_4f99ce20,6bba,Group B: Static Optical Noise,1057,5965,1493,1905,1.2759544541192231,241.6492169808312,16.990455059416156,0.020145860887893267,0.039909226782697066
6bba_4f99ce20,6bba,Group C: Unannotated Cells,1057,5965,1440,6778,4.706944444444445,333.28013721526446,30.05786416549759,2.5282185042577456,7.013050518557593
6bba_4ffd3da3,6bba,Group A: GT Cells,706,17637,135,1099,8.14074074074074,497.794934752632,34.37714543316559,1.7613480483235684,10.475272519758052
6bba_4ffd3da3,6bba,Group B: Static Optical Noise,706,17637,1983,2094,1.0559757942511347,385.0762565136998,18.40733975827103,0.014178969439757284,0.019924133530881676
6bba_4ffd3da3,6bba,Group C: Unannotated Cells,706,17637,2499,19770,7.911164465786315,438.86758531253196,26.67983213931823,2.5749021912058834,10.172673136159233
6bba_55b7eebe,6bba,Group A: GT Cells,705,5257,81,1040,12.839506172839506,643.9417957044501,43.82194799353134,1.471827446088776,6.125023172365911
6bba_55b7eebe,6bba,Group B: Static Optical Noise,705,5257,500,650,1.3,470.7122343434343,33.14119213713058,0.03450018809895503,0.059399721029638385
6bba_55b7eebe,6bba,Group C: Unannotated Cells,705,5257,547,5330,9.744058500914077,680.1321451364639,49.775017268551764,1.7970581707084357,7.692440699714893
6bba_55c70843,6bba,Group A: GT Cells,490,35415,105,1106,10.533333333333333,2014.1891525223227,93.32938193203742,1.4368172104363497,7.498999571290845
6bba_55c70843,6bba,Group B: Static Optical Noise,490,35415,4510,6089,1.350110864745011,1727.3971720143616,61.42463666498243,0.04399463639179425,0.0774843399582547
6bba_55c70843,6bba,Group C: Unannotated Cells,490,35415,6226,52625,8.452457436556376,1858.859139868606,86.20876565234259,1.8118479200170707,6.905243740693937
6bba_57b7cc1e,6bba,Group A: GT Cells,1659,65511,470,3532,7.514893617021277,1295.8610454519596,50.8332640670041,1.5425223172919558,5.339064245022264
6bba_57b7cc1e,6bba,Group B: Static Optical Noise,1659,65511,9945,12921,1.2992458521870287,1199.9437148544991,34.67002969702228,0.04396653365933569,0.07253581629556095
6bba_57b7cc1e,6bba,Group C: Unannotated Cells,1659,65511,13756,91350,6.640738586798488,1259.432038873535,45.60212268947061,1.948501574792726,5.112880845585407
6bba_5a4d9360,6bba,Group A: GT Cells,747,5976,185,978,5.286486486486487,454.42060157226405,37.22284504672376,2.253418425288308,9.554832366737054
6bba_5a4d9360,6bba,Group B: Static Optical Noise,747,5976,648,785,1.2114197530864197,337.8673611111111,35.602978518764665,0.010454009731511393,0.018627378037866987
6bba_5a4d9360,6bba,Group C: Unannotated Cells,747,5976,1007,5591,5.552135054617676,476.19939141988067,56.16537534371391,2.952565093484419,11.188572422035195
6bba_5b28472a,6bba,Group A: GT Cells,737,5802,56,888,15.857142857142858,805.3725709223397,74.56645604566754,1.0089186670558672,6.945577821749394
6bba_5b28472a,6bba,Group B: Static Optical Noise,737,5802,712,1083,1.521067415730337,448.7593437890137,49.94183927465936,0.07546949082044152,0.1327826351076587
6bba_5b28472a,6bba,Group C: Unannotated Cells,737,5802,729,6778,9.29766803840878,574.9079666721266,74.61010778298358,1.4787782130941722,5.606005163922719
6bba_5c039895,6bba,Group A: GT Cells,1174,8570,197,1988,10.091370558375635,619.9088808368764,43.95935305972526,2.028881817671382,13.574915962845475
6bba_5c039895,6bba,Group B: Static Optical Noise,1174,8570,1496,1581,1.0568181818181819,389.6563502673797,26.581240553864397,0.01613509337091161,0.01924118523983539
6bba_5c039895,6bba,Group C: Unannotated Cells,1174,8570,1508,9941,6.592175066312997,484.1186731904596,41.343126716707054,2.2986747715778377,9.383980604786181
6bba_5c824876,6bba,Group A: GT Cells,1170,24647,152,1534,10.092105263157896,780.3724483058296,61.714602230308344,2.624504757943457,20.518591740184203
6bba_5c824876,6bba,Group B: Static Optical Noise,1170,24647,1522,1562,1.026281208935611,773.9222514235654,60.36073624973907,0.0072596206257065305,0.010094627029106231
6bba_5c824876,6bba,Group C: Unannotated Cells,1170,24647,3357,27103,8.073577599046768,950.6998187149577,88.15317619663591,3.08051326096632,16.991969410451677
6bba_5dfe9ad1,6bba,Group A: GT Cells,1542,26913,157,2276,14.496815286624203,844.5106547934699,57.60793787579115,2.5011150331808625,27.461064729108422
6bba_5dfe9ad1,6bba,Group B: Static Optical Noise,1542,26913,1438,1491,1.0368567454798332,734.1549026425591,39.862050959021616,0.011555627244509505,0.013835795714554086
6bba_5dfe9ad1,6bba,Group C: Unannotated Cells,1542,26913,2937,30710,10.45624787197821,851.8728112127666,60.36900604478558,2.7619755591257706,19.56160275362587
6bba_5f89039d,6bba,Group A: GT Cells,904,4611,94,1137,12.095744680851064,605.4611302776307,41.129858947897716,1.5014521655254491,11.667438700920016
