dataset,track_id,track_length,duration_frames,total_disp_um,path_length_um,straightness_ratio,net_velocity_um,mean_step_um,max_step_um,step_velocity_cv,confinement_ratio,trajectory_aspect_ratio,directed_motion_index,mean_track_intensity,min_track_intensity,max_track_intensity,std_track_intensity,mean_track_snr,min_track_snr,max_track_snr,is_gt_track
44b6_71a4179f,8019,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1258.0,1258.0,1258.0,0.0,2.8753,2.8753,2.8753,0
44b6_71a4179f,8020,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1109.0,1109.0,1109.0,0.0,3.5331,3.5331,3.5331,0
44b6_71a4179f,8021,5,5,2.81,3.92,0.7174,0.7,0.98,2.3,1.029,0.7174,4.3007,1.1288,1005.2,923.0,1048.0,49.37,1.3654,0.0,2.2615,0
44b6_71a4179f,8022,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1745.0,1745.0,1745.0,0.0,3.4604,3.4604,3.4604,0
44b6_71a4179f,8023,5,5,3.63,7.17,0.5066,0.91,1.79,2.3,0.1625,0.5066,14.1283,1.029,1108.2,1062.0,1146.0,33.24,2.7445,1.8432,3.8294,0
44b6_71a4179f,8024,5,5,2.81,4.88,0.5773,0.7,1.22,1.62,0.5773,0.5773,4.0936,0.9084,1268.0,1171.0,1376.0,73.7,2.8222,1.9083,3.6765,0
44b6_71a4179f,8025,5,5,2.3,6.5,0.3536,0.57,1.62,1.62,0.0,0.433,1.7403,0.4542,1854.8,1779.0,1927.0,58.95,2.359,1.6349,2.973,0
44b6_71a4179f,8026,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997.0,1997.0,1997.0,0.0,1.9124,1.9124,1.9124,0
44b6_71a4179f,8027,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,834.0,834.0,834.0,0.0,2.4949,2.4949,2.4949,0
44b6_71a4179f,8028,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1343.0,1343.0,1343.0,0.0,3.2151,3.2151,3.2151,0
44b6_71a4179f,8029,3,3,2.81,2.81,1.0,1.41,1.41,2.81,1.0,1.0,264062.5,2.4375,2425.0,2328.0,2586.0,140.4,2.3424,1.9212,2.5792,0
44b6_71a4179f,8030,5,5,1.62,3.92,0.4142,0.41,0.98,2.3,1.029,0.4142,4.4413,0.3763,1184.4,1157.0,1226.0,25.65,3.4696,2.4482,4.1861,0
44b6_71a4179f,8031,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329.0,1290.0,1362.0,34.21,2.9181,2.5678,3.3752,0
44b6_71a4179f,8032,5,5,1.62,6.22,0.2612,0.41,1.56,2.3,0.6038,0.3694,1.2008,0.2373,1342.8,1172.0,1541.0,141.61,2.323,1.469,3.0444,0
44b6_71a4179f,8033,4,4,2.3,5.55,0.4142,0.77,1.85,2.3,0.1716,0.5073,3.4141,0.6346,1276.5,1211.0,1351.0,62.08,2.1511,1.381,2.8464,0
44b6_71a4179f,8034,5,5,1.62,1.62,1.0,0.41,0.41,1.62,1.732,1.0,79218.75,0.9084,1048.4,998.0,1082.0,32.55,2.8861,1.4984,3.8275,0
44b6_71a4179f,8035,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1280.0,1280.0,1280.0,0.0,2.9451,2.9451,2.9451,0
44b6_71a4179f,8036,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1021.0,1021.0,1021.0,0.0,2.1957,2.1957,2.1957,0
44b6_71a4179f,8037,3,3,1.62,1.62,1.0,0.81,0.81,1.62,1.0,1.0,88020.8333,1.4073,1208.67,1181.0,1249.0,35.73,2.9621,2.4781,3.4703,0
44b6_71a4179f,8038,5,5,1.62,3.92,0.4142,0.41,0.98,2.3,1.029,0.4142,4.4413,0.3763,1623.2,1565.0,1697.0,56.38,2.8312,2.2952,3.7995,0
44b6_71a4179f,8039,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.67,1588.0,1623.0,18.72,2.8456,2.738,3.047,0
44b6_71a4179f,8040,5,5,19.23,23.16,0.8302,4.81,5.79,13.6,0.9008,0.8819,80.9439,8.9228,1700.8,1178.0,2190.0,456.92,2.391,1.7093,2.8437,0
44b6_71a4179f,8041,4,4,0.0,3.25,0.0,0.0,1.08,1.62,0.7071,0.5,66015.625,0.0,1081.75,1038.0,1154.0,50.61,2.8237,2.0752,3.2918,0
44b6_71a4179f,8042,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1302.0,1302.0,1302.0,0.0,1.1529,1.1529,1.1529,0
44b6_71a4179f,8043,5,5,3.25,5.55,0.5858,0.81,1.39,2.3,0.6104,0.6549,5.0756,1.0643,1497.6,1345.0,1577.0,90.46,3.106,2.1725,3.6166,0
44b6_71a4179f,8044,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1033.0,1033.0,1033.0,0.0,1.743,1.743,1.743,1
44b6_71a4179f,8045,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1029.0,1029.0,1029.0,0.0,0.8904,0.8904,0.8904,0
44b6_71a4179f,8046,4,4,6.08,6.89,0.8819,2.03,2.3,2.3,0.0,0.8819,13.9838,3.5748,1512.0,1479.0,1535.0,25.53,2.7611,1.7687,3.3401,0
44b6_71a4179f,8047,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,938.0,938.0,938.0,0.0,1.6818,1.6818,1.6818,0
44b6_71a4179f,8048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3153.0,3153.0,3153.0,0.0,3.5969,3.5969,3.5969,0
44b6_71a4179f,8049,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2040.0,2040.0,2040.0,0.0,2.163,2.163,2.163,0
44b6_71a4179f,8050,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2269.0,2269.0,2269.0,0.0,1.5524,1.5524,1.5524,0
44b6_71a4179f,8051,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,958.0,958.0,958.0,0.0,4.1978,4.1978,4.1978,0
44b6_71a4179f,8052,4,4,1.62,1.62,1.0,0.54,0.54,1.62,1.4142,1.0,66015.625,1.0833,1537.5,1358.0,1711.0,161.25,2.5875,1.8688,3.6836,0
44b6_71a4179f,8053,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1192.0,1192.0,1192.0,0.0,2.699,2.699,2.699,0
44b6_71a4179f,8054,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1448.0,1448.0,1448.0,0.0,2.5534,2.5534,2.5534,0
44b6_71a4179f,8055,3,3,2.3,2.3,1.0,1.15,1.15,2.3,1.0,1.0,176041.6667,1.9902,1286.0,1231.0,1370.0,73.9,3.3528,3.0102,3.9334,0
44b6_71a4179f,8056,2,2,1.62,1.62,1.0,1.62,1.62,1.62,0.0,1.0,1.0,2.2981,878.0,854.0,902.0,33.94,1.4764,1.2095,1.7433,0
44b6_71a4179f,8057,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1947.0,1891.0,2003.0,79.2,2.4139,1.9749,2.8529,0
44b6_71a4179f,8058,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1207.0,1207.0,1207.0,0.0,2.7302,2.7302,2.7302,0
44b6_71a4179f,8059,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1686.0,1686.0,1686.0,0.0,2.9678,2.9678,2.9678,0
44b6_71a4179f,8060,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2597.0,2597.0,2597.0,0.0,2.0254,2.0254,2.0254,0
44b6_71a4179f,8061,4,4,3.63,4.88,0.7454,1.21,1.62,1.62,0.0,0.7454,6.8539,1.8056,1901.0,1793.0,1979.0,82.41,2.6103,2.24,3.2898,0
44b6_71a4179f,8062,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2150.0,2093.0,2207.0,80.61,2.6689,2.592,2.7458,0
44b6_71a4179f,8063,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1192.0,1191.0,1193.0,1.41,2.5921,2.2383,2.9458,0
44b6_71a4179f,8064,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1329.0,1329.0,1329.0,0.0,0.6254,0.6254,0.6254,0
44b6_71a4179f,8065,2,2,1.62,1.62,1.0,1.62,1.62,1.62,0.0,1.0,1.0,2.2981,1713.5,1641.0,1786.0,102.53,2.3828,1.7676,2.9979,0
44b6_71a4179f,8066,3,3,2.3,2.3,1.0,1.15,1.15,2.3,1.0,1.0,176041.6667,1.9902,1584.67,1532.0,1623.0,47.16,2.9121,2.7464,3.0886,0
44b6_71a4179f,8067,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2397.0,2397.0,2397.0,0.0,1.301,1.301,1.301,0
44b6_71a4179f,8068,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1696.0,1696.0,1696.0,0.0,1.3932,1.3932,1.3932,0
44b6_71a4179f,8069,5,5,2.3,6.89,0.3333,0.57,1.72,2.3,0.5773,0.3333,158437.5,0.4282,1626.6,1470.0,1908.0,179.56,2.1659,1.4747,3.8918,0
44b6_71a4179f,8070,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1675.0,1675.0,1675.0,0.0,2.4274,2.4274,2.4274,0
44b6_71a4179f,8071,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2715.0,2598.0,2832.0,165.46,3.0319,2.6798,3.384,0
44b6_71a4179f,8072,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1833.0,1833.0,1833.0,0.0,2.721,2.721,2.721,0
44b6_71a4179f,8073,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1642.0,1642.0,1642.0,0.0,2.557,2.557,2.557,0
44b6_71a4179f,8074,5,5,2.81,3.92,0.7174,0.7,0.98,2.3,1.029,0.7174,5.9312,1.1288,2697.0,2578.0,2844.0,121.24,2.4783,1.8563,3.0044,0
44b6_71a4179f,8075,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1676.5,1662.0,1691.0,20.51,2.8879,2.8783,2.8974,0
44b6_71a4179f,8076,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1269.0,1269.0,1269.0,0.0,2.5656,2.5656,2.5656,0
44b6_71a4179f,8077,5,5,2.3,7.69,0.2989,0.57,1.92,2.81,0.2679,0.366,7.832,0.3839,2441.8,2250.0,2577.0,123.4,2.5442,2.2794,2.9709,0
44b6_71a4179f,8078,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2124.0,2124.0,2124.0,0.0,1.3493,1.3493,1.3493,0
44b6_71a4179f,8079,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1679.0,1679.0,1679.0,0.0,2.3314,2.3314,2.3314,0
44b6_71a4179f,8080,5,5,0.0,3.25,0.0,0.0,0.81,1.62,1.0,0.5,52812.5,0.0,1986.6,1876.0,2178.0,121.77,2.796,2.3935,3.2174,0
44b6_71a4179f,8081,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1626.0,1626.0,1626.0,0.0,2.1049,2.1049,2.1049,0
44b6_71a4179f,8082,2,2,1.62,1.62,1.0,1.62,1.62,1.62,0.0,1.0,1.0,2.2981,1872.5,1859.0,1886.0,19.09,2.5403,2.3897,2.6909,0
44b6_71a4179f,8083,5,5,6.89,9.33,0.7389,1.72,2.33,6.08,0.9702,0.7389,34.8613,2.8478,1896.8,1725.0,2239.0,219.91,2.396,1.1526,3.3887,0
44b6_71a4179f,8084,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1661.0,1661.0,1661.0,0.0,3.2722,3.2722,3.2722,0
44b6_71a4179f,8085,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1926.0,1926.0,1926.0,0.0,2.8213,2.8213,2.8213,0
44b6_71a4179f,8086,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1779.0,1779.0,1779.0,0.0,1.9997,1.9997,1.9997,0
44b6_71a4179f,8087,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2141.0,2141.0,2141.0,0.0,2.3742,2.3742,2.3742,0
44b6_71a4179f,8088,5,5,6.7,6.7,1.0,1.68,1.68,6.7,1.732,1.0,1346718.75,3.7454,1941.4,1877.0,2035.0,64.42,2.6895,0.1565,4.69,0
44b6_71a4179f,8089,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1704.0,1704.0,1704.0,0.0,3.9902,3.9902,3.9902,0
44b6_71a4179f,8090,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2303.0,2303.0,2303.0,0.0,2.819,2.819,2.819,0
44b6_71a4179f,8091,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1172.0,1172.0,1172.0,0.0,3.3791,3.3791,3.3791,0
44b6_71a4179f,8092,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1312.0,1312.0,1312.0,0.0,2.1816,2.1816,2.1816,0
44b6_71a4179f,8093,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1547.0,1547.0,1547.0,0.0,2.0004,2.0004,2.0004,0
44b6_71a4179f,8094,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1933.0,1933.0,1933.0,0.0,3.0474,3.0474,3.0474,0
44b6_71a4179f,8095,5,5,1.62,6.22,0.2612,0.41,1.56,2.3,0.6038,0.2612,4.4413,0.2373,1573.6,1396.0,1778.0,150.73,2.2548,2.0292,2.4535,0
44b6_71a4179f,8096,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2084.0,2084.0,2084.0,0.0,2.411,2.411,2.411,0
44b6_71a4179f,8097,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,877.0,877.0,877.0,0.0,3.1982,3.1982,3.1982,0
44b6_71a4179f,8098,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1145.0,1106.0,1184.0,55.15,2.3699,2.1136,2.6262,0
44b6_71a4179f,8099,4,4,1.62,1.62,1.0,0.54,0.54,1.62,1.4142,1.0,88020.8333,1.0833,1137.5,1067.0,1199.0,54.88,3.1734,2.4995,3.4822,0
44b6_71a4179f,8100,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,876.0,876.0,876.0,0.0,1.3568,1.3568,1.3568,0
44b6_71a4179f,8101,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,991.0,991.0,991.0,0.0,3.5554,3.5554,3.5554,0
44b6_71a4179f,8102,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1476.0,1476.0,1476.0,0.0,2.1699,2.1699,2.1699,0
44b6_71a4179f,8103,4,4,4.88,5.11,0.9535,1.62,1.7,2.81,0.7178,0.9535,40.2222,3.0989,1057.0,941.0,1166.0,92.42,2.1197,1.6099,2.6605,0
44b6_71a4179f,8104,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,609.0,609.0,609.0,0.0,1.7768,1.7768,1.7768,0
44b6_71a4179f,8105,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,857.0,999.0,73.98,3.3799,2.9285,3.638,0
44b6_71a4179f,8106,4,4,4.6,4.6,1.0,1.53,1.53,2.3,0.7071,1.0,352083.3333,3.0641,650.75,593.0,691.0,43.67,3.1659,2.9889,3.288,0
44b6_71a4179f,8107,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1374.0,1374.0,1374.0,0.0,3.1509,3.1509,3.1509,0
44b6_71a4179f,8108,4,4,0.0,3.25,0.0,0.0,1.08,1.62,0.7071,0.5,66015.625,0.0,1069.25,1017.0,1133.0,53.54,2.9652,2.4595,3.5722,0
44b6_71a4179f,8109,4,4,3.98,5.55,0.7174,1.33,1.85,2.3,0.1716,0.7174,3.7544,1.9038,1449.75,1400.0,1490.0,47.12,2.6364,2.3435,3.0392,0
44b6_71a4179f,8110,3,3,1.62,1.62,1.0,0.81,0.81,1.62,1.0,1.0,88020.8333,1.4073,1863.0,1772.0,1911.0,78.85,3.1994,2.302,4.6631,0
44b6_71a4179f,8111,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2136.0,2136.0,2136.0,0.0,1.4021,1.4021,1.4021,0
44b6_71a4179f,8112,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1376.0,1362.0,1390.0,19.8,3.3064,2.8702,3.7425,0
44b6_71a4179f,8113,3,3,3.63,3.92,0.9262,1.82,1.96,2.3,0.1716,0.9262,19.2804,2.9146,2491.33,2055.0,2905.0,425.45,2.3985,1.8087,2.6992,0
44b6_71a4179f,8114,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1429.0,1429.0,1429.0,0.0,3.0897,3.0897,3.0897,0
44b6_71a4179f,8115,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1276.0,1276.0,1276.0,0.0,3.6001,3.6001,3.6001,0
44b6_71a4179f,8116,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632.25,1559.0,1718.0,76.59,2.8747,2.6025,3.1799,0
44b6_71a4179f,8117,4,4,2.81,3.92,0.7174,0.94,1.31,2.3,0.7377,0.7174,2.6908,1.3462,3056.25,2810.0,3403.0,274.62,3.3803,2.6514,3.9232,0
44b6_71a4179f,8118,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.33,1144.0,1289.0,73.87,3.657,3.3649,4.0722,0
44b6_71a4179f,8119,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1028.5,1016.0,1041.0,17.68,3.1389,2.9198,3.358,0
44b6_71a4179f,8120,4,4,2.81,6.22,0.4524,0.94,2.07,2.3,0.153,0.4524,1.5931,0.8489,1366.25,1339.0,1376.0,18.17,2.5134,2.2827,2.6932,0
44b6_71a4179f,8121,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1027.0,1027.0,1027.0,0.0,2.7026,2.7026,2.7026,0
44b6_71a4179f,8122,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1279.0,1279.0,1279.0,0.0,1.462,1.462,1.462,0
44b6_71a4179f,8123,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,983.5,932.0,1035.0,72.83,2.0642,0.9007,3.2278,0
44b6_71a4179f,8124,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1518.0,1518.0,1518.0,0.0,2.2362,2.2362,2.2362,0
44b6_71a4179f,8125,4,4,2.3,4.44,0.5176,0.77,1.48,2.81,0.7795,0.5176,3.9999,0.7931,1093.25,1023.0,1227.0,95.75,1.9721,1.5694,2.3716,1
44b6_71a4179f,8126,4,4,2.3,4.6,0.5,0.77,1.53,2.3,0.7071,0.5,1.5,0.766,1002.0,929.0,1070.0,59.58,1.7732,1.4721,2.1745,0
44b6_71a4179f,8127,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,922.0,922.0,922.0,0.0,1.5152,1.5152,1.5152,0
44b6_71a4179f,8128,4,4,1.62,1.62,1.0,0.54,0.54,1.62,1.4142,1.0,66015.625,1.0833,1953.25,1933.0,1977.0,18.84,2.9726,2.5368,3.2662,0
44b6_71a4179f,8129,4,4,2.3,5.55,0.4142,0.77,1.85,2.3,0.1716,0.4142,3.8662,0.6346,1205.75,1137.0,1304.0,76.49,3.062,2.4339,3.7745,0
44b6_71a4179f,8130,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1385.0,1385.0,1385.0,0.0,3.0201,3.0201,3.0201,0
44b6_71a4179f,8131,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,967.0,967.0,967.0,0.0,1.4461,1.4461,1.4461,0
44b6_71a4179f,8132,3,3,0.0,3.25,0.0,0.0,1.62,1.62,0.0,0.5,88020.8333,0.0,1186.33,1155.0,1225.0,35.57,3.2909,3.2063,3.4338,0
44b6_71a4179f,8133,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1292.0,1292.0,1292.0,0.0,1.9096,1.9096,1.9096,0
44b6_71a4179f,8134,4,4,1.62,1.62,1.0,0.54,0.54,1.62,1.4142,1.0,66015.625,1.0833,1432.25,1351.0,1511.0,70.22,2.3157,1.7085,2.9629,0
44b6_71a4179f,8135,4,4,0.0,3.25,0.0,0.0,1.08,1.62,0.7071,0.5,66015.625,0.0,1228.0,1194.0,1268.0,38.04,1.6898,1.2523,2.4537,0
44b6_71a4179f,8136,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1763.0,1741.0,1785.0,31.11,2.3298,1.7937,2.8658,0
44b6_71a4179f,8137,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1470.0,1470.0,1470.0,0.0,2.9714,2.9714,2.9714,0
44b6_71a4179f,8138,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1224.0,1224.0,1224.0,0.0,2.796,2.796,2.796,0
44b6_71a4179f,8139,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2276.0,2276.0,2276.0,0.0,2.6289,2.6289,2.6289,0
44b6_71a4179f,8140,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2070.5,2059.0,2082.0,16.26,3.6974,3.6221,3.7728,0
44b6_71a4179f,8141,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.0,2571.0,2798.0,118.42,3.1257,2.5697,3.5989,0
44b6_71a4179f,8142,4,4,7.96,11.21,0.7101,2.65,3.74,7.96,0.7992,0.8327,105.625,3.7687,1481.0,1400.0,1639.0,112.45,2.6758,1.9792,3.3436,0
44b6_71a4179f,8143,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1299.0,1299.0,1299.0,0.0,2.0605,2.0605,2.0605,0
44b6_71a4179f,8144,4,4,2.3,2.3,1.0,0.77,0.77,2.3,1.4142,1.0,132031.25,1.5321,1121.75,980.0,1267.0,127.65,2.6326,2.2629,3.2577,0
44b6_71a4179f,8145,4,4,1.62,1.62,1.0,0.54,0.54,1.62,1.4142,1.0,88020.8333,1.0833,1532.5,1491.0,1554.0,28.85,2.8565,2.1248,3.7919,0
44b6_71a4179f,8146,2,2,1.62,1.62,1.0,1.62,1.62,1.62,0.0,1.0,1.0,2.2981,1733.5,1698.0,1769.0,50.2,2.0956,1.8719,2.3193,0
44b6_71a4179f,8147,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1898.0,1898.0,1898.0,0.0,2.9894,2.9894,2.9894,0
44b6_71a4179f,8148,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1562.0,1562.0,1562.0,0.0,2.3828,2.3828,2.3828,0
44b6_71a4179f,8149,4,4,2.3,6.89,0.3333,0.77,2.3,2.3,0.0,0.3333,1.5,0.5107,1761.5,1671.0,1850.0,83.91,2.3491,2.2717,2.4837,0
44b6_71a4179f,8150,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1948.0,1948.0,1948.0,0.0,2.6211,2.6211,2.6211,0
44b6_71a4179f,8151,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2007.0,2007.0,2007.0,0.0,2.4626,2.4626,2.4626,0
44b6_71a4179f,8152,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1691.0,1691.0,1691.0,0.0,2.7503,2.7503,2.7503,0
44b6_71a4179f,8153,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1758.0,1758.0,1758.0,0.0,2.3073,2.3073,2.3073,0
44b6_71a4179f,8154,4,4,1.62,1.62,1.0,0.54,0.54,1.62,1.4142,1.0,66015.625,1.0833,1081.25,1046.0,1151.0,47.72,2.7481,2.5313,3.0301,0
44b6_71a4179f,8155,3,3,2.3,2.3,1.0,1.15,1.15,2.3,1.0,1.0,176041.6667,1.9902,1442.0,1395.0,1497.0,51.47,2.2678,1.8876,2.9354,0
44b6_71a4179f,8156,4,4,6.08,9.57,0.6356,2.03,3.19,7.27,0.9512,0.6356,23.4779,2.5766,1520.25,1381.0,1653.0,145.21,2.549,2.0774,2.9653,0
44b6_71a4179f,8157,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1861.0,1861.0,1861.0,0.0,2.2062,2.2062,2.2062,0
44b6_71a4179f,8158,4,4,3.98,6.74,0.5908,1.33,2.25,2.81,0.2169,0.5908,7.3991,1.5677,2169.75,2039.0,2288.0,130.58,2.5373,2.1899,2.7892,0
44b6_71a4179f,8159,4,4,6.7,6.88,0.9733,2.23,2.29,3.63,0.7104,0.9733,67.0119,4.3476,1906.0,1677.0,2035.0,164.85,2.0363,0.1574,4.1045,0
44b6_71a4179f,8160,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,509.0,509.0,509.0,0.0,2.2086,2.2086,2.2086,0
44b6_71a4179f,8161,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,818.0,818.0,818.0,0.0,2.4859,2.4859,2.4859,0
44b6_71a4179f,8162,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1235.0,1235.0,1235.0,0.0,2.7449,2.7449,2.7449,0
44b6_71a4179f,8163,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1364.0,1364.0,1364.0,0.0,3.2672,3.2672,3.2672,0
44b6_71a4179f,8164,3,3,1.62,1.62,1.0,0.81,0.81,1.62,1.0,1.0,88020.8333,1.4073,730.67,685.0,808.0,67.34,2.9099,2.7883,2.9735,0
44b6_71a4179f,8165,3,3,1.62,3.92,0.4142,0.81,1.96,2.3,0.1716,0.4142,2.9999,0.5829,660.67,647.0,669.0,11.93,2.9841,2.5646,3.5079,0
