dataset,weight,gt_edges,pred_edges,tp,precision,recall,f1
6bba_2312ac41,0.2,1132,11351,876,0.07717381728482071,0.773851590106007,0.14035087719298245
6bba_23af9eeb,0.2,499,5202,370,0.07112648981161092,0.7414829659318637,0.1298017891597965
6bba_2540cd90,0.2,523,5742,283,0.049285963079066526,0.5411089866156787,0.09034317637669592
6bba_2646afc7,0.2,721,6730,444,0.06597325408618128,0.6158113730929264,0.11917863374043752
6bba_268e1230,0.2,609,5071,382,0.07533030960362848,0.6272577996715928,0.13450704225352111
6bba_2819ca14,0.2,949,5952,636,0.10685483870967742,0.6701791359325606,0.18432111288219102
6bba_283bf9f1,0.2,1288,17263,862,0.049933383537044546,0.6692546583850931,0.09293299552584765
6bba_312f0dc3,0.2,500,8772,296,0.0337437300501596,0.592,0.06384814495254529
6bba_32db13fc,0.2,811,35233,419,0.01189226009706809,0.5166461159062885,0.023249361891022086
6bba_337b1b3a,0.2,1213,29810,866,0.029050654142905065,0.7139323990107173,0.0558295458208426
6bba_372c8cb8,0.2,1007,8514,746,0.08762038994597134,0.7408142999006951,0.1567062283373595
6bba_3a1849c2,0.2,1142,8120,681,0.08386699507389163,0.5963222416812609,0.14705247246814943
6bba_3abfe10a,0.2,935,49400,624,0.01263157894736842,0.667379679144385,0.02479388099731797
6bba_3c5691b6,0.2,746,7592,585,0.07705479452054795,0.7841823056300268,0.14032142000479733
6bba_3db54e20,0.2,474,18677,267,0.014295657760882369,0.5632911392405063,0.027883661427601694
6bba_3fda6b25,0.2,1179,10771,869,0.08067960263670969,0.7370653095843935,0.14543933054393307
6bba_43fea39d,0.2,880,6146,688,0.11194272697689554,0.7818181818181819,0.19584400797039567
6bba_474be664,0.2,286,29362,75,0.0025543219126762484,0.26223776223776224,0.005059363194819213
6bba_48816121,0.2,918,21164,654,0.030901530901530902,0.7124183006535948,0.059233765057512905
6bba_4aa14c89,0.2,681,6866,571,0.08316341392368191,0.8384728340675477,0.15131840466410496
6bba_4f99ce20,0.2,1010,6353,721,0.11348968991027861,0.7138613861386138,0.19584408529132147
6bba_4ffd3da3,0.2,689,16071,353,0.02196503017858254,0.5123367198838897,0.04212410501193318
6bba_55b7eebe,0.2,688,6473,517,0.07987023018693033,0.751453488372093,0.14439324116743474
6bba_55c70843,0.2,467,35058,276,0.007872668149922985,0.5910064239828694,0.015538353272343422
6bba_57b7cc1e,0.2,1592,66420,807,0.012149954832881662,0.5069095477386935,0.02373110627536317
6bba_5a4d9360,0.2,722,5763,420,0.07287870900572618,0.5817174515235457,0.12952968388589053
6bba_5b28472a,0.2,724,7458,563,0.07548940734781442,0.7776243093922652,0.13761916401857735
6bba_5c039895,0.2,1145,9132,739,0.08092422251423566,0.645414847161572,0.14381628880023353
6bba_5c824876,0.2,1130,21808,842,0.038609684519442404,0.7451327433628319,0.07341529339959892
6bba_5dfe9ad1,0.2,1487,24218,1001,0.041332892889586255,0.6731674512441157,0.07788368021785644
6bba_5f89039d,0.2,885,6079,587,0.09656193452870537,0.6632768361581921,0.16858127512923607
6bba_61dd1e0d,0.2,543,10344,398,0.03847641144624903,0.7329650092081031,0.0731147239827317
6bba_61ecbe65,0.2,614,5770,393,0.06811091854419411,0.6400651465798045,0.1231203007518797
6bba_6321a359,0.2,798,5758,605,0.10507120527961097,0.7581453634085213,0.18456375838926176
6bba_6479435d,0.2,580,21833,292,0.013374249988549443,0.503448275862069,0.026056306607772278
6bba_67ebd073,0.2,438,16093,264,0.016404647983595352,0.6027397260273972,0.031939991531062854
6bba_6ca87370,0.2,1052,8277,660,0.07973903588256614,0.6273764258555133,0.1414942651945546
6bba_6db0e9b4,0.2,440,27182,344,0.012655433742918108,0.7818181818181819,0.024907682282238795
6bba_6feb10f0,0.2,1343,8167,140,0.017142157462960696,0.10424422933730454,0.029442691903259727
6bba_6feeb0b1,0.2,1343,10265,779,0.07588894301022893,0.5800446760982875,0.13421778084079944
6bba_705ec2c9,0.2,562,6004,392,0.06528980679546968,0.697508896797153,0.11940298507462685
6bba_718b21f9,0.2,652,6524,352,0.0539546290619252,0.5398773006134969,0.09810479375696768
6bba_74686d6a,0.2,576,26292,420,0.01597444089456869,0.7291666666666666,0.03126395712371594
6bba_767a1e17,0.2,658,39082,353,0.009032291080292718,0.5364741641337386,0.017765475591343734
6bba_76db78c1,0.2,604,6061,422,0.06962547434416763,0.6986754966887417,0.1266316579144786
6bba_784a78c9,0.2,1739,12789,1354,0.10587223395105169,0.7786083956296722,0.1863986784140969
6bba_786893ac,0.2,1395,60408,835,0.013822672493709443,0.5985663082437276,0.027021342006051486
6bba_789f8168,0.2,681,10176,478,0.046973270440251576,0.7019089574155654,0.08805379018144976
6bba_78a7bd97,0.2,832,33396,377,0.011288777099053779,0.453125,0.022028748393128433
6bba_7af54fde,0.2,1092,10021,907,0.09050992914878754,0.8305860805860806,0.16323225051741203
6bba_7b5d3b2c,0.2,555,6712,404,0.06019070321811681,0.7279279279279279,0.11118756020366038
6bba_7d3058ae,0.2,1173,9809,817,0.08329085533693546,0.6965046888320545,0.14878892733564014
6bba_7f87b3d8,0.2,934,9817,580,0.0590811856982785,0.6209850107066381,0.10789693981955167
6bba_80d12824,0.2,654,9851,455,0.046188204243224035,0.6957186544342507,0.08662541646834841
6bba_825bd1c6,0.2,930,11084,555,0.05007217610970768,0.5967741935483871,0.09239220908939569
6bba_87289e13,0.2,699,16109,408,0.025327456701222918,0.5836909871244635,0.04854831032841504
6bba_8b7818bf,0.2,725,6822,531,0.07783641160949868,0.7324137931034482,0.14071816615873856
6bba_907271db,0.2,921,7467,531,0.071112896745681,0.5765472312703583,0.12660944206008584
6bba_91951b3a,0.2,1148,10905,801,0.0734525447042641,0.6977351916376306,0.13291296772587738
6bba_96833384,0.2,721,5081,512,0.10076756543987404,0.710124826629681,0.17649086521889001
6bba_969618f6,0.2,658,12830,530,0.041309431021044424,0.8054711246200608,0.07858837485172004
6bba_971fa5e0,0.2,767,7034,497,0.07065680978106341,0.6479791395045632,0.12741956159466736
6bba_9a41d029,0.2,1353,18524,962,0.05193262794212913,0.7110125646711013,0.09679529103989534
6bba_9e23430b,0.2,891,7880,677,0.08591370558375634,0.7598204264870931,0.15437236347052788
6bba_a5e926bb,0.2,698,7992,473,0.05918418418418418,0.6776504297994269,0.10886075949367088
6bba_a90a0b9c,0.2,1112,37403,643,0.01719113440098388,0.5782374100719424,0.03338958847202389
6bba_ab78413d,0.2,1138,10795,278,0.025752663270032422,0.24428822495606328,0.04659348026481186
6bba_acd782a8,0.2,330,17996,184,0.010224494332073794,0.5575757575757576,0.020080759576557895
6bba_ae82a791,0.2,1471,8620,1055,0.12238979118329467,0.717199184228416,0.20909721534040235
6bba_aeee7805,0.2,768,5643,663,0.11749069643806485,0.86328125,0.2068320074871315
6bba_af149c94,0.2,1317,9651,890,0.09221842296135116,0.6757782839787395,0.16229029905178702
6bba_afb141ff,0.2,626,6880,437,0.06351744186046511,0.6980830670926518,0.1164401811883826
6bba_b1ae37b9,0.2,579,23198,459,0.019786188464522805,0.7927461139896373,0.03860873953820919
6bba_b204cac7,0.2,811,9580,448,0.04676409185803758,0.5524044389642416,0.08622846694254643
6bba_b329af44,0.2,1268,60820,863,0.014189411377836239,0.6805993690851735,0.02779925267362453
6bba_b693381b,0.2,935,6722,676,0.10056530794406426,0.7229946524064171,0.1765704584040747
6bba_bb9f20c3,0.2,1879,25715,1210,0.04705424849309742,0.6439595529536988,0.08770022468652607
6bba_bbb708ca,0.2,861,6769,662,0.09779878859506574,0.7688734030197445,0.17352555701179553
6bba_c27cba08,0.2,493,6294,361,0.057356212265649825,0.7322515212981744,0.10637984381906586
6bba_c328f2fd,0.2,500,31464,293,0.009312229849987287,0.586,0.01833312476536103
6bba_c73a1d11,0.2,710,15483,238,0.015371697991345346,0.3352112676056338,0.029395417773111835
6bba_cdcfe533,0.2,1348,27945,918,0.03285024154589372,0.6810089020771514,0.06267709008978255
6bba_cf35214c,0.2,817,34164,665,0.019464933848495493,0.813953488372093,0.038020639775878336
6bba_cff5865f,0.2,1501,45164,1058,0.023425737312904083,0.7048634243837442,0.04534447658844958
6bba_d0fc38b5,0.2,813,7228,569,0.07872163807415605,0.6998769987699877,0.1415246859843303
6bba_d1acb6ff,0.2,643,12571,450,0.03579667488664386,0.6998444790046656,0.06810958074769184
6bba_d2b9fc0c,0.2,921,23401,590,0.02521259775223281,0.6406080347448425,0.048515747060274644
6bba_d3da753b,0.2,857,19987,449,0.022464601991294342,0.5239206534422404,0.043081942045672623
6bba_d5eae175,0.2,519,7038,283,0.04021028701335607,0.5452793834296724,0.07489744607648538
6bba_d6ecebbb,0.2,862,6433,603,0.09373542670604694,0.6995359628770301,0.16531871144619603
6bba_d82a4fc6,0.2,530,26718,438,0.01639344262295082,0.8264150943396227,0.032149148561362306
6bba_debd7bfa,0.2,729,10209,476,0.046625526496228815,0.6529492455418381,0.08703602121045895
6bba_df673a83,0.2,654,18026,507,0.028126040164207257,0.7752293577981652,0.05428265524625268
6bba_e16ffc58,0.2,942,9158,570,0.06224066390041494,0.6050955414012739,0.11287128712871287
6bba_e5e44988,0.2,634,5686,343,0.060323601829053816,0.5410094637223974,0.10854430379746835
6bba_ebdf3b34,0.2,803,53540,586,0.010945087784833768,0.7297633872976339,0.02156671512430304
6bba_ebff6e76,0.2,1264,42676,681,0.015957446808510637,0.5387658227848101,0.030996813837050524
6bba_ed9377fd,0.2,508,5749,343,0.05966255000869716,0.6751968503937008,0.10963720632891162
6bba_edf14583,0.2,760,53168,547,0.010288143244056575,0.7197368421052631,0.020286307669485238
6bba_eebc57a5,0.2,989,12342,548,0.04440123156700697,0.5540950455005056,0.08221438751781562
6bba_ef7b4f7e,0.2,1201,6598,986,0.14943922400727494,0.8209825145711906,0.25285292986280294
6bba_f17befbc,0.2,1015,20712,638,0.030803398995751255,0.6285714285714286,0.05872877065402495
6bba_f1fde7e0,0.2,446,8090,228,0.028182941903584672,0.5112107623318386,0.05342080599812558
6bba_f20478e9,0.2,963,7062,644,0.09119229679977343,0.6687435098650052,0.16049844236760125
6bba_f4ae811c,0.2,965,8195,728,0.0888346552776083,0.7544041450777202,0.1589519650655022
6bba_f8ffd5e7,0.2,370,28725,240,0.00835509138381201,0.6486486486486487,0.01649768001374807
6bba_fbc898dc,0.2,639,5783,556,0.09614386996368667,0.8701095461658842,0.17315478044222984
6bba_fc516dc6,0.2,762,10305,453,0.04395924308588064,0.594488188976378,0.08186500406614258
6bba_fc5f39dc,0.2,458,13468,291,0.021606771606771605,0.6353711790393013,0.04179233089185696
6bba_fc83837d,0.2,923,12706,553,0.04352274515976704,0.5991332611050921,0.08115048793014895
6bba_fe670320,0.2,680,10473,417,0.0398166714408479,0.6132352941176471,0.07477808661346724
44b6_0113de3b,0.4,50,27224,31,0.001138701146047605,0.62,0.002273227249395028
44b6_0b24845f,0.4,49,29089,24,0.0008250541441782117,0.4897959183673469,0.0016473333790925936
44b6_0c582fdc,0.4,70,26215,44,0.0016784283806980736,0.6285714285714286,0.003347917062963667
44b6_0db75fae,0.4,151,15064,122,0.0080987785448752,0.8079470198675497,0.016036805783766022
44b6_12dfb391,0.4,773,60758,560,0.009216893248625695,0.7244501940491591,0.01820220701760088
44b6_144b256d,0.4,119,68170,88,0.0012908904210063078,0.7394957983193278,0.0025772818462709954
44b6_1574802b,0.4,153,16959,111,0.006545197240403326,0.7254901960784313,0.012973352033660589
44b6_18ced818,0.4,99,73983,67,0.000905613451738913,0.6767676767676768,0.0018088064577090252
44b6_1d530831,0.4,271,33101,196,0.005921271260686988,0.7232472324723247,0.011746374205921131
44b6_24264f12,0.4,221,24639,152,0.006169081537400057,0.6877828054298643,0.012228479485116652
44b6_267148e4,0.4,277,18415,142,0.0077111050773825685,0.5126353790613718,0.015193665739353733
44b6_2a2eff9f,0.4,210,49961,160,0.003202497948399752,0.7619047619047619,0.00637818660182177
44b6_2f31fc2f,0.4,85,20333,32,0.0015737962917424875,0.3764705882352941,0.0031344891762170634
44b6_33b596bf,0.4,49,20516,33,0.001608500682394229,0.673469387755102,0.003209336250911743
44b6_341df25f,0.4,209,7771,193,0.024835928451936686,0.9234449760765551,0.04837092731829574
44b6_3a861e03,0.4,919,40985,676,0.016493839209466878,0.735582154515778,0.03226422298587247
44b6_3bb3690f,0.4,396,31726,247,0.007785412595347665,0.6237373737373737,0.01537886806550028
44b6_40c45f5a,0.4,198,32879,141,0.004288451595243164,0.7121212121212122,0.008525561568461468
44b6_415c0a3a,0.4,322,50958,192,0.003767808783704227,0.5962732919254659,0.00748829953198128
44b6_53f95252,0.4,68,37082,47,0.0012674613019793971,0.6911764705882353,0.00253028263795424
44b6_551a5dba,0.4,224,60082,144,0.0023967244765487165,0.6428571428571429,0.004775644214506019
44b6_5740d24b,0.4,170,16097,149,0.009256383176989501,0.8764705882352941,0.01831929673572263
44b6_587a1e22,0.4,371,17002,256,0.015057052111516292,0.6900269541778976,0.02947101824670466
44b6_5f15d135,0.4,273,30431,169,0.005553547369458776,0.6190476190476191,0.01100833767587285
44b6_668e0cc7,0.4,631,34408,443,0.012874912810974193,0.7020602218700476,0.025286109763406492
44b6_66f9292d,0.4,198,50841,106,0.002084931452961193,0.5353535353535354,0.004153686396677052
44b6_706092f0,0.4,117,75808,76,0.0010025327142254117,0.6495726495726496,0.002001975633849193
44b6_71a4179f,0.4,119,70098,86,0.0012268538332049416,0.7226890756302521,0.0024495492544540495
44b6_74d0c52e,0.4,139,13175,96,0.007286527514231499,0.6906474820143885,0.014420910319963946
44b6_7a302da0,0.4,507,67906,346,0.005095278767708302,0.6824457593688363,0.010115036615847863
44b6_7e557709,0.4,560,58043,408,0.007029271402236273,0.7285714285714285,0.013924201832670683
44b6_808952d6,0.4,179,15998,175,0.010938867358419802,0.9776536312849162,0.021635655560363478
44b6_81c256f0,0.4,197,10692,190,0.017770295548073325,0.9644670050761421,0.0348976030856828
44b6_87bba6c4,0.4,149,23475,74,0.0031522896698615546,0.4966442953020134,0.006264815441923467
44b6_8cc6506c,0.4,396,31574,251,0.007949578767340216,0.6338383838383839,0.015702220832030028
44b6_8f5ab931,0.4,604,25421,428,0.016836473781519215,0.7086092715231788,0.03289145052833813
44b6_8f9ecab4,0.4,370,75515,277,0.0036681454015758458,0.7486486486486487,0.007300520524477828
44b6_90724892,0.4,103,22599,81,0.0035842293906810036,0.7864077669902912,0.007135935159897806
44b6_949adeb1,0.4,378,33970,234,0.006888430968501619,0.6190476190476191,0.013625247467101432
44b6_95029e92,0.4,198,7315,194,0.026520847573479153,0.9797979797979798,0.05164381738320245
44b6_97725144,0.4,221,38455,149,0.0038746586919776362,0.6742081447963801,0.007705036715275624
44b6_996155de,0.4,377,10383,339,0.03264952325917365,0.8992042440318302,0.06301115241635687
44b6_9be80b04,0.4,220,62111,146,0.0023506303231311683,0.6636363636363637,0.0046846673404886815
44b6_9bfa6a0a,0.4,259,65400,174,0.002660550458715596,0.6718146718146718,0.005300111180493154
44b6_a21120c2,0.4,286,20977,186,0.008866854173618726,0.6503496503496503,0.017495179419649155
44b6_a2bb48bb,0.4,410,61344,220,0.0035863328116849244,0.5365853658536586,0.007125044531528322
44b6_aaf8b0ea,0.4,206,20989,192,0.009147648768402496,0.9320388349514563,0.018117480537862704
44b6_abf82518,0.4,94,25168,88,0.0034965034965034965,0.9361702127659575,0.006966985986857731
44b6_b2c44266,0.4,168,60707,125,0.002059070617885911,0.7440476190476191,0.004106776180698152
44b6_c15fded2,0.4,102,18924,59,0.0031177340942718243,0.5784313725490197,0.006202039314622096
44b6_c50204e0,0.4,325,44293,176,0.003973539836994559,0.5415384615384615,0.00788919270249675
44b6_c771cb04,0.4,223,50440,134,0.0026566217287866773,0.600896860986547,0.0052898565027732275
44b6_c8e2a523,0.4,164,35272,129,0.0036572919029258335,0.7865853658536586,0.007280731459532678
44b6_c96cfa10,0.4,616,43007,444,0.010323900760341339,0.7207792207792207,0.020356234096692113
44b6_cf2536e8,0.4,75,52777,36,0.0006821153153835952,0.48,0.001362294709755544
44b6_cf8fed6b,0.4,188,37978,149,0.003923324029701406,0.7925531914893617,0.007807996646229628
44b6_d29c9ab2,0.4,1328,40739,946,0.02322099216966543,0.7123493975903614,0.04497587182351962
44b6_d2f34f90,0.4,281,23168,196,0.008459944751381215,0.697508896797153,0.01671713079449017
44b6_d5e7d891,0.4,893,42587,498,0.011693709347923076,0.5576707726763718,0.022907083716651334
44b6_d754aa59,0.4,70,6640,51,0.007680722891566265,0.7285714285714285,0.015201192250372579
44b6_d78e09d9,0.4,451,20696,299,0.014447236180904523,0.6629711751662971,0.028278242776753205
44b6_db3c847b,0.4,162,14875,115,0.00773109243697479,0.7098765432098766,0.015295604176364967
44b6_ddf577ad,0.4,647,52139,409,0.007844415888298586,0.6321483771251932,0.015496533171674307
44b6_deabac95,0.4,124,13206,90,0.0068150840527033164,0.7258064516129032,0.01350337584396099
44b6_e28840c6,0.4,309,76680,230,0.002999478351591028,0.7443365695792881,0.005974879528244295
44b6_e29f0176,0.4,50,10567,11,0.0010409766253430491,0.22,0.002072148441179241
44b6_e31261b4,0.4,113,65205,89,0.0013649260026071621,0.7876106194690266,0.002725129367096359
44b6_e35b117d,0.4,266,31569,148,0.004688143431847699,0.556390977443609,0.009297942516098634
44b6_e57ff5c6,0.4,186,16634,91,0.005470722616328003,0.489247311827957,0.010820451843043996
44b6_eb2880fc,0.4,379,39867,275,0.0068979356359896654,0.7255936675461742,0.013665954380559559
44b6_f28707c6,0.4,61,17319,33,0.0019054217910964837,0.5409836065573771,0.0037974683544303805
6bba_05b6850b,0.4,845,7918,592,0.07476635514018691,0.7005917159763314,0.13511354558941002
6bba_05db0fb1,0.4,1183,67059,862,0.012854352137669812,0.7286559594251902,0.025263034494885844
6bba_062c8d37,0.4,898,7373,579,0.07852977078529771,0.6447661469933185,0.14000725426187885
6bba_07477033,0.4,602,5784,456,0.07883817427385892,0.7574750830564784,0.14281240212965862
6bba_07e24132,0.4,345,33983,236,0.006944648794985728,0.6840579710144927,0.013749708692612446
6bba_085bf656,0.4,1168,8755,768,0.08772130211307824,0.6575342465753424,0.15479189761160939
6bba_09961292,0.4,1871,32703,1367,0.04180044644222242,0.7306253340459647,0.07907676288540522
6bba_0c7fa718,0.4,659,13131,370,0.028177595004188562,0.5614567526555387,0.05366207396664249
6bba_0e7c0d07,0.4,198,20536,110,0.0053564472146474485,0.5555555555555556,0.010610591299315134
6bba_12665c0e,0.4,998,7828,741,0.09466019417475728,0.7424849699398798,0.167912984364378
6bba_13f19531,0.4,704,5933,530,0.08933086128434181,0.7528409090909091,0.15971071267138767
6bba_15403b9a,0.4,729,6580,438,0.06656534954407295,0.6008230452674898,0.11985223696812151
6bba_1d0d8384,0.4,1365,20862,802,0.03844310229124724,0.5875457875457876,0.0721644846358033
6bba_1ebfb80d,0.4,719,11745,462,0.03933588761174968,0.6425591098748261,0.07413350449293966
6bba_1f58c2f6,0.4,299,27682,161,0.005816053753341522,0.5384615384615384,0.01150780887030485
6bba_207c6aaf,0.4,450,11665,192,0.016459494213459065,0.4266666666666667,0.03169624432521667
6bba_20852818,0.4,909,10774,626,0.05810284017078151,0.6886688668866887,0.107164255756227
6bba_2312ac41,0.4,1132,11407,876,0.07679495046901026,0.773851590106007,0.13972406092989872
6bba_23af9eeb,0.4,499,5216,372,0.07131901840490798,0.7454909819639278,0.13018372703412076
6bba_2540cd90,0.4,523,5749,284,0.049399895634023305,0.5430210325047801,0.09056122448979592
6bba_2646afc7,0.4,721,6755,446,0.06602516654330126,0.6185852981969486,0.11931514178705191
6bba_268e1230,0.4,609,5087,383,0.07528995478671123,0.6288998357963875,0.1344803370786517
6bba_2819ca14,0.4,949,5979,642,0.10737581535373808,0.6765015806111696,0.18533487297921478
6bba_283bf9f1,0.4,1288,17334,875,0.05047882773739472,0.6793478260869565,0.09397486843518418
6bba_312f0dc3,0.4,500,8806,297,0.03372700431523961,0.594,0.06382978723404256
6bba_32db13fc,0.4,811,35271,419,0.011879447704913384,0.5166461159062885,0.02322487666980766
6bba_337b1b3a,0.4,1213,29880,872,0.02918340026773762,0.718878812860676,0.05608979513073682
6bba_372c8cb8,0.4,1007,8537,745,0.08726718987934871,0.7398212512413108,0.1561190276613579
6bba_3a1849c2,0.4,1142,8148,683,0.08382425135002454,0.5980735551663747,0.1470398277717976
6bba_3abfe10a,0.4,935,49444,624,0.012620338160343015,0.667379679144385,0.024772226522955992
6bba_3c5691b6,0.4,746,7608,585,0.07689274447949526,0.7841823056300268,0.14005266937993777
6bba_3db54e20,0.4,474,18705,266,0.014220796578454958,0.5611814345991561,0.02773867250638719
6bba_3fda6b25,0.4,1179,10790,874,0.08100092678405932,0.741306191687871,0.14604394686272873
6bba_43fea39d,0.4,880,6160,689,0.11185064935064935,0.7829545454545455,0.19573863636363636
6bba_474be664,0.4,286,29421,76,0.0025831888786920906,0.26573426573426573,0.005116639175951796
6bba_48816121,0.4,918,21215,656,0.03092151779401367,0.7145969498910676,0.05927800117471649
6bba_4aa14c89,0.4,681,6893,573,0.08312781082257363,0.8414096916299559,0.15130710324795354
6bba_4f99ce20,0.4,1010,6389,724,0.11331976835185475,0.7168316831683168,0.19570212190836603
6bba_4ffd3da3,0.4,689,16128,358,0.022197420634920636,0.5195936139332366,0.04257596479752632
6bba_55b7eebe,0.4,688,6495,521,0.08021555042340262,0.7572674418604651,0.14506473618265348
6bba_55c70843,0.4,467,35119,283,0.008058316011275948,0.6059957173447538,0.015905131231383127
6bba_57b7cc1e,0.4,1592,66525,807,0.012130777903043968,0.5069095477386935,0.02369452559566628
6bba_5a4d9360,0.4,722,5779,422,0.07302301436234643,0.5844875346260388,0.1298261805876019
6bba_5b28472a,0.4,724,7486,563,0.0752070531659097,0.7776243093922652,0.1371498172959805
6bba_5c039895,0.4,1145,9188,746,0.08119286025250326,0.651528384279476,0.14439175457272813
6bba_5c824876,0.4,1130,21876,840,0.03839824465167307,0.7433628318584071,0.07302442840998001
6bba_5dfe9ad1,0.4,1487,24260,1010,0.0416323165704864,0.6792199058507061,0.07845574241659223
6bba_5f89039d,0.4,885,6087,590,0.09692787908657795,0.6666666666666666,0.16924842226047043
6bba_61dd1e0d,0.4,543,10368,399,0.038483796296296294,0.7348066298342542,0.07313720098982678
6bba_61ecbe65,0.4,614,5783,391,0.06761196610755663,0.6368078175895765,0.12224480225105518
6bba_6321a359,0.4,798,5783,610,0.10548158395296559,0.7644110275689223,0.18538216076584105
6bba_6479435d,0.4,580,21872,297,0.013579005120702268,0.5120689655172413,0.02645644040619989
6bba_67ebd073,0.4,438,16135,267,0.0165478772854044,0.6095890410958904,0.032221082483557595
6bba_6ca87370,0.4,1052,8325,665,0.07987987987987988,0.6321292775665399,0.14183640823291033
6bba_6db0e9b4,0.4,440,27243,347,0.012737216899754066,0.7886363636363637,0.025069537261134995
6bba_6feb10f0,0.4,1343,8182,140,0.017110730872647275,0.10424422933730454,0.029396325459317585
6bba_6feeb0b1,0.4,1343,10290,784,0.0761904761904762,0.5837676842889055,0.13478896243445374
6bba_705ec2c9,0.4,562,6032,391,0.0648209549071618,0.6957295373665481,0.11859265999393388
6bba_718b21f9,0.4,652,6536,352,0.05385556915544676,0.5398773006134969,0.09794101279910963
6bba_74686d6a,0.4,576,26348,420,0.015940488841657812,0.7291666666666666,0.03119893032238895
6bba_767a1e17,0.4,658,39114,359,0.009178299330163113,0.5455927051671733,0.018052901538770996
6bba_76db78c1,0.4,604,6069,419,0.06903938045806558,0.6937086092715232,0.12558069833658025
6bba_784a78c9,0.4,1739,12850,1363,0.10607003891050584,0.7837837837837838,0.18685310850640893
6bba_786893ac,0.4,1395,60460,834,0.013794244128349321,0.5978494623655914,0.026966292134831458
6bba_789f8168,0.4,681,10215,481,0.04708761625061184,0.7063142437591777,0.08828928046989719
6bba_78a7bd97,0.4,832,33421,383,0.011459860566709553,0.46033653846153844,0.02236300470031822
6bba_7af54fde,0.4,1092,10049,912,0.09075529903472983,0.8351648351648352,0.16371959429135627
6bba_7b5d3b2c,0.4,555,6730,405,0.060178306092124816,0.7297297297297297,0.11118737131091284
6bba_7d3058ae,0.4,1173,9856,817,0.08289366883116883,0.6965046888320545,0.14815486444827275
6bba_7f87b3d8,0.4,934,9876,587,0.059437019036046985,0.6284796573875803,0.10860314523589269
6bba_80d12824,0.4,654,9881,454,0.045946766521607126,0.6941896024464832,0.0861888941623161
6bba_825bd1c6,0.4,930,11096,564,0.05082912761355443,0.6064516129032258,0.09379677365707634
6bba_87289e13,0.4,699,16150,416,0.025758513931888546,0.5951359084406295,0.049379785150454034
6bba_8b7818bf,0.4,725,6848,534,0.07797897196261683,0.736551724137931,0.14102733394955763
6bba_907271db,0.4,921,7508,530,0.07059136920618007,0.5754614549402823,0.1257563174753826
6bba_91951b3a,0.4,1148,10977,805,0.07333515532476997,0.7012195121951219,0.13278350515463916
6bba_96833384,0.4,721,5100,517,0.10137254901960785,0.7170596393897365,0.17763270915650234
6bba_969618f6,0.4,658,12871,536,0.04164400590474711,0.8145896656534954,0.07923719417547491
6bba_971fa5e0,0.4,767,7058,503,0.07126664777557382,0.6558018252933507,0.12856230031948881
6bba_9a41d029,0.4,1353,18573,967,0.05206482528401443,0.7147080561714708,0.09705911873933554
6bba_9e23430b,0.4,891,7894,677,0.08576133772485432,0.7598204264870931,0.1541263517359135
6bba_a5e926bb,0.4,698,8024,479,0.05969591226321037,0.6862464183381088,0.109837193304288
6bba_a90a0b9c,0.4,1112,37468,645,0.017214689868687946,0.5800359712230215,0.03343701399688958
6bba_ab78413d,0.4,1138,10816,280,0.025887573964497042,0.2460456942003515,0.04684624393508449
6bba_acd782a8,0.4,330,18035,185,0.010257831993346272,0.5606060606060606,0.02014701878573373
6bba_ae82a791,0.4,1471,8661,1072,0.12377323634684216,0.7287559483344663,0.21160679036715357
6bba_aeee7805,0.4,768,5670,663,0.11693121693121693,0.86328125,0.2059645852749301
6bba_af149c94,0.4,1317,9695,891,0.09190304280556988,0.6765375854214123,0.16182346531057026
6bba_afb141ff,0.4,626,6899,441,0.06392230758080882,0.7044728434504792,0.1172093023255814
6bba_b1ae37b9,0.4,579,23227,461,0.019847591165454,0.7962003454231433,0.03872973200033605
6bba_b204cac7,0.4,811,9610,451,0.04693028095733611,0.5561035758323057,0.08655599270703387
6bba_b329af44,0.4,1268,60906,865,0.014202213246642366,0.6821766561514195,0.027825135908900824
6bba_b693381b,0.4,935,6745,682,0.1011119347664937,0.7294117647058823,0.17760416666666667
6bba_bb9f20c3,0.4,1879,25742,1221,0.04743221194934349,0.6498137307078233,0.0884109916367981
6bba_bbb708ca,0.4,861,6782,663,0.09775877322323798,0.7700348432055749,0.1734920842601073
6bba_c27cba08,0.4,493,6324,361,0.05708412397216951,0.7322515212981744,0.10591169135983569
6bba_c328f2fd,0.4,500,31502,295,0.009364484794616214,0.59,0.01843634772826698
6bba_c73a1d11,0.4,710,15512,240,0.015471892728210418,0.3380281690140845,0.029589446430773027
6bba_cdcfe533,0.4,1348,28024,922,0.03290037111047674,0.6839762611275965,0.06278087974942123
6bba_cf35214c,0.4,817,34246,674,0.0196811306429948,0.824969400244798,0.03844508456207398
6bba_cff5865f,0.4,1501,45232,1061,0.023456844711708526,0.7068620919387075,0.045406885926433146
6bba_d0fc38b5,0.4,813,7251,568,0.07833402289339401,0.6986469864698647,0.14087301587301587
6bba_d1acb6ff,0.4,643,12608,447,0.035453680203045686,0.6951788491446346,0.06746660629386461
6bba_d2b9fc0c,0.4,921,23444,594,0.025336973212762327,0.6449511400651465,0.04875846501128669
6bba_d3da753b,0.4,857,20031,446,0.022265488492836105,0.5204200700116686,0.042703944848716965
