dataset,n_nodes,n_frames,est_nodes,density_per_frame,mean_nn_dist,median_nn_dist,min_nn_dist,std_nn_dist,mean_intensity,std_intensity,snr_mean,snr_std,contrast_ratio,cell_radius_mean,cell_volume_mean
6bba_61dd1e0d,10920,100,10128,109.2,13.55676843999959,12.717636622030055,1.8168052317185792,6.040319865543924,0.5720045859110806,0.31132263765483614,2.4260358777631135,1.304059150671594,1.8329222830382343,2.3543012335778393,56.50633031796704
6bba_61ecbe65,6168,100,5774,61.68,10.61428750655474,10.851514025099343,2.8726212985703494,2.781017631886746,0.9332611963861868,0.3410613883765711,3.341065450977173,1.5787305162397962,1.1711346466817205,2.369498707446498,57.48233975421531
6bba_6321a359,5601,100,4821,56.01,13.550396484331442,13.285661622786193,2.4375,4.567228276300055,0.9475486504302801,0.38942080950531444,3.0213867748970005,1.654486777352589,1.2137425008054576,2.3662396440796285,57.307200106397076
6bba_6479435d,28673,100,23453,286.73,8.21299944623182,8.375058302035873,1.6750116604071745,2.2126131777322953,0.6587513701965264,0.2190512834974991,1.4825306396689835,0.8677298744508353,1.1388170444625585,2.320120734027831,53.963154323515155
6bba_67ebd073,19127,100,16061,191.27,8.56361038643487,8.694129664607033,2.6012692214570947,2.097098756903305,0.6519645665932974,0.23137716637846356,1.8621750060889746,1.2115599376305497,1.2434738237518426,2.364015141918231,56.87989173204111
6bba_6ca87370,8318,100,7195,83.18,9.128733769799378,8.703362843985916,2.6012692214570947,3.601367358566631,0.7217915729141621,0.28074768512787096,2.1048820725159056,1.0636576727923406,1.2689234674597454,2.3435729193856694,55.65381654115172
6bba_6db0e9b4,32511,100,28435,325.11,8.551276934682543,8.365199489551937,2.333728575156074,3.008967603001188,0.6370972379305465,0.2233713747896577,2.083073299331805,1.1350987324861155,1.1431131705394975,2.3902181902454553,58.62958470936237
6bba_6feb10f0,8993,100,8862,89.93,10.256495793689412,9.81747485354559,3.832554834897995,3.6039868164422515,0.7553016341031914,0.21500451064133835,1.324020450688829,0.6824662636449237,0.9762757613156483,2.2666919588980314,50.77646173820749
6bba_6feeb0b1,8971,100,7518,89.71,8.652486299567137,8.492471390149042,2.03125,3.552080338986227,0.8406097823386468,0.28768356820718183,2.5344398952878158,1.2414067897863386,1.0920523355531047,2.392026194559135,58.515132253007465
6bba_705ec2c9,6479,100,5600,64.79,9.156096472746981,9.379009559249846,1.8168052317185792,3.0104499282949706,0.8564018049266863,0.3642610806201042,2.171872070274956,1.1840054125987303,1.3932236663443867,2.3444696904414264,56.044437995111906
6bba_718b21f9,4931,100,4306,49.31,13.649629220626036,13.916631340222516,4.318496736423452,4.970353585863678,1.0136142466842426,0.45209925572471343,2.8609283453701075,1.487786175332704,1.418899065213241,2.402532186615291,59.33388595743258
6bba_74686d6a,28292,100,29803,282.92,8.223437791146539,8.175623542733605,1.8168052317185792,2.476525915434129,0.5834549750850416,0.2500264731724835,2.0897732997552305,1.1069914116790318,1.5519299581357497,2.3816076999763185,58.02686959208116
6bba_767a1e17,54324,100,47714,543.24,9.778016250936282,9.905330206532971,2.2980970388562794,2.24394714966087,0.6290667853959576,0.19324167553097898,2.0375564996267905,1.0268410850677494,1.0418685490510795,2.3920805400745526,58.942652632821044
6bba_76db78c1,5188,100,4855,51.88,12.228765051295532,13.151461420693899,2.8726212985703494,4.4754123505311645,0.9631355933461836,0.43279696192244627,2.599356649973207,1.2312246924799042,1.421030238776044,2.3977579253276797,59.199195327023894
6bba_784a78c9,13698,100,13096,136.98,9.913356061732236,9.921984856308004,2.6012692214570947,2.7608231403791232,0.6660985968131113,0.24362646330837212,2.7838863506426192,1.2349258967219634,1.2675677576546296,2.3801338017739817,58.24191132540882
6bba_786893ac,78477,100,58979,784.77,7.305161289914442,7.094851236107774,1.625,2.238757673521988,0.5566498200465996,0.2139843196151308,1.6338553834823901,1.0385119180042632,1.3167262408784166,2.3482234116190734,55.87338875708233
6bba_789f8168,11975,100,10676,119.75,8.680992648418583,8.900491559458949,2.6012692214570947,2.1894255843129415,0.6205642229821294,0.2800671439127782,2.671615107225342,1.407680381192817,1.6375320086886447,2.3918455784826724,58.9553524997954
6bba_78a7bd97,41900,100,40613,419.0,8.583868401022825,8.325647497342175,2.03125,2.574749902997249,0.6342272764326968,0.18782354806845084,1.8452096449986937,0.9421634092247106,1.0639698433140612,2.376742949112172,57.88016217215704
6bba_7af54fde,10618,100,9624,106.18,11.151819322208704,10.593703908454303,2.9295104113144914,5.17846618121342,0.7113451059751366,0.22228504932225862,2.095409821464158,1.317049829539715,1.046141590526704,2.332577176970239,54.998794028837814
6bba_7b5d3b2c,6018,100,5780,60.18,14.024202017555654,14.265103016189544,1.8168052317185792,6.184233820139634,0.7987050195789299,0.4220276406439187,2.6829697830561647,1.2431846409682341,1.8680932888829236,2.377664775151213,57.98544227589731
6bba_7d3058ae,8455,100,7611,84.55,11.085641873902087,10.546863425919575,2.569350598886808,5.020022790742496,0.8383988329341219,0.33734010030157846,2.8891487107835196,1.1912314940466984,1.3042709844333615,2.3513840955564755,55.97824638672738
6bba_7f87b3d8,12425,100,10581,124.25,8.83319977076672,9.405367483517058,2.4375,2.76226459374638,0.6250749295129175,0.26124692018637624,2.0243311629517473,1.1909324497322953,1.4474933279833244,2.3656630470197184,56.94715203167807
6bba_80d12824,10704,100,9021,107.04,8.523130654848982,8.779131724534201,2.368824207280903,2.26613243715856,0.6614384545465246,0.3066632536071915,2.875607364363108,1.7960816003890618,1.5030413200003505,2.366900955620329,57.224265458322115
6bba_825bd1c6,9648,100,7586,96.48,10.47443463628662,10.268989603487725,2.03125,4.3896785842068144,0.7511581206945481,0.29826212691430737,2.369392311483074,1.2392875669613672,1.3021962960109508,2.32325126983209,54.28145338613288
6bba_87289e13,16177,100,14966,161.77,8.211897642083846,8.608283165794443,1.625,2.4323129486972794,0.6756143275716758,0.24603808205125272,2.9510072477406273,1.7295715256262398,1.210721662514186,2.3746207684749954,57.60448736580825
6bba_8b7818bf,6933,100,5828,69.33,13.425717457337289,12.56751299233464,3.65625,5.451901465359182,0.9188927337661906,0.4285884103393655,2.8551046487229192,1.4906043144679304,1.47595275786089,2.371669709317756,57.533140341035626
6bba_907271db,8209,100,7306,82.09,9.870336655471384,10.29344831069744,2.03125,2.734332982041065,0.7169354346960654,0.2544765632889159,2.562130289252467,1.220419598142273,1.1977636577541946,2.4201267467499084,60.66100618993544
6bba_91951b3a,12892,100,11907,128.92,9.49039864322984,9.622209416890696,2.03125,2.626971662534639,0.7320769700387062,0.25871707394584137,2.8826750745453893,1.4559256162654026,1.1932494822609894,2.3802747122393733,58.307487130767925
6bba_96833384,5265,100,4869,52.65,12.025127743110383,12.408909996744324,2.7252078475778685,3.741384037704405,1.042947098351377,0.39413818923898425,3.1631298484973414,1.5572402783539625,1.1684849720461696,2.3484232505109213,56.381063054474836
6bba_969618f6,14637,100,13888,146.37,10.509865351967445,10.476210028559947,3.832554834897995,2.228472545109995,0.7605722113014963,0.22930469880377313,2.254440516560951,0.9992613647415189,1.0242387374222879,2.3802976661091755,58.2471591230744
6bba_971fa5e0,6607,100,5609,66.07,9.768458966406547,9.992428774452184,1.86167137607581,3.5617893254685895,1.0206692731027698,0.4880377852178401,3.510803948836556,2.1980621068511046,1.5670006373845569,2.396303125466929,59.04522290747691
6bba_9a41d029,20680,100,18231,206.8,9.952907750644206,9.809051450104471,2.84375,3.514257424845087,0.6565216114115571,0.2861614603357332,1.991975366767179,1.1854499600510755,1.5209495157768869,2.3842337587572535,58.25883728299323
6bba_9e23430b,7992,100,7708,79.92,13.191089084894191,13.674401552261802,4.0827619710803615,4.93885680222949,0.6222304606072322,0.333356087205568,2.5125668805715087,1.4306779433092007,1.8714631702679603,2.3443640502139638,55.801190409151644
6bba_a5e926bb,9108,100,8440,91.08,9.032649210931464,9.290592775710564,2.471122277933652,2.351141754646247,0.7014397230278875,0.2666821992975982,2.87839874787399,1.4340192167278487,1.3351186009809588,2.3835308641886255,58.506753741172595
6bba_a90a0b9c,41402,100,36896,414.02,7.7969017729925145,7.66510966979599,2.03125,2.3661246673382523,0.4835734390657456,0.2087574837136624,1.804245997953375,0.9852498657866559,1.5603757827813212,2.3721157012289265,57.329785629847116
6bba_ab78413d,11844,100,9241,118.44,10.196874657810609,9.699085813879574,1.9902104160113323,4.412310440173207,0.6479555737597095,0.24438996430701956,1.4100186484386354,0.8149001817265247,1.1886254176869118,2.330315328031915,54.87250829569402
6bba_acd782a8,21438,100,19710,214.38,9.655342106473944,9.758459871439754,2.8726212985703494,2.1776161131533143,0.765112453780903,0.2614339816422283,2.6630341290051316,1.3946411544187012,1.1419059432450083,2.3962016000592405,59.146305383122495
6bba_ae82a791,8369,100,7403,83.69,11.264649473990165,11.490485194281398,2.333728575156074,4.414164818805199,0.7886629343989724,0.34872041007760973,2.7966632488416416,1.514432605250022,1.4329950584813946,2.402658802246386,59.651731718090566
6bba_aeee7805,5407,100,5034,54.07,14.970709958598258,15.080577844532352,2.2980970388562794,6.864367600462333,1.0589119199315702,0.44932845118078973,3.136149881373312,1.5128700060306752,1.335007290528955,2.356922399803958,56.64996804725356
6bba_af149c94,9751,100,8933,97.51,10.543185116958659,10.5625,2.8726212985703494,3.9399463198693367,0.8212629082165932,0.2702236353288918,2.2183241153097546,1.063273964574063,1.0535724335910022,2.3838631018326324,58.46178790290022
6bba_afb141ff,7192,100,6054,71.92,8.461284304498816,8.797915680006259,1.6750116604071745,2.938061178536219,0.8549868391879867,0.4072982079983414,2.7990278591220803,1.7163503372536708,1.5630768512769972,2.3787323852224698,58.08905755701474
6bba_b1ae37b9,27115,88,24298,308.125,7.298748507224604,7.10647262184271,1.4647552056572457,2.1744850471964803,0.743011342196312,0.2222570576597085,1.731982740038747,1.0534107684820626,0.9922071284445706,2.2764065928847503,51.00144666676747
6bba_b204cac7,5741,100,5092,57.41,12.675799969594,12.89410419393404,2.632800908728193,6.7306374806357665,0.9967567281815015,0.4050485938431454,2.797361617491639,1.2936167354755128,1.190364996511034,2.3459825351576384,55.45638781123499
6bba_b329af44,75302,100,62465,753.02,7.31025549365369,7.457758648716114,2.0714766773970688,1.625652652691256,0.6906091670299593,0.17452910352803022,1.7668981474024967,1.0075888927690684,0.8457389429718637,2.3960414687163687,58.95090584100687
6bba_b693381b,7060,100,5558,70.6,9.451585543377483,9.561989365451103,2.03125,2.4125087355581907,0.8254617399250709,0.4045221288638487,3.4375327789171393,1.7213472516739405,1.5471766678750751,2.395748828677054,59.17624381042493
6bba_bb9f20c3,28153,100,23071,281.53,7.876298524852002,7.981546098657828,2.03125,2.2669615527634903,0.6690853844268816,0.23523793928920708,1.8752836510821353,1.1754598564475902,1.154452731694483,2.326987214438248,53.975481539294215
6bba_bbb708ca,7474,100,6785,74.74,9.915557693223843,10.188698165737367,2.03125,3.004763438964286,0.8470463948073321,0.33350476056145634,2.6783635268944077,1.3869995854717387,1.2664216316922312,2.352278472308001,56.418868702341456
6bba_c27cba08,6725,100,6445,67.25,11.994621872879511,11.640320885289203,3.832554834897995,3.3808281338368524,0.8001314707048328,0.26576695800777406,2.602103197854067,1.3984371903850656,1.0350897960202967,2.343314933369517,55.94423659312714
6bba_c328f2fd,34173,100,31228,341.73,8.251000347933205,8.492471390149042,2.2980970388562794,2.1046905516967755,0.5522742433460627,0.2148224287758414,1.9258227796387486,0.9039633271521669,1.4414416219675865,2.3795910077148625,57.73614539518567
6bba_c73a1d11,20100,100,16315,201.0,10.582753405512602,9.825876630738858,3.0671202393287422,3.8887357639703923,0.7264733381771145,0.20756038885585787,1.7483393657788495,0.9281616369790568,0.9274686103085261,2.36453580301194,56.959509849824876
6bba_cdcfe533,31530,100,29785,315.3,9.289796418452235,9.484001743067111,2.471122277933652,2.1085240183123664,0.6497361044576594,0.22604678524220068,2.573295013520311,1.3980636635745338,1.1725760390877704,2.349210083504916,55.91271266024041
6bba_cf35214c,39629,100,34890,396.29,9.874460075621357,10.111456342419723,2.368824207280903,2.410810481835355,0.69909757178329,0.20219180458080765,2.1780589821550658,1.1192303555659415,0.9385291047548,2.3461544307615636,55.86300514719902
6bba_cff5865f,51967,100,46362,519.67,8.8906938833196,8.919014975040685,2.0714766773970688,3.050159100642539,0.5986297588796159,0.2400841881363009,2.3529501228415723,1.2712420321630513,1.3663593780715921,2.3792128967660244,57.77711910650027
6bba_d0fc38b5,6995,100,6111,69.95,10.565561482082073,11.036250637104976,1.8168052317185792,4.209970480504823,0.7766014366404574,0.3457696906658886,2.8924591509033597,1.3607727136870096,1.3956258064635947,2.3651160987548248,57.16540016565832
6bba_d1acb6ff,15976,100,14719,159.76,10.135470759652444,10.082859837367572,2.8726212985703494,2.301212082104878,0.7727681200719829,0.22861406249157695,2.2793491465383062,1.0562264986008238,0.9723909744413877,2.3724429386110413,57.745733705461944
6bba_d2b9fc0c,24865,100,20178,248.65,7.965730819274575,8.636993472846903,1.8168052317185792,3.370839734505746,0.771273782728333,0.2582869331757171,2.711526702221368,1.6636311488916102,1.096520404824497,2.3765377423945306,57.58361973369434
6bba_d3da753b,20874,100,17246,208.74,7.946000540987892,8.414378040740742,2.2980970388562794,2.801496249324012,0.7233100412419755,0.248680595919515,3.0209762446724167,2.0090207814964405,1.1312864392104232,2.3825573777871996,58.07131038569416
6bba_d5eae175,4988,100,4519,49.88,12.849845661508068,14.259317129512198,2.632800908728193,5.210755635022832,0.9891890097852847,0.4737580531854603,2.972534577666399,1.7694153597253708,1.4830112685334895,2.400805005753809,59.144968186247
6bba_d6ecebbb,6499,100,5359,64.99,10.329347522536674,10.570309612896871,1.6750116604071745,3.5623076262692415,0.7990064128727496,0.3835435149975901,2.1993600032438003,1.2316368604900287,1.6096888588732892,2.367053067485767,57.40830425339283
6bba_d82a4fc6,31790,100,27716,317.9,8.037733961495237,8.215897794063652,1.625,2.092234163095478,0.5995864516297578,0.21585949127572615,1.4043374820861805,0.9299411627994589,1.2067769788612492,2.322276869838314,53.88199233869488
6bba_debd7bfa,12843,100,11807,128.43,9.293455962232896,9.690574109024707,2.84375,2.3296240119032072,0.740640365229152,0.25370281260739497,2.7733161841881424,1.4129130695553516,1.1716614095022846,2.3848174532539126,58.511906075177144
6bba_df673a83,20899,99,19239,211.1010101010101,10.308071920436804,10.444655107398233,2.4375,2.085323054608956,0.6773761667189818,0.2173673758226108,2.666332548000761,1.2357104315139356,1.0812204431322316,2.3963329354906935,59.287504257052966
6bba_e16ffc58,7899,100,6367,78.99,10.479559617094143,10.794330832663968,2.368824207280903,4.448366773380952,0.8846829231662235,0.3580694359527919,2.5847149488044687,1.3512809664125804,1.2906547122378567,2.4022545181453347,59.418771499782245
6bba_e5e44988,6082,100,5615,60.82,11.84627350615079,12.140011647955697,2.333728575156074,3.358822626179674,0.5517004142844459,0.30668132227794953,2.8316745010619035,1.4302069030465732,2.185879267075281,2.367033977375863,57.27389423372246
6bba_ebdf3b34,65009,100,56847,650.09,7.708174922654946,7.845990715805111,2.03125,2.01293543695533,0.6159134480421172,0.20334730480298036,1.5506218053744938,0.8342865913110075,1.1038268092213288,2.3423047681102616,55.14642616469166
6bba_ebff6e76,47415,100,41596,474.15,7.895528590001656,7.66510966979599,2.1877232028983924,2.2513567626427338,0.5043223853214595,0.18737858532612367,1.700880569560444,0.905612766888468,1.277695274221245,2.384837120427291,58.299469138353054
6bba_ed9377fd,5386,100,4443,53.86,11.781603452489987,12.958674158887352,2.0714766773970688,4.75583121996503,0.9375752314697363,0.46602705036108116,2.917891641784627,1.4747983439944048,1.7469023328318447,2.394990421099146,59.069782500464164
6bba_edf14583,63891,100,59242,638.91,7.167048491855147,7.141223306444072,1.9902104160113323,1.8548474744885601,0.6402570674370411,0.19906083366350671,1.5138884063708895,0.8809981388002711,1.0237149771757112,2.3489209485501874,55.6350994178349
6bba_eebc57a5,9525,100,9347,95.25,9.997819704683666,10.309469251615235,2.6012692214570947,4.022872806560104,0.8479818766708661,0.29806200433969027,2.5532625630535013,1.0279193246936733,1.1150678845955102,2.324998274743307,54.0927850368084
6bba_ef7b4f7e,6511,100,6107,65.11,12.555002321703896,12.40227423700992,2.6012692214570947,4.60758047933273,0.8164309425728767,0.41854683580763263,2.7169564674162188,1.3235808874821093,1.8015868632660763,2.382924371506681,58.216753458639225
6bba_f17befbc,26720,100,24963,267.2,9.421433699424217,9.484001743067111,2.84375,2.3796527919071653,0.6758854479509356,0.25326775990801725,1.7935556457120077,1.0588462971410142,1.2176408832400891,2.3021653203214822,52.773490175733905
6bba_f1fde7e0,10094,100,9040,100.94,9.206678310170622,9.518741792511236,2.8726212985703494,2.1940861622435324,0.5962241453519913,0.27535751621332044,1.885856475779037,0.9499225836568227,1.6448888640183308,2.3572100557628297,56.42290749496731
6bba_f20478e9,6722,100,5973,67.22,11.516999491393943,11.668642875780371,2.9575446425202108,3.722494900569552,0.8837138117955966,0.3662461155642508,2.6498663574258408,1.287514660355196,1.2380181173356062,2.354972046227313,56.48515367407022
6bba_f4ae811c,9424,100,8903,94.24,10.269433889177161,10.220992302669043,3.65625,2.492930674506282,0.7378397932200764,0.24585929834530232,2.8850634180863435,1.397294494432525,1.1233184525538755,2.3639604405730053,57.153543486592746
6bba_f8ffd5e7,35655,100,29540,356.55,9.570509778601865,9.901171805650076,1.6750116604071745,2.7530833473325838,0.708166655123545,0.1783222435741958,1.5793281637406085,0.7951345810413624,0.8151825560612866,2.319791086140794,53.96483934273426
6bba_fbc898dc,5452,100,4889,54.52,12.69270677220226,12.48847124601326,3.65625,5.076577695289901,1.0554889069258988,0.5496562794588602,2.8843256702182134,1.3754017554612312,1.8008655494288277,2.361786621472854,57.00564546316948
6bba_fc516dc6,9171,100,7866,91.71,8.364155491258652,8.872633927560631,2.2980970388562794,2.5656727910081574,0.7047833271829681,0.27685295865949744,3.249152121906095,1.9573843984214625,1.2807646219391133,2.3747916374593827,57.60048629558501
6bba_fc5f39dc,15474,100,14020,154.74,11.240948459281558,11.173720828182706,5.154734625807618,3.2597226599784475,0.8003309990228771,0.2461938258821755,2.1048551285518093,0.9519149142121692,1.0291521252041969,2.403375190317307,59.61697817387424
6bba_fc83837d,14027,100,13087,140.27,8.767028103151572,8.25592112834282,1.86167137607581,3.6321105808818173,0.4429955776573038,0.21346552396564442,1.9023268730854708,1.0673744216360423,1.8193890471528025,2.3557901992607118,56.36558177892635
6bba_fe670320,12353,100,10836,123.53,12.184791591023279,11.81618663292444,3.9804208320226646,4.282088322722763,0.609441984269813,0.25694378344727326,2.32732889081462,1.331970330233054,1.4741425331072509,2.3743884003149036,57.65928521098194
