dataset,gt_node_id,has_prev,has_next,prev_detected,next_detected,both_surrounding_detected,dist_delta_t2_um,interp_error_um,is_recovered_node
6bba_283bf9f1,21000700.0,True,True,False,False,False,,,False
6bba_283bf9f1,21000704.0,True,True,True,False,False,,,False
6bba_283bf9f1,21000706.0,True,True,False,False,False,,,False
6bba_283bf9f1,22000733.0,True,True,False,False,False,,,False
6bba_283bf9f1,22000736.0,False,True,False,True,False,,,False
6bba_283bf9f1,22000737.0,True,True,False,False,False,,,False
6bba_283bf9f1,22000739.0,True,True,False,True,False,,,False
6bba_283bf9f1,23000764.0,True,True,True,True,True,2.4375,1.8168052317185792,True
6bba_283bf9f1,23000765.0,True,True,False,False,False,,,False
6bba_283bf9f1,23000770.0,True,True,False,True,False,,,False
6bba_283bf9f1,23000773.0,True,True,True,True,True,6.5253412267099105,3.553236310921355,True
6bba_283bf9f1,24000797.0,True,True,False,False,False,,,False
6bba_283bf9f1,24000802.0,True,True,True,True,True,8.125,4.0827619710803615,True
6bba_283bf9f1,24000805.0,True,True,True,False,False,,,False
6bba_283bf9f1,25000830.0,True,False,False,False,False,,,False
6bba_283bf9f1,25000835.0,True,True,True,False,False,,,False
6bba_283bf9f1,25000837.0,True,True,False,True,False,,,False
6bba_283bf9f1,26000865.0,True,True,False,False,False,,,False
6bba_283bf9f1,27000897.0,True,False,False,False,False,,,False
6bba_283bf9f1,28000929.0,True,True,True,False,False,,,False
6bba_283bf9f1,28000932.0,True,True,True,False,False,,,False
6bba_283bf9f1,29000955.0,True,True,True,False,False,,,False
6bba_283bf9f1,29000960.0,True,True,False,True,False,,,False
6bba_283bf9f1,29000963.0,True,True,False,True,False,,,False
6bba_283bf9f1,30000990.0,True,True,False,False,False,,,False
6bba_283bf9f1,31001020.0,True,True,False,False,False,,,False
6bba_283bf9f1,32001050.0,True,True,False,True,False,,,False
6bba_283bf9f1,33001075.0,True,True,True,True,True,4.875,1.6750116604071745,True
6bba_283bf9f1,36001169.0,True,True,True,True,True,9.967623368938053,1.4363106492851747,True
6bba_283bf9f1,37001196.0,True,True,True,True,True,4.0625,1.7235727791422095,True
6bba_283bf9f1,38001219.0,True,True,True,False,False,,,False
6bba_283bf9f1,39001243.0,True,True,False,True,False,,,False
6bba_283bf9f1,42001330.0,True,True,True,True,True,7.4908798715504705,0.40625,True
6bba_283bf9f1,44001371.0,True,True,True,True,True,4.318496736423452,1.235561138966826,True
6bba_283bf9f1,46001417.0,True,True,True,True,True,4.908737426772795,3.107215016095603,True
6bba_283bf9f1,47001446.0,True,True,True,True,True,2.9575446425202108,6.191148703239569,True
6bba_283bf9f1,49001493.0,True,True,True,False,False,,,False
6bba_283bf9f1,50001520.0,True,True,False,False,False,,,False
6bba_283bf9f1,51001546.0,True,True,False,True,False,,,False
6bba_283bf9f1,52001574.0,False,True,False,False,False,,,False
6bba_283bf9f1,53001598.0,True,True,False,True,False,,,False
6bba_283bf9f1,63001836.0,True,True,True,True,True,8.135149910265945,5.045520329027027,True
6bba_283bf9f1,65001908.0,True,True,True,False,False,,,False
6bba_283bf9f1,66001934.0,True,True,False,False,False,,,False
6bba_283bf9f1,66001935.0,True,True,True,False,False,,,False
6bba_283bf9f1,67001962.0,True,True,False,True,False,,,False
6bba_283bf9f1,67001966.0,True,True,False,True,False,,,False
6bba_283bf9f1,68001999.0,True,True,True,True,True,9.165417765301264,2.577367312903809,True
6bba_283bf9f1,68002001.0,True,True,True,True,True,7.556686815331174,3.864716698058216,True
6bba_283bf9f1,71002080.0,True,True,True,True,True,2.0714766773970688,2.4543687133863976,True
6bba_283bf9f1,72002109.0,True,True,True,True,True,4.33756303988772,4.746349337253844,True
6bba_283bf9f1,76002194.0,True,True,True,True,True,12.281925871987667,3.506481164394014,True
6bba_283bf9f1,76002198.0,True,True,True,True,True,3.832554834897995,1.5864569654185392,True
6bba_283bf9f1,78002247.0,True,True,True,True,True,9.917826437783633,3.65625,True
6bba_283bf9f1,82002342.0,True,True,True,False,False,,,False
6bba_283bf9f1,83002355.0,True,True,True,True,True,2.471122277933652,5.876599682480082,True
6bba_283bf9f1,83002360.0,True,True,False,True,False,,,False
6bba_283bf9f1,83002366.0,True,True,True,False,False,,,False
6bba_283bf9f1,83002371.0,True,True,True,True,True,6.809990937035085,1.421875,True
6bba_283bf9f1,84002389.0,True,True,True,True,True,8.84468855443763,2.9435609015697297,True
6bba_283bf9f1,84002390.0,True,True,False,True,False,,,False
6bba_283bf9f1,85002412.0,True,True,True,True,True,5.008586377412294,4.737648414561806,True
6bba_283bf9f1,87002455.0,True,True,True,True,True,8.463270828999862,1.7473473198680336,True
6bba_283bf9f1,88002493.0,True,True,True,False,False,,,False
6bba_283bf9f1,89002517.0,True,True,False,True,False,,,False
6bba_283bf9f1,92002589.0,True,True,True,True,True,4.0625,3.65625,True
6bba_283bf9f1,95002632.0,True,True,True,True,True,6.625736987309412,1.7473473198680336,True
6bba_283bf9f1,95002644.0,True,True,True,False,False,,,False
6bba_283bf9f1,96002663.0,True,True,False,True,False,,,False
6bba_283bf9f1,98002687.0,True,False,True,False,False,,,False
6bba_283bf9f1,98002699.0,True,True,True,False,False,,,False
6bba_283bf9f1,99002715.0,True,True,False,True,False,,,False
6bba_283bf9f1,100002730.0,True,False,True,False,False,,,False
6bba_312f0dc3,2000018.0,True,True,True,True,True,8.125,2.75532155564464,True
6bba_312f0dc3,9000137.0,True,True,True,True,True,4.0625,4.021669817998489,True
6bba_312f0dc3,10000139.0,True,True,True,True,True,9.120289880261483,5.343384490423649,True
6bba_312f0dc3,12000189.0,True,True,True,True,True,6.107276653713994,5.809517043718006,True
6bba_312f0dc3,13000190.0,True,False,True,False,False,,,False
6bba_312f0dc3,16000246.0,True,True,True,False,False,,,False
6bba_312f0dc3,17000263.0,True,True,False,False,False,,,False
6bba_312f0dc3,18000277.0,True,True,False,False,False,,,False
6bba_312f0dc3,19000291.0,True,True,False,False,False,,,False
6bba_312f0dc3,20000303.0,True,True,False,False,False,,,False
6bba_312f0dc3,21000315.0,True,True,False,False,False,,,False
6bba_312f0dc3,22000325.0,True,True,False,False,False,,,False
6bba_312f0dc3,23000336.0,True,True,False,True,False,,,False
6bba_312f0dc3,28000397.0,True,True,True,False,False,,,False
6bba_312f0dc3,29000408.0,True,True,False,False,False,,,False
6bba_312f0dc3,30000417.0,True,True,False,False,False,,,False
6bba_312f0dc3,31000426.0,True,True,False,False,False,,,False
6bba_312f0dc3,32000435.0,True,True,False,False,False,,,False
6bba_312f0dc3,33000445.0,True,True,False,False,False,,,False
6bba_312f0dc3,34000454.0,True,True,False,False,False,,,False
6bba_312f0dc3,35000463.0,True,True,False,False,False,,,False
6bba_312f0dc3,36000470.0,True,True,False,True,False,,,False
6bba_312f0dc3,41000519.0,True,True,True,False,False,,,False
6bba_312f0dc3,42000527.0,True,True,False,False,False,,,False
6bba_312f0dc3,43000537.0,True,True,False,False,False,,,False
6bba_312f0dc3,44000549.0,True,True,False,False,False,,,False
6bba_312f0dc3,45000558.0,True,True,False,False,False,,,False
6bba_312f0dc3,46000566.0,True,True,False,False,False,,,False
6bba_312f0dc3,47000577.0,True,True,False,False,False,,,False
6bba_312f0dc3,48000589.0,True,True,False,True,False,,,False
6bba_312f0dc3,50000617.0,True,True,True,True,True,8.75089281159357,1.9902104160113323,True
6bba_312f0dc3,59000718.0,True,True,True,True,True,9.352577351992338,5.977537706384628,True
6bba_32db13fc,1000037.0,False,True,False,False,False,,,False
6bba_32db13fc,2000067.0,True,True,True,False,False,,,False
6bba_32db13fc,2000077.0,True,True,False,True,False,,,False
6bba_32db13fc,3000106.0,True,True,False,True,False,,,False
6bba_32db13fc,6000221.0,True,True,True,False,False,,,False
6bba_32db13fc,6000227.0,True,True,True,False,False,,,False
6bba_32db13fc,6000238.0,True,True,True,False,False,,,False
6bba_32db13fc,6000239.0,True,True,True,False,False,,,False
6bba_32db13fc,7000260.0,True,True,False,True,False,,,False
6bba_32db13fc,7000269.0,True,True,False,False,False,,,False
6bba_32db13fc,7000277.0,True,True,True,False,False,,,False
6bba_32db13fc,7000278.0,True,True,False,False,False,,,False
6bba_32db13fc,7000279.0,True,True,False,True,False,,,False
6bba_32db13fc,8000301.0,True,False,False,False,False,,,False
6bba_32db13fc,8000306.0,True,True,False,False,False,,,False
6bba_32db13fc,8000310.0,True,True,False,True,False,,,False
6bba_32db13fc,9000339.0,True,True,False,False,False,,,False
6bba_32db13fc,10000369.0,True,True,False,False,False,,,False
6bba_32db13fc,11000399.0,True,True,False,False,False,,,False
6bba_32db13fc,11000401.0,True,True,True,True,True,4.5420130792964475,1.235561138966826,True
6bba_32db13fc,12000424.0,True,True,True,True,True,8.175623542733605,1.828125,True
6bba_32db13fc,12000426.0,True,True,False,False,False,,,False
6bba_32db13fc,12000427.0,True,True,True,False,False,,,False
6bba_32db13fc,13000453.0,True,True,False,False,False,,,False
6bba_32db13fc,13000458.0,True,True,False,False,False,,,False
6bba_32db13fc,14000484.0,True,True,False,True,False,,,False
6bba_32db13fc,14000487.0,True,True,False,False,False,,,False
6bba_32db13fc,15000515.0,True,True,False,True,False,,,False
6bba_32db13fc,16000536.0,True,True,True,True,True,15.670932486613552,3.72334275215162,True
6bba_32db13fc,16000541.0,True,True,True,False,False,,,False
6bba_32db13fc,17000570.0,True,True,False,False,False,,,False
6bba_32db13fc,17000576.0,True,True,True,False,False,,,False
6bba_32db13fc,17000583.0,False,True,False,False,False,,,False
6bba_32db13fc,18000596.0,True,False,True,False,False,,,False
6bba_32db13fc,18000599.0,True,True,False,False,False,,,False
6bba_32db13fc,18000601.0,True,True,True,False,False,,,False
6bba_32db13fc,18000607.0,True,True,False,True,False,,,False
6bba_32db13fc,18000610.0,True,True,False,True,False,,,False
6bba_32db13fc,19000622.0,True,True,False,False,False,,,False
6bba_32db13fc,19000623.0,True,True,False,False,False,,,False
6bba_32db13fc,20000643.0,True,True,False,False,False,,,False
6bba_32db13fc,20000647.0,True,True,False,True,False,,,False
6bba_32db13fc,20000656.0,True,True,True,True,True,3.8540258983302125,0.642337649721702,True
6bba_32db13fc,21000674.0,True,True,False,False,False,,,False
6bba_32db13fc,22000695.0,True,True,False,False,False,,,False
6bba_32db13fc,22000703.0,True,True,True,True,True,6.613270867165506,3.5005928627341114,True
6bba_32db13fc,22000711.0,True,True,True,False,False,,,False
6bba_32db13fc,23000727.0,True,True,False,False,False,,,False
6bba_32db13fc,23000728.0,True,True,True,True,True,10.229113628511515,7.691976592934354,False
6bba_32db13fc,23000736.0,True,True,False,False,False,,,False
6bba_32db13fc,24000746.0,True,True,False,False,False,,,False
6bba_32db13fc,24000756.0,True,True,False,False,False,,,False
6bba_32db13fc,25000766.0,True,True,False,True,False,,,False
6bba_32db13fc,25000775.0,False,True,False,False,False,,,False
6bba_32db13fc,25000776.0,True,True,False,False,False,,,False
6bba_32db13fc,26000795.0,True,True,False,False,False,,,False
6bba_32db13fc,26000797.0,True,True,False,False,False,,,False
6bba_32db13fc,27000810.0,True,True,True,False,False,,,False
6bba_32db13fc,27000819.0,True,True,False,True,False,,,False
6bba_32db13fc,27000822.0,True,True,False,False,False,,,False
6bba_32db13fc,28000833.0,True,True,False,False,False,,,False
6bba_32db13fc,28000845.0,True,True,False,False,False,,,False
6bba_32db13fc,29000855.0,True,True,False,False,False,,,False
6bba_32db13fc,29000867.0,True,True,False,False,False,,,False
6bba_32db13fc,30000877.0,True,True,False,False,False,,,False
6bba_32db13fc,30000889.0,True,True,False,False,False,,,False
6bba_32db13fc,31000899.0,True,False,False,False,False,,,False
6bba_32db13fc,31000911.0,True,False,False,False,False,,,False
6bba_32db13fc,33000953.0,False,True,False,False,False,,,False
6bba_32db13fc,34000969.0,True,True,False,False,False,,,False
6bba_32db13fc,34000970.0,True,True,True,False,False,,,False
6bba_32db13fc,35000985.0,True,True,False,True,False,,,False
6bba_32db13fc,35000986.0,True,True,False,False,False,,,False
6bba_32db13fc,36001000.0,True,True,False,False,False,,,False
6bba_32db13fc,37001002.0,True,True,True,True,True,8.325647497342175,2.9575446425202108,True
6bba_32db13fc,37001014.0,True,True,False,True,False,,,False
6bba_32db13fc,38001029.0,True,True,True,True,True,7.3125,2.7252078475778685,True
6bba_32db13fc,39001039.0,False,True,False,False,False,,,False
6bba_32db13fc,39001044.0,True,True,True,True,True,1.7235727791422095,6.681546707630652,True
6bba_32db13fc,40001054.0,True,True,False,True,False,,,False
6bba_32db13fc,40001062.0,True,True,True,True,True,0.9084026158592896,2.3070565154813614,True
6bba_32db13fc,41001080.0,True,True,True,True,True,9.484001743067111,4.811104708445348,True
6bba_32db13fc,42001090.0,True,True,True,False,False,,,False
6bba_32db13fc,42001095.0,False,True,False,False,False,,,False
6bba_32db13fc,42001096.0,True,True,True,False,False,,,False
6bba_32db13fc,43001104.0,True,True,False,False,False,,,False
6bba_32db13fc,43001109.0,True,True,False,True,False,,,False
6bba_32db13fc,43001110.0,True,True,False,True,False,,,False
6bba_32db13fc,44001119.0,True,True,False,True,False,,,False
6bba_32db13fc,45001139.0,True,True,True,True,True,14.987266730878583,1.4787723212601054,True
6bba_32db13fc,46001156.0,True,True,True,False,False,,,False
6bba_32db13fc,47001170.0,True,True,False,False,False,,,False
6bba_32db13fc,48001177.0,True,True,True,True,True,5.420051026051323,4.676288675996169,True
6bba_32db13fc,48001185.0,True,True,False,True,False,,,False
6bba_32db13fc,50001210.0,True,True,True,True,True,4.394265616971737,2.640625,True
6bba_32db13fc,50001212.0,True,True,True,False,False,,,False
6bba_32db13fc,51001230.0,True,True,False,False,False,,,False
6bba_32db13fc,51001236.0,True,True,True,False,False,,,False
6bba_32db13fc,52001247.0,True,True,False,True,False,,,False
6bba_32db13fc,52001253.0,True,True,False,True,False,,,False
6bba_32db13fc,54001275.0,True,True,True,False,False,,,False
6bba_32db13fc,55001289.0,True,True,False,False,False,,,False
6bba_32db13fc,56001301.0,True,True,False,False,False,,,False
6bba_32db13fc,57001312.0,True,True,False,False,False,,,False
6bba_32db13fc,58001326.0,True,True,False,False,False,,,False
6bba_32db13fc,59001340.0,True,True,False,True,False,,,False
6bba_32db13fc,71001467.0,True,True,True,False,False,,,False
6bba_32db13fc,72001477.0,True,True,False,False,False,,,False
6bba_32db13fc,73001488.0,True,True,False,False,False,,,False
6bba_32db13fc,73001491.0,False,True,False,True,False,,,False
6bba_32db13fc,74001505.0,True,True,False,False,False,,,False
6bba_32db13fc,75001519.0,True,True,False,False,False,,,False
6bba_32db13fc,76001531.0,True,True,False,False,False,,,False
6bba_32db13fc,76001534.0,True,True,True,True,True,10.468330215464164,2.471122277933652,True
6bba_32db13fc,77001539.0,True,True,False,False,False,,,False
6bba_32db13fc,78001555.0,True,True,False,True,False,,,False
6bba_32db13fc,82001596.0,True,True,True,False,False,,,False
6bba_32db13fc,83001604.0,True,True,False,False,False,,,False
6bba_32db13fc,84001611.0,True,True,False,True,False,,,False
6bba_32db13fc,86001624.0,True,True,True,False,False,,,False
6bba_32db13fc,87001630.0,True,True,False,True,False,,,False
6bba_32db13fc,94001696.0,True,True,True,True,True,7.814374775053984,1.8393751061841628,True
6bba_32db13fc,97001724.0,True,True,True,True,True,10.663578858080433,2.7024023600539206,True
6bba_32db13fc,97001726.0,True,True,True,False,False,,,False
6bba_32db13fc,98001736.0,True,True,False,True,False,,,False
6bba_337b1b3a,51000493.0,True,True,True,False,False,,,False
6bba_337b1b3a,52000511.0,True,True,False,False,False,,,False
6bba_337b1b3a,53000527.0,True,True,False,False,False,,,False
6bba_337b1b3a,54000547.0,True,True,False,False,False,,,False
6bba_337b1b3a,55000566.0,True,True,False,False,False,,,False
6bba_337b1b3a,56000585.0,True,True,False,False,False,,,False
6bba_337b1b3a,57000607.0,True,True,False,True,False,,,False
6bba_337b1b3a,61000692.0,True,True,True,True,True,8.617863895711048,4.640861736385819,True
6bba_337b1b3a,65000791.0,False,True,False,True,False,,,False
6bba_337b1b3a,71000964.0,False,True,False,True,False,,,False
6bba_337b1b3a,73001023.0,True,True,True,True,True,4.375446405796785,1.7235727791422095,True
6bba_337b1b3a,79001259.0,True,True,True,True,True,6.90625,4.323271195301655,True
6bba_337b1b3a,94001841.0,True,True,True,True,True,8.722557412393455,1.6376461051231428,True
6bba_337b1b3a,99002065.0,True,True,True,True,True,4.5420130792964475,3.2563414694446586,True
6bba_372c8cb8,71000941.0,True,True,True,True,True,2.03125,7.405013741758013,False
6bba_372c8cb8,73000968.0,True,True,True,False,False,,,False
6bba_372c8cb8,74000982.0,True,True,False,True,False,,,False
6bba_372c8cb8,79001040.0,False,True,False,False,False,,,False
6bba_372c8cb8,80001053.0,True,True,False,True,False,,,False
6bba_372c8cb8,82001077.0,True,True,True,False,False,,,False
6bba_372c8cb8,83001089.0,True,True,False,False,False,,,False
6bba_372c8cb8,84001101.0,True,True,False,False,False,,,False
6bba_372c8cb8,85001112.0,True,True,False,False,False,,,False
6bba_372c8cb8,86001123.0,True,True,False,False,False,,,False
6bba_372c8cb8,87001134.0,True,True,False,False,False,,,False
6bba_372c8cb8,88001146.0,True,True,False,False,False,,,False
6bba_372c8cb8,89001158.0,True,True,False,False,False,,,False
6bba_372c8cb8,90001171.0,True,True,False,False,False,,,False
6bba_372c8cb8,91001184.0,True,True,False,False,False,,,False
6bba_372c8cb8,92001194.0,True,True,False,False,False,,,False
6bba_372c8cb8,93001204.0,True,True,False,False,False,,,False
6bba_372c8cb8,94001214.0,True,True,False,False,False,,,False
6bba_372c8cb8,95001224.0,True,True,False,False,False,,,False
6bba_372c8cb8,96001235.0,True,True,False,False,False,,,False
6bba_372c8cb8,97001247.0,True,True,False,False,False,,,False
6bba_372c8cb8,98001260.0,True,True,False,False,False,,,False
6bba_372c8cb8,99001273.0,True,True,False,False,False,,,False
6bba_372c8cb8,100001286.0,True,False,False,False,False,,,False
6bba_3a1849c2,1000002.0,False,True,False,False,False,,,False
6bba_3a1849c2,1000004.0,False,True,False,True,False,,,False
6bba_3a1849c2,1000008.0,False,True,False,False,False,,,False
6bba_3a1849c2,2000012.0,True,True,False,False,False,,,False
6bba_3a1849c2,2000018.0,True,True,False,False,False,,,False
6bba_3a1849c2,3000022.0,True,True,False,False,False,,,False
6bba_3a1849c2,3000028.0,True,True,False,False,False,,,False
6bba_3a1849c2,4000031.0,True,True,False,False,False,,,False
6bba_3a1849c2,4000035.0,True,True,True,False,False,,,False
6bba_3a1849c2,4000038.0,True,True,False,False,False,,,False
6bba_3a1849c2,5000041.0,True,True,False,False,False,,,False
6bba_3a1849c2,5000043.0,True,True,False,False,False,,,False
6bba_3a1849c2,5000047.0,True,True,False,False,False,,,False
6bba_3a1849c2,6000050.0,True,True,False,False,False,,,False
6bba_3a1849c2,6000052.0,True,True,False,False,False,,,False
6bba_3a1849c2,6000056.0,True,True,False,False,False,,,False
6bba_3a1849c2,7000060.0,True,True,False,False,False,,,False
6bba_3a1849c2,7000062.0,True,True,False,False,False,,,False
6bba_3a1849c2,7000066.0,True,True,False,False,False,,,False
6bba_3a1849c2,8000070.0,True,True,False,False,False,,,False
6bba_3a1849c2,8000072.0,True,True,False,False,False,,,False
6bba_3a1849c2,8000077.0,True,True,False,False,False,,,False
6bba_3a1849c2,9000080.0,True,True,False,False,False,,,False
6bba_3a1849c2,9000082.0,True,True,False,False,False,,,False
6bba_3a1849c2,9000086.0,True,True,False,False,False,,,False
6bba_3a1849c2,10000090.0,True,True,False,False,False,,,False
6bba_3a1849c2,10000092.0,True,True,False,False,False,,,False
6bba_3a1849c2,10000096.0,True,True,False,False,False,,,False
6bba_3a1849c2,11000100.0,True,True,False,False,False,,,False
6bba_3a1849c2,11000102.0,True,True,False,False,False,,,False
6bba_3a1849c2,11000107.0,True,True,False,False,False,,,False
6bba_3a1849c2,12000110.0,True,True,False,False,False,,,False
6bba_3a1849c2,12000113.0,True,True,False,False,False,,,False
6bba_3a1849c2,12000117.0,True,True,False,False,False,,,False
6bba_3a1849c2,13000120.0,True,True,False,False,False,,,False
6bba_3a1849c2,13000123.0,True,True,False,False,False,,,False
6bba_3a1849c2,13000127.0,True,True,False,False,False,,,False
6bba_3a1849c2,14000131.0,True,True,False,False,False,,,False
6bba_3a1849c2,14000134.0,True,True,False,False,False,,,False
6bba_3a1849c2,14000140.0,True,True,False,False,False,,,False
6bba_3a1849c2,15000143.0,True,True,False,False,False,,,False
6bba_3a1849c2,15000146.0,True,True,False,True,False,,,False
6bba_3a1849c2,15000148.0,True,True,True,False,False,,,False
6bba_3a1849c2,15000151.0,True,True,False,False,False,,,False
6bba_3a1849c2,16000155.0,True,False,False,False,False,,,False
6bba_3a1849c2,16000160.0,True,True,False,False,False,,,False
6bba_3a1849c2,16000164.0,True,True,False,False,False,,,False
6bba_3a1849c2,17000169.0,True,True,True,False,False,,,False
6bba_3a1849c2,17000171.0,True,True,False,False,False,,,False
6bba_3a1849c2,17000174.0,True,True,False,False,False,,,False
6bba_3a1849c2,18000182.0,True,True,False,True,False,,,False
6bba_3a1849c2,18000184.0,True,False,False,False,False,,,False
6bba_3a1849c2,18000187.0,True,True,False,False,False,,,False
6bba_3a1849c2,19000197.0,True,True,False,False,False,,,False
6bba_3a1849c2,20000208.0,True,True,False,False,False,,,False
6bba_3a1849c2,21000219.0,True,True,False,False,False,,,False
6bba_3a1849c2,22000230.0,True,True,False,False,False,,,False
6bba_3a1849c2,23000241.0,True,True,False,False,False,,,False
6bba_3a1849c2,24000251.0,True,True,False,False,False,,,False
6bba_3a1849c2,25000262.0,True,True,False,False,False,,,False
6bba_3a1849c2,26000268.0,True,True,True,False,False,,,False
6bba_3a1849c2,26000272.0,True,True,False,False,False,,,False
6bba_3a1849c2,27000277.0,True,True,False,False,False,,,False
6bba_3a1849c2,27000282.0,True,True,False,False,False,,,False
6bba_3a1849c2,28000286.0,True,True,False,True,False,,,False
6bba_3a1849c2,28000291.0,True,True,False,False,False,,,False
6bba_3a1849c2,29000299.0,True,True,False,False,False,,,False
6bba_3a1849c2,30000304.0,True,True,True,False,False,,,False
6bba_3a1849c2,30000308.0,True,True,False,False,False,,,False
6bba_3a1849c2,31000313.0,True,True,False,False,False,,,False
6bba_3a1849c2,31000317.0,True,True,False,False,False,,,False
6bba_3a1849c2,32000322.0,True,True,False,False,False,,,False
6bba_3a1849c2,32000326.0,True,True,False,False,False,,,False
6bba_3a1849c2,33000332.0,True,True,False,False,False,,,False
6bba_3a1849c2,33000336.0,True,True,False,False,False,,,False
6bba_3a1849c2,34000342.0,True,True,False,False,False,,,False
6bba_3a1849c2,34000345.0,True,True,False,False,False,,,False
6bba_3a1849c2,35000352.0,True,True,False,False,False,,,False
6bba_3a1849c2,35000355.0,True,True,False,False,False,,,False
6bba_3a1849c2,36000362.0,True,True,False,False,False,,,False
6bba_3a1849c2,36000366.0,True,True,False,False,False,,,False
6bba_3a1849c2,37000373.0,True,True,False,False,False,,,False
6bba_3a1849c2,37000377.0,True,True,False,False,False,,,False
6bba_3a1849c2,38000384.0,True,True,False,False,False,,,False
6bba_3a1849c2,38000388.0,True,True,False,False,False,,,False
6bba_3a1849c2,39000395.0,True,True,False,False,False,,,False
6bba_3a1849c2,39000399.0,True,True,False,False,False,,,False
6bba_3a1849c2,40000405.0,True,True,False,False,False,,,False
6bba_3a1849c2,40000410.0,True,True,False,False,False,,,False
6bba_3a1849c2,41000415.0,True,True,False,False,False,,,False
6bba_3a1849c2,41000419.0,True,True,False,False,False,,,False
6bba_3a1849c2,42000424.0,True,True,False,False,False,,,False
6bba_3a1849c2,42000428.0,True,True,False,True,False,,,False
6bba_3a1849c2,43000433.0,True,True,False,False,False,,,False
6bba_3a1849c2,43000437.0,False,True,False,False,False,,,False
6bba_3a1849c2,44000444.0,True,True,False,False,False,,,False
6bba_3a1849c2,44000448.0,True,True,False,False,False,,,False
6bba_3a1849c2,45000457.0,True,True,False,False,False,,,False
6bba_3a1849c2,45000460.0,True,True,False,False,False,,,False
6bba_3a1849c2,45000461.0,True,True,True,False,False,,,False
6bba_3a1849c2,46000468.0,True,True,False,False,False,,,False
6bba_3a1849c2,46000471.0,True,True,False,False,False,,,False
6bba_3a1849c2,46000473.0,True,True,False,False,False,,,False
6bba_3a1849c2,47000481.0,True,True,False,False,False,,,False
6bba_3a1849c2,47000485.0,True,True,False,False,False,,,False
6bba_3a1849c2,47000487.0,True,True,False,True,False,,,False
6bba_3a1849c2,48000494.0,True,True,False,False,False,,,False
6bba_3a1849c2,48000498.0,True,True,False,False,False,,,False
6bba_3a1849c2,49000507.0,True,True,False,False,False,,,False
6bba_3a1849c2,49000511.0,True,True,False,False,False,,,False
6bba_3a1849c2,50000521.0,True,True,False,False,False,,,False
6bba_3a1849c2,50000524.0,True,True,False,False,False,,,False
6bba_3a1849c2,51000533.0,True,True,False,False,False,,,False
6bba_3a1849c2,51000536.0,True,True,False,False,False,,,False
6bba_3a1849c2,52000546.0,True,True,False,False,False,,,False
6bba_3a1849c2,52000549.0,True,True,False,False,False,,,False
6bba_3a1849c2,53000559.0,True,True,False,False,False,,,False
6bba_3a1849c2,53000563.0,True,True,False,False,False,,,False
6bba_3a1849c2,53000565.0,True,True,True,False,False,,,False
6bba_3a1849c2,54000570.0,True,True,False,False,False,,,False
6bba_3a1849c2,54000574.0,True,True,False,False,False,,,False
6bba_3a1849c2,54000576.0,True,True,False,False,False,,,False
6bba_3a1849c2,55000582.0,True,True,False,False,False,,,False
6bba_3a1849c2,55000584.0,True,True,False,False,False,,,False
6bba_3a1849c2,55000587.0,True,True,False,False,False,,,False
6bba_3a1849c2,56000593.0,True,True,False,False,False,,,False
6bba_3a1849c2,56000594.0,True,False,False,False,False,,,False
6bba_3a1849c2,56000598.0,True,True,False,False,False,,,False
6bba_3a1849c2,57000604.0,True,True,False,False,False,,,False
6bba_3a1849c2,57000608.0,True,True,False,False,False,,,False
6bba_3a1849c2,57000611.0,False,True,False,False,False,,,False
6bba_3a1849c2,58000615.0,True,True,False,False,False,,,False
6bba_3a1849c2,58000619.0,True,True,False,False,False,,,False
6bba_3a1849c2,58000622.0,True,True,False,False,False,,,False
6bba_3a1849c2,59000626.0,True,True,False,False,False,,,False
6bba_3a1849c2,59000630.0,True,True,False,False,False,,,False
6bba_3a1849c2,59000634.0,True,True,False,True,False,,,False
6bba_3a1849c2,60000637.0,True,True,False,False,False,,,False
6bba_3a1849c2,60000641.0,True,True,False,False,False,,,False
6bba_3a1849c2,61000650.0,True,True,False,False,False,,,False
6bba_3a1849c2,61000655.0,True,True,False,False,False,,,False
6bba_3a1849c2,61000657.0,True,True,True,False,False,,,False
6bba_3a1849c2,61000659.0,True,True,True,False,False,,,False
6bba_3a1849c2,62000664.0,True,True,False,False,False,,,False
6bba_3a1849c2,62000668.0,True,True,False,False,False,,,False
6bba_3a1849c2,62000671.0,True,True,False,True,False,,,False
6bba_3a1849c2,62000673.0,True,True,False,False,False,,,False
6bba_3a1849c2,63000678.0,True,True,False,False,False,,,False
6bba_3a1849c2,63000680.0,True,True,False,False,False,,,False
6bba_3a1849c2,63000686.0,True,True,False,False,False,,,False
6bba_3a1849c2,64000691.0,True,True,False,False,False,,,False
6bba_3a1849c2,64000696.0,True,True,False,False,False,,,False
6bba_3a1849c2,64000702.0,True,True,False,False,False,,,False
6bba_3a1849c2,65000707.0,True,True,False,False,False,,,False
6bba_3a1849c2,65000712.0,True,True,False,False,False,,,False
6bba_3a1849c2,65000716.0,True,True,False,False,False,,,False
6bba_3a1849c2,66000721.0,True,True,False,False,False,,,False
6bba_3a1849c2,66000724.0,True,True,False,False,False,,,False
6bba_3a1849c2,66000728.0,True,True,False,False,False,,,False
6bba_3a1849c2,67000738.0,True,True,False,False,False,,,False
6bba_3a1849c2,67000741.0,True,True,False,False,False,,,False
