dataset,chosen_method,gt_sampled_nodes,current_recall,hybrid_recall,recall_diff,avg_pred_current,avg_pred_hybrid,bg_median,bg_noise,snr_proxy,dyn_range,fg_ratio,vol_max,max_to_med,bg_gradient_std
6bba_6321a359,Method 0: Global Norm,32,0.9999999999687501,0.9999999999687501,0.0,64.25,64.25,35.0,22.979985174203115,16.971282937335264,409.0,0.09083938598632812,999.0,28.54284898775743,1.3202115237802454
6bba_6479435d,Method 2: Mild Bg-Sub,25,0.9599999999616,0.99999999996,0.03999999999839998,346.0,440.25,346.0,352.85396590066716,2.1878738875747508,1099.0,0.000331878662109375,1829.0,5.286127014851821,0.7440419946740934
6bba_67ebd073,Method 2: Mild Bg-Sub,17,0.8823529411245675,0.8235294117162629,-0.0588235294083046,240.5,326.75,370.0,405.4855448480356,2.2886142031564796,1286.0,0.0007781982421875,2171.0,5.867567408984665,0.7825162933832168
6bba_6ca87370,Method 0: Global Norm,35,0.9142857142595919,0.9142857142595919,0.0,86.75,86.75,60.0,28.169014084507044,20.412492753565072,602.0,0.106903076171875,1455.0,24.249995958334004,1.23803143530368
6bba_6db0e9b4,Method 2: Mild Bg-Sub,16,0.9999999999375,0.9999999999375,0.0,334.75,454.25,240.0,274.2772424017791,3.9740809361882383,1285.0,0.024934768676757812,2022.0,8.424999648958348,1.088128743927253
6bba_6feb10f0,Method 2: Mild Bg-Sub,57,0.21052631578578027,0.894736842089566,0.6842105263037858,105.25,383.25,283.0,467.75389177168273,3.593770129191824,1910.0,0.021091461181640625,2810.0,9.929328271048472,1.6167651572311341
6bba_6feeb0b1,Method 0: Global Norm,53,0.9622641509252403,0.9622641509252403,0.0,96.25,96.25,61.0,63.00963676797628,12.09338631600257,793.0,0.07877922058105469,1862.0,30.52458515990407,1.5591814580635543
6bba_705ec2c9,Method 0: Global Norm,23,0.7826086956181475,0.7826086956181475,0.0,74.75,74.75,37.0,30.39288361749444,12.239703289912258,399.0,0.12205696105957031,711.0,19.216211022645666,1.6475103925911523
6bba_718b21f9,Method 0: Global Norm,25,0.9599999999616,0.9599999999616,0.0,53.5,53.5,58.0,28.169014084507044,24.53049129167559,734.0,0.0630950927734375,1858.0,32.034477235434956,1.0102666231120314
6bba_74686d6a,Method 2: Mild Bg-Sub,20,0.8499999999575,0.8499999999575,0.0,319.75,517.75,528.0,272.79466271312083,3.8087254038594955,1407.0,0.015970230102539062,2997.0,5.676136256133783,0.48616726272425287
6bba_767a1e17,Method 2: Mild Bg-Sub,15,0.9333333332711111,0.9333333332711111,0.0,497.25,572.5,480.0,335.80429948109713,2.513368578575404,1260.0,0.0014801025390625,2391.0,4.981249896223961,0.5239233543599953
6bba_76db78c1,Method 0: Global Norm,24,0.9999999999583333,0.9999999999583333,0.0,56.0,56.0,59.0,42.25352112676057,13.844996723350773,616.0,0.09559249877929688,4132.0,70.0338864349345,1.272719862575288
6bba_784a78c9,Method 2: Mild Bg-Sub,71,0.9718309859018052,0.9859154929438603,0.014084507042055106,154.0,175.75,258.0,190.51148999258712,4.157229353770334,1003.0,0.025880813598632812,1691.0,6.55426331185026,0.6583371165993972
6bba_786893ac,Method 2: Mild Bg-Sub,64,0.9374999999853515,0.9687499999848632,0.031249999999511724,817.25,1097.0,1420.0,575.9822090437361,2.9715587450626457,2696.5650000000023,0.004669189453125,4576.0,3.222535188573696,0.3445794094695662
6bba_789f8168,Method 2: Mild Bg-Sub,31,0.9999999999677419,0.9999999999677419,0.0,163.5,208.25,201.0,196.44180874722016,3.817924333947927,916.0,0.016881942749023438,1898.0,9.442785599861413,0.8425904419400744
6bba_78a7bd97,Method 1: Standard Bg-Sub,35,0.7999999999771429,0.9714285714008164,0.17142857142367351,393.25,753.5,105.0,178.650852483321,6.918522434311752,1309.0,0.1311798095703125,1875.0,17.857141156462745,2.8210902842451215
6bba_7af54fde,Method 2: Mild Bg-Sub,43,0.9069767441649541,0.9767441860237968,0.06976744185884265,116.25,181.75,108.0,82.28317272053373,9.212088970530809,828.0,0.12112998962402344,1376.0,12.740739561042632,1.3648031878383189
6bba_7b5d3b2c,Method 1: Standard Bg-Sub,24,0.9583333332934028,0.9583333332934028,0.0,63.0,146.75,80.0,60.04447739065975,19.41893503751316,1213.0,0.12241935729980469,3032.0,37.89999526250059,1.7839986478497782
6bba_7d3058ae,Method 0: Global Norm,47,0.9999999999787235,0.9999999999787235,0.0,88.75,88.75,50.0,35.58191252779837,15.654016433902461,585.0,0.06951713562011719,2452.0,49.03999019200196,1.0909219467326028
6bba_7f87b3d8,Method 2: Mild Bg-Sub,49,0.9795918367147023,0.9999999999795919,0.02040816326488959,150.0,268.25,160.0,186.0637509266123,3.6009161411300448,815.0,0.013715744018554688,1361.0,8.506249468359409,1.010429414539812
6bba_80d12824,Method 1: Standard Bg-Sub,23,0.913043478221172,0.9999999999565218,0.08695652173534973,138.5,208.25,125.0,223.8695329873981,5.686347428116467,1365.0,0.051074981689453125,2910.0,23.27999813760015,1.931399869902073
6bba_825bd1c6,Method 2: Mild Bg-Sub,31,0.9999999999677419,0.9999999999677419,0.0,102.5,237.5,57.0,27.42772424017791,11.776401111793216,349.0,0.08232307434082031,1542.0,27.052626832872484,0.886730573921137
6bba_87289e13,Method 2: Mild Bg-Sub,31,0.9999999999677419,0.9999999999677419,0.0,208.25,231.25,238.0,200.14825796886583,5.146184928066538,1213.0,0.03182411193847656,2273.0,9.550419766789085,0.7565071365109921
6bba_8b7818bf,Method 0: Global Norm,28,0.9999999999642857,0.9999999999642857,0.0,73.5,73.5,42.0,20.756115641215715,42.73437226833279,906.0,0.136566162109375,3275.0,77.97617191043526,2.0844585360315424
6bba_907271db,Method 2: Mild Bg-Sub,36,0.9722222221952161,0.9999999999722223,0.027777777777006185,96.25,119.0,118.0,100.81541882876205,7.12192576415604,803.0,0.061618804931640625,2558.0,21.6779642645793,0.9837797591995106
6bba_91951b3a,Method 2: Mild Bg-Sub,49,0.938775510184923,0.9795918367147023,0.04081632652977929,154.75,174.75,120.0,95.62638991845812,5.584231974176052,627.0,0.04294586181640625,1301.0,10.84166576319452,0.7815431579345545
6bba_96833384,Method 1: Standard Bg-Sub,32,0.9374999999707032,0.9687499999697267,0.031249999999023448,57.5,121.75,42.0,39.288361749444036,11.530129140727505,483.0,0.08916091918945312,1132.0,26.95237453514892,1.504790447351558
6bba_969618f6,Method 2: Mild Bg-Sub,26,0.9230769230414201,0.9230769230414201,0.0,160.75,194.75,122.0,201.6308376575241,3.134441021016142,748.0,0.006824493408203125,1168.0,9.573769707068056,1.3076896220963936
6bba_971fa5e0,Method 0: Global Norm,32,0.9687499999697267,0.9687499999697267,0.0,76.0,76.0,35.0,20.014825796886583,30.92705862199923,636.0,0.12877655029296875,1464.0,41.82855947755443,1.7996368715951012
6bba_9a41d029,Method 2: Mild Bg-Sub,53,0.9056603773414027,0.9622641509252403,0.05660377358383761,213.75,261.75,120.0,93.40252038547072,6.445221532174298,687.0,0.05132484436035156,1515.0,12.624998947916755,0.8924404036369651
6bba_9e23430b,Method 0: Global Norm,37,0.9729729729466765,0.9729729729466765,0.0,76.0,76.0,32.0,26.686434395848778,18.473798633012677,513.0,0.10363960266113281,1060.0,33.12498964844073,1.8165439651058897
6bba_a5e926bb,Method 2: Mild Bg-Sub,33,0.9999999999696971,0.9999999999696971,0.0,122.75,141.25,166.0,143.0689399555226,3.7114971499062355,668.0,0.014820098876953125,1419.0,8.548192256132996,0.7120759833769174
6bba_a90a0b9c,Method 2: Mild Bg-Sub,48,0.8333333333159723,0.8958333333146702,0.06249999999869793,496.75,763.25,581.0,290.58561897702003,5.874344185599737,2182.0,0.05835723876953125,3210.0,5.524956875646182,0.6469021027621465
6bba_ab78413d,Method 1: Standard Bg-Sub,46,0.3913043478175804,0.9347826086753309,0.5434782608577505,137.5,620.25,219.0,300.2223869532987,5.898960297340805,1936.0,0.09230232238769531,3068.0,14.00913178040494,1.8399962538725312
6bba_acd782a8,Method 1: Standard Bg-Sub,9,0.9999999998888889,0.9999999998888889,0.0,230.5,313.25,111.0,185.32246108228318,4.35762050486281,897.5650000000023,0.023990631103515625,2258.0,20.342340509699053,1.4462130506649278
6bba_ae82a791,Method 0: Global Norm,59,0.9661016948988796,0.9661016948988796,0.0,84.75,84.75,60.0,44.47739065974796,13.32283342124967,626.5650000000023,0.08978271484375,1703.0,28.383328602778565,1.1723928404898651
6bba_aeee7805,Method 0: Global Norm,35,0.9999999999714286,0.9999999999714286,0.0,56.0,56.0,58.0,25.945144551519643,18.03805019047723,508.0,0.09247970581054688,1098.0,18.93103121878772,0.9189273959907641
6bba_af149c94,Method 2: Mild Bg-Sub,53,0.9245283018693485,0.9622641509252403,0.03773584905589178,102.25,140.5,78.0,63.00963676797628,7.411563529623622,513.0,0.05764961242675781,1692.0,21.69230491124296,0.89944867071246
6bba_afb141ff,Method 0: Global Norm,23,0.9999999999565218,0.9999999999565218,0.0,91.5,91.5,43.0,32.61675315048184,19.823089036057542,674.5650000000023,0.15332412719726562,1354.0,31.488364770147726,2.1860268410493537
6bba_b1ae37b9,Method 2: Mild Bg-Sub,32,0.9687499999697267,0.9687499999697267,0.0,330.75,456.5,261.0,548.5544848035582,2.956862108259365,1823.0,0.004329681396484375,3021.0,11.5747122002026,1.7415973098361306
6bba_b204cac7,Method 2: Mild Bg-Sub,33,0.9999999999696971,0.9999999999696971,0.0,68.5,91.75,85.0,47.44255003706449,15.450262368374384,785.0,0.046417236328125,1696.0,19.95293882906602,0.7722511729336855
6bba_b329af44,Method 2: Mild Bg-Sub,58,0.9137931034325208,0.9310344827425684,0.017241379310047544,822.25,945.25,1296.0,543.3654558932543,2.600459706575441,2480.0,0.001918792724609375,4485.0,3.4606481214456166,0.35171647448008847
6bba_b693381b,Method 1: Standard Bg-Sub,33,0.9999999999696971,0.9999999999696971,0.0,91.75,170.75,82.0,77.0941438102298,7.712193086178062,649.5650000000023,0.06454849243164062,1525.0,18.59755870761479,1.1142048291080238
6bba_bb9f20c3,Method 2: Mild Bg-Sub,61,0.9180327868701962,0.9344262294928783,0.016393442622682164,296.5,344.25,156.0,152.70570793180133,5.494227795547898,959.0,0.037769317626953125,1959.0,12.557691502712084,0.966165236136994
6bba_bbb708ca,Method 0: Global Norm,29,0.9655172413460167,0.9655172413460167,0.0,86.25,86.25,33.0,25.203854707190512,14.640611838180773,389.0,0.1315631866455078,1150.0,34.84847428834112,1.6776482093286083
6bba_c27cba08,Method 1: Standard Bg-Sub,17,0.9999999999411765,0.9999999999411765,0.0,73.5,139.25,39.0,50.407709414381024,9.145424656297372,497.0,0.07855606079101562,925.0,23.71794263642496,1.8428688214649254
6bba_c328f2fd,Method 2: Mild Bg-Sub,18,0.8333333332870371,0.7777777777345679,-0.05555555555246916,373.5,439.25,238.0,292.06819866567827,3.591626780581104,1237.0,0.015003204345703125,2097.0,8.810923999541009,1.0392880684278583
6bba_c73a1d11,Method 1: Standard Bg-Sub,27,0.7037037036776406,0.999999999962963,0.2962962962853224,210.25,602.25,108.0,97.85025945144552,6.407749345147433,702.0,0.06431770324707031,1788.0,16.555554022633885,1.1548271522765656
6bba_cdcfe533,Method 2: Mild Bg-Sub,46,0.999999999978261,0.999999999978261,0.0,325.0,346.5,280.0,202.3721275018532,3.444150012961232,940.0,0.010082244873046875,1950.0,6.964285465561234,0.5677200659582399
6bba_cf35214c,Method 2: Mild Bg-Sub,30,0.9999999999666667,0.9999999999666667,0.0,383.0,410.25,355.0,285.3965900667161,3.0939401513318114,1209.0,0.0060214996337890625,2231.0,6.2845068652251594,0.6308802897083677
6bba_cff5865f,Method 1: Standard Bg-Sub,51,0.9607843137066514,0.9999999999803922,0.039215686273740835,493.0,654.0,90.0,94.14381022979985,7.201747266523066,738.0,0.05310249328613281,1911.0,21.233330974074335,1.151395966495283
6bba_d0fc38b5,Method 0: Global Norm,34,0.9999999999705883,0.9999999999705883,0.0,85.25,85.25,68.0,40.02965159377317,13.415052204276773,574.0,0.09517478942871094,1150.0,16.911762218858495,0.9942064506164686
6bba_d1acb6ff,Method 2: Mild Bg-Sub,23,0.8695652173534971,0.9565217390888469,0.08695652173534973,188.25,219.75,108.0,134.173461823573,3.1973533528602394,520.0,0.0077075958251953125,834.0,7.722221507201712,0.9804447113963591
6bba_d2b9fc0c,Method 1: Standard Bg-Sub,37,0.9729729729466765,0.9729729729466765,0.0,252.5,367.0,109.0,120.0889547813195,8.418758558215721,1086.0,0.05567169189453125,2383.0,21.862383315377677,1.2338005123896463
6bba_d3da753b,Method 2: Mild Bg-Sub,31,0.9999999999677419,0.9999999999677419,0.0,242.75,275.75,150.0,105.26315789473685,8.150999225655072,976.0,0.05752754211425781,1991.0,13.273332448444503,0.7577808637879163
6bba_d5eae175,Method 0: Global Norm,17,0.9999999999411765,0.9999999999411765,0.0,53.25,53.25,40.0,20.756115641215715,30.1388135152646,640.5650000000023,0.08009719848632812,2432.0,60.7999848000038,1.3271869202479476
6bba_d6ecebbb,Method 0: Global Norm,28,0.9642857142512755,0.9642857142512755,0.0,66.25,66.25,29.0,14.084507042253522,42.4579698548414,619.0,0.12144660949707031,1318.0,45.448260190255105,2.2134986347916885
6bba_d82a4fc6,Method 2: Mild Bg-Sub,20,0.99999999995,0.99999999995,0.0,342.5,451.5,287.0,266.8643439584878,3.196380435780078,1094.0,0.0077362060546875,1911.0,6.658536353361103,0.8025392259364055
6bba_debd7bfa,Method 2: Mild Bg-Sub,23,0.8260869564858223,0.8260869564858223,0.0,163.75,181.75,162.0,125.27798369162343,3.98314169389005,631.0,0.01930999755859375,1363.0,8.413579727556806,0.6576472688843796
6bba_df673a83,Method 2: Mild Bg-Sub,28,0.8928571428252551,0.9285714285382654,0.035714285713010274,212.75,237.75,188.0,257.22757598220903,3.611587755849226,1093.0,0.013578414916992188,1905.0,10.132978184416054,1.1245184766920024
6bba_e16ffc58,Method 0: Global Norm,40,0.9499999999762501,0.9499999999762501,0.0,82.5,82.5,63.0,54.11415863602669,14.949873949673977,847.0,0.089263916015625,1882.0,29.873011131268072,1.4969559972744697
6bba_e5e44988,Method 1: Standard Bg-Sub,29,0.9655172413460167,0.9999999999655173,0.034482758619500564,65.5,189.75,40.0,42.9948109710897,8.791756575848341,401.0,0.06469917297363281,793.0,19.824995043751237,1.3248650099702708
6bba_ebdf3b34,Method 2: Mild Bg-Sub,37,0.94594594592038,0.9729729729466765,0.027027027026296557,695.0,801.0,519.0,210.5263157894737,3.671749825591883,1223.0,0.013845443725585938,2225.0,4.28709047616396,0.4053859742835675
6bba_ebff6e76,Method 2: Mild Bg-Sub,57,0.8421052631431211,0.9298245613871962,0.0877192982440751,559.75,951.25,795.0,217.1979243884359,3.6188189460141036,1299.0,0.01461029052734375,2148.0,2.7018867584668333,0.27691477301296274
6bba_ed9377fd,Method 0: Global Norm,20,0.9499999999525,0.9499999999525,0.0,55.25,55.25,45.0,26.686434395848778,22.895519198317945,638.0,0.097198486328125,1814.0,40.311102153088406,1.4430313294457289
6bba_edf14583,Method 2: Mild Bg-Sub,28,0.9999999999642857,0.9999999999642857,0.0,675.0,869.5,793.0,544.1067457375834,2.912231806149858,2202.5650000000023,0.0042324066162109375,3882.0,4.895334112290869,0.5596404227533915
6bba_eebc57a5,Method 1: Standard Bg-Sub,40,0.9249999999768751,0.9499999999762501,0.024999999999374967,114.75,249.5,71.0,63.75092661230541,11.372381937053111,765.0,0.059993743896484375,1774.0,24.985911973815213,1.2133771235078985
6bba_ef7b4f7e,Method 0: Global Norm,39,0.9743589743339909,0.9743589743339909,0.0,73.75,73.75,38.0,19.27353595255745,24.43764116677772,492.0,0.12232589721679688,1377.0,36.23683256925458,1.3846168889808557
6bba_f17befbc,Method 2: Mild Bg-Sub,43,0.9534883720708491,0.9767441860237968,0.023255813952947624,272.0,378.5,127.0,186.0637509266123,4.842426034564434,999.0,0.03719329833984375,1776.0,13.98425086738182,1.450743913934719
6bba_f1fde7e0,Method 2: Mild Bg-Sub,22,0.8181818181446281,0.9545454545020661,0.13636363635743798,129.0,256.75,144.0,264.6404744255004,3.17411752711808,973.0,0.0074005126953125,1693.0,11.756943627990026,1.4659915541805453
6bba_f20478e9,Method 2: Mild Bg-Sub,35,0.9999999999714286,0.9999999999714286,0.0,79.5,111.0,72.0,37.805782060785766,7.723684231519602,339.0,0.051097869873046875,742.0,10.305554124228593,0.5865114774966427
6bba_f4ae811c,Method 2: Mild Bg-Sub,40,0.9499999999762501,0.9999999999750001,0.049999999998750044,117.0,130.5,123.0,160.85989621942178,3.816985937828847,701.0,0.02056121826171875,1152.0,9.36585289708513,1.1450015742122703
6bba_f8ffd5e7,Method 2: Mild Bg-Sub,13,0.9999999999230769,0.9999999999230769,0.0,336.75,370.75,290.0,304.67012601927354,2.684870958104844,1100.0,0.001773834228515625,1578.0,5.441379122711065,0.8144526233668008
6bba_fbc898dc,Method 0: Global Norm,20,0.99999999995,0.99999999995,0.0,56.25,56.25,35.0,17.790956263899186,32.82564821591689,604.0,0.1253948211669922,1520.0,43.428559020411704,1.6752422450968025
6bba_fc516dc6,Method 1: Standard Bg-Sub,30,0.9666666666344444,0.9999999999666667,0.033333333332222215,118.5,204.5,140.0,159.37731653076352,6.575590285094359,1157.0,0.05018424987792969,2263.0,16.16428455969396,1.229024090853748
6bba_fc5f39dc,Method 1: Standard Bg-Sub,20,0.79999999996,0.99999999995,0.19999999998999995,149.75,248.0,48.0,73.38769458858414,8.816190717874617,687.0,0.14457130432128906,1316.0,27.416660954862298,2.738861467062552
6bba_fc83837d,Method 1: Standard Bg-Sub,36,0.8888888888641976,0.9166666666412038,0.027777777777006185,164.5,458.25,99.0,148.25796886582654,8.991084393551358,1394.0,0.10561943054199219,2055.0,20.757573660851143,2.6150762825680522
6bba_fe670320,Method 0: Global Norm,26,0.9615384615014793,0.9615384615014793,0.0,113.75,113.75,34.0,22.979985174203115,19.103572332026104,455.0,0.11413764953613281,895.0,26.32352166955245,1.6706191366501044
