dataset,total_gt_edges,total_pred_edges,tp,fp,fn,precision,recall,f1_score,official_edge_tp,official_edge_fp,official_edge_fn,current_recall,hybrid_recall,chosen_method,snr_proxy,bg_median,branch_parents,branch_edges,branch_edge_ratio,edge_recall,edge_precision,edge_f1,node_edge_gap,mean_cells_per_frame,max_cells_per_frame,primary_bottleneck
44b6_3a861e03,919,28292,618,27674,301,0.0218,0.6725,0.0423,616,86,303,0.9729729729466764,0.9729729729466764,Method 2: Mild Bg-Sub,6.307999700370014,266.0,0,0,0.0,0.6702937976053642,0.8774928774916275,0.7600246756338708,0.30267917534131217,9.35,11,Balanced / Moderate
6bba_07e24132,345,23788,237,23551,108,0.01,0.687,0.0196,236,38,109,0.8333333332638889,0.9999999999166668,Method 2: Mild Bg-Sub,2.691467224436095,371.0,2,4,0.0116,0.68405797101251,0.8613138686099953,0.7625201933651806,0.3159420289041568,3.59,5,Balanced / Moderate
6bba_fc5f39dc,458,12239,295,11944,163,0.0241,0.6441,0.0465,295,19,163,0.79999999996,0.99999999995,Method 1: Standard Bg-Sub,8.816190717874617,48.0,2,4,0.0087,0.6441048034920435,0.9394904458568807,0.764248704178629,0.35589519645795653,4.71,8,Severe Tracking Disconnect
44b6_8f5ab931,604,22736,424,22312,180,0.0186,0.702,0.0363,424,81,180,0.8799999999648,0.8399999999664,Method 2: Mild Bg-Sub,3.218948696753733,412.0,0,0,0.0,0.7019867549657252,0.839603960394377,0.7646528398993593,0.1380132450006748,6.16,8,Balanced / Moderate
6bba_1ebfb80d,719,9841,513,9328,206,0.0521,0.7135,0.0972,511,100,208,0.8620689654875149,0.931034482726516,Method 1: Standard Bg-Sub,8.302080460156521,115.0,0,0,0.0,0.7107093184969253,0.8363338788857015,0.7684210521337204,0.2203251642295907,7.45,11,Balanced / Moderate
6bba_5c039895,1145,7596,872,6724,273,0.1148,0.7616,0.1995,870,243,275,0.9772727272505166,0.9772727272505166,Method 2: Mild Bg-Sub,5.5186359655272765,156.0,3,6,0.0052,0.7598253275102534,0.7816711590289472,0.7705934450264328,0.21744739974026317,11.74,16,Balanced / Moderate
6bba_acd782a8,330,16464,242,16222,88,0.0147,0.7333,0.0288,242,56,88,0.9999999998888888,0.9999999998888888,Method 1: Standard Bg-Sub,4.35762050486281,111.0,0,0,0.0,0.7333333333311112,0.8120805369100266,0.770700636441519,0.2666666665577776,4.045454545454546,12,Balanced / Moderate
6bba_6ca87370,1052,6320,794,5526,258,0.1256,0.7548,0.2154,794,206,258,0.914285714259592,0.914285714259592,Method 0: Global Norm,20.412492753565072,60.0,1,2,0.0019,0.7547528517103091,0.793999999999206,0.7738791417997617,0.1595328625492829,10.81,19,Balanced / Moderate
6bba_d2b9fc0c,921,17243,706,16537,215,0.0409,0.7666,0.0777,706,191,215,0.9729729729466764,0.9729729729466764,Method 1: Standard Bg-Sub,8.418758558215721,109.0,2,4,0.0043,0.7665580890328267,0.7870680044584314,0.7766776672660093,0.20641488391384966,9.44,15,Balanced / Moderate
6bba_edf14583,760,43909,551,43358,209,0.0125,0.725,0.0247,551,103,209,0.9999999999642856,0.9999999999642856,Method 2: Mild Bg-Sub,2.912231806149858,793.0,0,0,0.0,0.7249999999990461,0.8425076452586506,0.7793493630094869,0.2749999999652395,8.01,12,Balanced / Moderate
6bba_085bf656,1168,7460,918,6542,250,0.1231,0.786,0.2128,918,264,250,0.999999999978261,0.999999999978261,Method 2: Mild Bg-Sub,5.677386033202836,160.0,1,2,0.0017,0.7859589041089161,0.7766497461922364,0.7812765952440336,0.21404109586934483,11.98,16,Balanced / Moderate
6bba_debd7bfa,729,9585,512,9073,217,0.0534,0.7023,0.0993,512,69,217,0.8260869564858223,0.8260869564858223,Method 2: Mild Bg-Sub,3.98314169389005,162.0,4,8,0.011,0.7023319615902575,0.8812392426835091,0.7816793888181656,0.12375499489556485,7.66,15,Balanced / Moderate
6bba_971fa5e0,767,4579,563,4016,204,0.123,0.734,0.2106,563,110,204,0.9687499999697268,0.9687499999697268,Method 0: Global Norm,30.92705862199923,35.0,0,0,0.0,0.7340286831802686,0.8365527488843439,0.781944443945489,0.23472131678945818,7.92,10,Balanced / Moderate
6bba_ebdf3b34,803,44401,571,43830,232,0.0129,0.7111,0.0253,571,75,232,0.94594594592038,0.9729729729466764,Method 2: Mild Bg-Sub,3.671749825591883,519.0,2,4,0.005,0.7110834371099488,0.8839009287912014,0.7881297441562658,0.2618895358367276,8.555555555555555,17,Balanced / Moderate
6bba_f8ffd5e7,370,23858,261,23597,109,0.0109,0.7054,0.0215,261,31,109,0.9999999999230768,0.9999999999230768,Method 2: Mild Bg-Sub,2.684870958104844,290.0,2,4,0.0108,0.7054054054034989,0.8938356164352951,0.7885196369667947,0.2945945945195778,4.182795698924731,9,Balanced / Moderate
6bba_2819ca14,949,4565,698,3867,251,0.1529,0.7355,0.2532,699,124,250,0.9473684210277008,0.9736842105006926,Method 1: Standard Bg-Sub,8.227233197711408,48.0,1,2,0.0021,0.7365648050571796,0.8493317132431965,0.7889390514203735,0.23711940544351306,9.86,14,Balanced / Moderate
6bba_d0fc38b5,813,5687,656,5031,157,0.1154,0.8069,0.2018,656,192,157,0.9999999999705884,0.9999999999705884,Method 0: Global Norm,13.415052204276773,68.0,0,0,0.0,0.8068880688796963,0.7735849056594651,0.789885610576935,0.19311193109089209,8.35,10,Balanced / Moderate
6bba_d1acb6ff,643,12320,470,11850,173,0.0381,0.7309,0.0725,470,75,173,0.8695652173534971,0.9565217390888467,Method 2: Mild Bg-Sub,3.19735335286024,108.0,1,2,0.0031,0.7309486780704029,0.8623853210993351,0.7912457907478615,0.22557306101844388,6.81,15,Balanced / Moderate
44b6_deabac95,124,12424,91,12333,33,0.0073,0.7339,0.0145,91,15,33,0.99999999975,0.99999999975,Method 1: Standard Bg-Sub,5.129292065346276,116.0,1,2,0.0161,0.7338709677360171,0.8584905660296368,0.7913043473222684,0.26612903201398286,1.5180722891566265,2,Balanced / Moderate
44b6_eb2880fc,379,39215,285,38930,94,0.0073,0.752,0.0144,285,56,94,0.9999999999411764,0.9999999999411764,Method 2: Mild Bg-Sub,1.9447183580251992,465.0,1,2,0.0053,0.7519788918185963,0.8357771260972559,0.7916666661658603,0.24802110812258005,3.9,6,Balanced / Moderate
44b6_c96cfa10,616,34660,451,34209,165,0.013,0.7321,0.0256,451,71,165,0.9999999999583332,0.9999999999583332,Method 2: Mild Bg-Sub,3.8474436846114095,375.0,0,0,0.0,0.7321428571416686,0.8639846743278468,0.792618628676008,0.2678571428166646,6.29,7,Balanced / Moderate
44b6_7e557709,560,42470,413,42057,147,0.0097,0.7375,0.0192,413,67,147,0.99999999996,0.99999999996,Method 2: Mild Bg-Sub,5.90906203372706,401.0,0,0,0.0,0.7374999999986831,0.8604166666648742,0.7942307687322003,0.2624999999613169,5.7,9,Balanced / Moderate
6bba_61ecbe65,614,4715,468,4247,146,0.0993,0.7622,0.1756,467,93,147,0.8695652173534971,0.8695652173534971,Method 0: Global Norm,13.522114704444586,34.0,1,2,0.0033,0.7605863192170023,0.8339285714270823,0.7955706979664827,0.10897889813649486,6.4,9,Balanced / Moderate
6bba_20852818,909,7817,670,7147,239,0.0857,0.7371,0.1536,670,94,239,0.9166666666412038,0.9166666666412038,Method 1: Standard Bg-Sub,5.18299973714787,143.0,3,6,0.0066,0.7370737073699262,0.8769633507841925,0.8009563653127207,0.1795929592712776,9.52,15,Balanced / Moderate
44b6_d29c9ab2,1328,31241,981,30260,347,0.0314,0.7387,0.0602,982,134,346,0.9999999999803922,0.9999999999803922,Method 2: Mild Bg-Sub,7.397384836923273,255.0,0,0,0.0,0.7394578313247444,0.8799283154113979,0.803600654167589,0.26054216865564783,13.53,16,Balanced / Moderate
6bba_76db78c1,604,4204,493,3711,111,0.1173,0.8162,0.2051,493,128,111,0.9999999999583332,0.9999999999583332,Method 0: Global Norm,13.844996723350771,59.0,0,0,0.0,0.8162251655615625,0.7938808373578199,0.8048979586824555,0.18377483439677067,6.17,8,Balanced / Moderate
6bba_9a41d029,1353,15716,1042,14674,311,0.0663,0.7701,0.1221,1041,189,312,0.9056603773414028,0.9622641509252404,Method 2: Mild Bg-Sub,6.445221532174298,120.0,2,4,0.003,0.7694013303763715,0.8463414634139461,0.8060394884668279,0.19286282054886894,14.01,19,Balanced / Moderate
6bba_705ec2c9,562,4692,418,4274,144,0.0891,0.7438,0.1591,418,56,144,0.7826086956181475,0.7826086956181475,Method 0: Global Norm,12.239703289912258,37.0,1,2,0.0036,0.7437722419915591,0.8818565400825278,0.8069498064518567,0.038836453626588385,5.96,10,Balanced / Moderate
44b6_e31261b4,113,52566,81,52485,32,0.0015,0.7168,0.0031,81,6,32,0.9999999998,0.9999999998,Method 2: Mild Bg-Sub,3.2884205868064087,611.0,0,0,0.0,0.7168141592856919,0.9310344827479191,0.80999999950035,0.28318584051430806,1.4146341463414633,2,Balanced / Moderate
6bba_48816121,918,21269,735,20534,183,0.0346,0.8007,0.0663,735,158,183,0.9411764705605538,0.970588235265571,Method 2: Mild Bg-Sub,4.004309955638793,332.0,5,10,0.0109,0.8006535947703697,0.823068309069627,0.8117062391458029,0.16993464049520135,9.35,13,Balanced / Moderate
6bba_80d12824,654,7568,506,7062,148,0.0669,0.7737,0.1231,508,89,146,0.913043478221172,0.9999999999565218,Method 1: Standard Bg-Sub,5.686347428116467,125.0,1,2,0.0031,0.7767584097847451,0.8509212730304004,0.8121502792759188,0.2232415901717767,6.8,12,Balanced / Moderate
44b6_d78e09d9,451,19280,346,18934,105,0.0179,0.7672,0.0351,346,54,105,0.8888888888395061,0.9444444443919752,Method 1: Standard Bg-Sub,5.985537067493843,208.0,0,0,0.0,0.7671840354750173,0.8649999999978375,0.8131609865739152,0.17726040891695782,4.63,7,Balanced / Moderate
44b6_db3c847b,162,13305,119,13186,43,0.0089,0.7346,0.0177,119,11,43,0.999999999875,0.999999999875,Method 2: Mild Bg-Sub,4.436536705719225,222.0,0,0,0.0,0.7345679012300336,0.915384615377574,0.8150684926511071,0.2654320986449664,1.896551724137931,2,Balanced / Moderate
6bba_062c8d37,898,4773,690,4083,208,0.1446,0.7684,0.2433,688,100,210,0.9999999999696972,0.9999999999696972,Method 0: Global Norm,14.716359124461713,53.0,1,2,0.0022,0.7661469933176324,0.8730964466993997,0.8161328583386452,0.23385300665206488,9.393939393939394,13,Balanced / Moderate
6bba_96833384,721,4289,577,3712,144,0.1345,0.8003,0.2303,581,121,140,0.9374999999707032,0.9687499999697268,Method 1: Standard Bg-Sub,11.530129140727505,42.0,0,0,0.0,0.8058252427173289,0.8276353276341487,0.816584679751928,0.16292475725239786,7.73469387755102,12,Balanced / Moderate
6bba_f20478e9,963,5013,758,4255,205,0.1512,0.7871,0.2537,759,131,204,0.9999999999714286,0.9999999999714286,Method 2: Mild Bg-Sub,7.723684231519602,72.0,1,2,0.0021,0.7881619937686519,0.8528089887630868,0.8192120880050187,0.2118380062027767,10.03,16,Balanced / Moderate
6bba_74686d6a,576,22829,443,22386,133,0.0194,0.7691,0.0379,444,59,132,0.8499999999575,0.8499999999575,Method 2: Mild Bg-Sub,3.808725403859496,528.0,2,4,0.0069,0.7708333333319951,0.8827037773342292,0.8229842441717549,0.07916666662550487,5.86,9,Balanced / Moderate
6bba_8b7818bf,725,5227,592,4635,133,0.1133,0.8166,0.1989,594,122,131,0.9999999999642856,0.9999999999642856,Method 0: Global Norm,42.73437226833279,42.0,2,4,0.0055,0.8193103448264561,0.8296089385463273,0.8244274804149057,0.18068965513782942,7.41,10,Balanced / Moderate
6bba_07477033,602,4448,495,3953,107,0.1113,0.8223,0.196,495,103,107,0.9999999999565218,0.9999999999565218,Method 0: Global Norm,30.858357655031465,30.0,0,0,0.0,0.8222591362112587,0.8277591973230305,0.8249999994986305,0.1777408637452631,6.13,8,Balanced / Moderate
6bba_283bf9f1,1288,17999,1001,16998,287,0.0556,0.7772,0.1038,1001,137,287,0.9199999999816,0.9199999999816,Method 2: Mild Bg-Sub,3.0015248734669666,186.0,0,0,0.0,0.7771739130428749,0.8796133567654837,0.8252267101360209,0.14282608693872512,13.42,20,Balanced / Moderate
6bba_af149c94,1317,7638,1055,6583,262,0.1381,0.8011,0.2356,1055,176,262,0.9245283018693484,0.9622641509252404,Method 2: Mild Bg-Sub,7.411563529623622,78.0,0,0,0.0,0.8010630220191336,0.8570268074729025,0.8281004704575334,0.16120112890610683,13.5,16,Balanced / Moderate
6bba_05b6850b,845,5728,678,5050,167,0.1184,0.8024,0.2063,678,114,167,0.9999999999696972,0.9999999999696972,Method 0: Global Norm,17.855850165901476,45.0,0,0,0.0,0.802366863904376,0.8560606060595252,0.8283445321812469,0.1976331360653213,8.61,11,Balanced / Moderate
6bba_a5e926bb,698,6873,559,6314,139,0.0813,0.8009,0.1477,557,89,141,0.9999999999696972,0.9999999999696972,Method 2: Mild Bg-Sub,3.711497149906236,166.0,0,0,0.0,0.797994269339831,0.8622291021658479,0.8288690471185627,0.20200573062986626,7.41,14,Balanced / Moderate
6bba_b693381b,935,4526,691,3835,244,0.1527,0.739,0.2531,691,41,244,0.9999999999696972,0.9999999999696972,Method 1: Standard Bg-Sub,7.712193086178062,82.0,0,0,0.0,0.7390374331542898,0.9439890710369617,0.8290341926677878,0.2609625668154074,9.929292929292929,15,Balanced / Moderate
44b6_33b596bf,49,19353,39,19314,10,0.002,0.7959,0.004,39,6,10,0.49999999975,0.9999999995,Method 2: Mild Bg-Sub,3.10554322741504,334.0,0,0,0.0,0.7959183673306957,0.8666666666474074,0.8297872335258035,0.2040816321693043,1.0,1,Balanced / Moderate
6bba_c27cba08,493,5611,401,5210,92,0.0715,0.8134,0.1314,401,72,92,0.9999999999411764,0.9999999999411764,Method 1: Standard Bg-Sub,9.145424656297372,39.0,0,0,0.0,0.8133874239334414,0.847780126848102,0.830227742769717,0.18661257600773495,5.17,10,Balanced / Moderate
44b6_2a2eff9f,210,45763,162,45601,48,0.0035,0.7714,0.007,162,17,48,0.9999999998888888,0.9999999998888888,Method 2: Mild Bg-Sub,2.463541628265017,516.0,1,2,0.0095,0.771428571424898,0.9050279329558378,0.8329048838176591,0.2285714284639908,2.14,4,Balanced / Moderate
6bba_cff5865f,1501,37140,1153,35987,348,0.031,0.7682,0.0597,1153,113,348,0.9607843137066514,0.9999999999803922,Method 1: Standard Bg-Sub,7.201747266523066,90.0,0,0,0.0,0.7681545636237388,0.9107424960498336,0.8333935665431198,0.23184543635665344,16.195876288659793,28,Balanced / Moderate
6bba_7d3058ae,1173,6277,929,5348,244,0.148,0.792,0.2494,929,123,244,0.9999999999787236,0.9999999999787236,Method 0: Global Norm,15.65401643390246,50.0,2,4,0.0034,0.7919863597606206,0.8830798479079058,0.8350561792760088,0.20801364021810298,12.0,14,Balanced / Moderate
6bba_87289e13,699,12246,562,11684,137,0.0459,0.804,0.0868,562,85,137,0.999999999967742,0.999999999967742,Method 2: Mild Bg-Sub,5.146184928066538,238.0,1,2,0.0029,0.8040057224595079,0.8686244204005121,0.8350668642840522,0.19599427750823417,7.24,11,Balanced / Moderate
44b6_144b256d,119,53243,94,53149,25,0.0018,0.7899,0.0035,94,12,25,0.9999999998,0.9999999998,Method 2: Mild Bg-Sub,2.751840272456042,748.0,0,0,0.0,0.7899159663799167,0.8867924528218227,0.8355555550497975,0.2100840334200833,1.21,2,Balanced / Moderate
6bba_5f89039d,885,4239,742,3497,143,0.175,0.8384,0.2896,742,149,143,0.9999999999714286,0.9999999999714286,Method 0: Global Norm,20.583120075280974,39.0,0,0,0.0,0.8384180790950978,0.8327721661045648,0.8355855850846503,0.16158192087633083,9.04,12,Balanced / Moderate
6bba_7b5d3b2c,555,5134,456,4678,99,0.0888,0.8216,0.1603,456,78,99,0.9583333332934028,0.9583333332934028,Method 1: Standard Bg-Sub,19.41893503751316,80.0,0,0,0.0,0.8216216216201412,0.8539325842680638,0.8374655642369399,0.13671171167326157,5.65,7,Balanced / Moderate
6bba_61dd1e0d,543,8582,450,8132,93,0.0524,0.8287,0.0986,448,78,95,0.99999999995,0.99999999995,Method 0: Global Norm,18.798959561355986,47.0,0,0,0.0,0.8250460405141343,0.8517110266143504,0.8381665102562758,0.17495395943586567,5.58,8,Balanced / Moderate
44b6_668e0cc7,631,34178,513,33665,118,0.015,0.813,0.0295,513,77,118,0.9999999999565218,0.9999999999565218,Method 0: Global Norm,28.45163054829551,21.0,0,0,0.0,0.8129952456405499,0.8694915254222552,0.8402948397940276,0.18700475431597186,6.43,10,Balanced / Moderate
6bba_789f8168,681,9038,553,8485,128,0.0612,0.812,0.1138,555,84,126,0.999999999967742,0.999999999967742,Method 2: Mild Bg-Sub,3.817924333947927,201.0,0,0,0.0,0.8149779735670852,0.8685446009376079,0.840909090408323,0.1850220264006568,7.13,14,Balanced / Moderate
6bba_b1ae37b9,579,20146,468,19678,111,0.0232,0.8083,0.0452,468,65,111,0.9687499999697268,0.9687499999697268,Method 2: Mild Bg-Sub,2.956862108259365,261.0,0,0,0.0,0.8082901554390185,0.8780487804861575,0.8417266182043776,0.16045984453070827,6.954545454545454,15,Balanced / Moderate
6bba_6db0e9b4,440,23391,362,23029,78,0.0155,0.8227,0.0304,362,58,78,0.9999999999375,0.9999999999375,Method 2: Mild Bg-Sub,3.9740809361882383,240.0,0,0,0.0,0.8227272727254029,0.8619047619027098,0.8418604646145917,0.17727272721209708,5.1022727272727275,8,Balanced / Moderate
44b6_24264f12,221,22548,175,22373,46,0.0078,0.7919,0.0154,176,21,45,0.9999999998888888,0.9999999998888888,Method 2: Mild Bg-Sub,6.887257843966879,218.0,0,0,0.0,0.796380090494134,0.8934010152238914,0.8421052626555138,0.20361990939475472,2.6436781609195403,4,Balanced / Moderate
6bba_afb141ff,626,5108,508,4600,118,0.0995,0.8115,0.1772,510,74,116,0.9999999999565218,0.9999999999565218,Method 0: Global Norm,19.823089036057542,43.0,4,8,0.0128,0.8146964856217018,0.8732876712313814,0.8429752061107794,0.18530351433481995,6.54,12,Balanced / Moderate
6bba_23af9eeb,499,4427,427,4000,72,0.0965,0.8557,0.1734,431,90,68,0.9999999999583332,0.9999999999583332,Method 0: Global Norm,18.500565486365996,58.0,0,0,0.0,0.8637274549080888,0.8272552783093527,0.8450980387142619,0.13627254505024444,5.13,7,Balanced / Moderate
44b6_1574802b,153,14021,123,13898,30,0.0088,0.8039,0.0174,123,13,30,0.8333333331944445,0.9999999998333332,Method 1: Standard Bg-Sub,4.145892752014863,153.0,0,0,0.0,0.8039215686221967,0.9044117646992323,0.8512110721601993,0.19607843121113655,1.631578947368421,2,Balanced / Moderate
44b6_90724892,103,20551,84,20467,19,0.0041,0.8155,0.0081,84,10,19,0.99999999975,0.99999999975,Method 2: Mild Bg-Sub,4.142348021255826,282.0,0,0,0.0,0.8155339805746065,0.8936170212670892,0.8527918776649747,0.18446601917539351,1.8421052631578947,2,Balanced / Moderate
6bba_969618f6,658,11798,524,11274,134,0.0444,0.7964,0.0841,524,46,134,0.92307692304142,0.92307692304142,Method 2: Mild Bg-Sub,3.134441021016142,122.0,3,6,0.0091,0.7963525835854159,0.9192982456124223,0.8534201949409171,0.12672433945600403,6.79,9,Balanced / Moderate
44b6_c8e2a523,164,23983,134,23849,30,0.0056,0.8171,0.0111,134,16,30,0.999999999875,0.999999999875,Method 2: Mild Bg-Sub,10.12114520792298,224.0,1,2,0.0122,0.8170731707267253,0.8933333333273779,0.8535031842089335,0.18292682914827474,2.074074074074074,4,Balanced / Moderate
6bba_ae82a791,1471,6143,1169,4974,302,0.1903,0.7947,0.3071,1169,98,302,0.9661016948988796,0.9661016948988796,Method 0: Global Norm,13.32283342124967,60.0,0,0,0.0,0.7946974847037426,0.9226519337009292,0.853907961518222,0.17140421019513707,14.95,18,Balanced / Moderate
6bba_3c5691b6,746,6027,650,5377,96,0.1078,0.8713,0.1919,650,126,96,0.999999999962963,0.999999999962963,Method 0: Global Norm,16.69842634427645,53.0,2,4,0.0054,0.8713136729210841,0.837628865978302,0.8541392899064306,0.12868632704187888,7.65,12,Balanced / Moderate
6bba_5dfe9ad1,1487,23778,1159,22619,328,0.0487,0.7794,0.0917,1160,68,327,0.9444444444269549,0.9629629629451304,Method 2: Mild Bg-Sub,3.438844135546428,260.0,0,0,0.0,0.7800941492933557,0.9446254071653546,0.8545119700379907,0.18286881365177465,15.42,21,Balanced / Moderate
6bba_d82a4fc6,530,23210,436,22774,94,0.0188,0.8226,0.0367,436,54,94,0.99999999995,0.99999999995,Method 2: Mild Bg-Sub,3.196380435780078,287.0,0,0,0.0,0.8226415094324101,0.8897959183655311,0.8549019602834064,0.1773584905175899,5.45,8,Balanced / Moderate
44b6_587a1e22,371,16319,303,16016,68,0.0186,0.8167,0.0363,303,33,68,0.9999999999285716,0.9999999999285716,Method 1: Standard Bg-Sub,6.619834591229027,87.0,1,2,0.0054,0.8167115902942946,0.9017857142830304,0.8571428566416578,0.18328840963427695,4.010526315789473,7,Balanced / Moderate
6bba_9e23430b,891,6411,745,5666,146,0.1162,0.8361,0.2041,745,99,146,0.9729729729466764,0.9729729729466764,Method 0: Global Norm,18.47379863301268,32.0,1,2,0.0022,0.8361391694715644,0.8827014217999021,0.8587896248596075,0.13683380347511198,9.14,12,Balanced / Moderate
6bba_4f99ce20,1010,4697,834,3863,176,0.1776,0.8257,0.2923,834,97,176,0.999999999975,0.999999999975,Method 1: Standard Bg-Sub,9.300997798763852,54.0,2,4,0.004,0.8257425742566081,0.8958109559603697,0.8593508495772225,0.17425742571839187,10.676767676767676,17,Balanced / Moderate
6bba_55b7eebe,688,4474,588,3886,100,0.1314,0.8547,0.2278,588,84,100,0.999999999962963,0.999999999962963,Method 1: Standard Bg-Sub,9.962925683334712,83.0,1,2,0.0029,0.8546511627894554,0.8749999999986979,0.8647058818517388,0.14534883717350755,7.05,10,Balanced / Moderate
44b6_a21120c2,286,20102,244,19858,42,0.0121,0.8531,0.0239,244,34,42,0.9999999999166668,0.9999999999166668,Method 1: Standard Bg-Sub,7.879641608536492,131.0,2,4,0.014,0.8531468531438702,0.8776978417234615,0.8652482264473869,0.1468531467727966,3.4823529411764707,6,Balanced / Moderate
6bba_13f19531,704,5327,617,4710,87,0.1158,0.8764,0.2046,617,105,87,0.9999999999615384,0.9999999999615384,Method 1: Standard Bg-Sub,9.036450384908004,56.0,0,0,0.0,0.8764204545442097,0.85457063711793,0.8653576432576319,0.12357954541732874,7.37,13,Balanced / Moderate
6bba_43fea39d,880,4911,746,4165,134,0.1519,0.8477,0.2576,746,97,134,0.9999999999705884,0.9999999999705884,Method 0: Global Norm,23.6954643629646,27.0,0,0,0.0,0.8477272727263094,0.8849347568198281,0.8659315142989933,0.15227272724427898,9.1,14,Balanced / Moderate
44b6_53f95252,68,30661,56,30605,12,0.0018,0.8235,0.0036,56,5,12,0.99999999975,0.99999999975,Method 2: Mild Bg-Sub,2.7576099546588297,867.0,0,0,0.0,0.8235294117525951,0.9180327868701962,0.8682170537515774,0.1764705879974049,1.3725490196078431,2,Balanced / Moderate
6bba_df673a83,654,17083,539,16544,115,0.0316,0.8242,0.0608,539,47,115,0.8928571428252551,0.9285714285382654,Method 2: Mild Bg-Sub,3.611587755849226,188.0,4,8,0.0122,0.8241590214054677,0.9197952218414338,0.8693548382097789,0.10441240713279765,6.747474747474747,10,Balanced / Moderate
44b6_0db75fae,151,13302,125,13177,26,0.0094,0.8278,0.0186,125,9,26,0.999999999875,0.999999999875,Method 1: Standard Bg-Sub,5.114166504718061,128.0,0,0,0.0,0.8278145695309417,0.932835820888561,0.8771929819517637,0.1721854303440583,1.7640449438202248,2,Balanced / Moderate
6bba_372c8cb8,1007,6300,880,5420,127,0.1397,0.8739,0.2409,878,115,129,0.9999999999729732,0.9999999999729732,Method 2: Mild Bg-Sub,11.829689238797926,62.0,0,0,0.0,0.8718967229385582,0.8841893252760482,0.8779999994991465,0.12810327703441493,10.36,14,Balanced / Moderate
6bba_5b28472a,724,4802,626,4176,98,0.1304,0.8646,0.2266,626,75,98,0.999999999962963,0.999999999962963,Method 0: Global Norm,15.079889224505257,63.0,0,0,0.0,0.8646408839767064,0.8930099857333909,0.8785964907269673,0.1353591159862566,7.37,9,Balanced / Moderate
44b6_cf8fed6b,188,37102,161,36941,27,0.0043,0.8564,0.0086,161,17,27,0.9999999998333332,0.9999999998333332,Method 0: Global Norm,48.10708084397277,11.0,0,0,0.0,0.856382978718849,0.9044943820173905,0.879781420260593,0.14361702111448416,2.0319148936170213,3,Balanced / Moderate
6bba_cdcfe533,1348,25115,1160,23955,188,0.0462,0.8605,0.0877,1158,112,190,0.999999999978261,0.999999999978261,Method 2: Mild Bg-Sub,3.444150012961232,280.0,4,8,0.0059,0.8590504451032203,0.9118110236213293,0.8846447664974761,0.14094955487504068,17.304878048780488,28,Balanced / Moderate
6bba_5c824876,1130,21631,956,20675,174,0.0442,0.846,0.084,956,70,174,0.9799999999804,0.9799999999804,Method 2: Mild Bg-Sub,4.388895153701941,204.0,1,2,0.0018,0.8460176991142956,0.9317738791413921,0.8868274577563704,0.1339823008661044,11.7,17,Balanced / Moderate
6bba_91951b3a,1148,10315,991,9324,157,0.0961,0.8632,0.1729,993,98,155,0.938775510184923,0.9795918367147024,Method 2: Mild Bg-Sub,5.584231974176052,120.0,0,0,0.0,0.8649825783964591,0.9101741521531529,0.8870031258952441,0.11460925831824331,11.88,16,Balanced / Moderate
6bba_12665c0e,998,7003,859,6144,139,0.1227,0.8607,0.2147,859,66,139,0.9756097560737657,0.9999999999756098,Method 2: Mild Bg-Sub,4.743257651699705,101.0,3,6,0.006,0.8607214428849091,0.9286486486476447,0.8933957353292246,0.1392785570907007,10.36,19,Balanced / Moderate
6bba_bbb708ca,861,5645,746,4899,115,0.1322,0.8664,0.2293,746,63,115,0.9655172413460168,0.9655172413460168,Method 0: Global Norm,14.640611838180773,33.0,0,0,0.0,0.8664343786284943,0.9221260815810605,0.8934131731521093,0.09908286271752254,8.92,14,Balanced / Moderate
6bba_337b1b3a,1213,26168,1047,25121,166,0.04,0.8631,0.0765,1050,86,163,0.9777777777560496,0.999999999977778,Method 2: Mild Bg-Sub,5.01745373629872,153.0,2,4,0.0033,0.8656224237420729,0.9242957746470737,0.8939974452213596,0.13437757623570512,15.703703703703704,27,Balanced / Moderate
6bba_4aa14c89,681,5946,593,5353,88,0.0997,0.8708,0.179,595,44,86,0.999999999962963,0.999999999962963,Method 0: Global Norm,17.916398697118176,46.0,0,0,0.0,0.8737151248151634,0.9311424100141923,0.9015151510142918,0.1262848751477995,7.07,11,Balanced / Moderate
6bba_6321a359,798,4157,696,3461,102,0.1674,0.8722,0.2809,698,51,100,0.99999999996875,0.99999999996875,Method 0: Global Norm,16.971282937335264,35.0,1,2,0.0025,0.8746867167908838,0.9319092122817999,0.9023917254204726,0.12531328317786616,8.353535353535353,12,Balanced / Moderate
6bba_7af54fde,1092,8250,947,7303,145,0.1148,0.8672,0.2027,947,55,145,0.906976744164954,0.9767441860237968,Method 2: Mild Bg-Sub,9.212088970530807,108.0,2,4,0.0037,0.8672161172153231,0.9451097804381785,0.904489015736927,0.10952806880847366,11.31,14,Balanced / Moderate
44b6_5740d24b,170,15157,153,15004,17,0.0101,0.9,0.02,153,15,17,0.8571428570204082,0.9999999998571428,Method 2: Mild Bg-Sub,2.119476256332278,282.0,0,0,0.0,0.8999999999947059,0.9107142857088648,0.9053254432816429,0.0999999998624369,1.73,2,Balanced / Moderate
6bba_f4ae811c,965,7735,845,6890,120,0.1092,0.8756,0.1943,845,53,120,0.94999999997625,0.999999999975,Method 2: Mild Bg-Sub,3.816985937828847,123.0,0,0,0.0,0.875647668392875,0.9409799554555223,0.9071390225807249,0.124352331582125,10.01,15,Balanced / Moderate
