dataset,pair_type,distance_um,cos_similarity,accel_norm_um,speed_ratio
6bba_d0fc38b5,FP_Noise_Link (TP->FP),6.319767,0.66120344,5.296852,3.4784863
44b6_9be80b04,True_Cell_Link (TP->TP),0.5745243,0.31622714,0.9084026,0.63244855
44b6_9be80b04,FP_Noise_Link (TP->FP),5.873088,-0.30934408,6.21443,6.4652205
6bba_05db0fb1,True_Cell_Link (TP->TP),2.03125,0.0,2.03125,203125.0
6bba_05db0fb1,FP_Noise_Link (TP->FP),2.6328008,0.0,2.6328008,263280.1
6bba_57b7cc1e,True_Cell_Link (TP->TP),1.2846752,-0.5999997,2.2980971,0.9999922
6bba_57b7cc1e,FP_Noise_Link (TP->FP),5.540511,-0.23186944,5.970631,4.312738
44b6_7a302da0,True_Cell_Link (TP->TP),1.8168052,-0.5477224,3.3500233,0.91286635
44b6_7a302da0,FP_Noise_Link (TP->FP),6.4105167,0.33633187,6.0393405,3.2210083
6bba_6feeb0b1,True_Cell_Link (TP->TP),0.0,0.0,2.1877232,0.0
6bba_6feeb0b1,FP_Noise_Link (TP->FP),4.0010986,0.037709005,4.487178,1.8288788
6bba_4ffd3da3,True_Cell_Link (TP->TP),3.4946947,0.9972269,0.40625,1.1014113
6bba_4ffd3da3,FP_Noise_Link (TP->FP),4.9589133,-0.5034811,7.1064725,1.5628843
6bba_ed9377fd,True_Cell_Link (TP->TP),1.8168052,-0.44721338,2.6012692,1.4906998
6bba_ed9377fd,FP_Noise_Link (TP->FP),6.21443,-0.8498365,7.2785673,5.0989776
6bba_5b28472a,True_Cell_Link (TP->TP),1.7235727,-0.31622759,2.1877232,1.8973457
6bba_5b28472a,FP_Noise_Link (TP->FP),6.21443,-0.7308816,6.90625,6.8409767
6bba_cdcfe533,True_Cell_Link (TP->TP),6.080193,0.87287164,3.0400965,1.0183485
6bba_cdcfe533,FP_Noise_Link (TP->FP),4.3942657,0.113227695,7.001186,0.73597884
6bba_cf35214c,True_Cell_Link (TP->TP),4.631963,0.94868326,2.0714767,1.5811335
6bba_cf35214c,FP_Noise_Link (TP->FP),5.629165,0.16012813,5.915089,1.9215313
6bba_7d3058ae,True_Cell_Link (TP->TP),0.8125,-0.7071052,1.2846752,1.4141889
6bba_7d3058ae,FP_Noise_Link (TP->FP),4.9087377,0.5852055,4.5961943,8.543855
6bba_1d0d8384,True_Cell_Link (TP->TP),11.955075,0.0,11.955075,1.1955075e+06
6bba_1d0d8384,FP_Noise_Link (TP->FP),5.5850143,0.0,5.5850143,558501.44
6bba_09961292,True_Cell_Link (TP->TP),0.9084026,0.1825741,2.03125,0.45643318
6bba_09961292,FP_Noise_Link (TP->FP),6.397631,-0.3110855,7.267221,3.214534
6bba_786893ac,True_Cell_Link (TP->TP),0.0,0.0,1.7235727,0.0
6bba_786893ac,FP_Noise_Link (TP->FP),4.9589133,-0.5985939,6.147678,2.8770962
6bba_edf14583,True_Cell_Link (TP->TP),0.9084026,0.44721332,1.4647552,0.55901355
6bba_edf14583,FP_Noise_Link (TP->FP),3.4710016,0.0,3.8325548,2.1359878
44b6_2a2eff9f,True_Cell_Link (TP->TP),1.9902104,0.5773502,2.8145826,0.5773486
44b6_2a2eff9f,FP_Noise_Link (TP->FP),5.296852,-0.7954116,8.3058,1.5365864
6bba_cff5865f,True_Cell_Link (TP->TP),3.65625,0.8944271,1.7235727,1.3416358
6bba_cff5865f,FP_Noise_Link (TP->FP),5.9290237,0.98056215,3.3003907,2.1756146
6bba_0e7c0d07,True_Cell_Link (TP->TP),5.7019906,0.9974586,2.4711223,1.7544533
6bba_0e7c0d07,FP_Noise_Link (TP->FP),4.8918977,0.083045475,5.6438055,1.5051947
44b6_551a5dba,True_Cell_Link (TP->TP),1.1490486,0.707106,0.8125,1.4141961
44b6_551a5dba,FP_Noise_Link (TP->FP),6.5505843,-0.12403472,6.7000465,8.062159
6bba_edf14583,True_Cell_Link (TP->TP),2.0714767,-0.21439731,3.65625,0.79633
6bba_edf14583,FP_Noise_Link (TP->FP),6.5505843,0.6973549,5.0902977,2.5182164
6bba_05db0fb1,True_Cell_Link (TP->TP),1.7235727,0.0,1.8168052,2.9999475
6bba_05db0fb1,FP_Noise_Link (TP->FP),6.712352,-0.1283881,6.809991,11.683118
6bba_f17befbc,True_Cell_Link (TP->TP),1.8616713,0.21821776,1.8616713,2.2912595
6bba_f17befbc,FP_Noise_Link (TP->FP),6.712352,0.24209096,6.5631695,8.261254
6bba_1ebfb80d,True_Cell_Link (TP->TP),3.7233427,0.87830985,2.9575446,4.098735
6bba_1ebfb80d,FP_Noise_Link (TP->FP),5.873088,0.7733602,5.2025385,6.4652205
44b6_3bb3690f,True_Cell_Link (TP->TP),0.9084026,0.44721237,0.8125,2.236013
44b6_3bb3690f,FP_Noise_Link (TP->FP),3.7233427,0.87287104,3.3745658,9.164926
44b6_8f5ab931,True_Cell_Link (TP->TP),1.8168052,0.7453558,1.625,0.7453529
44b6_8f5ab931,FP_Noise_Link (TP->FP),5.28125,-0.48717946,6.809991,2.1666577
6bba_1d0d8384,True_Cell_Link (TP->TP),6.5631695,0.1351132,6.95388,1.9591357
6bba_1d0d8384,FP_Noise_Link (TP->FP),6.90625,0.214002,7.001186,2.0615466
6bba_718b21f9,True_Cell_Link (TP->TP),1.6750116,0.21693031,1.7235727,1.8438885
6bba_718b21f9,FP_Noise_Link (TP->FP),3.2752922,-0.5547,3.8540258,3.6055114
44b6_b2c44266,True_Cell_Link (TP->TP),1.8616713,-0.87287134,3.3745658,1.1456368
44b6_b2c44266,FP_Noise_Link (TP->FP),6.625737,-0.24525571,7.198768,4.0773516
6bba_3fda6b25,True_Cell_Link (TP->TP),2.0714767,0.0,2.0714767,207147.67
6bba_3fda6b25,FP_Noise_Link (TP->FP),3.74544,0.0,3.74544,374544.0
6bba_15403b9a,True_Cell_Link (TP->TP),2.0714767,0.23782569,2.3337286,1.2366865
6bba_15403b9a,FP_Noise_Link (TP->FP),5.2025385,0.18938848,5.1547346,3.105953
6bba_d2b9fc0c,True_Cell_Link (TP->TP),1.2846752,0.37210408,1.9902104,0.62017065
6bba_d2b9fc0c,FP_Noise_Link (TP->FP),4.0625,-0.35300902,5.170718,1.9611518
44b6_8f5ab931,True_Cell_Link (TP->TP),0.9084026,-0.4961386,2.0714767,0.62016946
44b6_8f5ab931,FP_Noise_Link (TP->FP),6.9893894,-0.29017162,7.5457587,4.771679
6bba_907271db,True_Cell_Link (TP->TP),1.2846752,0.9761868,1.1490486,0.5423238
6bba_907271db,FP_Noise_Link (TP->FP),3.172914,-0.7246186,5.1547346,1.3394412
6bba_1d0d8384,True_Cell_Link (TP->TP),0.0,0.0,1.21875,0.0
6bba_1d0d8384,FP_Noise_Link (TP->FP),6.724634,0.5437098,6.147678,5.5176034
6bba_7b5d3b2c,True_Cell_Link (TP->TP),0.0,0.0,1.6750116,0.0
6bba_7b5d3b2c,FP_Noise_Link (TP->FP),6.6629953,0.7837458,5.4504156,3.9778562
6bba_78a7bd97,True_Cell_Link (TP->TP),0.40625,-0.23570193,1.8616713,0.23570089
6bba_78a7bd97,FP_Noise_Link (TP->FP),5.2025385,-0.036810506,5.540511,3.0184443
6bba_337b1b3a,True_Cell_Link (TP->TP),2.03125,-0.13333331,3.3745658,0.8333299
6bba_337b1b3a,FP_Noise_Link (TP->FP),5.759588,0.07053456,6.09375,2.362898
6bba_789f8168,True_Cell_Link (TP->TP),1.21875,0.37139055,2.0714767,0.5570835
6bba_789f8168,FP_Noise_Link (TP->FP),3.172914,0.6657238,2.3688242,1.4503204
6bba_7d3058ae,True_Cell_Link (TP->TP),0.40625,0.0,2.3337286,0.17677592
6bba_7d3058ae,FP_Noise_Link (TP->FP),3.65625,0.5499719,3.0671203,1.5909833
6bba_6feeb0b1,True_Cell_Link (TP->TP),0.5745243,0.7071037,0.40625,1.4141787
6bba_6feeb0b1,FP_Noise_Link (TP->FP),5.9290237,0.06851884,5.915089,14.59416
6bba_e16ffc58,True_Cell_Link (TP->TP),1.2846752,0.3253956,2.2980971,0.5423238
6bba_e16ffc58,FP_Noise_Link (TP->FP),4.1825995,-0.19988896,5.2025385,1.7656784
6bba_e16ffc58,True_Cell_Link (TP->TP),2.6012692,-0.41385958,5.4504156,0.67872804
6bba_e16ffc58,FP_Noise_Link (TP->FP),5.4655347,-0.92971045,9.138368,1.4260776
6bba_207c6aaf,True_Cell_Link (TP->TP),2.2980971,0.9819803,0.5745243,0.8728683
6bba_207c6aaf,FP_Noise_Link (TP->FP),6.147678,-0.07137656,6.8582892,2.3350246
6bba_b204cac7,True_Cell_Link (TP->TP),1.9902104,0.5163976,1.7235727,1.5491813
6bba_b204cac7,FP_Noise_Link (TP->FP),5.2183757,0.17232807,5.1547346,4.061988
6bba_b329af44,True_Cell_Link (TP->TP),5.2025385,0.53028774,4.542013,3.105953
6bba_b329af44,FP_Noise_Link (TP->FP),4.082762,-0.5309303,5.170718,2.4374382
6bba_13f19531,True_Cell_Link (TP->TP),2.8726213,0.9146768,1.8616713,0.7035959
6bba_13f19531,FP_Noise_Link (TP->FP),6.21443,-0.21465714,8.13515,1.5221105
6bba_cdcfe533,True_Cell_Link (TP->TP),1.7235727,0.8574927,0.9084026,1.0289854
6bba_cdcfe533,FP_Noise_Link (TP->FP),5.5850143,0.6527491,4.667457,3.3342938
6bba_cff5865f,True_Cell_Link (TP->TP),4.082762,0.99145305,0.5745243,1.0652819
6bba_cff5865f,FP_Noise_Link (TP->FP),5.025035,-0.7198442,8.225936,1.3111415
6bba_15403b9a,True_Cell_Link (TP->TP),3.74544,0.99822253,0.8125,1.2663976
6bba_15403b9a,FP_Noise_Link (TP->FP),6.201137,-0.170977,7.3125,2.096711
6bba_78a7bd97,True_Cell_Link (TP->TP),5.6584077,0.91192925,3.3003907,2.0103824
6bba_78a7bd97,FP_Noise_Link (TP->FP),2.3688242,-0.39605895,4.337563,0.8416224
6bba_6feeb0b1,True_Cell_Link (TP->TP),0.8125,0.40824804,1.8168052,0.40824625
6bba_6feeb0b1,FP_Noise_Link (TP->FP),6.345828,-0.5749792,7.6651096,3.1885052
6bba_d0fc38b5,True_Cell_Link (TP->TP),2.3337286,-0.9999998,4.667457,0.9999957
6bba_d0fc38b5,FP_Noise_Link (TP->FP),4.772357,-0.90392685,6.95388,2.0449407
6bba_87289e13,True_Cell_Link (TP->TP),8.983546,0.8116201,6.5631695,2.681629
6bba_87289e13,FP_Noise_Link (TP->FP),5.5850143,-0.37047923,7.501888,1.6671519
6bba_5c039895,True_Cell_Link (TP->TP),2.9295104,0.8320501,2.03125,2.403681
6bba_5c039895,FP_Noise_Link (TP->FP),6.8582892,-0.11846977,7.1064725,5.627268
6bba_283bf9f1,True_Cell_Link (TP->TP),2.6012692,0.91858846,4.1628237,0.4049685
6bba_283bf9f1,FP_Noise_Link (TP->FP),6.1072764,0.5553282,5.915089,0.9507876
6bba_3abfe10a,True_Cell_Link (TP->TP),1.7235727,0.29814228,1.8168052,1.3416303
6bba_3abfe10a,FP_Noise_Link (TP->FP),6.9893894,-0.22056437,7.3798976,5.440546
6bba_b1ae37b9,True_Cell_Link (TP->TP),0.0,0.0,0.5745243,0.0
6bba_b1ae37b9,FP_Noise_Link (TP->FP),5.5255976,0.36391255,5.3433843,9.617524
44b6_949adeb1,True_Cell_Link (TP->TP),2.3337286,0.9725179,1.6750116,0.6055285
44b6_949adeb1,FP_Noise_Link (TP->FP),3.3745658,-0.92635417,7.094851,0.87559277
6bba_d3da753b,True_Cell_Link (TP->TP),2.4375,0.7378646,1.7235727,1.8973519
6bba_d3da753b,FP_Noise_Link (TP->FP),3.172914,-0.5263545,4.0010986,2.4697988
6bba_2540cd90,True_Cell_Link (TP->TP),0.0,0.0,0.0,0.0
6bba_2540cd90,FP_Noise_Link (TP->FP),5.759588,0.0,5.759588,575958.8
44b6_a21120c2,True_Cell_Link (TP->TP),4.9422445,0.5389081,4.487178,1.1394032
44b6_a21120c2,FP_Noise_Link (TP->FP),5.5850143,0.12944052,6.6132708,1.2875897
6bba_fc83837d,True_Cell_Link (TP->TP),0.9084026,0.84366757,8.9375,0.09374076
6bba_fc83837d,FP_Noise_Link (TP->FP),4.875,-0.9642102,14.449028,0.5030657
6bba_5f89039d,True_Cell_Link (TP->TP),3.5648293,0.22792111,3.6787503,1.7549843
6bba_5f89039d,FP_Noise_Link (TP->FP),3.65625,0.7777777,2.4375,1.7999911
6bba_9a41d029,True_Cell_Link (TP->TP),1.625,0.707106,1.2846752,2.8283777
6bba_9a41d029,FP_Noise_Link (TP->FP),5.873088,0.53802747,5.5850143,10.222345
44b6_587a1e22,True_Cell_Link (TP->TP),6.1072764,0.09816407,6.894291,1.5846444
44b6_587a1e22,FP_Noise_Link (TP->FP),4.1429534,0.62017363,3.4946947,1.0749649
6bba_61dd1e0d,True_Cell_Link (TP->TP),0.8125,0.59999967,1.6750116,0.39999804
6bba_61dd1e0d,FP_Noise_Link (TP->FP),5.2025385,-0.8433382,7.001186,2.561237
6bba_f17befbc,True_Cell_Link (TP->TP),2.03125,0.20924573,3.65625,0.58123654
6bba_f17befbc,FP_Noise_Link (TP->FP),6.625737,-0.62722874,9.228226,1.8959363
44b6_12dfb391,True_Cell_Link (TP->TP),1.6750116,0.24253547,1.6750116,2.0615275
44b6_12dfb391,FP_Noise_Link (TP->FP),3.8540258,-0.73786455,4.487178,4.743358
6bba_ae82a791,True_Cell_Link (TP->TP),1.6750116,0.10846516,1.8168052,1.8438885
6bba_ae82a791,FP_Noise_Link (TP->FP),3.8325548,0.52144986,3.4471455,4.218958
6bba_907271db,True_Cell_Link (TP->TP),1.6750116,0.24253556,2.03125,1.0307701
6bba_907271db,FP_Noise_Link (TP->FP),4.337563,0.65560997,3.4946947,2.669253
6bba_789f8168,True_Cell_Link (TP->TP),1.8616713,0.0,1.8616713,186167.14
6bba_789f8168,FP_Noise_Link (TP->FP),3.6336105,0.0,3.6336105,363361.06
6bba_bb9f20c3,True_Cell_Link (TP->TP),3.4946947,0.87051475,2.3337286,2.3858395
6bba_bb9f20c3,FP_Noise_Link (TP->FP),2.0714767,-0.48953533,3.0671203,1.4142039
6bba_085bf656,True_Cell_Link (TP->TP),2.6328008,0.9078412,1.1490486,1.2709717
6bba_085bf656,FP_Noise_Link (TP->FP),5.296852,0.6016568,4.3754463,2.5570292
44b6_668e0cc7,True_Cell_Link (TP->TP),2.1877232,0.45272428,3.4471455,0.5708248
44b6_668e0cc7,FP_Noise_Link (TP->FP),2.3337286,0.83034873,2.2980971,0.6089208
6bba_05b6850b,True_Cell_Link (TP->TP),0.40625,0.0,0.5745243,0.9999753
6bba_05b6850b,FP_Noise_Link (TP->FP),4.337563,-0.46829265,4.542013,10.676815
6bba_1d0d8384,True_Cell_Link (TP->TP),4.614113,-0.088045046,4.667457,11.357536
6bba_1d0d8384,FP_Noise_Link (TP->FP),6.21443,-0.71909225,6.512683,15.296681
6bba_2646afc7,True_Cell_Link (TP->TP),1.6750116,0.89113253,0.9084026,0.84162116
6bba_2646afc7,FP_Noise_Link (TP->FP),3.8325548,-0.90875876,5.7019906,1.9256936
6bba_d5eae175,True_Cell_Link (TP->TP),3.3745658,0.42562816,3.0671203,2.9368093
6bba_d5eae175,FP_Noise_Link (TP->FP),4.614113,-0.43580088,5.2183757,4.015559
44b6_ddf577ad,True_Cell_Link (TP->TP),1.2846752,-0.31622714,1.4647552,3.1621995
44b6_ddf577ad,FP_Noise_Link (TP->FP),6.9420033,-0.35112333,7.094851,17.087587
6bba_05db0fb1,True_Cell_Link (TP->TP),2.3337286,0.9787089,0.5745243,0.89714646
6bba_05db0fb1,FP_Noise_Link (TP->FP),4.9589133,-0.025588505,5.6584077,1.9063364
6bba_6feeb0b1,True_Cell_Link (TP->TP),0.5745243,0.1961159,1.4647552,0.39222962
6bba_6feeb0b1,FP_Noise_Link (TP->FP),6.4105167,-0.9666991,7.8354664,4.3764806
6bba_3c5691b6,True_Cell_Link (TP->TP),0.40625,0.0,0.5745243,0.9999753
6bba_3c5691b6,FP_Noise_Link (TP->FP),5.296852,0.3834823,5.1547346,13.038084
6bba_6479435d,True_Cell_Link (TP->TP),5.0085864,0.0,5.0085864,500858.66
6bba_6479435d,FP_Noise_Link (TP->FP),6.5505843,0.0,6.5505843,655058.44
6bba_cf35214c,True_Cell_Link (TP->TP),3.2752922,0.05547001,3.65625,1.8027656
6bba_cf35214c,FP_Noise_Link (TP->FP),6.822098,-0.026631178,7.1064725,3.754976
6bba_cdcfe533,True_Cell_Link (TP->TP),1.4647552,0.3846152,1.625,0.99999315
6bba_cdcfe533,FP_Noise_Link (TP->FP),5.138701,0.6139406,4.3942657,3.508208
6bba_1ebfb80d,True_Cell_Link (TP->TP),2.7252078,0.79507023,1.9902104,0.83204776
6bba_1ebfb80d,FP_Noise_Link (TP->FP),6.95388,0.050723303,7.534815,2.1231263
6bba_c328f2fd,True_Cell_Link (TP->TP),4.3184967,0.68420863,3.5648293,3.3615212
6bba_c328f2fd,FP_Noise_Link (TP->FP),6.822098,0.6025948,6.1342406,5.310326
6bba_78a7bd97,True_Cell_Link (TP->TP),0.40625,0.0,0.40625,40625.0
6bba_78a7bd97,FP_Noise_Link (TP->FP),6.712352,0.0,6.712352,671235.2
6bba_2540cd90,True_Cell_Link (TP->TP),0.9084026,-0.894426,1.6750116,1.1180202
6bba_2540cd90,FP_Noise_Link (TP->FP),4.3942657,-0.09245001,4.542013,5.4082603
6bba_fc83837d,True_Cell_Link (TP->TP),5.025035,0.0,5.025035,502503.5
6bba_fc83837d,FP_Noise_Link (TP->FP),5.873088,0.0,5.873088,587308.8
6bba_f20478e9,True_Cell_Link (TP->TP),2.1877232,0.5813181,1.8168052,2.4082923
6bba_f20478e9,FP_Noise_Link (TP->FP),6.712352,0.3789323,6.4233766,7.3891
44b6_71a4179f,True_Cell_Link (TP->TP),0.40625,0.23570193,1.6750116,0.23570089
44b6_71a4179f,FP_Noise_Link (TP->FP),3.7233427,0.5657789,3.0939078,2.1602345
6bba_55b7eebe,True_Cell_Link (TP->TP),1.7235727,-0.31622759,2.1877232,1.8973457
6bba_55b7eebe,FP_Noise_Link (TP->FP),5.8590207,-0.37210417,6.2541394,6.449735
6bba_67ebd073,True_Cell_Link (TP->TP),1.6750116,0.9626508,1.7235727,0.5114067
6bba_67ebd073,FP_Noise_Link (TP->FP),5.4655347,0.09219429,6.1072764,1.6687115
44b6_ddf577ad,True_Cell_Link (TP->TP),0.9084026,-0.79999954,2.6012692,0.49999726
44b6_ddf577ad,FP_Noise_Link (TP->FP),6.894291,0.31622773,6.5505843,3.794712
6bba_afb141ff,True_Cell_Link (TP->TP),2.0714767,0.32025623,2.3688242,1.0408278
6bba_afb141ff,FP_Noise_Link (TP->FP),5.5850143,0.8017836,4.1628237,2.806229
6bba_c73a1d11,True_Cell_Link (TP->TP),8.165524,0.8639342,5.5850143,2.4930596
6bba_c73a1d11,FP_Noise_Link (TP->FP),4.1628237,0.58101845,3.4946947,1.2709739
6bba_718b21f9,True_Cell_Link (TP->TP),1.8168052,0.0,1.8168052,181680.53
6bba_718b21f9,FP_Noise_Link (TP->FP),5.7019906,0.0,5.7019906,570199.06
6bba_d2b9fc0c,True_Cell_Link (TP->TP),2.6328008,0.6210588,2.1877232,2.8982432
6bba_d2b9fc0c,FP_Noise_Link (TP->FP),3.25,-0.89442694,4.082762,3.5776694
44b6_c96cfa10,True_Cell_Link (TP->TP),2.7252078,0.9079593,1.1490486,1.0476414
44b6_c96cfa10,FP_Noise_Link (TP->FP),6.4105167,-0.9600196,8.9375,2.4643707
44b6_2f31fc2f,True_Cell_Link (TP->TP),2.03125,0.7999999,2.03125,0.6249981
44b6_2f31fc2f,FP_Noise_Link (TP->FP),5.6584077,-0.57436645,7.981546,1.7410432
6bba_ae82a791,True_Cell_Link (TP->TP),3.4946947,0.0,3.4946947,349469.47
6bba_ae82a791,FP_Noise_Link (TP->FP),1.8168052,0.0,1.8168052,181680.53
6bba_6479435d,True_Cell_Link (TP->TP),1.6750116,0.10846516,1.8168052,1.8438885
6bba_6479435d,FP_Noise_Link (TP->FP),3.0400965,0.11952282,3.0671203,3.3466032
6bba_d3da753b,True_Cell_Link (TP->TP),18.920088,0.0,18.920088,1.8920089e+06
6bba_d3da753b,FP_Noise_Link (TP->FP),5.3895154,0.0,5.3895154,538951.56
6bba_32db13fc,True_Cell_Link (TP->TP),2.9295104,0.82072926,1.6750116,1.1854931
6bba_32db13fc,FP_Noise_Link (TP->FP),5.2183757,0.20477508,5.296852,2.1117346
6bba_e16ffc58,True_Cell_Link (TP->TP),2.3337286,0.46709916,2.0714767,2.5690181
6bba_e16ffc58,FP_Noise_Link (TP->FP),3.172914,0.5153383,2.8145826,3.4928114
6bba_3abfe10a,True_Cell_Link (TP->TP),2.9575446,0.0,2.9575446,295754.47
6bba_3abfe10a,FP_Noise_Link (TP->FP),6.1072764,0.0,6.1072764,610727.7
6bba_0e7c0d07,True_Cell_Link (TP->TP),4.5961943,0.9645618,2.1877232,0.73490316
6bba_0e7c0d07,FP_Noise_Link (TP->FP),6.918188,0.03432965,9.165418,1.1061757
6bba_312f0dc3,True_Cell_Link (TP->TP),3.0400965,0.78704375,2.03125,0.9581372
6bba_312f0dc3,FP_Noise_Link (TP->FP),5.296852,-0.1865796,6.6629953,1.6693914
6bba_e16ffc58,True_Cell_Link (TP->TP),2.1877232,0.8309488,1.4647552,0.83094585
6bba_e16ffc58,FP_Noise_Link (TP->FP),6.5631695,0.9646648,4.082762,2.4928374
6bba_61dd1e0d,True_Cell_Link (TP->TP),1.6750116,0.0,1.6750116,167501.17
6bba_61dd1e0d,FP_Noise_Link (TP->FP),6.4105167,0.0,6.4105167,641051.7
6bba_786893ac,True_Cell_Link (TP->TP),2.9575446,0.2913857,2.9575446,1.7159284
6bba_786893ac,FP_Noise_Link (TP->FP),5.5255976,-0.15596256,6.0393405,3.205879
6bba_67ebd073,True_Cell_Link (TP->TP),4.9589133,0.891979,2.2980971,1.2657577
6bba_67ebd073,FP_Noise_Link (TP->FP),1.8616713,-0.45256278,5.04143,0.47518972
44b6_12dfb391,True_Cell_Link (TP->TP),1.8616713,-0.87287134,3.3745658,1.1456368
44b6_12dfb391,FP_Noise_Link (TP->FP),6.7000465,0.0,6.894291,4.1230803
6bba_7d3058ae,True_Cell_Link (TP->TP),2.2980971,-0.11043151,3.65625,0.88344884
6bba_7d3058ae,FP_Noise_Link (TP->FP),2.6012692,-0.9756096,5.170718,0.9999961
6bba_eebc57a5,True_Cell_Link (TP->TP),0.5745243,0.9486815,0.40625,0.63244855
6bba_eebc57a5,FP_Noise_Link (TP->FP),5.9290237,0.8886344,5.138701,6.526796
6bba_5c039895,True_Cell_Link (TP->TP),0.8125,-0.8137332,4.1825995,0.23249461
6bba_5c039895,FP_Noise_Link (TP->FP),5.4504156,0.25993758,5.6584077,1.5596212
6bba_6feeb0b1,True_Cell_Link (TP->TP),2.0714767,0.5883477,1.8616713,5.098894
6bba_6feeb0b1,FP_Noise_Link (TP->FP),6.9420033,-0.70224667,7.2330756,17.087587
6bba_372c8cb8,True_Cell_Link (TP->TP),0.9084026,0.447213,0.9084026,1.1180202
6bba_372c8cb8,FP_Noise_Link (TP->FP),3.172914,0.76822096,2.6012692,3.9050767
6bba_6feb10f0,True_Cell_Link (TP->TP),0.5745243,-0.333333,1.9902104,0.3333314
6bba_6feb10f0,FP_Noise_Link (TP->FP),6.7978625,0.90149784,5.296852,3.9440303
6bba_13f19531,True_Cell_Link (TP->TP),3.3500233,0.87312824,1.9902104,0.82461905
6bba_13f19531,FP_Noise_Link (TP->FP),4.772357,0.69803023,3.4946947,1.1747311
44b6_12dfb391,True_Cell_Link (TP->TP),2.4375,0.0,2.4375,243750.0
44b6_12dfb391,FP_Noise_Link (TP->FP),3.9804208,0.0,3.9804208,398042.1
6bba_d5eae175,True_Cell_Link (TP->TP),2.1877232,0.5459208,2.6012692,0.7196206
6bba_d5eae175,FP_Noise_Link (TP->FP),4.337563,0.10012523,5.04143,1.42678
6bba_2819ca14,True_Cell_Link (TP->TP),2.9575446,0.8348365,1.8168052,0.9029837
6bba_2819ca14,FP_Noise_Link (TP->FP),6.724634,-0.4870588,8.797915,2.053134
6bba_d3da753b,True_Cell_Link (TP->TP),3.2752922,0.9451247,1.625,0.7584317
6bba_d3da753b,FP_Noise_Link (TP->FP),5.4655347,0.888025,2.5693505,1.2656076
44b6_a2bb48bb,True_Cell_Link (TP->TP),2.03125,-0.92163515,3.6336105,1.2126709
44b6_a2bb48bb,FP_Noise_Link (TP->FP),5.1547346,-0.4778621,6.1342406,3.0774138
6bba_fc516dc6,True_Cell_Link (TP->TP),2.03125,0.98610497,2.6328008,0.44022453
6bba_fc516dc6,FP_Noise_Link (TP->FP),5.4655347,0.5366359,4.9087377,1.184523
6bba_d0fc38b5,True_Cell_Link (TP->TP),1.1490486,0.31622747,1.21875,1.2648971
6bba_d0fc38b5,FP_Noise_Link (TP->FP),3.6787503,-0.9383428,4.542013,4.049647
6bba_eebc57a5,True_Cell_Link (TP->TP),1.8616713,-0.6831299,3.3745658,1.0246894
6bba_eebc57a5,FP_Noise_Link (TP->FP),2.9295104,0.37210417,2.8145826,1.6124426
6bba_b329af44,True_Cell_Link (TP->TP),0.9084026,0.84366107,1.6750116,0.38348088
6bba_b329af44,FP_Noise_Link (TP->FP),2.03125,-0.5144957,3.8325548,0.8574893
6bba_ed9377fd,True_Cell_Link (TP->TP),0.9084026,0.43852878,1.8616713,0.4385269
6bba_ed9377fd,FP_Noise_Link (TP->FP),4.9589133,0.2731298,4.8239512,2.3938909
6bba_062c8d37,True_Cell_Link (TP->TP),2.03125,0.5099018,2.03125,0.9805759
6bba_062c8d37,FP_Noise_Link (TP->FP),5.759588,0.041498892,6.0393405,2.7804127
6bba_789f8168,True_Cell_Link (TP->TP),3.8540258,0.90369606,1.7235727,0.96824336
6bba_789f8168,FP_Noise_Link (TP->FP),5.915089,-0.67292655,9.084026,1.4860424
44b6_b2c44266,True_Cell_Link (TP->TP),1.6750116,0.0,1.7235727,4.123004
44b6_b2c44266,FP_Noise_Link (TP->FP),6.95388,0.11684121,6.918188,17.116821
6bba_085bf656,True_Cell_Link (TP->TP),1.21875,0.0,2.0714767,0.72760254
6bba_085bf656,FP_Noise_Link (TP->FP),6.90625,-0.5849388,8.002197,4.123081
44b6_d5e7d891,True_Cell_Link (TP->TP),0.5745243,-0.31622714,1.21875,0.63244855
44b6_d5e7d891,FP_Noise_Link (TP->FP),5.873088,-0.030934408,5.970631,6.4652205
6bba_32db13fc,True_Cell_Link (TP->TP),4.082762,0.45864522,3.8540258,1.2867506
6bba_32db13fc,FP_Noise_Link (TP->FP),6.5505843,-0.63524073,8.909758,2.064526
44b6_8cc6506c,True_Cell_Link (TP->TP),1.21875,0.21821782,1.9902104,0.65465015
44b6_8cc6506c,FP_Noise_Link (TP->FP),6.7000465,-0.5292561,7.8459907,3.5989223
6bba_b1ae37b9,True_Cell_Link (TP->TP),0.9084026,0.0,0.9084026,90840.266
6bba_b1ae37b9,FP_Noise_Link (TP->FP),4.9422445,0.0,4.9422445,494224.47
6bba_b329af44,True_Cell_Link (TP->TP),0.40625,0.7071058,1.4647552,0.23570089
6bba_b329af44,FP_Noise_Link (TP->FP),6.1072764,-0.47036043,7.083211,3.5433614
44b6_7e557709,True_Cell_Link (TP->TP),0.9084026,-0.89442635,2.0714767,0.7453499
44b6_7e557709,FP_Noise_Link (TP->FP),3.74544,-0.9761869,4.9422445,3.0731564
6bba_edf14583,True_Cell_Link (TP->TP),1.6750116,0.13453451,2.0714767,1.143536
6bba_edf14583,FP_Noise_Link (TP->FP),5.873088,-0.80575764,7.1064725,4.0095763
