dataset,threshold,threshold_single,raw_nodes,filtered_nodes,est_nodes,pe_ratio,in_ideal_pe,is_positive,pred_edges,tp_edges,gt_edges,edge_recall,penalty,kaggle_score
44b6_b2c44266,0.005,0.0025,75735,34907,59729,0.5844,False,False,25267,73,168,0.4345,1.0,0.4345
44b6_b2c44266,0.01,0.005,75735,22721,59729,0.3804,False,False,15396,56,168,0.3333,1.0,0.3333
44b6_b2c44266,0.015,0.0075,75735,16508,59729,0.2764,False,False,10861,44,168,0.2619,1.0,0.2619
44b6_b2c44266,0.02,0.01,75735,12801,59729,0.2143,False,False,8262,39,168,0.2321,1.0,0.2321
44b6_b2c44266,0.03,0.015,75735,8726,59729,0.1461,False,False,5464,31,168,0.1845,1.0,0.1845
44b6_b2c44266,0.05,0.025,75735,4938,59729,0.0827,False,False,2949,24,168,0.1429,1.0,0.1429
44b6_c15fded2,0.0002,0.0001,22883,21337,20585,1.0365,False,False,19031,78,102,0.7647,0.9635,0.7368
44b6_c15fded2,0.0005,0.00025,22883,20831,20585,1.012,False,False,18399,78,102,0.7647,0.988,0.7556
44b6_c15fded2,0.001,0.0005,22883,20145,20585,0.9786,True,True,17551,76,102,0.7451,1.0,0.7451
44b6_c15fded2,0.002,0.001,22883,18961,20585,0.9211,True,True,16117,70,102,0.6863,1.0,0.6863
44b6_c15fded2,0.005,0.0025,22883,16485,20585,0.8008,False,False,13362,58,102,0.5686,1.0,0.5686
44b6_c15fded2,0.01,0.005,22883,13708,20585,0.6659,False,False,10535,45,102,0.4412,1.0,0.4412
44b6_c15fded2,0.015,0.0075,22883,11820,20585,0.5742,False,False,8718,37,102,0.3627,1.0,0.3627
44b6_c15fded2,0.02,0.01,22883,10489,20585,0.5095,False,False,7473,29,102,0.2843,1.0,0.2843
44b6_c15fded2,0.03,0.015,22883,8460,20585,0.411,False,False,5713,23,102,0.2255,1.0,0.2255
44b6_c15fded2,0.05,0.025,22883,5974,20585,0.2902,False,False,3751,16,102,0.1569,1.0,0.1569
44b6_c50204e0,0.0002,0.0001,56899,52693,47078,1.1193,False,False,45634,185,325,0.5692,0.8807,0.5013
44b6_c50204e0,0.0005,0.00025,56899,50666,47078,1.0762,False,False,43285,176,325,0.5415,0.9238,0.5003
44b6_c50204e0,0.001,0.0005,56899,47902,47078,1.0175,False,False,40114,160,325,0.4923,0.9825,0.4837
44b6_c50204e0,0.002,0.001,56899,43795,47078,0.9303,True,False,35473,138,325,0.4246,1.0,0.4246
44b6_c50204e0,0.005,0.0025,56899,34901,47078,0.7413,False,False,26457,99,325,0.3046,1.0,0.3046
44b6_c50204e0,0.01,0.005,56899,26069,47078,0.5537,False,False,18512,60,325,0.1846,1.0,0.1846
44b6_c50204e0,0.015,0.0075,56899,20617,47078,0.4379,False,False,13950,38,325,0.1169,1.0,0.1169
44b6_c50204e0,0.02,0.01,56899,16809,47078,0.357,False,False,10927,29,325,0.0892,1.0,0.0892
44b6_c50204e0,0.03,0.015,56899,11732,47078,0.2492,False,False,7191,23,325,0.0708,1.0,0.0708
44b6_c50204e0,0.05,0.025,56899,6596,47078,0.1401,False,False,3787,10,325,0.0308,1.0,0.0308
44b6_c771cb04,0.0002,0.0001,64995,60839,53345,1.1405,False,False,53744,150,223,0.6726,0.8595,0.5782
44b6_c771cb04,0.0005,0.00025,64995,58343,53345,1.0937,False,False,50464,145,223,0.6502,0.9063,0.5893
44b6_c771cb04,0.001,0.0005,64995,54621,53345,1.0239,False,False,45936,137,223,0.6143,0.9761,0.5997
44b6_c771cb04,0.002,0.001,64995,48498,53345,0.9091,True,True,39034,120,223,0.5381,1.0,0.5381
44b6_c771cb04,0.005,0.0025,64995,36077,53345,0.6763,False,False,26664,94,223,0.4215,1.0,0.4215
44b6_c771cb04,0.01,0.005,64995,24514,53345,0.4595,False,False,16845,62,223,0.278,1.0,0.278
44b6_c771cb04,0.015,0.0075,64995,17878,53345,0.3351,False,False,11755,44,223,0.1973,1.0,0.1973
44b6_c771cb04,0.02,0.01,64995,13627,53345,0.2555,False,False,8650,37,223,0.1659,1.0,0.1659
44b6_c771cb04,0.03,0.015,64995,8797,53345,0.1649,False,False,5275,23,223,0.1031,1.0,0.1031
44b6_c771cb04,0.05,0.025,64995,4443,53345,0.0833,False,False,2493,13,223,0.0583,1.0,0.0583
44b6_c8e2a523,0.0002,0.0001,37716,35957,33144,1.0849,False,False,33032,147,164,0.8963,0.9151,0.8203
44b6_c8e2a523,0.0005,0.00025,37716,34687,33144,1.0466,False,False,31214,146,164,0.8902,0.9534,0.8488
44b6_c8e2a523,0.001,0.0005,37716,33036,33144,0.9967,False,False,28852,143,164,0.872,1.0,0.872
44b6_c8e2a523,0.002,0.001,37716,30237,33144,0.9123,True,True,25090,138,164,0.8415,1.0,0.8415
44b6_c8e2a523,0.005,0.0025,37716,23632,33144,0.713,False,False,17449,114,164,0.6951,1.0,0.6951
44b6_c8e2a523,0.01,0.005,37716,15928,33144,0.4806,False,False,10575,84,164,0.5122,1.0,0.5122
44b6_c8e2a523,0.015,0.0075,37716,11298,33144,0.3409,False,False,7099,53,164,0.3232,1.0,0.3232
44b6_c8e2a523,0.02,0.01,37716,8447,33144,0.2549,False,False,5134,41,164,0.25,1.0,0.25
44b6_c8e2a523,0.03,0.015,37716,5255,33144,0.1586,False,False,3066,29,164,0.1768,1.0,0.1768
44b6_c8e2a523,0.05,0.025,37716,2459,33144,0.0742,False,False,1379,10,164,0.061,1.0,0.061
44b6_c96cfa10,0.0002,0.0001,53101,50274,46236,1.0873,False,False,45489,512,616,0.8312,0.9127,0.7586
44b6_c96cfa10,0.0005,0.00025,53101,48499,46236,1.0489,False,False,42935,510,616,0.8279,0.9511,0.7874
44b6_c96cfa10,0.001,0.0005,53101,45767,46236,0.9899,True,True,39253,486,616,0.789,1.0,0.789
44b6_c96cfa10,0.002,0.001,53101,41423,46236,0.8959,False,False,34040,454,616,0.737,1.0,0.737
44b6_c96cfa10,0.005,0.0025,53101,32455,46236,0.7019,False,False,24733,365,616,0.5925,1.0,0.5925
44b6_c96cfa10,0.01,0.005,53101,23941,46236,0.5178,False,False,17260,267,616,0.4334,1.0,0.4334
44b6_c96cfa10,0.015,0.0075,53101,19030,46236,0.4116,False,False,13268,208,616,0.3377,1.0,0.3377
44b6_c96cfa10,0.02,0.01,53101,15810,46236,0.3419,False,False,10708,166,616,0.2695,1.0,0.2695
44b6_c96cfa10,0.03,0.015,53101,11507,46236,0.2489,False,False,7498,119,616,0.1932,1.0,0.1932
44b6_c96cfa10,0.05,0.025,53101,7011,46236,0.1516,False,False,4307,72,616,0.1169,1.0,0.1169
44b6_cf2536e8,0.0002,0.0001,69123,64872,57565,1.1269,False,False,57601,41,75,0.5467,0.8731,0.4773
44b6_cf2536e8,0.0005,0.00025,69123,60270,57565,1.047,False,False,51303,41,75,0.5467,0.953,0.521
44b6_cf2536e8,0.001,0.0005,69123,53259,57565,0.9252,True,True,43125,38,75,0.5067,1.0,0.5067
44b6_cf2536e8,0.002,0.001,69123,43179,57565,0.7501,False,False,32618,33,75,0.44,1.0,0.44
44b6_cf2536e8,0.005,0.0025,69123,25916,57565,0.4502,False,False,17212,22,75,0.2933,1.0,0.2933
44b6_cf2536e8,0.01,0.005,69123,13116,57565,0.2278,False,False,7950,15,75,0.2,1.0,0.2
44b6_cf2536e8,0.015,0.0075,69123,7720,57565,0.1341,False,False,4535,11,75,0.1467,1.0,0.1467
44b6_cf2536e8,0.02,0.01,69123,5080,57565,0.0882,False,False,2925,8,75,0.1067,1.0,0.1067
44b6_cf2536e8,0.03,0.015,69123,2796,57565,0.0486,False,False,1566,5,75,0.0667,1.0,0.0667
44b6_cf2536e8,0.05,0.025,69123,1201,57565,0.0209,False,False,649,2,75,0.0267,1.0,0.0267
44b6_cf8fed6b,0.0002,0.0001,47912,45875,43729,1.0491,False,False,41340,174,188,0.9255,0.9509,0.8801
44b6_cf8fed6b,0.0005,0.00025,47912,44398,43729,1.0153,False,False,38896,171,188,0.9096,0.9847,0.8957
44b6_cf8fed6b,0.001,0.0005,47912,41997,43729,0.9604,True,True,35090,150,188,0.7979,1.0,0.7979
44b6_cf8fed6b,0.002,0.001,47912,37366,43729,0.8545,False,False,28908,129,188,0.6862,1.0,0.6862
44b6_cf8fed6b,0.005,0.0025,47912,25370,43729,0.5802,False,False,16751,79,188,0.4202,1.0,0.4202
44b6_cf8fed6b,0.01,0.005,47912,13996,43729,0.3201,False,False,8275,40,188,0.2128,1.0,0.2128
44b6_cf8fed6b,0.015,0.0075,47912,8451,43729,0.1933,False,False,4780,18,188,0.0957,1.0,0.0957
44b6_cf8fed6b,0.02,0.01,47912,5563,43729,0.1272,False,False,3083,9,188,0.0479,1.0,0.0479
44b6_cf8fed6b,0.03,0.015,47912,2937,43729,0.0672,False,False,1603,4,188,0.0213,1.0,0.0213
44b6_cf8fed6b,0.05,0.025,47912,1189,43729,0.0272,False,False,641,1,188,0.0053,1.0,0.0053
44b6_d29c9ab2,0.0002,0.0001,44145,42075,38055,1.1056,False,False,38604,1138,1328,0.8569,0.8944,0.7664
44b6_d29c9ab2,0.0005,0.00025,44145,40734,38055,1.0704,False,False,36650,1111,1328,0.8366,0.9296,0.7777
44b6_d29c9ab2,0.001,0.0005,44145,38712,38055,1.0173,False,False,33780,1057,1328,0.7959,0.9827,0.7822
44b6_d29c9ab2,0.002,0.001,44145,35534,38055,0.9338,True,True,29505,952,1328,0.7169,1.0,0.7169
44b6_d29c9ab2,0.005,0.0025,44145,27885,38055,0.7328,False,False,20599,703,1328,0.5294,1.0,0.5294
44b6_d29c9ab2,0.01,0.005,44145,18572,38055,0.488,False,False,12145,426,1328,0.3208,1.0,0.3208
44b6_d29c9ab2,0.015,0.0075,44145,12981,38055,0.3411,False,False,7983,271,1328,0.2041,1.0,0.2041
44b6_d29c9ab2,0.02,0.01,44145,9292,38055,0.2442,False,False,5524,192,1328,0.1446,1.0,0.1446
44b6_d29c9ab2,0.03,0.015,44145,5437,38055,0.1429,False,False,3145,108,1328,0.0813,1.0,0.0813
44b6_d29c9ab2,0.05,0.025,44145,2564,38055,0.0674,False,False,1420,50,1328,0.0377,1.0,0.0377
44b6_d2f34f90,0.0002,0.0001,28723,26862,24074,1.1158,False,False,23445,208,281,0.7402,0.8842,0.6545
44b6_d2f34f90,0.0005,0.00025,28723,26144,24074,1.086,False,False,22432,203,281,0.7224,0.914,0.6603
44b6_d2f34f90,0.001,0.0005,28723,24821,24074,1.031,False,False,20775,183,281,0.6512,0.969,0.631
44b6_d2f34f90,0.002,0.001,28723,22510,24074,0.935,True,True,18122,142,281,0.5053,1.0,0.5053
44b6_d2f34f90,0.005,0.0025,28723,17556,24074,0.7293,False,False,13216,91,281,0.3238,1.0,0.3238
44b6_d2f34f90,0.01,0.005,28723,12700,24074,0.5275,False,False,9088,56,281,0.1993,1.0,0.1993
44b6_d2f34f90,0.015,0.0075,28723,9944,24074,0.4131,False,False,6907,41,281,0.1459,1.0,0.1459
44b6_d2f34f90,0.02,0.01,28723,8139,24074,0.3381,False,False,5475,30,281,0.1068,1.0,0.1068
44b6_d2f34f90,0.03,0.015,28723,5887,24074,0.2445,False,False,3743,23,281,0.0819,1.0,0.0819
44b6_d2f34f90,0.05,0.025,28723,3343,24074,0.1389,False,False,1956,8,281,0.0285,1.0,0.0285
44b6_d5e7d891,0.0002,0.0001,53892,50527,44848,1.1266,False,False,44786,535,893,0.5991,0.8734,0.5232
44b6_d5e7d891,0.0005,0.00025,53892,48653,44848,1.0848,False,False,42372,523,893,0.5857,0.9152,0.536
44b6_d5e7d891,0.001,0.0005,53892,45957,44848,1.0247,False,False,39138,491,893,0.5498,0.9753,0.5362
44b6_d5e7d891,0.002,0.001,53892,41899,44848,0.9342,True,False,34479,438,893,0.4905,1.0,0.4905
44b6_d5e7d891,0.005,0.0025,53892,33658,44848,0.7505,False,False,25938,329,893,0.3684,1.0,0.3684
44b6_d5e7d891,0.01,0.005,53892,25316,44848,0.5645,False,False,18306,251,893,0.2811,1.0,0.2811
44b6_d5e7d891,0.015,0.0075,53892,20264,44848,0.4518,False,False,13891,201,893,0.2251,1.0,0.2251
44b6_d5e7d891,0.02,0.01,53892,16645,44848,0.3711,False,False,10941,164,893,0.1837,1.0,0.1837
44b6_d5e7d891,0.03,0.015,53892,11666,44848,0.2601,False,False,7196,116,893,0.1299,1.0,0.1299
44b6_d5e7d891,0.05,0.025,53892,6368,44848,0.142,False,False,3651,64,893,0.0717,1.0,0.0717
44b6_d754aa59,0.0002,0.0001,7365,6827,5171,1.3202,False,False,6038,62,70,0.8857,0.6798,0.6021
44b6_d754aa59,0.0005,0.00025,7365,6753,5171,1.3059,False,False,5932,62,70,0.8857,0.6941,0.6147
44b6_d754aa59,0.001,0.0005,7365,6589,5171,1.2742,False,False,5718,62,70,0.8857,0.7258,0.6428
44b6_d754aa59,0.002,0.001,7365,6284,5171,1.2152,False,False,5380,61,70,0.8714,0.7848,0.6839
44b6_d754aa59,0.005,0.0025,7365,5648,5171,1.0922,False,False,4782,61,70,0.8714,0.9078,0.791
44b6_d754aa59,0.01,0.005,7365,5069,5171,0.9803,True,True,4242,61,70,0.8714,1.0,0.8714
44b6_d754aa59,0.015,0.0075,7365,4745,5171,0.9176,True,True,3910,58,70,0.8286,1.0,0.8286
44b6_d754aa59,0.02,0.01,7365,4447,5171,0.86,False,False,3613,58,70,0.8286,1.0,0.8286
44b6_d754aa59,0.03,0.015,7365,4052,5171,0.7836,False,False,3157,53,70,0.7571,1.0,0.7571
44b6_d754aa59,0.05,0.025,7365,3253,5171,0.6291,False,False,2386,37,70,0.5286,1.0,0.5286
44b6_d78e09d9,0.0002,0.0001,24708,23747,22259,1.0668,False,False,21706,361,451,0.8004,0.9332,0.7469
44b6_d78e09d9,0.0005,0.00025,24708,23316,22259,1.0475,False,False,21121,361,451,0.8004,0.9525,0.7624
44b6_d78e09d9,0.001,0.0005,24708,22668,22259,1.0184,False,False,20239,359,451,0.796,0.9816,0.7814
44b6_d78e09d9,0.002,0.001,24708,21568,22259,0.969,True,True,18779,346,451,0.7672,1.0,0.7672
44b6_d78e09d9,0.005,0.0025,24708,18985,22259,0.8529,False,False,15689,311,451,0.6896,1.0,0.6896
44b6_d78e09d9,0.01,0.005,24708,16180,22259,0.7269,False,False,12703,269,451,0.5965,1.0,0.5965
44b6_d78e09d9,0.015,0.0075,24708,14190,22259,0.6375,False,False,10720,243,451,0.5388,1.0,0.5388
44b6_d78e09d9,0.02,0.01,24708,12624,22259,0.5671,False,False,9227,214,451,0.4745,1.0,0.4745
44b6_d78e09d9,0.03,0.015,24708,10152,22259,0.4561,False,False,7054,178,451,0.3947,1.0,0.3947
44b6_d78e09d9,0.05,0.025,24708,7122,22259,0.32,False,False,4640,131,451,0.2905,1.0,0.2905
44b6_db3c847b,0.0002,0.0001,16872,16209,15023,1.0789,False,False,14744,122,162,0.7531,0.9211,0.6936
44b6_db3c847b,0.0005,0.00025,16872,16024,15023,1.0666,False,False,14509,121,162,0.7469,0.9334,0.6971
44b6_db3c847b,0.001,0.0005,16872,15682,15023,1.0439,False,False,14069,119,162,0.7346,0.9561,0.7023
44b6_db3c847b,0.002,0.001,16872,15161,15023,1.0092,False,False,13346,116,162,0.716,0.9908,0.7095
44b6_db3c847b,0.005,0.0025,16872,13626,15023,0.907,True,True,11351,109,162,0.6728,1.0,0.6728
44b6_db3c847b,0.01,0.005,16872,11385,15023,0.7578,False,False,8989,94,162,0.5802,1.0,0.5802
44b6_db3c847b,0.015,0.0075,16872,9854,15023,0.6559,False,False,7481,85,162,0.5247,1.0,0.5247
44b6_db3c847b,0.02,0.01,16872,8794,15023,0.5854,False,False,6413,81,162,0.5,1.0,0.5
44b6_db3c847b,0.03,0.015,16872,7012,15023,0.4668,False,False,4794,67,162,0.4136,1.0,0.4136
44b6_db3c847b,0.05,0.025,16872,4649,15023,0.3095,False,False,2902,33,162,0.2037,1.0,0.2037
44b6_ddf577ad,0.0002,0.0001,64326,60915,53492,1.1388,False,False,54821,498,647,0.7697,0.8612,0.6629
44b6_ddf577ad,0.0005,0.00025,64326,57330,53492,1.0717,False,False,49418,456,647,0.7048,0.9283,0.6542
44b6_ddf577ad,0.001,0.0005,64326,51510,53492,0.9629,True,True,42008,386,647,0.5966,1.0,0.5966
44b6_ddf577ad,0.002,0.001,64326,42195,53492,0.7888,False,False,31893,302,647,0.4668,1.0,0.4668
44b6_ddf577ad,0.005,0.0025,64326,25525,53492,0.4772,False,False,16985,148,647,0.2287,1.0,0.2287
44b6_ddf577ad,0.01,0.005,64326,12840,53492,0.24,False,False,7772,62,647,0.0958,1.0,0.0958
44b6_ddf577ad,0.015,0.0075,64326,7591,53492,0.1419,False,False,4463,35,647,0.0541,1.0,0.0541
44b6_ddf577ad,0.02,0.01,64326,4882,53492,0.0913,False,False,2852,19,647,0.0294,1.0,0.0294
44b6_ddf577ad,0.03,0.015,64326,2685,53492,0.0502,False,False,1529,15,647,0.0232,1.0,0.0232
44b6_ddf577ad,0.05,0.025,64326,1219,53492,0.0228,False,False,678,7,647,0.0108,1.0,0.0108
44b6_deabac95,0.0002,0.0001,15128,14560,13989,1.0408,False,False,13370,91,124,0.7339,0.9592,0.7039
44b6_deabac95,0.0005,0.00025,15128,14413,13989,1.0303,False,False,13194,91,124,0.7339,0.9697,0.7116
44b6_deabac95,0.001,0.0005,15128,14189,13989,1.0143,False,False,12906,91,124,0.7339,0.9857,0.7234
44b6_deabac95,0.002,0.001,15128,13879,13989,0.9921,False,False,12500,91,124,0.7339,1.0,0.7339
44b6_deabac95,0.005,0.0025,15128,13157,13989,0.9405,True,True,11662,89,124,0.7177,1.0,0.7177
44b6_deabac95,0.01,0.005,15128,12328,13989,0.8813,False,False,10654,87,124,0.7016,1.0,0.7016
44b6_deabac95,0.015,0.0075,15128,11644,13989,0.8324,False,False,9872,82,124,0.6613,1.0,0.6613
44b6_deabac95,0.02,0.01,15128,11066,13989,0.7911,False,False,9193,82,124,0.6613,1.0,0.6613
44b6_deabac95,0.03,0.015,15128,9999,13989,0.7148,False,False,7959,80,124,0.6452,1.0,0.6452
44b6_deabac95,0.05,0.025,15128,8242,13989,0.5892,False,False,6048,70,124,0.5645,1.0,0.5645
44b6_e28840c6,0.0002,0.0001,96125,90010,74686,1.2052,False,False,79905,243,309,0.7864,0.7948,0.6251
44b6_e28840c6,0.0005,0.00025,96125,81652,74686,1.0933,False,False,68239,204,309,0.6602,0.9067,0.5986
44b6_e28840c6,0.001,0.0005,96125,68751,74686,0.9205,True,True,54028,156,309,0.5049,1.0,0.5049
44b6_e28840c6,0.002,0.001,96125,51532,74686,0.69,False,False,37785,106,309,0.343,1.0,0.343
44b6_e28840c6,0.005,0.0025,96125,28191,74686,0.3775,False,False,18490,33,309,0.1068,1.0,0.1068
44b6_e28840c6,0.01,0.005,96125,13884,74686,0.1859,False,False,8450,13,309,0.0421,1.0,0.0421
44b6_e28840c6,0.015,0.0075,96125,8089,74686,0.1083,False,False,4830,7,309,0.0227,1.0,0.0227
44b6_e28840c6,0.02,0.01,96125,5508,74686,0.0737,False,False,3269,3,309,0.0097,1.0,0.0097
44b6_e28840c6,0.03,0.015,96125,3090,74686,0.0414,False,False,1809,1,309,0.0032,1.0,0.0032
44b6_e28840c6,0.05,0.025,96125,1590,74686,0.0213,False,False,919,0,309,0.0,1.0,0.0
44b6_e29f0176,0.0002,0.0001,13778,12833,12969,0.9895,True,False,11052,20,50,0.4,1.0,0.4
44b6_e29f0176,0.0005,0.00025,13778,12579,12969,0.9699,True,False,10759,20,50,0.4,1.0,0.4
44b6_e29f0176,0.001,0.0005,13778,12276,12969,0.9466,True,False,10404,20,50,0.4,1.0,0.4
44b6_e29f0176,0.002,0.001,13778,11830,12969,0.9122,True,False,9843,20,50,0.4,1.0,0.4
44b6_e29f0176,0.005,0.0025,13778,10696,12969,0.8247,False,False,8518,20,50,0.4,1.0,0.4
44b6_e29f0176,0.01,0.005,13778,9077,12969,0.6999,False,False,6852,17,50,0.34,1.0,0.34
44b6_e29f0176,0.015,0.0075,13778,7945,12969,0.6126,False,False,5785,16,50,0.32,1.0,0.32
44b6_e29f0176,0.02,0.01,13778,7079,12969,0.5458,False,False,4988,14,50,0.28,1.0,0.28
44b6_e29f0176,0.03,0.015,13778,5704,12969,0.4398,False,False,3833,11,50,0.22,1.0,0.22
44b6_e29f0176,0.05,0.025,13778,4016,12969,0.3097,False,False,2506,7,50,0.14,1.0,0.14
44b6_e31261b4,0.0002,0.0001,83724,78285,72856,1.0745,False,False,68683,96,113,0.8496,0.9255,0.7863
44b6_e31261b4,0.0005,0.00025,83724,73574,72856,1.0099,False,False,61808,92,113,0.8142,0.9901,0.8061
44b6_e31261b4,0.001,0.0005,83724,66679,72856,0.9152,True,True,52991,82,113,0.7257,1.0,0.7257
44b6_e31261b4,0.002,0.001,83724,55815,72856,0.7661,False,False,41246,73,113,0.646,1.0,0.646
44b6_e31261b4,0.005,0.0025,83724,35951,72856,0.4935,False,False,23670,56,113,0.4956,1.0,0.4956
44b6_e31261b4,0.01,0.005,83724,20249,72856,0.2779,False,False,12378,26,113,0.2301,1.0,0.2301
44b6_e31261b4,0.015,0.0075,83724,13171,72856,0.1808,False,False,7804,19,113,0.1681,1.0,0.1681
44b6_e31261b4,0.02,0.01,83724,9299,72856,0.1276,False,False,5418,12,113,0.1062,1.0,0.1062
44b6_e31261b4,0.03,0.015,83724,5515,72856,0.0757,False,False,3117,7,113,0.0619,1.0,0.0619
44b6_e31261b4,0.05,0.025,83724,2675,72856,0.0367,False,False,1470,4,113,0.0354,1.0,0.0354
44b6_e35b117d,0.0002,0.0001,39054,36618,28641,1.2785,False,False,32074,156,266,0.5865,0.7215,0.4231
44b6_e35b117d,0.0005,0.00025,39054,35888,28641,1.253,False,False,31120,153,266,0.5752,0.747,0.4296
44b6_e35b117d,0.001,0.0005,39054,34604,28641,1.2082,False,False,29435,150,266,0.5639,0.7918,0.4465
44b6_e35b117d,0.002,0.001,39054,32069,28641,1.1197,False,False,26287,145,266,0.5451,0.8803,0.4799
44b6_e35b117d,0.005,0.0025,39054,25621,28641,0.8946,False,False,19440,121,266,0.4549,1.0,0.4549
44b6_e35b117d,0.01,0.005,39054,18264,28641,0.6377,False,False,13032,94,266,0.3534,1.0,0.3534
44b6_e35b117d,0.015,0.0075,39054,14124,28641,0.4931,False,False,9753,76,266,0.2857,1.0,0.2857
44b6_e35b117d,0.02,0.01,39054,11441,28641,0.3995,False,False,7655,62,266,0.2331,1.0,0.2331
44b6_e35b117d,0.03,0.015,39054,7943,28641,0.2773,False,False,5006,42,266,0.1579,1.0,0.1579
44b6_e35b117d,0.05,0.025,39054,4432,28641,0.1547,False,False,2587,26,266,0.0977,1.0,0.0977
44b6_e57ff5c6,0.0002,0.0001,22176,20434,20314,1.0059,False,False,17127,102,186,0.5484,0.9941,0.5451
44b6_e57ff5c6,0.0005,0.00025,22176,20084,20314,0.9887,True,True,16692,103,186,0.5538,1.0,0.5538
44b6_e57ff5c6,0.001,0.0005,22176,19518,20314,0.9608,True,True,15943,100,186,0.5376,1.0,0.5376
44b6_e57ff5c6,0.002,0.001,22176,18294,20314,0.9006,True,True,14454,94,186,0.5054,1.0,0.5054
44b6_e57ff5c6,0.005,0.0025,22176,14950,20314,0.7359,False,False,10978,73,186,0.3925,1.0,0.3925
44b6_e57ff5c6,0.01,0.005,22176,11123,20314,0.5476,False,False,7638,55,186,0.2957,1.0,0.2957
44b6_e57ff5c6,0.015,0.0075,22176,8817,20314,0.434,False,False,5793,42,186,0.2258,1.0,0.2258
44b6_e57ff5c6,0.02,0.01,22176,7215,20314,0.3552,False,False,4545,31,186,0.1667,1.0,0.1667
44b6_e57ff5c6,0.03,0.015,22176,5210,20314,0.2565,False,False,3125,18,186,0.0968,1.0,0.0968
44b6_e57ff5c6,0.05,0.025,22176,3064,20314,0.1508,False,False,1727,9,186,0.0484,1.0,0.0484
44b6_eb2880fc,0.0002,0.0001,50595,48335,48084,1.0052,False,False,43679,305,379,0.8047,0.9948,0.8005
44b6_eb2880fc,0.0005,0.00025,50595,46661,48084,0.9704,True,True,41063,297,379,0.7836,1.0,0.7836
44b6_eb2880fc,0.001,0.0005,50595,43880,48084,0.9126,True,True,36955,279,379,0.7361,1.0,0.7361
44b6_eb2880fc,0.002,0.001,50595,38555,48084,0.8018,False,False,30260,238,379,0.628,1.0,0.628
44b6_eb2880fc,0.005,0.0025,50595,26233,48084,0.5456,False,False,17915,161,379,0.4248,1.0,0.4248
44b6_eb2880fc,0.01,0.005,50595,14760,48084,0.307,False,False,9071,83,379,0.219,1.0,0.219
44b6_eb2880fc,0.015,0.0075,50595,9332,48084,0.1941,False,False,5502,50,379,0.1319,1.0,0.1319
44b6_eb2880fc,0.02,0.01,50595,6467,48084,0.1345,False,False,3706,33,379,0.0871,1.0,0.0871
44b6_eb2880fc,0.03,0.015,50595,3526,48084,0.0733,False,False,1967,16,379,0.0422,1.0,0.0422
44b6_eb2880fc,0.05,0.025,50595,1645,48084,0.0342,False,False,887,8,379,0.0211,1.0,0.0211
44b6_f28707c6,0.0002,0.0001,22089,20965,18656,1.1238,False,False,18763,36,61,0.5902,0.8762,0.5171
44b6_f28707c6,0.0005,0.00025,22089,20659,18656,1.1074,False,False,18329,36,61,0.5902,0.8926,0.5268
44b6_f28707c6,0.001,0.0005,22089,20121,18656,1.0785,False,False,17692,36,61,0.5902,0.9215,0.5438
44b6_f28707c6,0.002,0.001,22089,19329,18656,1.0361,False,False,16669,36,61,0.5902,0.9639,0.5689
44b6_f28707c6,0.005,0.0025,22089,17351,18656,0.93,True,True,14412,33,61,0.541,1.0,0.541
44b6_f28707c6,0.01,0.005,22089,15214,18656,0.8155,False,False,12071,31,61,0.5082,1.0,0.5082
44b6_f28707c6,0.015,0.0075,22089,13636,18656,0.7309,False,False,10376,28,61,0.459,1.0,0.459
44b6_f28707c6,0.02,0.01,22089,12299,18656,0.6593,False,False,8981,24,61,0.3934,1.0,0.3934
44b6_f28707c6,0.03,0.015,22089,10164,18656,0.5448,False,False,6943,22,61,0.3607,1.0,0.3607
44b6_f28707c6,0.05,0.025,22089,7349,18656,0.3939,False,False,4621,15,61,0.2459,1.0,0.2459
6bba_05b6850b,0.0002,0.0001,7881,7616,6362,1.1971,False,False,6889,698,845,0.826,0.8029,0.6632
6bba_05b6850b,0.0005,0.00025,7881,7563,6362,1.1888,False,False,6800,697,845,0.8249,0.8112,0.6691
6bba_05b6850b,0.001,0.0005,7881,7469,6362,1.174,False,False,6663,697,845,0.8249,0.826,0.6813
6bba_05b6850b,0.002,0.001,7881,7264,6362,1.1418,False,False,6414,697,845,0.8249,0.8582,0.7079
6bba_05b6850b,0.005,0.0025,7881,6866,6362,1.0792,False,False,5915,694,845,0.8213,0.9208,0.7562
6bba_05b6850b,0.01,0.005,7881,6279,6362,0.987,True,True,5296,685,845,0.8107,1.0,0.8107
6bba_05b6850b,0.015,0.0075,7881,5903,6362,0.9279,True,True,4897,677,845,0.8012,1.0,0.8012
6bba_05b6850b,0.02,0.01,7881,5618,6362,0.8831,False,False,4615,668,845,0.7905,1.0,0.7905
6bba_05b6850b,0.03,0.015,7881,5129,6362,0.8062,False,False,4150,658,845,0.7787,1.0,0.7787
6bba_05b6850b,0.05,0.025,7881,4466,6362,0.702,False,False,3517,635,845,0.7515,1.0,0.7515
6bba_05db0fb1,0.0002,0.0001,81767,78505,69800,1.1247,False,False,70821,988,1183,0.8352,0.8753,0.731
6bba_05db0fb1,0.0005,0.00025,81767,75013,69800,1.0747,False,False,64674,939,1183,0.7937,0.9253,0.7345
6bba_05db0fb1,0.001,0.0005,81767,69049,69800,0.9892,True,True,56284,851,1183,0.7194,1.0,0.7194
